county,precinct,office,disctrict,party,candidate,votes
Tompkins,Newfield 3 LD 8,Attorney General,,,Write-in,0
Tompkins,Ulysses 1 LD 5,Attorney General,,,Write-in,0
Tompkins,Ulysses 2 LD 5,Attorney General,,,Write-in,0
Tompkins,Ulysses 3 LD 5,Attorney General,,,Write-in,0
Tompkins,Ulysses 4 LD 5,Attorney General,,,Write-in,0
Tompkins,Total,U.S. House,23,,Write-in,6
Tompkins,Ithaca City 1-1 LD 1,U.S. House,23,DEM,Martha Robertson,228
Tompkins,Ithaca City 1-2 LD 1,U.S. House,23,DEM,Martha Robertson,148
Tompkins,Ithaca City 1-3 LD 1,U.S. House,23,DEM,Martha Robertson,91
Tompkins,Ithaca City 1-4 LD 3,U.S. House,23,DEM,Martha Robertson,320
Tompkins,Ithaca City 2-1 LD 1,U.S. House,23,DEM,Martha Robertson,282
Tompkins,Ithaca City 2-2 LD 1,U.S. House,23,DEM,Martha Robertson,307
Tompkins,Ithaca City 2-3 LD 1,U.S. House,23,DEM,Martha Robertson,292
Tompkins,Ithaca City 2-4 LD 4,U.S. House,23,DEM,Martha Robertson,186
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",U.S. House,23,DEM,Martha Robertson,192
Tompkins,Ithaca City 3-3 LD 3,U.S. House,23,DEM,Martha Robertson,255
Tompkins,Ithaca City 4-1 LD 4,U.S. House,23,DEM,Martha Robertson,148
Tompkins,Ithaca City 5-1 LD 2,U.S. House,23,DEM,Martha Robertson,364
Tompkins,Ithaca City 5-2 LD 2,U.S. House,23,DEM,Martha Robertson,357
Tompkins,Ithaca City 5-3 LD 2,U.S. House,23,DEM,Martha Robertson,122
Tompkins,Caroline 1 LD 7,U.S. House,23,DEM,Martha Robertson,95
Tompkins,Caroline 2 LD 7,U.S. House,23,DEM,Martha Robertson,224
Tompkins,Caroline 3 LD 7,U.S. House,23,DEM,Martha Robertson,230
Tompkins,Danby 1 LD 7,U.S. House,23,DEM,Martha Robertson,325
Tompkins,Danby 2 LD 7,U.S. House,23,DEM,Martha Robertson,56
Tompkins,Danby 3 LD 7,U.S. House,23,DEM,Martha Robertson,327
Tompkins,Dryden 1 LD 13,U.S. House,23,DEM,Martha Robertson,158
Tompkins,Dryden 2 LD 14,U.S. House,23,DEM,Martha Robertson,262
Tompkins,Dryden 3 LD 9,U.S. House,23,DEM,Martha Robertson,42
Tompkins,Dryden 4 LD 13,U.S. House,23,DEM,Martha Robertson,291
Tompkins,Dryden 5 LD 13,U.S. House,23,DEM,Martha Robertson,204
Tompkins,Dryden 6 LD 14,U.S. House,23,DEM,Martha Robertson,227
Tompkins,Dryden 7 LD 14,U.S. House,23,DEM,Martha Robertson,188
Tompkins,Dryden 8 LD 13,U.S. House,23,DEM,Martha Robertson,345
Tompkins,Dryden 9 LD 13,U.S. House,23,DEM,Martha Robertson,342
Tompkins,Dryden 10 LD 14,U.S. House,23,DEM,Martha Robertson,191
Tompkins,Enfield 1 LD 8,U.S. House,23,DEM,Martha Robertson,129
Tompkins,Enfield 2 LD 5,U.S. House,23,DEM,Martha Robertson,142
Tompkins,Enfield 3 LD 8,U.S. House,23,DEM,Martha Robertson,150
Tompkins,Groton 1 LD 9,U.S. House,23,DEM,Martha Robertson,110
Tompkins,Groton 2 LD 9,U.S. House,23,DEM,Martha Robertson,153
Tompkins,Groton 3 LD 9,U.S. House,23,DEM,Martha Robertson,163
Tompkins,Groton 4 LD 9,U.S. House,23,DEM,Martha Robertson,151
Tompkins,Ithaca 1 LD 5,U.S. House,23,DEM,Martha Robertson,230
Tompkins,Ithaca 2 LD 12,U.S. House,23,DEM,Martha Robertson,169
Tompkins,Ithaca 3 LD 12,U.S. House,23,DEM,Martha Robertson,261
Tompkins,Ithaca 4 LD 11,U.S. House,23,DEM,Martha Robertson,354
Tompkins,Ithaca 5 LD 11,U.S. House,23,DEM,Martha Robertson,246
Tompkins,Ithaca 6 LD 11,U.S. House,23,DEM,Martha Robertson,343
Tompkins,Ithaca 7 LD 10,U.S. House,23,DEM,Martha Robertson,339
Tompkins,Ithaca 8 LD 10,U.S. House,23,DEM,Martha Robertson,291
Tompkins,Ithaca 9 LD 10 ,U.S. House,23,DEM,Martha Robertson,334
Tompkins,Ithaca 10 LD 12,U.S. House,23,DEM,Martha Robertson,243
Tompkins,Ithaca 11 LD 11,U.S. House,23,DEM,Martha Robertson,340
Tompkins,Ithaca 12 LD 7,U.S. House,23,DEM,Martha Robertson,116
Tompkins,Lansing 1 LD 6,U.S. House,23,DEM,Martha Robertson,309
Tompkins,"Lansing 2 LD 6, 8 LD 9",U.S. House,23,DEM,Martha Robertson,220
Tompkins,Lansing 3 LD 6,U.S. House,23,DEM,Martha Robertson,297
Tompkins,Lansing 4 LD 6,U.S. House,23,DEM,Martha Robertson,151
Tompkins,Lansing 5 LD 6,U.S. House,23,DEM,Martha Robertson,324
Tompkins,Lansing 6 LD 10 ,U.S. House,23,DEM,Martha Robertson,237
Tompkins,Lansing 7 LD 10 ,U.S. House,23,DEM,Martha Robertson,275
Tompkins,Newfield 1 LD 8,U.S. House,23,DEM,Martha Robertson,198
Tompkins,Newfield 2 LD 8,U.S. House,23,DEM,Martha Robertson,182
Tompkins,Newfield 3 LD 8,U.S. House,23,DEM,Martha Robertson,200
Tompkins,Ulysses 1 LD 5,U.S. House,23,DEM,Martha Robertson,307
Tompkins,Ulysses 2 LD 5,U.S. House,23,DEM,Martha Robertson,201
Tompkins,Ulysses 3 LD 5,U.S. House,23,DEM,Martha Robertson,307
Tompkins,Ulysses 4 LD 5,U.S. House,23,DEM,Martha Robertson,289
Tompkins,Total,U.S. House,23,DEM,Martha Robertson,14560
Tompkins,Ithaca City 1-1 LD 1,U.S. House,23,REP,"Thomas W. Reed, II",46
Tompkins,Ithaca City 1-2 LD 1,U.S. House,23,REP,"Thomas W. Reed, II",36
Tompkins,Ithaca City 1-3 LD 1,U.S. House,23,REP,"Thomas W. Reed, II",26
Tompkins,Ithaca City 1-4 LD 3,U.S. House,23,REP,"Thomas W. Reed, II",38
Tompkins,Ithaca City 2-1 LD 1,U.S. House,23,REP,"Thomas W. Reed, II",24
Tompkins,Ithaca City 2-2 LD 1,U.S. House,23,REP,"Thomas W. Reed, II",45
Tompkins,Ithaca City 2-3 LD 1,U.S. House,23,REP,"Thomas W. Reed, II",34
Tompkins,Ithaca City 2-4 LD 4,U.S. House,23,REP,"Thomas W. Reed, II",11
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",U.S. House,23,REP,"Thomas W. Reed, II",26
Tompkins,Ithaca City 3-3 LD 3,U.S. House,23,REP,"Thomas W. Reed, II",31
Tompkins,Ithaca City 4-1 LD 4,U.S. House,23,REP,"Thomas W. Reed, II",21
Tompkins,Ithaca City 5-1 LD 2,U.S. House,23,REP,"Thomas W. Reed, II",37
Tompkins,Ithaca City 5-2 LD 2,U.S. House,23,REP,"Thomas W. Reed, II",36
Tompkins,Ithaca City 5-3 LD 2,U.S. House,23,REP,"Thomas W. Reed, II",10
Tompkins,Caroline 1 LD 7,U.S. House,23,REP,"Thomas W. Reed, II",101
Tompkins,Caroline 2 LD 7,U.S. House,23,REP,"Thomas W. Reed, II",152
Tompkins,Caroline 3 LD 7,U.S. House,23,REP,"Thomas W. Reed, II",137
Tompkins,Danby 1 LD 7,U.S. House,23,REP,"Thomas W. Reed, II",140
Tompkins,Danby 2 LD 7,U.S. House,23,REP,"Thomas W. Reed, II",44
Tompkins,Danby 3 LD 7,U.S. House,23,REP,"Thomas W. Reed, II",150
Tompkins,Dryden 1 LD 13,U.S. House,23,REP,"Thomas W. Reed, II",143
Tompkins,Dryden 2 LD 14,U.S. House,23,REP,"Thomas W. Reed, II",208
Tompkins,Dryden 3 LD 9,U.S. House,23,REP,"Thomas W. Reed, II",67
Tompkins,Dryden 4 LD 13,U.S. House,23,REP,"Thomas W. Reed, II",79
Tompkins,Dryden 5 LD 13,U.S. House,23,REP,"Thomas W. Reed, II",151
Tompkins,Dryden 6 LD 14,U.S. House,23,REP,"Thomas W. Reed, II",178
Tompkins,Dryden 7 LD 14,U.S. House,23,REP,"Thomas W. Reed, II",188
Tompkins,Dryden 8 LD 13,U.S. House,23,REP,"Thomas W. Reed, II",101
Tompkins,Dryden 9 LD 13,U.S. House,23,REP,"Thomas W. Reed, II",79
Tompkins,Dryden 10 LD 14,U.S. House,23,REP,"Thomas W. Reed, II",227
Tompkins,Enfield 1 LD 8,U.S. House,23,REP,"Thomas W. Reed, II",132
Tompkins,Enfield 2 LD 5,U.S. House,23,REP,"Thomas W. Reed, II",125
Tompkins,Enfield 3 LD 8,U.S. House,23,REP,"Thomas W. Reed, II",123
Tompkins,Groton 1 LD 9,U.S. House,23,REP,"Thomas W. Reed, II",135
Tompkins,Groton 2 LD 9,U.S. House,23,REP,"Thomas W. Reed, II",196
Tompkins,Groton 3 LD 9,U.S. House,23,REP,"Thomas W. Reed, II",178
Tompkins,Groton 4 LD 9,U.S. House,23,REP,"Thomas W. Reed, II",222
Tompkins,Ithaca 1 LD 5,U.S. House,23,REP,"Thomas W. Reed, II",89
Tompkins,Ithaca 2 LD 12,U.S. House,23,REP,"Thomas W. Reed, II",54
Tompkins,Ithaca 3 LD 12,U.S. House,23,REP,"Thomas W. Reed, II",71
Tompkins,Ithaca 4 LD 11,U.S. House,23,REP,"Thomas W. Reed, II",82
Tompkins,Ithaca 5 LD 11,U.S. House,23,REP,"Thomas W. Reed, II",60
Tompkins,Ithaca 6 LD 11,U.S. House,23,REP,"Thomas W. Reed, II",78
Tompkins,Ithaca 7 LD 10,U.S. House,23,REP,"Thomas W. Reed, II",91
Tompkins,Ithaca 8 LD 10,U.S. House,23,REP,"Thomas W. Reed, II",61
Tompkins,Ithaca 9 LD 10 ,U.S. House,23,REP,"Thomas W. Reed, II",70
Tompkins,Ithaca 10 LD 12,U.S. House,23,REP,"Thomas W. Reed, II",73
Tompkins,Ithaca 11 LD 11,U.S. House,23,REP,"Thomas W. Reed, II",79
Tompkins,Ithaca 12 LD 7,U.S. House,23,REP,"Thomas W. Reed, II",41
Tompkins,Lansing 1 LD 6,U.S. House,23,REP,"Thomas W. Reed, II",183
Tompkins,"Lansing 2 LD 6, 8 LD 9",U.S. House,23,REP,"Thomas W. Reed, II",203
Tompkins,Lansing 3 LD 6,U.S. House,23,REP,"Thomas W. Reed, II",218
Tompkins,Lansing 4 LD 6,U.S. House,23,REP,"Thomas W. Reed, II",191
Tompkins,Lansing 5 LD 6,U.S. House,23,REP,"Thomas W. Reed, II",208
Tompkins,Lansing 6 LD 10 ,U.S. House,23,REP,"Thomas W. Reed, II",62
Tompkins,Lansing 7 LD 10 ,U.S. House,23,REP,"Thomas W. Reed, II",91
Tompkins,Newfield 1 LD 8,U.S. House,23,REP,"Thomas W. Reed, II",159
Tompkins,Newfield 2 LD 8,U.S. House,23,REP,"Thomas W. Reed, II",253
Tompkins,Newfield 3 LD 8,U.S. House,23,REP,"Thomas W. Reed, II",176
Tompkins,Ulysses 1 LD 5,U.S. House,23,REP,"Thomas W. Reed, II",137
Tompkins,Ulysses 2 LD 5,U.S. House,23,REP,"Thomas W. Reed, II",123
Tompkins,Ulysses 3 LD 5,U.S. House,23,REP,"Thomas W. Reed, II",113
Tompkins,Ulysses 4 LD 5,U.S. House,23,REP,"Thomas W. Reed, II",148
Tompkins,Total,U.S. House,23,REP,"Thomas W. Reed, II",6791
Tompkins,Ithaca City 1-1 LD 1,U.S. House,23,CON,"Thomas W. Reed, II",12
Tompkins,Ithaca City 1-2 LD 1,U.S. House,23,CON,"Thomas W. Reed, II",7
Tompkins,Ithaca City 1-3 LD 1,U.S. House,23,CON,"Thomas W. Reed, II",1
Tompkins,Ithaca City 1-4 LD 3,U.S. House,23,CON,"Thomas W. Reed, II",8
Tompkins,Ithaca City 2-1 LD 1,U.S. House,23,CON,"Thomas W. Reed, II",9
Tompkins,Ithaca City 2-2 LD 1,U.S. House,23,CON,"Thomas W. Reed, II",6
Tompkins,Ithaca City 2-3 LD 1,U.S. House,23,CON,"Thomas W. Reed, II",5
Tompkins,Ithaca City 2-4 LD 4,U.S. House,23,CON,"Thomas W. Reed, II",2
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",U.S. House,23,CON,"Thomas W. Reed, II",1
Tompkins,Ithaca City 3-3 LD 3,U.S. House,23,CON,"Thomas W. Reed, II",5
Tompkins,Ithaca City 4-1 LD 4,U.S. House,23,CON,"Thomas W. Reed, II",1
Tompkins,Ithaca City 5-1 LD 2,U.S. House,23,CON,"Thomas W. Reed, II",3
Tompkins,Ithaca City 5-2 LD 2,U.S. House,23,CON,"Thomas W. Reed, II",6
Tompkins,Ithaca City 5-3 LD 2,U.S. House,23,CON,"Thomas W. Reed, II",0
Tompkins,Caroline 1 LD 7,U.S. House,23,CON,"Thomas W. Reed, II",16
Tompkins,Caroline 2 LD 7,U.S. House,23,CON,"Thomas W. Reed, II",25
Tompkins,Caroline 3 LD 7,U.S. House,23,CON,"Thomas W. Reed, II",18
Tompkins,Danby 1 LD 7,U.S. House,23,CON,"Thomas W. Reed, II",18
Tompkins,Danby 2 LD 7,U.S. House,23,CON,"Thomas W. Reed, II",6
Tompkins,Danby 3 LD 7,U.S. House,23,CON,"Thomas W. Reed, II",20
Tompkins,Dryden 1 LD 13,U.S. House,23,CON,"Thomas W. Reed, II",21
Tompkins,Dryden 2 LD 14,U.S. House,23,CON,"Thomas W. Reed, II",41
Tompkins,Dryden 3 LD 9,U.S. House,23,CON,"Thomas W. Reed, II",9
Tompkins,Dryden 4 LD 13,U.S. House,23,CON,"Thomas W. Reed, II",12
Tompkins,Dryden 5 LD 13,U.S. House,23,CON,"Thomas W. Reed, II",24
Tompkins,Dryden 6 LD 14,U.S. House,23,CON,"Thomas W. Reed, II",23
Tompkins,Dryden 7 LD 14,U.S. House,23,CON,"Thomas W. Reed, II",30
Tompkins,Dryden 8 LD 13,U.S. House,23,CON,"Thomas W. Reed, II",14
Tompkins,Dryden 9 LD 13,U.S. House,23,CON,"Thomas W. Reed, II",12
Tompkins,Dryden 10 LD 14,U.S. House,23,CON,"Thomas W. Reed, II",34
Tompkins,Enfield 1 LD 8,U.S. House,23,CON,"Thomas W. Reed, II",18
Tompkins,Enfield 2 LD 5,U.S. House,23,CON,"Thomas W. Reed, II",16
Tompkins,Enfield 3 LD 8,U.S. House,23,CON,"Thomas W. Reed, II",15
Tompkins,Groton 1 LD 9,U.S. House,23,CON,"Thomas W. Reed, II",16
Tompkins,Groton 2 LD 9,U.S. House,23,CON,"Thomas W. Reed, II",27
Tompkins,Groton 3 LD 9,U.S. House,23,CON,"Thomas W. Reed, II",33
Tompkins,Groton 4 LD 9,U.S. House,23,CON,"Thomas W. Reed, II",29
Tompkins,Ithaca 1 LD 5,U.S. House,23,CON,"Thomas W. Reed, II",16
Tompkins,Ithaca 2 LD 12,U.S. House,23,CON,"Thomas W. Reed, II",10
Tompkins,Ithaca 3 LD 12,U.S. House,23,CON,"Thomas W. Reed, II",10
Tompkins,Ithaca 4 LD 11,U.S. House,23,CON,"Thomas W. Reed, II",5
Tompkins,Ithaca 5 LD 11,U.S. House,23,CON,"Thomas W. Reed, II",3
Tompkins,Ithaca 6 LD 11,U.S. House,23,CON,"Thomas W. Reed, II",6
Tompkins,Ithaca 7 LD 10,U.S. House,23,CON,"Thomas W. Reed, II",4
Tompkins,Ithaca 8 LD 10,U.S. House,23,CON,"Thomas W. Reed, II",3
Tompkins,Ithaca 9 LD 10 ,U.S. House,23,CON,"Thomas W. Reed, II",5
Tompkins,Ithaca 10 LD 12,U.S. House,23,CON,"Thomas W. Reed, II",13
Tompkins,Ithaca 11 LD 11,U.S. House,23,CON,"Thomas W. Reed, II",16
Tompkins,Ithaca 12 LD 7,U.S. House,23,CON,"Thomas W. Reed, II",2
Tompkins,Lansing 1 LD 6,U.S. House,23,CON,"Thomas W. Reed, II",30
Tompkins,"Lansing 2 LD 6, 8 LD 9",U.S. House,23,CON,"Thomas W. Reed, II",28
Tompkins,Lansing 3 LD 6,U.S. House,23,CON,"Thomas W. Reed, II",30
Tompkins,Lansing 4 LD 6,U.S. House,23,CON,"Thomas W. Reed, II",29
Tompkins,Lansing 5 LD 6,U.S. House,23,CON,"Thomas W. Reed, II",20
Tompkins,Lansing 6 LD 10 ,U.S. House,23,CON,"Thomas W. Reed, II",7
Tompkins,Lansing 7 LD 10 ,U.S. House,23,CON,"Thomas W. Reed, II",11
Tompkins,Newfield 1 LD 8,U.S. House,23,CON,"Thomas W. Reed, II",34
Tompkins,Newfield 2 LD 8,U.S. House,23,CON,"Thomas W. Reed, II",30
Tompkins,Newfield 3 LD 8,U.S. House,23,CON,"Thomas W. Reed, II",30
Tompkins,Ulysses 1 LD 5,U.S. House,23,CON,"Thomas W. Reed, II",25
Tompkins,Ulysses 2 LD 5,U.S. House,23,CON,"Thomas W. Reed, II",21
Tompkins,Ulysses 3 LD 5,U.S. House,23,CON,"Thomas W. Reed, II",13
Tompkins,Ulysses 4 LD 5,U.S. House,23,CON,"Thomas W. Reed, II",15
Tompkins,Total,U.S. House,23,CON,"Thomas W. Reed, II",959
Tompkins,Ithaca City 1-1 LD 1,U.S. House,23,WOR,Martha Robertson,71
Tompkins,Ithaca City 1-2 LD 1,U.S. House,23,WOR,Martha Robertson,52
Tompkins,Ithaca City 1-3 LD 1,U.S. House,23,WOR,Martha Robertson,24
Tompkins,Ithaca City 1-4 LD 3,U.S. House,23,WOR,Martha Robertson,106
Tompkins,Ithaca City 2-1 LD 1,U.S. House,23,WOR,Martha Robertson,117
Tompkins,Ithaca City 2-2 LD 1,U.S. House,23,WOR,Martha Robertson,92
Tompkins,Ithaca City 2-3 LD 1,U.S. House,23,WOR,Martha Robertson,114
Tompkins,Ithaca City 2-4 LD 4,U.S. House,23,WOR,Martha Robertson,66
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",U.S. House,23,WOR,Martha Robertson,55
Tompkins,Ithaca City 3-3 LD 3,U.S. House,23,WOR,Martha Robertson,68
Tompkins,Ithaca City 4-1 LD 4,U.S. House,23,WOR,Martha Robertson,44
Tompkins,Ithaca City 5-1 LD 2,U.S. House,23,WOR,Martha Robertson,147
Tompkins,Ithaca City 5-2 LD 2,U.S. House,23,WOR,Martha Robertson,102
Tompkins,Ithaca City 5-3 LD 2,U.S. House,23,WOR,Martha Robertson,20
Tompkins,Caroline 1 LD 7,U.S. House,23,WOR,Martha Robertson,26
Tompkins,Caroline 2 LD 7,U.S. House,23,WOR,Martha Robertson,52
Tompkins,Caroline 3 LD 7,U.S. House,23,WOR,Martha Robertson,63
Tompkins,Danby 1 LD 7,U.S. House,23,WOR,Martha Robertson,80
Tompkins,Danby 2 LD 7,U.S. House,23,WOR,Martha Robertson,16
Tompkins,Danby 3 LD 7,U.S. House,23,WOR,Martha Robertson,79
Tompkins,Dryden 1 LD 13,U.S. House,23,WOR,Martha Robertson,41
Tompkins,Dryden 2 LD 14,U.S. House,23,WOR,Martha Robertson,37
Tompkins,Dryden 3 LD 9,U.S. House,23,WOR,Martha Robertson,7
Tompkins,Dryden 4 LD 13,U.S. House,23,WOR,Martha Robertson,48
Tompkins,Dryden 5 LD 13,U.S. House,23,WOR,Martha Robertson,39
Tompkins,Dryden 6 LD 14,U.S. House,23,WOR,Martha Robertson,37
Tompkins,Dryden 7 LD 14,U.S. House,23,WOR,Martha Robertson,21
Tompkins,Dryden 8 LD 13,U.S. House,23,WOR,Martha Robertson,93
Tompkins,Dryden 9 LD 13,U.S. House,23,WOR,Martha Robertson,49
Tompkins,Dryden 10 LD 14,U.S. House,23,WOR,Martha Robertson,24
Tompkins,Enfield 1 LD 8,U.S. House,23,WOR,Martha Robertson,34
Tompkins,Enfield 2 LD 5,U.S. House,23,WOR,Martha Robertson,39
Tompkins,Enfield 3 LD 8,U.S. House,23,WOR,Martha Robertson,37
Tompkins,Groton 1 LD 9,U.S. House,23,WOR,Martha Robertson,22
Tompkins,Groton 2 LD 9,U.S. House,23,WOR,Martha Robertson,26
Tompkins,Groton 3 LD 9,U.S. House,23,WOR,Martha Robertson,31
Tompkins,Groton 4 LD 9,U.S. House,23,WOR,Martha Robertson,22
Tompkins,Ithaca 1 LD 5,U.S. House,23,WOR,Martha Robertson,57
Tompkins,Ithaca 2 LD 12,U.S. House,23,WOR,Martha Robertson,41
Tompkins,Ithaca 3 LD 12,U.S. House,23,WOR,Martha Robertson,45
Tompkins,Ithaca 4 LD 11,U.S. House,23,WOR,Martha Robertson,80
Tompkins,Ithaca 5 LD 11,U.S. House,23,WOR,Martha Robertson,64
Tompkins,Ithaca 6 LD 11,U.S. House,23,WOR,Martha Robertson,53
Tompkins,Ithaca 7 LD 10,U.S. House,23,WOR,Martha Robertson,38
Tompkins,Ithaca 8 LD 10,U.S. House,23,WOR,Martha Robertson,62
Tompkins,Ithaca 9 LD 10 ,U.S. House,23,WOR,Martha Robertson,47
Tompkins,Ithaca 10 LD 12,U.S. House,23,WOR,Martha Robertson,110
Tompkins,Ithaca 11 LD 11,U.S. House,23,WOR,Martha Robertson,62
Tompkins,Ithaca 12 LD 7,U.S. House,23,WOR,Martha Robertson,26
Tompkins,Lansing 1 LD 6,U.S. House,23,WOR,Martha Robertson,40
Tompkins,"Lansing 2 LD 6, 8 LD 9",U.S. House,23,WOR,Martha Robertson,35
Tompkins,Lansing 3 LD 6,U.S. House,23,WOR,Martha Robertson,44
Tompkins,Lansing 4 LD 6,U.S. House,23,WOR,Martha Robertson,33
Tompkins,Lansing 5 LD 6,U.S. House,23,WOR,Martha Robertson,47
Tompkins,Lansing 6 LD 10 ,U.S. House,23,WOR,Martha Robertson,23
Tompkins,Lansing 7 LD 10 ,U.S. House,23,WOR,Martha Robertson,29
Tompkins,Newfield 1 LD 8,U.S. House,23,WOR,Martha Robertson,40
Tompkins,Newfield 2 LD 8,U.S. House,23,WOR,Martha Robertson,43
Tompkins,Newfield 3 LD 8,U.S. House,23,WOR,Martha Robertson,59
Tompkins,Ulysses 1 LD 5,U.S. House,23,WOR,Martha Robertson,50
Tompkins,Ulysses 2 LD 5,U.S. House,23,WOR,Martha Robertson,48
Tompkins,Ulysses 3 LD 5,U.S. House,23,WOR,Martha Robertson,74
Tompkins,Ulysses 4 LD 5,U.S. House,23,WOR,Martha Robertson,59
Tompkins,Total,U.S. House,23,WOR,Martha Robertson,3310
Tompkins,Ithaca City 1-1 LD 1,U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Ithaca City 1-2 LD 1,U.S. House,23,IND,"Thomas W. Reed, II",4
Tompkins,Ithaca City 1-3 LD 1,U.S. House,23,IND,"Thomas W. Reed, II",1
Tompkins,Ithaca City 1-4 LD 3,U.S. House,23,IND,"Thomas W. Reed, II",3
Tompkins,Ithaca City 2-1 LD 1,U.S. House,23,IND,"Thomas W. Reed, II",0
Tompkins,Ithaca City 2-2 LD 1,U.S. House,23,IND,"Thomas W. Reed, II",6
Tompkins,Ithaca City 2-3 LD 1,U.S. House,23,IND,"Thomas W. Reed, II",4
Tompkins,Ithaca City 2-4 LD 4,U.S. House,23,IND,"Thomas W. Reed, II",0
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Ithaca City 3-3 LD 3,U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Ithaca City 4-1 LD 4,U.S. House,23,IND,"Thomas W. Reed, II",0
Tompkins,Ithaca City 5-1 LD 2,U.S. House,23,IND,"Thomas W. Reed, II",3
Tompkins,Ithaca City 5-2 LD 2,U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Ithaca City 5-3 LD 2,U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Caroline 1 LD 7,U.S. House,23,IND,"Thomas W. Reed, II",5
Tompkins,Caroline 2 LD 7,U.S. House,23,IND,"Thomas W. Reed, II",10
Tompkins,Caroline 3 LD 7,U.S. House,23,IND,"Thomas W. Reed, II",3
Tompkins,Danby 1 LD 7,U.S. House,23,IND,"Thomas W. Reed, II",10
Tompkins,Danby 2 LD 7,U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Danby 3 LD 7,U.S. House,23,IND,"Thomas W. Reed, II",13
Tompkins,Dryden 1 LD 13,U.S. House,23,IND,"Thomas W. Reed, II",16
Tompkins,Dryden 2 LD 14,U.S. House,23,IND,"Thomas W. Reed, II",13
Tompkins,Dryden 3 LD 9,U.S. House,23,IND,"Thomas W. Reed, II",0
Tompkins,Dryden 4 LD 13,U.S. House,23,IND,"Thomas W. Reed, II",3
Tompkins,Dryden 5 LD 13,U.S. House,23,IND,"Thomas W. Reed, II",12
Tompkins,Dryden 6 LD 14,U.S. House,23,IND,"Thomas W. Reed, II",10
Tompkins,Dryden 7 LD 14,U.S. House,23,IND,"Thomas W. Reed, II",15
Tompkins,Dryden 8 LD 13,U.S. House,23,IND,"Thomas W. Reed, II",5
Tompkins,Dryden 9 LD 13,U.S. House,23,IND,"Thomas W. Reed, II",6
Tompkins,Dryden 10 LD 14,U.S. House,23,IND,"Thomas W. Reed, II",12
Tompkins,Enfield 1 LD 8,U.S. House,23,IND,"Thomas W. Reed, II",7
Tompkins,Enfield 2 LD 5,U.S. House,23,IND,"Thomas W. Reed, II",12
Tompkins,Enfield 3 LD 8,U.S. House,23,IND,"Thomas W. Reed, II",6
Tompkins,Groton 1 LD 9,U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Groton 2 LD 9,U.S. House,23,IND,"Thomas W. Reed, II",7
Tompkins,Groton 3 LD 9,U.S. House,23,IND,"Thomas W. Reed, II",15
Tompkins,Groton 4 LD 9,U.S. House,23,IND,"Thomas W. Reed, II",9
Tompkins,Ithaca 1 LD 5,U.S. House,23,IND,"Thomas W. Reed, II",3
Tompkins,Ithaca 2 LD 12,U.S. House,23,IND,"Thomas W. Reed, II",6
Tompkins,Ithaca 3 LD 12,U.S. House,23,IND,"Thomas W. Reed, II",4
Tompkins,Ithaca 4 LD 11,U.S. House,23,IND,"Thomas W. Reed, II",7
Tompkins,Ithaca 5 LD 11,U.S. House,23,IND,"Thomas W. Reed, II",6
Tompkins,Ithaca 6 LD 11,U.S. House,23,IND,"Thomas W. Reed, II",5
Tompkins,Ithaca 7 LD 10,U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Ithaca 8 LD 10,U.S. House,23,IND,"Thomas W. Reed, II",5
Tompkins,Ithaca 9 LD 10 ,U.S. House,23,IND,"Thomas W. Reed, II",3
Tompkins,Ithaca 10 LD 12,U.S. House,23,IND,"Thomas W. Reed, II",9
Tompkins,Ithaca 11 LD 11,U.S. House,23,IND,"Thomas W. Reed, II",8
Tompkins,Ithaca 12 LD 7,U.S. House,23,IND,"Thomas W. Reed, II",0
Tompkins,Lansing 1 LD 6,U.S. House,23,IND,"Thomas W. Reed, II",12
Tompkins,"Lansing 2 LD 6, 8 LD 9",U.S. House,23,IND,"Thomas W. Reed, II",17
Tompkins,Lansing 3 LD 6,U.S. House,23,IND,"Thomas W. Reed, II",13
Tompkins,Lansing 4 LD 6,U.S. House,23,IND,"Thomas W. Reed, II",12
Tompkins,Lansing 5 LD 6,U.S. House,23,IND,"Thomas W. Reed, II",8
Tompkins,Lansing 6 LD 10 ,U.S. House,23,IND,"Thomas W. Reed, II",2
Tompkins,Lansing 7 LD 10 ,U.S. House,23,IND,"Thomas W. Reed, II",7
Tompkins,Newfield 1 LD 8,U.S. House,23,IND,"Thomas W. Reed, II",11
Tompkins,Newfield 2 LD 8,U.S. House,23,IND,"Thomas W. Reed, II",12
Tompkins,Newfield 3 LD 8,U.S. House,23,IND,"Thomas W. Reed, II",8
