county,precinct,office,district,candidate,party,Absentee,votes
Ulster,Hurley 5,Comptroller,,Thomas P. Dinapoli,WOR,1,34
Ulster,Hurley 6,Comptroller,,Thomas P. Dinapoli,WOR,3,11
Ulster,Hurley 7,Comptroller,,Thomas P. Dinapoli,WOR,2,25
Ulster,Hurley 8,Comptroller,,Thomas P. Dinapoli,WOR,0,15
Ulster,"Kingston, Town 1",Comptroller,,Thomas P. Dinapoli,WOR,2,19
Ulster,Lloyd 1,Comptroller,,Thomas P. Dinapoli,WOR,1,27
Ulster,Lloyd 2,Comptroller,,Thomas P. Dinapoli,WOR,4,31
Ulster,Lloyd 3,Comptroller,,Thomas P. Dinapoli,WOR,2,18
Ulster,Lloyd 4,Comptroller,,Thomas P. Dinapoli,WOR,1,19
Ulster,Lloyd 5,Comptroller,,Thomas P. Dinapoli,WOR,1,22
Ulster,Lloyd 6,Comptroller,,Thomas P. Dinapoli,WOR,2,14
Ulster,Lloyd 7,Comptroller,,Thomas P. Dinapoli,WOR,3,16
Ulster,Marbletown 1,Comptroller,,Thomas P. Dinapoli,WOR,2,29
Ulster,Marbletown 2,Comptroller,,Thomas P. Dinapoli,WOR,4,30
Ulster,Marbletown 3,Comptroller,,Thomas P. Dinapoli,WOR,3,33
Ulster,Marbletown 4,Comptroller,,Thomas P. Dinapoli,WOR,1,12
Ulster,Marbletown 5,Comptroller,,Thomas P. Dinapoli,WOR,0,34
Ulster,Marbletown 6,Comptroller,,Thomas P. Dinapoli,WOR,6,29
Ulster,Marbletown 7,Comptroller,,Thomas P. Dinapoli,WOR,4,30
Ulster,Marlborough 1,Comptroller,,Thomas P. Dinapoli,WOR,1,16
Ulster,Marlborough 2,Comptroller,,Thomas P. Dinapoli,WOR,0,8
Ulster,Marlborough 3,Comptroller,,Thomas P. Dinapoli,WOR,1,16
Ulster,Marlborough 4,Comptroller,,Thomas P. Dinapoli,WOR,1,23
Ulster,Marlborough 5,Comptroller,,Thomas P. Dinapoli,WOR,0,17
Ulster,Marlborough 6,Comptroller,,Thomas P. Dinapoli,WOR,0,19
Ulster,New Paltz 1,Comptroller,,Thomas P. Dinapoli,WOR,4,78
Ulster,New Paltz 2,Comptroller,,Thomas P. Dinapoli,WOR,0,27
Ulster,New Paltz 3,Comptroller,,Thomas P. Dinapoli,WOR,2,18
Ulster,New Paltz 4,Comptroller,,Thomas P. Dinapoli,WOR,4,60
Ulster,New Paltz 5,Comptroller,,Thomas P. Dinapoli,WOR,1,37
Ulster,New Paltz 6,Comptroller,,Thomas P. Dinapoli,WOR,5,40
Ulster,New Paltz 7,Comptroller,,Thomas P. Dinapoli,WOR,4,57
Ulster,New Paltz 8,Comptroller,,Thomas P. Dinapoli,WOR,1,42
Ulster,New Paltz 9,Comptroller,,Thomas P. Dinapoli,WOR,0,5
Ulster,New Paltz 10,Comptroller,,Thomas P. Dinapoli,WOR,1,18
Ulster,Olive 1,Comptroller,,Thomas P. Dinapoli,WOR,0,30
Ulster,Olive 2,Comptroller,,Thomas P. Dinapoli,WOR,2,22
Ulster,Olive 3,Comptroller,,Thomas P. Dinapoli,WOR,2,21
Ulster,Olive 4,Comptroller,,Thomas P. Dinapoli,WOR,3,30
Ulster,Olive 5,Comptroller,,Thomas P. Dinapoli,WOR,4,32
Ulster,Plattekill 1,Comptroller,,Thomas P. Dinapoli,WOR,0,17
Ulster,Plattekill 2,Comptroller,,Thomas P. Dinapoli,WOR,1,17
Ulster,Plattekill 3,Comptroller,,Thomas P. Dinapoli,WOR,1,19
Ulster,Plattekill 4,Comptroller,,Thomas P. Dinapoli,WOR,0,24
Ulster,Plattekill 5,Comptroller,,Thomas P. Dinapoli,WOR,0,13
Ulster,Plattekill 6,Comptroller,,Thomas P. Dinapoli,WOR,0,17
Ulster,Rochester 1,Comptroller,,Thomas P. Dinapoli,WOR,3,41
Ulster,Rochester 2,Comptroller,,Thomas P. Dinapoli,WOR,0,32
Ulster,Rochester 3,Comptroller,,Thomas P. Dinapoli,WOR,2,23
Ulster,Rochester 4,Comptroller,,Thomas P. Dinapoli,WOR,3,39
Ulster,Rochester 5,Comptroller,,Thomas P. Dinapoli,WOR,4,29
Ulster,Rosendale 1,Comptroller,,Thomas P. Dinapoli,WOR,5,83
Ulster,Rosendale 2,Comptroller,,Thomas P. Dinapoli,WOR,3,47
Ulster,Rosendale 3,Comptroller,,Thomas P. Dinapoli,WOR,1,31
Ulster,Rosendale 4,Comptroller,,Thomas P. Dinapoli,WOR,4,66
Ulster,Rosendale 5,Comptroller,,Thomas P. Dinapoli,WOR,5,58
Ulster,Saugerties 1,Comptroller,,Thomas P. Dinapoli,WOR,0,14
Ulster,Saugerties 2,Comptroller,,Thomas P. Dinapoli,WOR,3,50
Ulster,Saugerties 3,Comptroller,,Thomas P. Dinapoli,WOR,1,15
Ulster,Saugerties 4,Comptroller,,Thomas P. Dinapoli,WOR,4,37
Ulster,Saugerties 5,Comptroller,,Thomas P. Dinapoli,WOR,4,48
Ulster,Saugerties 6,Comptroller,,Thomas P. Dinapoli,WOR,5,29
Ulster,Saugerties 7,Comptroller,,Thomas P. Dinapoli,WOR,1,12
Ulster,Saugerties 8,Comptroller,,Thomas P. Dinapoli,WOR,2,23
Ulster,Saugerties 9,Comptroller,,Thomas P. Dinapoli,WOR,1,27
Ulster,Saugerties 10,Comptroller,,Thomas P. Dinapoli,WOR,2,18
Ulster,Saugerties 11,Comptroller,,Thomas P. Dinapoli,WOR,0,31
Ulster,Saugerties 12,Comptroller,,Thomas P. Dinapoli,WOR,2,30
Ulster,Saugerties 13,Comptroller,,Thomas P. Dinapoli,WOR,2,24
Ulster,Saugerties 14,Comptroller,,Thomas P. Dinapoli,WOR,1,9
Ulster,Saugerties 15,Comptroller,,Thomas P. Dinapoli,WOR,2,32
Ulster,Saugerties 16,Comptroller,,Thomas P. Dinapoli,WOR,3,43
Ulster,Shandaken 1,Comptroller,,Thomas P. Dinapoli,WOR,6,31
Ulster,Shandaken 2,Comptroller,,Thomas P. Dinapoli,WOR,0,16
Ulster,Shandaken 3,Comptroller,,Thomas P. Dinapoli,WOR,1,17
Ulster,Shandaken 4,Comptroller,,Thomas P. Dinapoli,WOR,1,18
Ulster,Shawangunk 1,Comptroller,,Thomas P. Dinapoli,WOR,0,16
Ulster,Shawangunk 2,Comptroller,,Thomas P. Dinapoli,WOR,1,13
Ulster,Shawangunk 3,Comptroller,,Thomas P. Dinapoli,WOR,3,18
Ulster,Shawangunk 4,Comptroller,,Thomas P. Dinapoli,WOR,0,13
Ulster,Shawangunk 5,Comptroller,,Thomas P. Dinapoli,WOR,0,11
Ulster,Shawangunk 6,Comptroller,,Thomas P. Dinapoli,WOR,1,10
Ulster,Shawangunk 7,Comptroller,,Thomas P. Dinapoli,WOR,1,15
Ulster,Ulster 1,Comptroller,,Thomas P. Dinapoli,WOR,0,15
Ulster,Ulster 2,Comptroller,,Thomas P. Dinapoli,WOR,2,18
Ulster,Ulster 3,Comptroller,,Thomas P. Dinapoli,WOR,0,12
Ulster,Ulster 4,Comptroller,,Thomas P. Dinapoli,WOR,0,7
Ulster,Ulster 5,Comptroller,,Thomas P. Dinapoli,WOR,1,8
Ulster,Ulster 6,Comptroller,,Thomas P. Dinapoli,WOR,0,8
Ulster,Ulster 7,Comptroller,,Thomas P. Dinapoli,WOR,0,13
Ulster,Ulster 8,Comptroller,,Thomas P. Dinapoli,WOR,0,11
Ulster,Ulster 9,Comptroller,,Thomas P. Dinapoli,WOR,1,16
Ulster,Ulster 10,Comptroller,,Thomas P. Dinapoli,WOR,0,22
Ulster,Ulster 11,Comptroller,,Thomas P. Dinapoli,WOR,0,13
Ulster,Ulster 12,Comptroller,,Thomas P. Dinapoli,WOR,2,13
Ulster,Ulster 13,Comptroller,,Thomas P. Dinapoli,WOR,1,18
Ulster,Ulster 14,Comptroller,,Thomas P. Dinapoli,WOR,0,13
Ulster,Wawarsing 1,Comptroller,,Thomas P. Dinapoli,WOR,0,4
Ulster,Wawarsing 2,Comptroller,,Thomas P. Dinapoli,WOR,0,18
Ulster,Wawarsing 3,Comptroller,,Thomas P. Dinapoli,WOR,0,8
Ulster,Wawarsing 4,Comptroller,,Thomas P. Dinapoli,WOR,0,6
Ulster,Wawarsing 5,Comptroller,,Thomas P. Dinapoli,WOR,0,8
Ulster,Wawarsing 6,Comptroller,,Thomas P. Dinapoli,WOR,0,6
Ulster,Wawarsing 7,Comptroller,,Thomas P. Dinapoli,WOR,0,6
Ulster,Wawarsing 8,Comptroller,,Thomas P. Dinapoli,WOR,1,25
Ulster,Wawarsing 9,Comptroller,,Thomas P. Dinapoli,WOR,0,9
Ulster,Wawarsing 10,Comptroller,,Thomas P. Dinapoli,WOR,0,12
Ulster,Wawarsing 11,Comptroller,,Thomas P. Dinapoli,WOR,0,7
Ulster,Wawarsing 12,Comptroller,,Thomas P. Dinapoli,WOR,0,8
Ulster,Woodstock 1,Comptroller,,Thomas P. Dinapoli,WOR,5,48
Ulster,Woodstock 2,Comptroller,,Thomas P. Dinapoli,WOR,1,33
Ulster,Woodstock 3,Comptroller,,Thomas P. Dinapoli,WOR,1,51
Ulster,Woodstock 4,Comptroller,,Thomas P. Dinapoli,WOR,1,30
Ulster,Woodstock 5,Comptroller,,Thomas P. Dinapoli,WOR,0,37
Ulster,Woodstock 6,Comptroller,,Thomas P. Dinapoli,WOR,0,37
Ulster,Woodstock 7,Comptroller,,Thomas P. Dinapoli,WOR,2,50
Ulster,Woodstock 8,Comptroller,,Thomas P. Dinapoli,WOR,1,27
Ulster,Woodstock 9,Comptroller,,Thomas P. Dinapoli,WOR,3,46
Ulster,TOTAL,Comptroller,,Thomas P. Dinapoli,WOR,230,3789
Ulster,Kingston Ward 1 -1,Comptroller,,Thomas P. Dinapoli,IND,1,9
Ulster,Kingston Ward 1 -2,Comptroller,,Thomas P. Dinapoli,IND,4,22
Ulster,Kingston Ward 1 -3,Comptroller,,Thomas P. Dinapoli,IND,2,11
Ulster,Kingston Ward 2 -1,Comptroller,,Thomas P. Dinapoli,IND,0,9
Ulster,Kingston Ward 2 -2,Comptroller,,Thomas P. Dinapoli,IND,2,2
Ulster,Kingston Ward 2 -3,Comptroller,,Thomas P. Dinapoli,IND,1,14
Ulster,Kingston Ward 3 -1,Comptroller,,Thomas P. Dinapoli,IND,3,25
Ulster,Kingston Ward 3 -2,Comptroller,,Thomas P. Dinapoli,IND,0,14
Ulster,Kingston Ward 3 -3,Comptroller,,Thomas P. Dinapoli,IND,2,11
Ulster,Kingston Ward 4 -1,Comptroller,,Thomas P. Dinapoli,IND,0,7
Ulster,Kingston Ward 4 -2,Comptroller,,Thomas P. Dinapoli,IND,0,5
Ulster,Kingston Ward 5 -1,Comptroller,,Thomas P. Dinapoli,IND,1,10
Ulster,Kingston Ward 5 -2,Comptroller,,Thomas P. Dinapoli,IND,0,8
Ulster,Kingston Ward 5 -3,Comptroller,,Thomas P. Dinapoli,IND,1,5
Ulster,Kingston Ward 6 -1,Comptroller,,Thomas P. Dinapoli,IND,0,20
Ulster,Kingston Ward 6 -2,Comptroller,,Thomas P. Dinapoli,IND,0,4
Ulster,Kingston Ward 6 -3,Comptroller,,Thomas P. Dinapoli,IND,2,8
Ulster,Kingston Ward 7 -1,Comptroller,,Thomas P. Dinapoli,IND,0,16
Ulster,Kingston Ward 7 -2,Comptroller,,Thomas P. Dinapoli,IND,6,17
Ulster,Kingston Ward 7 -3,Comptroller,,Thomas P. Dinapoli,IND,0,12
Ulster,Kingston Ward 8 -1,Comptroller,,Thomas P. Dinapoli,IND,0,6
Ulster,Kingston Ward 8 -2,Comptroller,,Thomas P. Dinapoli,IND,2,5
Ulster,Kingston Ward 8 -3,Comptroller,,Thomas P. Dinapoli,IND,0,11
Ulster,Kingston Ward 9 -1,Comptroller,,Thomas P. Dinapoli,IND,0,19
Ulster,Kingston Ward 9 -2,Comptroller,,Thomas P. Dinapoli,IND,2,15
Ulster,Kingston Ward 9 -3,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,Denning 1,Comptroller,,Thomas P. Dinapoli,IND,1,2
Ulster,Denning 2,Comptroller,,Thomas P. Dinapoli,IND,0,2
Ulster,Esopus 1,Comptroller,,Thomas P. Dinapoli,IND,4,26
Ulster,Esopus 2,Comptroller,,Thomas P. Dinapoli,IND,1,14
Ulster,Esopus 3,Comptroller,,Thomas P. Dinapoli,IND,0,17
Ulster,Esopus 4,Comptroller,,Thomas P. Dinapoli,IND,0,22
Ulster,Esopus 5,Comptroller,,Thomas P. Dinapoli,IND,2,10
Ulster,Esopus 6,Comptroller,,Thomas P. Dinapoli,IND,1,15
Ulster,Esopus 7,Comptroller,,Thomas P. Dinapoli,IND,3,23
Ulster,Gardiner 1,Comptroller,,Thomas P. Dinapoli,IND,1,32
Ulster,Gardiner 2,Comptroller,,Thomas P. Dinapoli,IND,2,15
Ulster,Gardiner 3,Comptroller,,Thomas P. Dinapoli,IND,1,17
Ulster,Gardiner 4,Comptroller,,Thomas P. Dinapoli,IND,1,15
Ulster,Hardenburgh 1,Comptroller,,Thomas P. Dinapoli,IND,0,0
Ulster,Hardenburgh 2,Comptroller,,Thomas P. Dinapoli,IND,0,1
Ulster,Hurley 1,Comptroller,,Thomas P. Dinapoli,IND,1,9
Ulster,Hurley 2,Comptroller,,Thomas P. Dinapoli,IND,3,13
Ulster,Hurley 3,Comptroller,,Thomas P. Dinapoli,IND,1,16
Ulster,Hurley 4,Comptroller,,Thomas P. Dinapoli,IND,1,19
Ulster,Hurley 5,Comptroller,,Thomas P. Dinapoli,IND,0,7
Ulster,Hurley 6,Comptroller,,Thomas P. Dinapoli,IND,0,13
Ulster,Hurley 7,Comptroller,,Thomas P. Dinapoli,IND,0,15
Ulster,Hurley 8,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,"Kingston, Town 1",Comptroller,,Thomas P. Dinapoli,IND,1,11
Ulster,Lloyd 1,Comptroller,,Thomas P. Dinapoli,IND,0,13
Ulster,Lloyd 2,Comptroller,,Thomas P. Dinapoli,IND,1,10
Ulster,Lloyd 3,Comptroller,,Thomas P. Dinapoli,IND,0,8
Ulster,Lloyd 4,Comptroller,,Thomas P. Dinapoli,IND,3,15
Ulster,Lloyd 5,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,Lloyd 6,Comptroller,,Thomas P. Dinapoli,IND,0,6
Ulster,Lloyd 7,Comptroller,,Thomas P. Dinapoli,IND,2,20
Ulster,Marbletown 1,Comptroller,,Thomas P. Dinapoli,IND,2,4
Ulster,Marbletown 2,Comptroller,,Thomas P. Dinapoli,IND,0,8
Ulster,Marbletown 3,Comptroller,,Thomas P. Dinapoli,IND,0,18
Ulster,Marbletown 4,Comptroller,,Thomas P. Dinapoli,IND,1,15
Ulster,Marbletown 5,Comptroller,,Thomas P. Dinapoli,IND,1,15
Ulster,Marbletown 6,Comptroller,,Thomas P. Dinapoli,IND,1,16
Ulster,Marbletown 7,Comptroller,,Thomas P. Dinapoli,IND,2,15
Ulster,Marlborough 1,Comptroller,,Thomas P. Dinapoli,IND,0,17
Ulster,Marlborough 2,Comptroller,,Thomas P. Dinapoli,IND,1,5
Ulster,Marlborough 3,Comptroller,,Thomas P. Dinapoli,IND,2,7
Ulster,Marlborough 4,Comptroller,,Thomas P. Dinapoli,IND,0,21
Ulster,Marlborough 5,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,Marlborough 6,Comptroller,,Thomas P. Dinapoli,IND,1,12
Ulster,New Paltz 1,Comptroller,,Thomas P. Dinapoli,IND,2,18
Ulster,New Paltz 2,Comptroller,,Thomas P. Dinapoli,IND,0,21
Ulster,New Paltz 3,Comptroller,,Thomas P. Dinapoli,IND,0,7
Ulster,New Paltz 4,Comptroller,,Thomas P. Dinapoli,IND,2,23
Ulster,New Paltz 5,Comptroller,,Thomas P. Dinapoli,IND,0,17
Ulster,New Paltz 6,Comptroller,,Thomas P. Dinapoli,IND,0,15
Ulster,New Paltz 7,Comptroller,,Thomas P. Dinapoli,IND,2,17
Ulster,New Paltz 8,Comptroller,,Thomas P. Dinapoli,IND,3,9
Ulster,New Paltz 9,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,New Paltz 10,Comptroller,,Thomas P. Dinapoli,IND,0,14
Ulster,Olive 1,Comptroller,,Thomas P. Dinapoli,IND,0,24
Ulster,Olive 2,Comptroller,,Thomas P. Dinapoli,IND,0,13
Ulster,Olive 3,Comptroller,,Thomas P. Dinapoli,IND,2,10
Ulster,Olive 4,Comptroller,,Thomas P. Dinapoli,IND,0,14
Ulster,Olive 5,Comptroller,,Thomas P. Dinapoli,IND,1,12
Ulster,Plattekill 1,Comptroller,,Thomas P. Dinapoli,IND,0,14
Ulster,Plattekill 2,Comptroller,,Thomas P. Dinapoli,IND,2,10
Ulster,Plattekill 3,Comptroller,,Thomas P. Dinapoli,IND,0,14
Ulster,Plattekill 4,Comptroller,,Thomas P. Dinapoli,IND,0,12
Ulster,Plattekill 5,Comptroller,,Thomas P. Dinapoli,IND,2,19
Ulster,Plattekill 6,Comptroller,,Thomas P. Dinapoli,IND,1,14
Ulster,Rochester 1,Comptroller,,Thomas P. Dinapoli,IND,2,23
Ulster,Rochester 2,Comptroller,,Thomas P. Dinapoli,IND,1,29
Ulster,Rochester 3,Comptroller,,Thomas P. Dinapoli,IND,0,15
Ulster,Rochester 4,Comptroller,,Thomas P. Dinapoli,IND,2,13
Ulster,Rochester 5,Comptroller,,Thomas P. Dinapoli,IND,0,14
Ulster,Rosendale 1,Comptroller,,Thomas P. Dinapoli,IND,0,24
Ulster,Rosendale 2,Comptroller,,Thomas P. Dinapoli,IND,1,14
Ulster,Rosendale 3,Comptroller,,Thomas P. Dinapoli,IND,0,14
Ulster,Rosendale 4,Comptroller,,Thomas P. Dinapoli,IND,1,22
Ulster,Rosendale 5,Comptroller,,Thomas P. Dinapoli,IND,2,26
Ulster,Saugerties 1,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,Saugerties 2,Comptroller,,Thomas P. Dinapoli,IND,0,16
Ulster,Saugerties 3,Comptroller,,Thomas P. Dinapoli,IND,0,8
Ulster,Saugerties 4,Comptroller,,Thomas P. Dinapoli,IND,2,29
Ulster,Saugerties 5,Comptroller,,Thomas P. Dinapoli,IND,0,18
Ulster,Saugerties 6,Comptroller,,Thomas P. Dinapoli,IND,0,19
Ulster,Saugerties 7,Comptroller,,Thomas P. Dinapoli,IND,0,8
Ulster,Saugerties 8,Comptroller,,Thomas P. Dinapoli,IND,2,17
Ulster,Saugerties 9,Comptroller,,Thomas P. Dinapoli,IND,0,4
Ulster,Saugerties 10,Comptroller,,Thomas P. Dinapoli,IND,0,16
Ulster,Saugerties 11,Comptroller,,Thomas P. Dinapoli,IND,2,30
Ulster,Saugerties 12,Comptroller,,Thomas P. Dinapoli,IND,2,27
Ulster,Saugerties 13,Comptroller,,Thomas P. Dinapoli,IND,6,38
Ulster,Saugerties 14,Comptroller,,Thomas P. Dinapoli,IND,0,0
Ulster,Saugerties 15,Comptroller,,Thomas P. Dinapoli,IND,4,24
Ulster,Saugerties 16,Comptroller,,Thomas P. Dinapoli,IND,2,34
Ulster,Shandaken 1,Comptroller,,Thomas P. Dinapoli,IND,0,15
Ulster,Shandaken 2,Comptroller,,Thomas P. Dinapoli,IND,0,4
Ulster,Shandaken 3,Comptroller,,Thomas P. Dinapoli,IND,2,6
Ulster,Shandaken 4,Comptroller,,Thomas P. Dinapoli,IND,0,3
Ulster,Shawangunk 1,Comptroller,,Thomas P. Dinapoli,IND,0,8
Ulster,Shawangunk 2,Comptroller,,Thomas P. Dinapoli,IND,2,12
Ulster,Shawangunk 3,Comptroller,,Thomas P. Dinapoli,IND,0,14
Ulster,Shawangunk 4,Comptroller,,Thomas P. Dinapoli,IND,0,12
Ulster,Shawangunk 5,Comptroller,,Thomas P. Dinapoli,IND,0,8
Ulster,Shawangunk 6,Comptroller,,Thomas P. Dinapoli,IND,1,18
Ulster,Shawangunk 7,Comptroller,,Thomas P. Dinapoli,IND,2,7
Ulster,Ulster 1,Comptroller,,Thomas P. Dinapoli,IND,0,18
Ulster,Ulster 2,Comptroller,,Thomas P. Dinapoli,IND,2,10
Ulster,Ulster 3,Comptroller,,Thomas P. Dinapoli,IND,0,6
Ulster,Ulster 4,Comptroller,,Thomas P. Dinapoli,IND,1,6
Ulster,Ulster 5,Comptroller,,Thomas P. Dinapoli,IND,0,5
Ulster,Ulster 6,Comptroller,,Thomas P. Dinapoli,IND,0,5
Ulster,Ulster 7,Comptroller,,Thomas P. Dinapoli,IND,0,11
Ulster,Ulster 8,Comptroller,,Thomas P. Dinapoli,IND,0,1
Ulster,Ulster 9,Comptroller,,Thomas P. Dinapoli,IND,1,7
Ulster,Ulster 10,Comptroller,,Thomas P. Dinapoli,IND,0,12
Ulster,Ulster 11,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,Ulster 12,Comptroller,,Thomas P. Dinapoli,IND,0,15
Ulster,Ulster 13,Comptroller,,Thomas P. Dinapoli,IND,0,26
Ulster,Ulster 14,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,Wawarsing 1,Comptroller,,Thomas P. Dinapoli,IND,1,6
Ulster,Wawarsing 2,Comptroller,,Thomas P. Dinapoli,IND,2,15
Ulster,Wawarsing 3,Comptroller,,Thomas P. Dinapoli,IND,0,5
Ulster,Wawarsing 4,Comptroller,,Thomas P. Dinapoli,IND,0,6
Ulster,Wawarsing 5,Comptroller,,Thomas P. Dinapoli,IND,0,3
Ulster,Wawarsing 6,Comptroller,,Thomas P. Dinapoli,IND,0,2
Ulster,Wawarsing 7,Comptroller,,Thomas P. Dinapoli,IND,4,13
Ulster,Wawarsing 8,Comptroller,,Thomas P. Dinapoli,IND,3,12
Ulster,Wawarsing 9,Comptroller,,Thomas P. Dinapoli,IND,3,3
Ulster,Wawarsing 10,Comptroller,,Thomas P. Dinapoli,IND,0,7
Ulster,Wawarsing 11,Comptroller,,Thomas P. Dinapoli,IND,0,5
Ulster,Wawarsing 12,Comptroller,,Thomas P. Dinapoli,IND,0,10
Ulster,Woodstock 1,Comptroller,,Thomas P. Dinapoli,IND,3,13
Ulster,Woodstock 2,Comptroller,,Thomas P. Dinapoli,IND,0,3
Ulster,Woodstock 3,Comptroller,,Thomas P. Dinapoli,IND,1,10
Ulster,Woodstock 4,Comptroller,,Thomas P. Dinapoli,IND,0,4
Ulster,Woodstock 5,Comptroller,,Thomas P. Dinapoli,IND,0,7
Ulster,Woodstock 6,Comptroller,,Thomas P. Dinapoli,IND,0,11
Ulster,Woodstock 7,Comptroller,,Thomas P. Dinapoli,IND,1,8
Ulster,Woodstock 8,Comptroller,,Thomas P. Dinapoli,IND,1,11
Ulster,Woodstock 9,Comptroller,,Thomas P. Dinapoli,IND,1,6
Ulster,TOTAL,Comptroller,,Thomas P. Dinapoli,IND,147,2072
Ulster,Kingston Ward 1 -1,Comptroller,,Theresa M. Portelli,GRE,0,2
Ulster,Kingston Ward 1 -2,Comptroller,,Theresa M. Portelli,GRE,0,13
Ulster,Kingston Ward 1 -3,Comptroller,,Theresa M. Portelli,GRE,0,22
Ulster,Kingston Ward 2 -1,Comptroller,,Theresa M. Portelli,GRE,1,19
Ulster,Kingston Ward 2 -2,Comptroller,,Theresa M. Portelli,GRE,0,5
Ulster,Kingston Ward 2 -3,Comptroller,,Theresa M. Portelli,GRE,1,6
Ulster,Kingston Ward 3 -1,Comptroller,,Theresa M. Portelli,GRE,0,16
Ulster,Kingston Ward 3 -2,Comptroller,,Theresa M. Portelli,GRE,0,9
Ulster,Kingston Ward 3 -3,Comptroller,,Theresa M. Portelli,GRE,4,17
Ulster,Kingston Ward 4 -1,Comptroller,,Theresa M. Portelli,GRE,1,16
Ulster,Kingston Ward 4 -2,Comptroller,,Theresa M. Portelli,GRE,0,8
Ulster,Kingston Ward 5 -1,Comptroller,,Theresa M. Portelli,GRE,0,9
Ulster,Kingston Ward 5 -2,Comptroller,,Theresa M. Portelli,GRE,1,16
Ulster,Kingston Ward 5 -3,Comptroller,,Theresa M. Portelli,GRE,0,5
Ulster,Kingston Ward 6 -1,Comptroller,,Theresa M. Portelli,GRE,0,4
Ulster,Kingston Ward 6 -2,Comptroller,,Theresa M. Portelli,GRE,0,6
Ulster,Kingston Ward 6 -3,Comptroller,,Theresa M. Portelli,GRE,1,12
Ulster,Kingston Ward 7 -1,Comptroller,,Theresa M. Portelli,GRE,0,7
Ulster,Kingston Ward 7 -2,Comptroller,,Theresa M. Portelli,GRE,0,4
Ulster,Kingston Ward 7 -3,Comptroller,,Theresa M. Portelli,GRE,0,9
Ulster,Kingston Ward 8 -1,Comptroller,,Theresa M. Portelli,GRE,1,16
Ulster,Kingston Ward 8 -2,Comptroller,,Theresa M. Portelli,GRE,1,3
Ulster,Kingston Ward 8 -3,Comptroller,,Theresa M. Portelli,GRE,0,11
Ulster,Kingston Ward 9 -1,Comptroller,,Theresa M. Portelli,GRE,0,10
Ulster,Kingston Ward 9 -2,Comptroller,,Theresa M. Portelli,GRE,3,15
Ulster,Kingston Ward 9 -3,Comptroller,,Theresa M. Portelli,GRE,0,14
Ulster,Denning 1,Comptroller,,Theresa M. Portelli,GRE,0,5
Ulster,Denning 2,Comptroller,,Theresa M. Portelli,GRE,0,0
Ulster,Esopus 1,Comptroller,,Theresa M. Portelli,GRE,0,10
Ulster,Esopus 2,Comptroller,,Theresa M. Portelli,GRE,0,5
Ulster,Esopus 3,Comptroller,,Theresa M. Portelli,GRE,1,21
Ulster,Esopus 4,Comptroller,,Theresa M. Portelli,GRE,2,21
Ulster,Esopus 5,Comptroller,,Theresa M. Portelli,GRE,0,15
Ulster,Esopus 6,Comptroller,,Theresa M. Portelli,GRE,0,15
Ulster,Esopus 7,Comptroller,,Theresa M. Portelli,GRE,3,20
Ulster,Gardiner 1,Comptroller,,Theresa M. Portelli,GRE,0,20
Ulster,Gardiner 2,Comptroller,,Theresa M. Portelli,GRE,0,29
Ulster,Gardiner 3,Comptroller,,Theresa M. Portelli,GRE,0,40
Ulster,Gardiner 4,Comptroller,,Theresa M. Portelli,GRE,0,14
Ulster,Hardenburgh 1,Comptroller,,Theresa M. Portelli,GRE,0,0
Ulster,Hardenburgh 2,Comptroller,,Theresa M. Portelli,GRE,0,4
Ulster,Hurley 1,Comptroller,,Theresa M. Portelli,GRE,0,5
Ulster,Hurley 2,Comptroller,,Theresa M. Portelli,GRE,2,14
Ulster,Hurley 3,Comptroller,,Theresa M. Portelli,GRE,0,13
Ulster,Hurley 4,Comptroller,,Theresa M. Portelli,GRE,0,9
Ulster,Hurley 5,Comptroller,,Theresa M. Portelli,GRE,1,14
Ulster,Hurley 6,Comptroller,,Theresa M. Portelli,GRE,0,12
Ulster,Hurley 7,Comptroller,,Theresa M. Portelli,GRE,3,16
Ulster,Hurley 8,Comptroller,,Theresa M. Portelli,GRE,2,7
Ulster,"Kingston, Town 1",Comptroller,,Theresa M. Portelli,GRE,0,10
Ulster,Lloyd 1,Comptroller,,Theresa M. Portelli,GRE,1,12
Ulster,Lloyd 2,Comptroller,,Theresa M. Portelli,GRE,1,9
Ulster,Lloyd 3,Comptroller,,Theresa M. Portelli,GRE,0,4
Ulster,Lloyd 4,Comptroller,,Theresa M. Portelli,GRE,2,15
Ulster,Lloyd 5,Comptroller,,Theresa M. Portelli,GRE,0,12
Ulster,Lloyd 6,Comptroller,,Theresa M. Portelli,GRE,0,10
Ulster,Lloyd 7,Comptroller,,Theresa M. Portelli,GRE,0,16
Ulster,Marbletown 1,Comptroller,,Theresa M. Portelli,GRE,2,10
Ulster,Marbletown 2,Comptroller,,Theresa M. Portelli,GRE,1,17
