county,office,district,precinct,candidate,party,votes
Niagara,Attorney General,,Niagara Falls 004 : 006,Letitia A. James,IND,5
Niagara,Attorney General,,Niagara Falls 004 : 007,Letitia A. James,IND,2
Niagara,Attorney General,,Niagara Falls 004 : 008,Letitia A. James,IND,4
Niagara,Attorney General,,Niagara Falls 005 : 001,Letitia A. James,IND,9
Niagara,Attorney General,,Niagara Falls 005 : 002,Letitia A. James,IND,8
Niagara,Attorney General,,Niagara Falls 005 : 003,Letitia A. James,IND,9
Niagara,Attorney General,,Niagara Falls 005 : 004,Letitia A. James,IND,6
Niagara,Attorney General,,Niagara Falls 005 : 005,Letitia A. James,IND,2
Niagara,Attorney General,,Niagara Falls 005 : 006,Letitia A. James,IND,6
Niagara,Attorney General,,Niagara Falls 006 : 001,Letitia A. James,IND,3
Niagara,Attorney General,,Niagara Falls 006 : 002,Letitia A. James,IND,3
Niagara,Attorney General,,Niagara Falls 006 : 003,Letitia A. James,IND,5
Niagara,Attorney General,,Niagara Falls 006 : 004,Letitia A. James,IND,2
Niagara,Attorney General,,Niagara Falls 006 : 005,Letitia A. James,IND,3
Niagara,Attorney General,,Niagara Falls 006 : 006,Letitia A. James,IND,1
Niagara,Attorney General,,Niagara Falls 006 : 007,Letitia A. James,IND,7
Niagara,Attorney General,,Niagara Falls 006 : 008,Letitia A. James,IND,2
Niagara,Attorney General,,Niagara Falls 006 : 009,Letitia A. James,IND,4
Niagara,Attorney General,,Niagara Falls 006 : 010,Letitia A. James,IND,9
Niagara,Attorney General,,Pendleton 000 : 001,Letitia A. James,IND,7
Niagara,Attorney General,,Pendleton 000 : 002,Letitia A. James,IND,8
Niagara,Attorney General,,Pendleton 000 : 003,Letitia A. James,IND,9
Niagara,Attorney General,,Pendleton 000 : 004,Letitia A. James,IND,17
Niagara,Attorney General,,Pendleton 000 : 005,Letitia A. James,IND,8
Niagara,Attorney General,,Pendleton 000 : 006,Letitia A. James,IND,12
Niagara,Attorney General,,Porter 000 : 001,Letitia A. James,IND,4
Niagara,Attorney General,,Porter 000 : 002,Letitia A. James,IND,5
Niagara,Attorney General,,Porter 000 : 003,Letitia A. James,IND,4
Niagara,Attorney General,,Porter 000 : 004,Letitia A. James,IND,2
Niagara,Attorney General,,Porter 000 : 005,Letitia A. James,IND,9
Niagara,Attorney General,,Porter 000 : 006,Letitia A. James,IND,4
Niagara,Attorney General,,Royalton 000 : 001,Letitia A. James,IND,6
Niagara,Attorney General,,Royalton 000 : 002,Letitia A. James,IND,18
Niagara,Attorney General,,Royalton 000 : 003,Letitia A. James,IND,9
Niagara,Attorney General,,Royalton 000 : 004,Letitia A. James,IND,4
Niagara,Attorney General,,Royalton 000 : 005,Letitia A. James,IND,1
Niagara,Attorney General,,Royalton 000 : 006,Letitia A. James,IND,9
Niagara,Attorney General,,Somerset 000 : 001,Letitia A. James,IND,4
Niagara,Attorney General,,Somerset 000 : 002,Letitia A. James,IND,9
Niagara,Attorney General,,Town of Lockport 000 : 001,Letitia A. James,IND,4
Niagara,Attorney General,,Town of Lockport 000 : 002,Letitia A. James,IND,4
Niagara,Attorney General,,Town of Lockport 000 : 003,Letitia A. James,IND,5
Niagara,Attorney General,,Town of Lockport 000 : 004,Letitia A. James,IND,12
Niagara,Attorney General,,Town of Lockport 000 : 005,Letitia A. James,IND,8
Niagara,Attorney General,,Town of Lockport 000 : 006,Letitia A. James,IND,7
Niagara,Attorney General,,Town of Lockport 000 : 007,Letitia A. James,IND,4
Niagara,Attorney General,,Town of Lockport 000 : 008,Letitia A. James,IND,2
Niagara,Attorney General,,Town of Lockport 000 : 009,Letitia A. James,IND,12
Niagara,Attorney General,,Town of Lockport 000 : 010,Letitia A. James,IND,7
Niagara,Attorney General,,Town of Lockport 000 : 011,Letitia A. James,IND,6
Niagara,Attorney General,,Town of Lockport 000 : 012,Letitia A. James,IND,7
Niagara,Attorney General,,Town of Lockport 000 : 013,Letitia A. James,IND,6
Niagara,Attorney General,,Town of Lockport 000 : 014,Letitia A. James,IND,12
Niagara,Attorney General,,Town of Lockport 000 : 015,Letitia A. James,IND,13
Niagara,Attorney General,,Town of Lockport 000 : 016,Letitia A. James,IND,11
Niagara,Attorney General,,Town of Niagara 000 : 001,Letitia A. James,IND,8
Niagara,Attorney General,,Town of Niagara 000 : 002,Letitia A. James,IND,3
Niagara,Attorney General,,Town of Niagara 000 : 003,Letitia A. James,IND,6
Niagara,Attorney General,,Town of Niagara 000 : 004,Letitia A. James,IND,3
Niagara,Attorney General,,Town of Niagara 000 : 005,Letitia A. James,IND,5
Niagara,Attorney General,,Town of Niagara 000 : 006,Letitia A. James,IND,7
Niagara,Attorney General,,Town of Niagara 000 : 007,Letitia A. James,IND,6
Niagara,Attorney General,,Wheatfield 000 : 001,Letitia A. James,IND,5
Niagara,Attorney General,,Wheatfield 000 : 002,Letitia A. James,IND,6
Niagara,Attorney General,,Wheatfield 000 : 003,Letitia A. James,IND,8
Niagara,Attorney General,,Wheatfield 000 : 004,Letitia A. James,IND,3
Niagara,Attorney General,,Wheatfield 000 : 005,Letitia A. James,IND,11
Niagara,Attorney General,,Wheatfield 000 : 006,Letitia A. James,IND,11
Niagara,Attorney General,,Wheatfield 000 : 007,Letitia A. James,IND,9
Niagara,Attorney General,,Wheatfield 000 : 008,Letitia A. James,IND,9
Niagara,Attorney General,,Wheatfield 000 : 009,Letitia A. James,IND,7
Niagara,Attorney General,,Wheatfield 000 : 010,Letitia A. James,IND,7
Niagara,Attorney General,,Wheatfield 000 : 011,Letitia A. James,IND,11
Niagara,Attorney General,,Wheatfield 000 : 012,Letitia A. James,IND,7
Niagara,Attorney General,,Wheatfield 000 : 013,Letitia A. James,IND,6
Niagara,Attorney General,,Wheatfield 000 : 014,Letitia A. James,IND,5
Niagara,Attorney General,,Wilson 000 : 001,Letitia A. James,IND,6
Niagara,Attorney General,,Wilson 000 : 002,Letitia A. James,IND,9
Niagara,Attorney General,,Wilson 000 : 003,Letitia A. James,IND,9
Niagara,Attorney General,,Wilson 000 : 004,Letitia A. James,IND,5
Niagara,Attorney General,,Wilson 000 : 005,Letitia A. James,IND,6
Niagara,Attorney General,,Cambria 000  : 001,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Cambria 000  : 002,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Cambria 000  : 003,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Cambria 000  : 004,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,City of Lockport 001 : 001,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,City of Lockport 001 : 002,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,City of Lockport 001 : 003,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,City of Lockport 001 : 004,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,City of Lockport 002 : 001,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,City of Lockport 002 : 002,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,City of Lockport 002 : 003,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,City of Lockport 002 : 004,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,City of Lockport 003 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,City of Lockport 003 : 002,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,City of Lockport 003 : 003,Nancy B. Sliwa,REF,6
Niagara,Attorney General,,City of Lockport 004 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,City of Lockport 004 : 002,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,City of Lockport 004 : 003,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,City of Lockport 004 : 004,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,City of Lockport 005 : 001,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,City of Lockport 005 : 002,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,City of Lockport 005 : 003,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,City of Lockport 005 : 004,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Hartland 000 : 001,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Hartland 000 : 002,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Hartland 000 : 003,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Lewiston 000 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Lewiston 000 : 002,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Lewiston 000 : 003,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Lewiston 000 : 004,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Lewiston 000 : 005,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Lewiston 000 : 006,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Lewiston 000 : 007,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Lewiston 000 : 008,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Lewiston 000 : 009,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Lewiston 000 : 010,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Lewiston 000 : 011,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Lewiston 000 : 012,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Lewiston 000 : 013,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Lewiston 000 : 014,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,N Tonawanda 001 : 001,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,N Tonawanda 001 : 002,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,N Tonawanda 001 : 003,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 001 : 004,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,N Tonawanda 001 : 005,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 001 : 006,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,N Tonawanda 001 : 007,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 001 : 008,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,N Tonawanda 001 : 009,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,N Tonawanda 001 : 010,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 002 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 002 : 002,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 002 : 003,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,N Tonawanda 002 : 004,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 002 : 005,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,N Tonawanda 002 : 006,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,N Tonawanda 002 : 007,Nancy B. Sliwa,REF,6
Niagara,Attorney General,,N Tonawanda 002 : 008,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,N Tonawanda 002 : 009,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,N Tonawanda 002 : 010,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,N Tonawanda 002 : 011,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,N Tonawanda 003 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 003 : 002,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 003 : 003,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,N Tonawanda 003 : 004,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,N Tonawanda 003 : 005,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,N Tonawanda 003 : 006,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,N Tonawanda 003 : 007,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 003 : 008,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 003 : 009,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,N Tonawanda 003 : 010,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,N Tonawanda 003 : 011,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,N Tonawanda 003 : 012,Nancy B. Sliwa,REF,8
Niagara,Attorney General,,Newfane 000 : 001,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Newfane 000 : 002,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Newfane 000 : 003,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Newfane 000 : 004,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Newfane 000 : 005,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Newfane 000 : 006,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Newfane 000 : 007,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Newfane 000 : 008,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 003 : 001,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Niagara Falls 003 : 002,Nancy B. Sliwa,REF,9
Niagara,Attorney General,,Niagara Falls 003 : 003,Nancy B. Sliwa,REF,6
Niagara,Attorney General,,Niagara Falls 003 : 004,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 003 : 005,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Niagara Falls 003 : 006,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Niagara Falls 003 : 007,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 003 : 008,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Niagara Falls 003 : 009,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Niagara Falls 003 : 010,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Niagara Falls 003 : 011,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 003 : 012,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 003 : 013,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Niagara Falls 004 : 001,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 004 : 002,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 004 : 003,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Niagara Falls 004 : 004,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 004 : 005,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 004 : 006,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Niagara Falls 004 : 007,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Niagara Falls 004 : 008,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Niagara Falls 005 : 001,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 005 : 002,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 005 : 003,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 005 : 004,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Niagara Falls 005 : 005,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Niagara Falls 005 : 006,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 006 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Niagara Falls 006 : 002,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 006 : 003,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 006 : 004,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Niagara Falls 006 : 005,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Niagara Falls 006 : 006,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 006 : 007,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Niagara Falls 006 : 008,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 006 : 009,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Niagara Falls 006 : 010,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Pendleton 000 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Pendleton 000 : 002,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Pendleton 000 : 003,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Pendleton 000 : 004,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Pendleton 000 : 005,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Pendleton 000 : 006,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Porter 000 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Porter 000 : 002,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Porter 000 : 003,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Porter 000 : 004,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Porter 000 : 005,Nancy B. Sliwa,REF,5
Niagara,Attorney General,,Porter 000 : 006,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Royalton 000 : 001,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Royalton 000 : 002,Nancy B. Sliwa,REF,6
Niagara,Attorney General,,Royalton 000 : 003,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Royalton 000 : 004,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Royalton 000 : 005,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Royalton 000 : 006,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Somerset 000 : 001,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Somerset 000 : 002,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Town of Lockport 000 : 001,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Town of Lockport 000 : 002,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Town of Lockport 000 : 003,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Town of Lockport 000 : 004,Nancy B. Sliwa,REF,6
Niagara,Attorney General,,Town of Lockport 000 : 005,Nancy B. Sliwa,REF,6
Niagara,Attorney General,,Town of Lockport 000 : 006,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Town of Lockport 000 : 007,Nancy B. Sliwa,REF,6
Niagara,Attorney General,,Town of Lockport 000 : 008,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Town of Lockport 000 : 009,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Town of Lockport 000 : 010,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Town of Lockport 000 : 011,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Town of Lockport 000 : 012,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Town of Lockport 000 : 013,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Town of Lockport 000 : 014,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Town of Lockport 000 : 015,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Town of Lockport 000 : 016,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Town of Niagara 000 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Town of Niagara 000 : 002,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Town of Niagara 000 : 003,Nancy B. Sliwa,REF,0
Niagara,Attorney General,,Town of Niagara 000 : 004,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Town of Niagara 000 : 005,Nancy B. Sliwa,REF,1
Niagara,Attorney General,,Town of Niagara 000 : 006,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Town of Niagara 000 : 007,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Wheatfield 000 : 001,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Wheatfield 000 : 002,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Wheatfield 000 : 003,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Wheatfield 000 : 004,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Wheatfield 000 : 005,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Wheatfield 000 : 006,Nancy B. Sliwa,REF,7
Niagara,Attorney General,,Wheatfield 000 : 007,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Wheatfield 000 : 008,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Wheatfield 000 : 009,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Wheatfield 000 : 010,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Wheatfield 000 : 011,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Wheatfield 000 : 012,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Wheatfield 000 : 013,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Wheatfield 000 : 014,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Wilson 000 : 001,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Wilson 000 : 002,Nancy B. Sliwa,REF,4
Niagara,Attorney General,,Wilson 000 : 003,Nancy B. Sliwa,REF,3
Niagara,Attorney General,,Wilson 000 : 004,Nancy B. Sliwa,REF,6
Niagara,Attorney General,,Wilson 000 : 005,Nancy B. Sliwa,REF,2
Niagara,Attorney General,,Cambria 000  : 001,Christopher B.Garvey,LIB,8
Niagara,Attorney General,,Cambria 000  : 002,Christopher B.Garvey,LIB,5
Niagara,Attorney General,,Cambria 000  : 003,Christopher B.Garvey,LIB,3
Niagara,Attorney General,,Cambria 000  : 004,Christopher B.Garvey,LIB,4
Niagara,Attorney General,,City of Lockport 001 : 001,Christopher B.Garvey,LIB,6
