county,precinct,office,district,party,candidate,total,machine_votes,absentee,absentee_hc,affidavit
St. Lawrence,Canton 2,U.S. House,21,GRE,Matthew J. Funiciello,32,30,0,2,0
St. Lawrence,Canton 3,U.S. House,21,GRE,Matthew J. Funiciello,37,26,9,1,1
St. Lawrence,Canton 4,U.S. House,21,GRE,Matthew J. Funiciello,5,5,0,0,0
St. Lawrence,Canton 5,U.S. House,21,GRE,Matthew J. Funiciello,13,9,4,0,0
St. Lawrence,Canton 6,U.S. House,21,GRE,Matthew J. Funiciello,29,22,5,0,2
St. Lawrence,Canton 7,U.S. House,21,GRE,Matthew J. Funiciello,6,4,2,0,0
St. Lawrence,Canton 8,U.S. House,21,GRE,Matthew J. Funiciello,54,48,4,1,1
St. Lawrence,Clare 1,U.S. House,21,GRE,Matthew J. Funiciello,0,0,0,0,0
St. Lawrence,Clifton 1,U.S. House,21,GRE,Matthew J. Funiciello,0,0,0,0,0
St. Lawrence,Clifton 2,U.S. House,21,GRE,Matthew J. Funiciello,6,6,0,0,0
St. Lawrence,Colton 1,U.S. House,21,GRE,Matthew J. Funiciello,29,23,5,0,1
St. Lawrence,DeKalb 1,U.S. House,21,GRE,Matthew J. Funiciello,15,11,2,1,1
St. Lawrence,DeKalb 2,U.S. House,21,GRE,Matthew J. Funiciello,13,9,3,0,1
St. Lawrence,DePeyster 1,U.S. House,21,GRE,Matthew J. Funiciello,6,5,0,1,0
St. Lawrence,Edwards 1,U.S. House,21,GRE,Matthew J. Funiciello,8,8,0,0,0
St. Lawrence,Fine 1,U.S. House,21,GRE,Matthew J. Funiciello,24,24,0,0,0
St. Lawrence,Fowler 1,U.S. House,21,GRE,Matthew J. Funiciello,8,8,0,0,0
St. Lawrence,Fowler 2,U.S. House,21,GRE,Matthew J. Funiciello,14,10,4,0,0
St. Lawrence,Gouverneur 1,U.S. House,21,GRE,Matthew J. Funiciello,22,20,2,0,0
St. Lawrence,Gouverneur 2,U.S. House,21,GRE,Matthew J. Funiciello,18,17,0,0,1
St. Lawrence,Gouverneur 3,U.S. House,21,GRE,Matthew J. Funiciello,11,11,0,0,0
St. Lawrence,Gouverneur 4,U.S. House,21,GRE,Matthew J. Funiciello,9,8,1,0,0
St. Lawrence,Hammond 1,U.S. House,21,GRE,Matthew J. Funiciello,22,20,2,0,0
St. Lawrence,Hermon 1,U.S. House,21,GRE,Matthew J. Funiciello,16,14,2,0,0
St. Lawrence,Hopkinton 1,U.S. House,21,GRE,Matthew J. Funiciello,20,20,0,0,0
St. Lawrence,Lawrence 1,U.S. House,21,GRE,Matthew J. Funiciello,31,30,1,0,0
St. Lawrence,Lisbon 1,U.S. House,21,GRE,Matthew J. Funiciello,16,13,3,0,0
St. Lawrence,Lisbon 2,U.S. House,21,GRE,Matthew J. Funiciello,22,22,0,0,0
St. Lawrence,Lisbon 3,U.S. House,21,GRE,Matthew J. Funiciello,12,11,1,0,0
St. Lawrence,Louisville 1,U.S. House,21,GRE,Matthew J. Funiciello,14,14,0,0,0
St. Lawrence,Louisville 2,U.S. House,21,GRE,Matthew J. Funiciello,7,7,0,0,0
St. Lawrence,Louisville 3,U.S. House,21,GRE,Matthew J. Funiciello,6,5,1,0,0
St. Lawrence,Louisville 4,U.S. House,21,GRE,Matthew J. Funiciello,5,4,1,0,0
St. Lawrence,Macomb 1,U.S. House,21,GRE,Matthew J. Funiciello,17,14,2,1,0
St. Lawrence,Madrid 1,U.S. House,21,GRE,Matthew J. Funiciello,15,14,1,0,0
St. Lawrence,Massena 1,U.S. House,21,GRE,Matthew J. Funiciello,17,16,0,0,1
St. Lawrence,Massena 2,U.S. House,21,GRE,Matthew J. Funiciello,22,19,0,3,0
St. Lawrence,Massena 3,U.S. House,21,GRE,Matthew J. Funiciello,27,23,3,1,0
St. Lawrence,Massena 4,U.S. House,21,GRE,Matthew J. Funiciello,10,10,0,0,
St. Lawrence,Massena 5,U.S. House,21,GRE,Matthew J. Funiciello,15,14,1,0,0
St. Lawrence,Massena 6,U.S. House,21,GRE,Matthew J. Funiciello,20,19,1,0,0
St. Lawrence,Massena 7,U.S. House,21,GRE,Matthew J. Funiciello,15,14,1,0,0
St. Lawrence,Massena 8,U.S. House,21,GRE,Matthew J. Funiciello,17,15,1,1,0
St. Lawrence,Morristown 1,U.S. House,21,GRE,Matthew J. Funiciello,6,6,0,0,0
St. Lawrence,Morristown 2,U.S. House,21,GRE,Matthew J. Funiciello,17,16,0,0,1
St. Lawrence,Norfolk 1,U.S. House,21,GRE,Matthew J. Funiciello,11,11,0,0,0
St. Lawrence,Norfolk 2,U.S. House,21,GRE,Matthew J. Funiciello,27,25,2,0,0
St. Lawrence,Norfolk 3,U.S. House,21,GRE,Matthew J. Funiciello,19,16,2,1,0
St. Lawrence,Oswegatchie 1,U.S. House,21,GRE,Matthew J. Funiciello,18,18,0,0,0
St. Lawrence,Oswegatchie 2,U.S. House,21,GRE,Matthew J. Funiciello,13,13,0,0,0
St. Lawrence,Oswegatchie 3,U.S. House,21,GRE,Matthew J. Funiciello,10,10,0,0,0
St. Lawrence,Parishville 1,U.S. House,21,GRE,Matthew J. Funiciello,17,17,0,0,0
St. Lawrence,Parishville 2,U.S. House,21,GRE,Matthew J. Funiciello,21,21,0,0,0
St. Lawrence,Piercefield 1,U.S. House,21,GRE,Matthew J. Funiciello,3,3,0,0,0
St. Lawrence,Pierrepont 1,U.S. House,21,GRE,Matthew J. Funiciello,30,27,3,0,0
St. Lawrence,Pierrepont 2,U.S. House,21,GRE,Matthew J. Funiciello,20,14,3,1,2
St. Lawrence,Pitcairn 1,U.S. House,21,GRE,Matthew J. Funiciello,5,4,1,0,0
St. Lawrence,Potsdam 1,U.S. House,21,GRE,Matthew J. Funiciello,26,24,2,0,0
St. Lawrence,Potsdam 2,U.S. House,21,GRE,Matthew J. Funiciello,20,20,0,0,0
St. Lawrence,Potsdam 3,U.S. House,21,GRE,Matthew J. Funiciello,12,12,0,0,0
St. Lawrence,Potsdam 4,U.S. House,21,GRE,Matthew J. Funiciello,33,29,3,1,0
St. Lawrence,Potsdam 5,U.S. House,21,GRE,Matthew J. Funiciello,48,43,3,0,2
St. Lawrence,Potsdam 6,U.S. House,21,GRE,Matthew J. Funiciello,65,63,1,0,1
St. Lawrence,Potsdam 7,U.S. House,21,GRE,Matthew J. Funiciello,52,43,7,0,2
St. Lawrence,Potsdam 8,U.S. House,21,GRE,Matthew J. Funiciello,31,26,4,1,0
St. Lawrence,Rossie 1,U.S. House,21,GRE,Matthew J. Funiciello,5,5,0,0,0
St. Lawrence,Russell 1,U.S. House,21,GRE,Matthew J. Funiciello,30,27,3,0,0
St. Lawrence,Stockholm 1,U.S. House,21,GRE,Matthew J. Funiciello,26,24,1,0,1
St. Lawrence,Stockholm 2,U.S. House,21,GRE,Matthew J. Funiciello,20,20,0,0,0
St. Lawrence,Stockholm 3,U.S. House,21,GRE,Matthew J. Funiciello,16,14,1,0,1
St. Lawrence,Waddington 1,U.S. House,21,GRE,Matthew J. Funiciello,20,15,4,0,1
St. Lawrence,Waddington 2,U.S. House,21,GRE,Matthew J. Funiciello,8,8,0,0,0
St. Lawrence,Ogdensburg 1,U.S. House,21,GRE,Matthew J. Funiciello,13,10,1,0,2
St. Lawrence,Ogdensburg 2,U.S. House,21,GRE,Matthew J. Funiciello,14,14,0,0,0
St. Lawrence,Ogdensburg 3,U.S. House,21,GRE,Matthew J. Funiciello,18,17,1,0,0
St. Lawrence,Ogdensburg 4,U.S. House,21,GRE,Matthew J. Funiciello,14,13,0,0,1
St. Lawrence,Ogdensburg 5,U.S. House,21,GRE,Matthew J. Funiciello,13,12,1,0,0
St. Lawrence,Ogdensburg 6,U.S. House,21,GRE,Matthew J. Funiciello,18,8,10,0,0
St. Lawrence,TOTAL,U.S. House,21,GRE,Matthew J. Funiciello,1482,1325,117,16,24
St. Lawrence,Brasher 1,U.S. House,21,WOR,Mike Derrick,17,16,1,0,0
St. Lawrence,Brasher 2,U.S. House,21,WOR,Mike Derrick,15,13,0,0,2
St. Lawrence,Canton 1,U.S. House,21,WOR,Mike Derrick,21,21,0,0,0
St. Lawrence,Canton 2,U.S. House,21,WOR,Mike Derrick,14,12,2,0,0
St. Lawrence,Canton 3,U.S. House,21,WOR,Mike Derrick,19,14,2,1,2
St. Lawrence,Canton 4,U.S. House,21,WOR,Mike Derrick,2,2,0,0,0
St. Lawrence,Canton 5,U.S. House,21,WOR,Mike Derrick,9,7,1,0,1
St. Lawrence,Canton 6,U.S. House,21,WOR,Mike Derrick,15,13,0,0,2
St. Lawrence,Canton 7,U.S. House,21,WOR,Mike Derrick,3,3,0,0,0
St. Lawrence,Canton 8,U.S. House,21,WOR,Mike Derrick,12,11,1,0,0
St. Lawrence,Clare 1,U.S. House,21,WOR,Mike Derrick,0,0,0,0,0
St. Lawrence,Clifton 1,U.S. House,21,WOR,Mike Derrick,6,6,0,0,0
St. Lawrence,Clifton 2,U.S. House,21,WOR,Mike Derrick,3,3,0,0,0
St. Lawrence,Colton 1,U.S. House,21,WOR,Mike Derrick,13,11,1,1,0
St. Lawrence,DeKalb 1,U.S. House,21,WOR,Mike Derrick,7,7,0,0,0
St. Lawrence,DeKalb 2,U.S. House,21,WOR,Mike Derrick,6,6,0,0,0
St. Lawrence,DePeyster 1,U.S. House,21,WOR,Mike Derrick,8,8,0,0,0
St. Lawrence,Edwards 1,U.S. House,21,WOR,Mike Derrick,6,6,0,0,0
St. Lawrence,Fine 1,U.S. House,21,WOR,Mike Derrick,9,9,0,0,0
St. Lawrence,Fowler 1,U.S. House,21,WOR,Mike Derrick,7,4,3,0,0
St. Lawrence,Fowler 2,U.S. House,21,WOR,Mike Derrick,8,8,0,0,0
St. Lawrence,Gouverneur 1,U.S. House,21,WOR,Mike Derrick,7,6,0,0,1
St. Lawrence,Gouverneur 2,U.S. House,21,WOR,Mike Derrick,13,13,0,0,0
St. Lawrence,Gouverneur 3,U.S. House,21,WOR,Mike Derrick,2,2,0,0,0
St. Lawrence,Gouverneur 4,U.S. House,21,WOR,Mike Derrick,11,9,2,0,0
St. Lawrence,Hammond 1,U.S. House,21,WOR,Mike Derrick,12,10,1,0,1
St. Lawrence,Hermon 1,U.S. House,21,WOR,Mike Derrick,3,3,0,0,0
St. Lawrence,Hopkinton 1,U.S. House,21,WOR,Mike Derrick,19,18,0,0,1
St. Lawrence,Lawrence 1,U.S. House,21,WOR,Mike Derrick,19,18,1,0,0
St. Lawrence,Lisbon 1,U.S. House,21,WOR,Mike Derrick,9,8,0,0,1
St. Lawrence,Lisbon 2,U.S. House,21,WOR,Mike Derrick,11,9,1,0,1
St. Lawrence,Lisbon 3,U.S. House,21,WOR,Mike Derrick,11,11,0,0,0
St. Lawrence,Louisville 1,U.S. House,21,WOR,Mike Derrick,5,5,0,0,0
St. Lawrence,Louisville 2,U.S. House,21,WOR,Mike Derrick,11,10,1,0,0
St. Lawrence,Louisville 3,U.S. House,21,WOR,Mike Derrick,10,9,1,0,0
St. Lawrence,Louisville 4,U.S. House,21,WOR,Mike Derrick,2,2,0,0,0
St. Lawrence,Macomb 1,U.S. House,21,WOR,Mike Derrick,7,5,2,0,0
St. Lawrence,Madrid 1,U.S. House,21,WOR,Mike Derrick,9,8,1,0,0
St. Lawrence,Massena 1,U.S. House,21,WOR,Mike Derrick,14,13,0,1,0
St. Lawrence,Massena 2,U.S. House,21,WOR,Mike Derrick,18,15,1,0,2
St. Lawrence,Massena 3,U.S. House,21,WOR,Mike Derrick,12,10,2,0,0
St. Lawrence,Massena 4,U.S. House,21,WOR,Mike Derrick,6,6,0,0,0
St. Lawrence,Massena 5,U.S. House,21,WOR,Mike Derrick,11,10,0,0,1
St. Lawrence,Massena 6,U.S. House,21,WOR,Mike Derrick,10,10,0,0,0
St. Lawrence,Massena 7,U.S. House,21,WOR,Mike Derrick,9,9,0,0,0
St. Lawrence,Massena 8,U.S. House,21,WOR,Mike Derrick,6,6,0,0,0
St. Lawrence,Morristown 1,U.S. House,21,WOR,Mike Derrick,1,1,0,0,0
St. Lawrence,Morristown 2,U.S. House,21,WOR,Mike Derrick,13,12,1,0,0
St. Lawrence,Norfolk 1,U.S. House,21,WOR,Mike Derrick,7,7,0,0,0
St. Lawrence,Norfolk 2,U.S. House,21,WOR,Mike Derrick,15,13,2,0,0
St. Lawrence,Norfolk 3,U.S. House,21,WOR,Mike Derrick,16,15,1,0,0
St. Lawrence,Oswegatchie 1,U.S. House,21,WOR,Mike Derrick,14,14,0,0,0
St. Lawrence,Oswegatchie 2,U.S. House,21,WOR,Mike Derrick,12,10,1,0,1
St. Lawrence,Oswegatchie 3,U.S. House,21,WOR,Mike Derrick,6,6,0,0,0
St. Lawrence,Parishville 1,U.S. House,21,WOR,Mike Derrick,8,7,0,1,0
St. Lawrence,Parishville 2,U.S. House,21,WOR,Mike Derrick,17,17,0,0,0
St. Lawrence,Piercefield 1,U.S. House,21,WOR,Mike Derrick,5,5,0,0,0
St. Lawrence,Pierrepont 1,U.S. House,21,WOR,Mike Derrick,22,21,0,1,0
St. Lawrence,Pierrepont 2,U.S. House,21,WOR,Mike Derrick,12,11,1,0,0
St. Lawrence,Pitcairn 1,U.S. House,21,WOR,Mike Derrick,2,2,0,0,0
St. Lawrence,Potsdam 1,U.S. House,21,WOR,Mike Derrick,9,9,0,0,0
St. Lawrence,Potsdam 2,U.S. House,21,WOR,Mike Derrick,10,9,0,1,0
St. Lawrence,Potsdam 3,U.S. House,21,WOR,Mike Derrick,6,5,0,0,1
St. Lawrence,Potsdam 4,U.S. House,21,WOR,Mike Derrick,17,17,0,0,0
St. Lawrence,Potsdam 5,U.S. House,21,WOR,Mike Derrick,17,14,2,1,0
St. Lawrence,Potsdam 6,U.S. House,21,WOR,Mike Derrick,24,22,2,0,0
St. Lawrence,Potsdam 7,U.S. House,21,WOR,Mike Derrick,21,19,2,0,0
St. Lawrence,Potsdam 8,U.S. House,21,WOR,Mike Derrick,15,15,0,0,0
St. Lawrence,Rossie 1,U.S. House,21,WOR,Mike Derrick,5,4,1,0,0
St. Lawrence,Russell 1,U.S. House,21,WOR,Mike Derrick,17,16,1,0,0
St. Lawrence,Stockholm 1,U.S. House,21,WOR,Mike Derrick,12,11,0,0,1
St. Lawrence,Stockholm 2,U.S. House,21,WOR,Mike Derrick,9,9,0,0,0
St. Lawrence,Stockholm 3,U.S. House,21,WOR,Mike Derrick,7,7,0,0,0
St. Lawrence,Waddington 1,U.S. House,21,WOR,Mike Derrick,7,6,1,0,0
St. Lawrence,Waddington 2,U.S. House,21,WOR,Mike Derrick,12,12,0,0,0
St. Lawrence,Ogdensburg 1,U.S. House,21,WOR,Mike Derrick,10,10,0,0,0
St. Lawrence,Ogdensburg 2,U.S. House,21,WOR,Mike Derrick,13,13,0,0,0
St. Lawrence,Ogdensburg 3,U.S. House,21,WOR,Mike Derrick,11,9,1,1,0
St. Lawrence,Ogdensburg 4,U.S. House,21,WOR,Mike Derrick,11,10,1,0,0
St. Lawrence,Ogdensburg 5,U.S. House,21,WOR,Mike Derrick,13,11,2,0,0
St. Lawrence,Ogdensburg 6,U.S. House,21,WOR,Mike Derrick,9,7,1,0,1
St. Lawrence,TOTAL,U.S. House,21,WOR,Mike Derrick,852,781,44,8,19
St. Lawrence,Brasher 1,U.S. House,21,IND,Elise M. Stefanik,13,13,0,0,0
St. Lawrence,Brasher 2,U.S. House,21,IND,Elise M. Stefanik,11,11,0,0,0
St. Lawrence,Canton 1,U.S. House,21,IND,Elise M. Stefanik,13,12,0,0,1
St. Lawrence,Canton 2,U.S. House,21,IND,Elise M. Stefanik,15,15,0,0,0
St. Lawrence,Canton 3,U.S. House,21,IND,Elise M. Stefanik,14,10,4,0,0
St. Lawrence,Canton 4,U.S. House,21,IND,Elise M. Stefanik,5,4,0,0,1
St. Lawrence,Canton 5,U.S. House,21,IND,Elise M. Stefanik,8,8,0,0,0
St. Lawrence,Canton 6,U.S. House,21,IND,Elise M. Stefanik,18,18,0,0,0
St. Lawrence,Canton 7,U.S. House,21,IND,Elise M. Stefanik,6,6,0,0,0
St. Lawrence,Canton 8,U.S. House,21,IND,Elise M. Stefanik,15,14,1,0,0
St. Lawrence,Clare 1,U.S. House,21,IND,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Clifton 1,U.S. House,21,IND,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Clifton 2,U.S. House,21,IND,Elise M. Stefanik,5,5,0,0,0
St. Lawrence,Colton 1,U.S. House,21,IND,Elise M. Stefanik,16,14,2,0,0
St. Lawrence,DeKalb 1,U.S. House,21,IND,Elise M. Stefanik,16,16,0,0,0
St. Lawrence,DeKalb 2,U.S. House,21,IND,Elise M. Stefanik,10,9,1,0,0
St. Lawrence,DePeyster 1,U.S. House,21,IND,Elise M. Stefanik,9,8,0,0,1
St. Lawrence,Edwards 1,U.S. House,21,IND,Elise M. Stefanik,13,13,0,0,0
St. Lawrence,Fine 1,U.S. House,21,IND,Elise M. Stefanik,10,10,0,0,0
St. Lawrence,Fowler 1,U.S. House,21,IND,Elise M. Stefanik,15,15,0,0,0
St. Lawrence,Fowler 2,U.S. House,21,IND,Elise M. Stefanik,19,18,0,0,1
St. Lawrence,Gouverneur 1,U.S. House,21,IND,Elise M. Stefanik,22,21,0,0,1
St. Lawrence,Gouverneur 2,U.S. House,21,IND,Elise M. Stefanik,23,21,1,0,1
St. Lawrence,Gouverneur 3,U.S. House,21,IND,Elise M. Stefanik,8,8,0,0,0
St. Lawrence,Gouverneur 4,U.S. House,21,IND,Elise M. Stefanik,11,8,1,0,2
St. Lawrence,Hammond 1,U.S. House,21,IND,Elise M. Stefanik,14,14,0,0,0
St. Lawrence,Hermon 1,U.S. House,21,IND,Elise M. Stefanik,17,15,2,0,0
St. Lawrence,Hopkinton 1,U.S. House,21,IND,Elise M. Stefanik,8,7,1,0,0
St. Lawrence,Lawrence 1,U.S. House,21,IND,Elise M. Stefanik,26,24,1,1,0
St. Lawrence,Lisbon 1,U.S. House,21,IND,Elise M. Stefanik,11,11,0,0,0
St. Lawrence,Lisbon 2,U.S. House,21,IND,Elise M. Stefanik,13,12,0,0,1
St. Lawrence,Lisbon 3,U.S. House,21,IND,Elise M. Stefanik,19,17,2,0,0
St. Lawrence,Louisville 1,U.S. House,21,IND,Elise M. Stefanik,16,13,2,0,1
St. Lawrence,Louisville 2,U.S. House,21,IND,Elise M. Stefanik,19,18,0,1,0
St. Lawrence,Louisville 3,U.S. House,21,IND,Elise M. Stefanik,9,8,1,0,0
St. Lawrence,Louisville 4,U.S. House,21,IND,Elise M. Stefanik,4,2,2,0,0
St. Lawrence,Macomb 1,U.S. House,21,IND,Elise M. Stefanik,11,9,2,0,0
St. Lawrence,Madrid 1,U.S. House,21,IND,Elise M. Stefanik,32,30,1,0,1
St. Lawrence,Massena 1,U.S. House,21,IND,Elise M. Stefanik,18,17,0,1,0
St. Lawrence,Massena 2,U.S. House,21,IND,Elise M. Stefanik,20,18,2,0,0
St. Lawrence,Massena 3,U.S. House,21,IND,Elise M. Stefanik,16,12,2,0,2
St. Lawrence,Massena 4,U.S. House,21,IND,Elise M. Stefanik,11,10,1,0,0
St. Lawrence,Massena 5,U.S. House,21,IND,Elise M. Stefanik,17,16,1,0,0
St. Lawrence,Massena 6,U.S. House,21,IND,Elise M. Stefanik,12,12,0,0,0
St. Lawrence,Massena 7,U.S. House,21,IND,Elise M. Stefanik,14,11,3,0,0
St. Lawrence,Massena 8,U.S. House,21,IND,Elise M. Stefanik,18,16,2,0,0
St. Lawrence,Morristown 1,U.S. House,21,IND,Elise M. Stefanik,11,9,2,0,0
St. Lawrence,Morristown 2,U.S. House,21,IND,Elise M. Stefanik,22,21,1,0,0
St. Lawrence,Norfolk 1,U.S. House,21,IND,Elise M. Stefanik,8,7,1,0,0
St. Lawrence,Norfolk 2,U.S. House,21,IND,Elise M. Stefanik,11,10,1,0,0
St. Lawrence,Norfolk 3,U.S. House,21,IND,Elise M. Stefanik,12,12,0,0,0
St. Lawrence,Oswegatchie 1,U.S. House,21,IND,Elise M. Stefanik,28,24,3,0,1
St. Lawrence,Oswegatchie 2,U.S. House,21,IND,Elise M. Stefanik,30,27,3,0,0
St. Lawrence,Oswegatchie 3,U.S. House,21,IND,Elise M. Stefanik,6,6,0,0,0
St. Lawrence,Parishville 1,U.S. House,21,IND,Elise M. Stefanik,7,6,1,0,0
St. Lawrence,Parishville 2,U.S. House,21,IND,Elise M. Stefanik,9,9,0,0,0
St. Lawrence,Piercefield 1,U.S. House,21,IND,Elise M. Stefanik,2,2,0,0,0
St. Lawrence,Pierrepont 1,U.S. House,21,IND,Elise M. Stefanik,21,20,1,0,0
St. Lawrence,Pierrepont 2,U.S. House,21,IND,Elise M. Stefanik,19,16,2,0,1
St. Lawrence,Pitcairn 1,U.S. House,21,IND,Elise M. Stefanik,9,8,1,0,0
St. Lawrence,Potsdam 1,U.S. House,21,IND,Elise M. Stefanik,12,12,0,0,0
St. Lawrence,Potsdam 2,U.S. House,21,IND,Elise M. Stefanik,14,12,2,0,0
St. Lawrence,Potsdam 3,U.S. House,21,IND,Elise M. Stefanik,12,11,1,0,0
St. Lawrence,Potsdam 4,U.S. House,21,IND,Elise M. Stefanik,21,20,0,0,1
St. Lawrence,Potsdam 5,U.S. House,21,IND,Elise M. Stefanik,11,10,1,0,0
St. Lawrence,Potsdam 6,U.S. House,21,IND,Elise M. Stefanik,11,10,1,0,0
St. Lawrence,Potsdam 7,U.S. House,21,IND,Elise M. Stefanik,15,13,1,0,1
St. Lawrence,Potsdam 8,U.S. House,21,IND,Elise M. Stefanik,17,16,1,0,0
St. Lawrence,Rossie 1,U.S. House,21,IND,Elise M. Stefanik,6,6,0,0,0
St. Lawrence,Russell 1,U.S. House,21,IND,Elise M. Stefanik,18,18,0,0,0
St. Lawrence,Stockholm 1,U.S. House,21,IND,Elise M. Stefanik,18,17,0,0,1
St. Lawrence,Stockholm 2,U.S. House,21,IND,Elise M. Stefanik,13,13,0,0,0
St. Lawrence,Stockholm 3,U.S. House,21,IND,Elise M. Stefanik,6,6,0,0,0
St. Lawrence,Waddington 1,U.S. House,21,IND,Elise M. Stefanik,10,9,1,0,0
St. Lawrence,Waddington 2,U.S. House,21,IND,Elise M. Stefanik,12,12,0,0,0
St. Lawrence,Ogdensburg 1,U.S. House,21,IND,Elise M. Stefanik,21,19,1,1,0
St. Lawrence,Ogdensburg 2,U.S. House,21,IND,Elise M. Stefanik,24,22,1,0,1
St. Lawrence,Ogdensburg 3,U.S. House,21,IND,Elise M. Stefanik,32,29,1,2,0
St. Lawrence,Ogdensburg 4,U.S. House,21,IND,Elise M. Stefanik,32,30,0,1,1
St. Lawrence,Ogdensburg 5,U.S. House,21,IND,Elise M. Stefanik,16,15,0,1,0
St. Lawrence,Ogdensburg 6,U.S. House,21,IND,Elise M. Stefanik,25,21,4,0,0
St. Lawrence,TOTAL,U.S. House,21,IND,Elise M. Stefanik,1162,1068,66,8,20
St. Lawrence,Brasher 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Brasher 2,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Canton 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Canton 2,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Canton 3,U.S. House,21,REF,Elise M. Stefanik,2,2,0,0,0
St. Lawrence,Canton 4,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Canton 5,U.S. House,21,REF,Elise M. Stefanik,2,2,0,0,0
St. Lawrence,Canton 6,U.S. House,21,REF,Elise M. Stefanik,2,1,1,0,0
St. Lawrence,Canton 7,U.S. House,21,REF,Elise M. Stefanik,3,3,0,0,0
St. Lawrence,Canton 8,U.S. House,21,REF,Elise M. Stefanik,3,3,0,0,0
St. Lawrence,Clare 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Clifton 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Clifton 2,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Colton 1,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,DeKalb 1,U.S. House,21,REF,Elise M. Stefanik,4,4,0,0,0
St. Lawrence,DeKalb 2,U.S. House,21,REF,Elise M. Stefanik,2,2,0,0,0
St. Lawrence,DePeyster 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Edwards 1,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Fine 1,U.S. House,21,REF,Elise M. Stefanik,3,3,0,0,0
St. Lawrence,Fowler 1,U.S. House,21,REF,Elise M. Stefanik,2,1,0,1,0
St. Lawrence,Fowler 2,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Gouverneur 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Gouverneur 2,U.S. House,21,REF,Elise M. Stefanik,3,1,2,0,0
St. Lawrence,Gouverneur 3,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Gouverneur 4,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Hammond 1,U.S. House,21,REF,Elise M. Stefanik,2,2,0,0,0
St. Lawrence,Hermon 1,U.S. House,21,REF,Elise M. Stefanik,3,3,0,0,0
St. Lawrence,Hopkinton 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Lawrence 1,U.S. House,21,REF,Elise M. Stefanik,5,5,0,0,0
St. Lawrence,Lisbon 1,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Lisbon 2,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Lisbon 3,U.S. House,21,REF,Elise M. Stefanik,3,2,0,0,1
St. Lawrence,Louisville 1,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Louisville 2,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Louisville 3,U.S. House,21,REF,Elise M. Stefanik,2,2,0,0,0
St. Lawrence,Louisville 4,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Macomb 1,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Madrid 1,U.S. House,21,REF,Elise M. Stefanik,2,2,0,0,0
St. Lawrence,Massena 1,U.S. House,21,REF,Elise M. Stefanik,3,2,1,0,0
St. Lawrence,Massena 2,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Massena 3,U.S. House,21,REF,Elise M. Stefanik,3,3,0,0,0
St. Lawrence,Massena 4,U.S. House,21,REF,Elise M. Stefanik,1,1,0,0,0
St. Lawrence,Massena 5,U.S. House,21,REF,Elise M. Stefanik,2,2,0,0,0
St. Lawrence,Massena 6,U.S. House,21,REF,Elise M. Stefanik,4,3,1,0,0
St. Lawrence,Massena 7,U.S. House,21,REF,Elise M. Stefanik,3,3,0,0,0
St. Lawrence,Massena 8,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Morristown 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Morristown 2,U.S. House,21,REF,Elise M. Stefanik,3,3,0,0,0
St. Lawrence,Norfolk 1,U.S. House,21,REF,Elise M. Stefanik,0,0,0,0,0
St. Lawrence,Norfolk 2,U.S. House,21,REF,Elise M. Stefanik,5,5,0,0,0
St. Lawrence,Norfolk 3,U.S. House,21,REF,Elise M. Stefanik,2,2,0,0,0
