county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes,manually_counted_emergency,special_presidential
Bronx,028/78,President,,Libertarian,Gary Johnson / Bill Weld,3,362,,2,0,38,,0,0
Bronx,028/78,President,,Independence,Gary Johnson / Bill Weld,1,362,,2,0,38,,0,0
Bronx,028/78,President,,Working Families,Hillary Clinton / Tim Kaine,8,362,,2,0,38,,0,0
Bronx,028/78,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,362,,2,0,38,,0,0
Bronx,028/78,President,,Democratic,Hillary Clinton / Tim Kaine,351,362,,2,0,38,,0,0
Bronx,028/78,President,,Republican,Donald J. Trump / Michael R. Pence,28,362,,2,0,38,,0,0
Bronx,028/78,President,,Conservative,Donald J. Trump / Michael R. Pence,3,362,,2,0,38,,0,0
Bronx,028/78,President,,Green,Jill Stein / Ajamu Baraka,5,362,,2,0,38,,0,0
Bronx,028/79,President,,Libertarian,Gary Johnson / Bill Weld,2,685,,18,0,48,2,0,0
Bronx,028/79,President,,Independence,Gary Johnson / Bill Weld,1,685,,18,0,48,2,0,0
Bronx,028/79,President,,Working Families,Hillary Clinton / Tim Kaine,6,685,,18,0,48,2,0,0
Bronx,028/79,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,685,,18,0,48,2,0,0
Bronx,028/79,President,,Democratic,Hillary Clinton / Tim Kaine,689,685,,18,0,48,2,0,0
Bronx,028/79,President,,Republican,Donald J. Trump / Michael R. Pence,34,685,,18,0,48,2,0,0
Bronx,028/79,President,,Conservative,Donald J. Trump / Michael R. Pence,5,685,,18,0,48,2,0,0
Bronx,028/79,President,,Green,Jill Stein / Ajamu Baraka,6,685,,18,0,48,2,0,0
Bronx,028/77,President,,Libertarian,Gary Johnson / Bill Weld,0,574,,17,0,43,3,0,0
Bronx,028/77,President,,Independence,Gary Johnson / Bill Weld,3,574,,17,0,43,3,0,0
Bronx,028/77,President,,Working Families,Hillary Clinton / Tim Kaine,6,574,,17,0,43,3,0,0
Bronx,028/77,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,574,,17,0,43,3,0,0
Bronx,028/77,President,,Democratic,Hillary Clinton / Tim Kaine,587,574,,17,0,43,3,0,0
Bronx,028/77,President,,Republican,Donald J. Trump / Michael R. Pence,20,574,,17,0,43,3,0,0
Bronx,028/77,President,,Conservative,Donald J. Trump / Michael R. Pence,2,574,,17,0,43,3,0,0
Bronx,028/77,President,,Green,Jill Stein / Ajamu Baraka,4,574,,17,0,43,3,0,0
Bronx,066/87,President,,Libertarian,Gary Johnson / Bill Weld,1,394,,7,0,23,1,0,0
Bronx,066/87,President,,Independence,Gary Johnson / Bill Weld,1,394,,7,0,23,1,0,0
Bronx,066/87,President,,Working Families,Hillary Clinton / Tim Kaine,4,394,,7,0,23,1,0,0
Bronx,066/87,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,394,,7,0,23,1,0,0
Bronx,066/87,President,,Democratic,Hillary Clinton / Tim Kaine,375,394,,7,0,23,1,0,0
Bronx,066/87,President,,Republican,Donald J. Trump / Michael R. Pence,29,394,,7,0,23,1,0,0
Bronx,066/87,President,,Conservative,Donald J. Trump / Michael R. Pence,4,394,,7,0,23,1,0,0
Bronx,066/87,President,,Green,Jill Stein / Ajamu Baraka,8,394,,7,0,23,1,0,0
Bronx,081/82,President,,Libertarian,Gary Johnson / Bill Weld,0,392,,12,2,6,1,0,0
Bronx,081/82,President,,Independence,Gary Johnson / Bill Weld,1,392,,12,2,6,1,0,0
Bronx,081/82,President,,Working Families,Hillary Clinton / Tim Kaine,6,392,,12,2,6,1,0,0
Bronx,081/82,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,392,,12,2,6,1,0,0
Bronx,081/82,President,,Democratic,Hillary Clinton / Tim Kaine,368,392,,12,2,6,1,0,0
Bronx,081/82,President,,Republican,Donald J. Trump / Michael R. Pence,26,392,,12,2,6,1,0,0
Bronx,081/82,President,,Conservative,Donald J. Trump / Michael R. Pence,4,392,,12,2,6,1,0,0
Bronx,081/82,President,,Green,Jill Stein / Ajamu Baraka,6,392,,12,2,6,1,0,0
Bronx,066/86,President,,Libertarian,Gary Johnson / Bill Weld,0,288,,6,0,18,,0,0
Bronx,066/86,President,,Independence,Gary Johnson / Bill Weld,1,288,,6,0,18,,0,0
Bronx,066/86,President,,Working Families,Hillary Clinton / Tim Kaine,1,288,,6,0,18,,0,0
Bronx,066/86,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,288,,6,0,18,,0,0
Bronx,066/86,President,,Democratic,Hillary Clinton / Tim Kaine,286,288,,6,0,18,,0,0
Bronx,066/86,President,,Republican,Donald J. Trump / Michael R. Pence,14,288,,6,0,18,,0,0
Bronx,066/86,President,,Conservative,Donald J. Trump / Michael R. Pence,2,288,,6,0,18,,0,0
Bronx,066/86,President,,Green,Jill Stein / Ajamu Baraka,4,288,,6,0,18,,0,0
Bronx,004/78,President,,Libertarian,Gary Johnson / Bill Weld,3,559,,15,3,50,2,0,0
Bronx,004/78,President,,Independence,Gary Johnson / Bill Weld,2,559,,15,3,50,2,0,0
Bronx,004/78,President,,Working Families,Hillary Clinton / Tim Kaine,1,559,,15,3,50,2,0,0
Bronx,004/78,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,559,,15,3,50,2,0,0
Bronx,004/78,President,,Democratic,Hillary Clinton / Tim Kaine,567,559,,15,3,50,2,0,0
Bronx,004/78,President,,Republican,Donald J. Trump / Michael R. Pence,39,559,,15,3,50,2,0,0
Bronx,004/78,President,,Conservative,Donald J. Trump / Michael R. Pence,3,559,,15,3,50,2,0,0
Bronx,004/78,President,,Green,Jill Stein / Ajamu Baraka,5,559,,15,3,50,2,0,0
Bronx,004/79,President,,Libertarian,Gary Johnson / Bill Weld,0,303,,9,0,42,,0,0
Bronx,004/79,President,,Independence,Gary Johnson / Bill Weld,0,303,,9,0,42,,0,0
Bronx,004/79,President,,Working Families,Hillary Clinton / Tim Kaine,3,303,,9,0,42,,0,0
Bronx,004/79,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,303,,9,0,42,,0,0
Bronx,004/79,President,,Democratic,Hillary Clinton / Tim Kaine,332,303,,9,0,42,,0,0
Bronx,004/79,President,,Republican,Donald J. Trump / Michael R. Pence,14,303,,9,0,42,,0,0
Bronx,004/79,President,,Conservative,Donald J. Trump / Michael R. Pence,1,303,,9,0,42,,0,0
Bronx,004/79,President,,Green,Jill Stein / Ajamu Baraka,1,303,,9,0,42,,0,0
Bronx,081/83,President,,Libertarian,Gary Johnson / Bill Weld,0,553,,21,3,28,,0,0
Bronx,081/83,President,,Independence,Gary Johnson / Bill Weld,1,553,,21,3,28,,0,0
Bronx,081/83,President,,Working Families,Hillary Clinton / Tim Kaine,4,553,,21,3,28,,0,0
Bronx,081/83,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,553,,21,3,28,,0,0
Bronx,081/83,President,,Democratic,Hillary Clinton / Tim Kaine,569,553,,21,3,28,,0,0
Bronx,081/83,President,,Republican,Donald J. Trump / Michael R. Pence,24,553,,21,3,28,,0,0
Bronx,081/83,President,,Conservative,Donald J. Trump / Michael R. Pence,0,553,,21,3,28,,0,0
Bronx,081/83,President,,Green,Jill Stein / Ajamu Baraka,5,553,,21,3,28,,0,0
Bronx,051/87,President,,Libertarian,Gary Johnson / Bill Weld,0,431,,7,0,32,2,0,0
Bronx,051/87,President,,Independence,Gary Johnson / Bill Weld,1,431,,7,0,32,2,0,0
Bronx,051/87,President,,Working Families,Hillary Clinton / Tim Kaine,3,431,,7,0,32,2,0,0
Bronx,051/87,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,431,,7,0,32,2,0,0
Bronx,051/87,President,,Democratic,Hillary Clinton / Tim Kaine,443,431,,7,0,32,2,0,0
Bronx,051/87,President,,Republican,Donald J. Trump / Michael R. Pence,16,431,,7,0,32,2,0,0
Bronx,051/87,President,,Conservative,Donald J. Trump / Michael R. Pence,2,431,,7,0,32,2,0,0
Bronx,051/87,President,,Green,Jill Stein / Ajamu Baraka,3,431,,7,0,32,2,0,0
Bronx,004/77,President,,Libertarian,Gary Johnson / Bill Weld,0,444,,5,4,37,1,0,0
Bronx,004/77,President,,Independence,Gary Johnson / Bill Weld,0,444,,5,4,37,1,0,0
Bronx,004/77,President,,Working Families,Hillary Clinton / Tim Kaine,15,444,,5,4,37,1,0,0
Bronx,004/77,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,444,,5,4,37,1,0,0
Bronx,004/77,President,,Democratic,Hillary Clinton / Tim Kaine,449,444,,5,4,37,1,0,0
Bronx,004/77,President,,Republican,Donald J. Trump / Michael R. Pence,19,444,,5,4,37,1,0,0
Bronx,004/77,President,,Conservative,Donald J. Trump / Michael R. Pence,0,444,,5,4,37,1,0,0
Bronx,004/77,President,,Green,Jill Stein / Ajamu Baraka,5,444,,5,4,37,1,0,0
Bronx,051/86,President,,Libertarian,Gary Johnson / Bill Weld,0,407,,13,1,24,,0,0
Bronx,051/86,President,,Independence,Gary Johnson / Bill Weld,2,407,,13,1,24,,0,0
Bronx,051/86,President,,Working Families,Hillary Clinton / Tim Kaine,3,407,,13,1,24,,0,0
Bronx,051/86,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,407,,13,1,24,,0,0
Bronx,051/86,President,,Democratic,Hillary Clinton / Tim Kaine,421,407,,13,1,24,,0,0
Bronx,051/86,President,,Republican,Donald J. Trump / Michael R. Pence,11,407,,13,1,24,,0,0
Bronx,051/86,President,,Conservative,Donald J. Trump / Michael R. Pence,2,407,,13,1,24,,0,0
Bronx,051/86,President,,Green,Jill Stein / Ajamu Baraka,6,407,,13,1,24,,0,0
Bronx,035/77,President,,Libertarian,Gary Johnson / Bill Weld,0,570,,14,0,28,1,0,0
Bronx,035/77,President,,Independence,Gary Johnson / Bill Weld,1,570,,14,0,28,1,0,0
Bronx,035/77,President,,Working Families,Hillary Clinton / Tim Kaine,10,570,,14,0,28,1,0,0
Bronx,035/77,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,570,,14,0,28,1,0,0
Bronx,035/77,President,,Democratic,Hillary Clinton / Tim Kaine,573,570,,14,0,28,1,0,0
Bronx,035/77,President,,Republican,Donald J. Trump / Michael R. Pence,16,570,,14,0,28,1,0,0
Bronx,035/77,President,,Conservative,Donald J. Trump / Michael R. Pence,3,570,,14,0,28,1,0,0
Bronx,035/77,President,,Green,Jill Stein / Ajamu Baraka,4,570,,14,0,28,1,0,0
Bronx,052/80,President,,Libertarian,Gary Johnson / Bill Weld,0,475,,13,1,41,2,0,0
Bronx,052/80,President,,Independence,Gary Johnson / Bill Weld,0,475,,13,1,41,2,0,0
Bronx,052/80,President,,Working Families,Hillary Clinton / Tim Kaine,7,475,,13,1,41,2,0,0
Bronx,052/80,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,475,,13,1,41,2,0,0
Bronx,052/80,President,,Democratic,Hillary Clinton / Tim Kaine,469,475,,13,1,41,2,0,0
Bronx,052/80,President,,Republican,Donald J. Trump / Michael R. Pence,33,475,,13,1,41,2,0,0
Bronx,052/80,President,,Conservative,Donald J. Trump / Michael R. Pence,2,475,,13,1,41,2,0,0
Bronx,052/80,President,,Green,Jill Stein / Ajamu Baraka,13,475,,13,1,41,2,0,0
Bronx,083/79,President,,Libertarian,Gary Johnson / Bill Weld,1,470,,8,0,37,1,0,0
Bronx,083/79,President,,Independence,Gary Johnson / Bill Weld,0,470,,8,0,37,1,0,0
Bronx,083/79,President,,Working Families,Hillary Clinton / Tim Kaine,6,470,,8,0,37,1,0,0
Bronx,083/79,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,470,,8,0,37,1,0,0
Bronx,083/79,President,,Democratic,Hillary Clinton / Tim Kaine,483,470,,8,0,37,1,0,0
Bronx,083/79,President,,Republican,Donald J. Trump / Michael R. Pence,13,470,,8,0,37,1,0,0
Bronx,083/79,President,,Conservative,Donald J. Trump / Michael R. Pence,1,470,,8,0,37,1,0,0
Bronx,083/79,President,,Green,Jill Stein / Ajamu Baraka,6,470,,8,0,37,1,0,0
Bronx,052/81,President,,Libertarian,Gary Johnson / Bill Weld,2,183,,11,4,3,3,0,0
Bronx,052/81,President,,Independence,Gary Johnson / Bill Weld,2,183,,11,4,3,3,0,0
Bronx,052/81,President,,Working Families,Hillary Clinton / Tim Kaine,5,183,,11,4,3,3,0,0
Bronx,052/81,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,183,,11,4,3,3,0,0
Bronx,052/81,President,,Democratic,Hillary Clinton / Tim Kaine,142,183,,11,4,3,3,0,0
Bronx,052/81,President,,Republican,Donald J. Trump / Michael R. Pence,42,183,,11,4,3,3,0,0
Bronx,052/81,President,,Conservative,Donald J. Trump / Michael R. Pence,2,183,,11,4,3,3,0,0
Bronx,052/81,President,,Green,Jill Stein / Ajamu Baraka,2,183,,11,4,3,3,0,0
Bronx,035/78,President,,Libertarian,Gary Johnson / Bill Weld,0,155,,3,4,10,3,0,0
Bronx,035/78,President,,Independence,Gary Johnson / Bill Weld,0,155,,3,4,10,3,0,0
Bronx,035/78,President,,Working Families,Hillary Clinton / Tim Kaine,5,155,,3,4,10,3,0,0
Bronx,035/78,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,155,,3,4,10,3,0,0
Bronx,035/78,President,,Democratic,Hillary Clinton / Tim Kaine,133,155,,3,4,10,3,0,0
Bronx,035/78,President,,Republican,Donald J. Trump / Michael R. Pence,22,155,,3,4,10,3,0,0
Bronx,035/78,President,,Conservative,Donald J. Trump / Michael R. Pence,4,155,,3,4,10,3,0,0
Bronx,035/78,President,,Green,Jill Stein / Ajamu Baraka,3,155,,3,4,10,3,0,0
Bronx,035/79,President,,Libertarian,Gary Johnson / Bill Weld,0,453,,13,0,51,,0,0
Bronx,035/79,President,,Independence,Gary Johnson / Bill Weld,2,453,,13,0,51,,0,0
Bronx,035/79,President,,Working Families,Hillary Clinton / Tim Kaine,3,453,,13,0,51,,0,0
Bronx,035/79,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,453,,13,0,51,,0,0
Bronx,035/79,President,,Democratic,Hillary Clinton / Tim Kaine,489,453,,13,0,51,,0,0
Bronx,035/79,President,,Republican,Donald J. Trump / Michael R. Pence,17,453,,13,0,51,,0,0
Bronx,035/79,President,,Conservative,Donald J. Trump / Michael R. Pence,0,453,,13,0,51,,0,0
Bronx,035/79,President,,Green,Jill Stein / Ajamu Baraka,4,453,,13,0,51,,0,0
Bronx,081/87,President,,Libertarian,Gary Johnson / Bill Weld,1,398,,12,0,22,2,0,0
Bronx,081/87,President,,Independence,Gary Johnson / Bill Weld,0,398,,12,0,22,2,0,0
Bronx,081/87,President,,Working Families,Hillary Clinton / Tim Kaine,3,398,,12,0,22,2,0,0
Bronx,081/87,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,398,,12,0,22,2,0,0
Bronx,081/87,President,,Democratic,Hillary Clinton / Tim Kaine,386,398,,12,0,22,2,0,0
Bronx,081/87,President,,Republican,Donald J. Trump / Michael R. Pence,31,398,,12,0,22,2,0,0
Bronx,081/87,President,,Conservative,Donald J. Trump / Michael R. Pence,4,398,,12,0,22,2,0,0
Bronx,081/87,President,,Green,Jill Stein / Ajamu Baraka,4,398,,12,0,22,2,0,0
Bronx,008/77,President,,Libertarian,Gary Johnson / Bill Weld,0,648,,11,0,70,,0,0
Bronx,008/77,President,,Independence,Gary Johnson / Bill Weld,0,648,,11,0,70,,0,0
Bronx,008/77,President,,Working Families,Hillary Clinton / Tim Kaine,1,648,,11,0,70,,0,0
Bronx,008/77,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,648,,11,0,70,,0,0
Bronx,008/77,President,,Democratic,Hillary Clinton / Tim Kaine,696,648,,11,0,70,,0,0
Bronx,008/77,President,,Republican,Donald J. Trump / Michael R. Pence,21,648,,11,0,70,,0,0
Bronx,008/77,President,,Conservative,Donald J. Trump / Michael R. Pence,1,648,,11,0,70,,0,0
Bronx,008/77,President,,Green,Jill Stein / Ajamu Baraka,3,648,,11,0,70,,0,0
Bronx,008/78,President,,Libertarian,Gary Johnson / Bill Weld,2,437,,8,2,61,4,0,0
Bronx,008/78,President,,Independence,Gary Johnson / Bill Weld,5,437,,8,2,61,4,0,0
Bronx,008/78,President,,Working Families,Hillary Clinton / Tim Kaine,7,437,,8,2,61,4,0,0
Bronx,008/78,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,437,,8,2,61,4,0,0
Bronx,008/78,President,,Democratic,Hillary Clinton / Tim Kaine,418,437,,8,2,61,4,0,0
Bronx,008/78,President,,Republican,Donald J. Trump / Michael R. Pence,46,437,,8,2,61,4,0,0
Bronx,008/78,President,,Conservative,Donald J. Trump / Michael R. Pence,10,437,,8,2,61,4,0,0
Bronx,008/78,President,,Green,Jill Stein / Ajamu Baraka,11,437,,8,2,61,4,0,0
Bronx,008/79,President,,Libertarian,Gary Johnson / Bill Weld,0,282,,2,1,27,,0,0
Bronx,008/79,President,,Independence,Gary Johnson / Bill Weld,0,282,,2,1,27,,0,0
Bronx,008/79,President,,Working Families,Hillary Clinton / Tim Kaine,6,282,,2,1,27,,0,0
Bronx,008/79,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,282,,2,1,27,,0,0
Bronx,008/79,President,,Democratic,Hillary Clinton / Tim Kaine,289,282,,2,1,27,,0,0
Bronx,008/79,President,,Republican,Donald J. Trump / Michael R. Pence,9,282,,2,1,27,,0,0
Bronx,008/79,President,,Conservative,Donald J. Trump / Michael R. Pence,1,282,,2,1,27,,0,0
Bronx,008/79,President,,Green,Jill Stein / Ajamu Baraka,6,282,,2,1,27,,0,0
Bronx,055/78,President,,Libertarian,Gary Johnson / Bill Weld,0,0,,0,0,0,,0,0
Bronx,055/78,President,,Independence,Gary Johnson / Bill Weld,0,0,,0,0,0,,0,0
Bronx,055/78,President,,Working Families,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Bronx,055/78,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Bronx,055/78,President,,Democratic,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Bronx,055/78,President,,Republican,Donald J. Trump / Michael R. Pence,0,0,,0,0,0,,0,0
Bronx,055/78,President,,Conservative,Donald J. Trump / Michael R. Pence,0,0,,0,0,0,,0,0
Bronx,055/78,President,,Green,Jill Stein / Ajamu Baraka,0,0,,0,0,0,,0,0
Bronx,055/79,President,,Libertarian,Gary Johnson / Bill Weld,0,107,,1,0,4,1,0,0
Bronx,055/79,President,,Independence,Gary Johnson / Bill Weld,2,107,,1,0,4,1,0,0
Bronx,055/79,President,,Working Families,Hillary Clinton / Tim Kaine,4,107,,1,0,4,1,0,0
Bronx,055/79,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,107,,1,0,4,1,0,0
Bronx,055/79,President,,Democratic,Hillary Clinton / Tim Kaine,97,107,,1,0,4,1,0,0
Bronx,055/79,President,,Republican,Donald J. Trump / Michael R. Pence,5,107,,1,0,4,1,0,0
Bronx,055/79,President,,Conservative,Donald J. Trump / Michael R. Pence,2,107,,1,0,4,1,0,0
Bronx,055/79,President,,Green,Jill Stein / Ajamu Baraka,1,107,,1,0,4,1,0,0
Bronx,056/82,President,,Libertarian,Gary Johnson / Bill Weld,6,381,,28,7,25,4,25,0
Bronx,056/82,President,,Independence,Gary Johnson / Bill Weld,9,381,,28,7,25,4,25,0
Bronx,056/82,President,,Working Families,Hillary Clinton / Tim Kaine,2,381,,28,7,25,4,25,0
Bronx,056/82,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,381,,28,7,25,4,25,0
Bronx,056/82,President,,Democratic,Hillary Clinton / Tim Kaine,252,381,,28,7,25,4,25,0
Bronx,056/82,President,,Republican,Donald J. Trump / Michael R. Pence,145,381,,28,7,25,4,25,0
Bronx,056/82,President,,Conservative,Donald J. Trump / Michael R. Pence,18,381,,28,7,25,4,25,0
Bronx,056/82,President,,Green,Jill Stein / Ajamu Baraka,3,381,,28,7,25,4,25,0
Bronx,056/83,President,,Libertarian,Gary Johnson / Bill Weld,0,525,,12,0,16,,0,0
Bronx,056/83,President,,Independence,Gary Johnson / Bill Weld,1,525,,12,0,16,,0,0
Bronx,056/83,President,,Working Families,Hillary Clinton / Tim Kaine,0,525,,12,0,16,,0,0
Bronx,056/83,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,525,,12,0,16,,0,0
Bronx,056/83,President,,Democratic,Hillary Clinton / Tim Kaine,522,525,,12,0,16,,0,0
Bronx,056/83,President,,Republican,Donald J. Trump / Michael R. Pence,17,525,,12,0,16,,0,0
Bronx,056/83,President,,Conservative,Donald J. Trump / Michael R. Pence,2,525,,12,0,16,,0,0
Bronx,056/83,President,,Green,Jill Stein / Ajamu Baraka,7,525,,12,0,16,,0,0
Bronx,056/80,President,,Libertarian,Gary Johnson / Bill Weld,0,513,,10,0,10,1,0,0
Bronx,056/80,President,,Independence,Gary Johnson / Bill Weld,2,513,,10,0,10,1,0,0
Bronx,056/80,President,,Working Families,Hillary Clinton / Tim Kaine,3,513,,10,0,10,1,0,0
Bronx,056/80,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,513,,10,0,10,1,0,0
Bronx,056/80,President,,Democratic,Hillary Clinton / Tim Kaine,503,513,,10,0,10,1,0,0
Bronx,056/80,President,,Republican,Donald J. Trump / Michael R. Pence,17,513,,10,0,10,1,0,0
Bronx,056/80,President,,Conservative,Donald J. Trump / Michael R. Pence,2,513,,10,0,10,1,0,0
Bronx,056/80,President,,Green,Jill Stein / Ajamu Baraka,2,513,,10,0,10,1,0,0
Bronx,056/81,President,,Libertarian,Gary Johnson / Bill Weld,6,557,,38,4,19,4,0,1
Bronx,056/81,President,,Independence,Gary Johnson / Bill Weld,4,557,,38,4,19,4,0,1
Bronx,056/81,President,,Working Families,Hillary Clinton / Tim Kaine,14,557,,38,4,19,4,0,1
Bronx,056/81,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,557,,38,4,19,4,0,1
Bronx,056/81,President,,Democratic,Hillary Clinton / Tim Kaine,439,557,,38,4,19,4,0,1
Bronx,056/81,President,,Republican,Donald J. Trump / Michael R. Pence,117,557,,38,4,19,4,0,1
Bronx,056/81,President,,Conservative,Donald J. Trump / Michael R. Pence,19,557,,38,4,19,4,0,1
Bronx,056/81,President,,Green,Jill Stein / Ajamu Baraka,12,557,,38,4,19,4,0,1
Bronx,056/86,President,,Libertarian,Gary Johnson / Bill Weld,0,521,,8,1,41,3,0,0
Bronx,056/86,President,,Independence,Gary Johnson / Bill Weld,2,521,,8,1,41,3,0,0
Bronx,056/86,President,,Working Families,Hillary Clinton / Tim Kaine,5,521,,8,1,41,3,0,0
