county,precinct,office,party,candidate,district,votes
Cayuga,Locke 1 08,President,DEM,Hillary Clinton / Tim Kaine,,243
Cayuga,Mentz 1 03,President,DEM,Hillary Clinton / Tim Kaine,,276
Cayuga,Montezuma 1 03,President,DEM,Hillary Clinton / Tim Kaine,,163
Cayuga,Moravia 1 09,President,DEM,Hillary Clinton / Tim Kaine,,387
Cayuga,Niles 1 09,President,DEM,Hillary Clinton / Tim Kaine,,239
Cayuga,Owasco 1 06,President,DEM,Hillary Clinton / Tim Kaine,,412
Cayuga,Owasco 2 06,President,DEM,Hillary Clinton / Tim Kaine,,555
Cayuga,Scipio 1 07,President,DEM,Hillary Clinton / Tim Kaine,,259
Cayuga,Sempronius 1 09,President,DEM,Hillary Clinton / Tim Kaine,,87
Cayuga,Sennett 1 06,President,DEM,Hillary Clinton / Tim Kaine,,296
Cayuga,Sennett 2 06,President,DEM,Hillary Clinton / Tim Kaine,,436
Cayuga,Springport 1 07,President,DEM,Hillary Clinton / Tim Kaine,,413
Cayuga,Sterling 1 01,President,DEM,Hillary Clinton / Tim Kaine,,295
Cayuga,Sterling 2 01,President,DEM,Hillary Clinton / Tim Kaine,,154
Cayuga,Summerhill 1 09,President,DEM,Hillary Clinton / Tim Kaine,,139
Cayuga,Throop 1 03,President,DEM,Hillary Clinton / Tim Kaine,,349
Cayuga,Venice 1 08,President,DEM,Hillary Clinton / Tim Kaine,,170
Cayuga,Victory 1 01,President,DEM,Hillary Clinton / Tim Kaine,,167
Cayuga,Auburn 10-1 10,President,REP,Donald J. Trump / Michael R. Pence,,225
Cayuga,Auburn 10-2 10,President,REP,Donald J. Trump / Michael R. Pence,,217
Cayuga,Auburn 10-3 10,President,REP,Donald J. Trump / Michael R. Pence,,91
Cayuga,Auburn 11-1 11,President,REP,Donald J. Trump / Michael R. Pence,,260
Cayuga,Auburn 11-2 11,President,REP,Donald J. Trump / Michael R. Pence,,264
Cayuga,Auburn 11-3 11,President,REP,Donald J. Trump / Michael R. Pence,,265
Cayuga,Auburn 12-1 12,President,REP,Donald J. Trump / Michael R. Pence,,288
Cayuga,Auburn 12-2 12,President,REP,Donald J. Trump / Michael R. Pence,,244
Cayuga,Auburn 12-3 12,President,REP,Donald J. Trump / Michael R. Pence,,222
Cayuga,Auburn 13-1 13,President,REP,Donald J. Trump / Michael R. Pence,,29
Cayuga,Auburn 13-2 13,President,REP,Donald J. Trump / Michael R. Pence,,235
Cayuga,Auburn 13-3 13,President,REP,Donald J. Trump / Michael R. Pence,,218
Cayuga,Auburn 14-1 14,President,REP,Donald J. Trump / Michael R. Pence,,213
Cayuga,Auburn 14-2 14,President,REP,Donald J. Trump / Michael R. Pence,,287
Cayuga,Auburn 14-3 14,President,REP,Donald J. Trump / Michael R. Pence,,156
Cayuga,Auburn 15-1 15,President,REP,Donald J. Trump / Michael R. Pence,,116
Cayuga,Auburn 15-2 12,President,REP,Donald J. Trump / Michael R. Pence,,110
Cayuga,Auburn 15-3 15,President,REP,Donald J. Trump / Michael R. Pence,,245
Cayuga,Aurelius 1 05,President,REP,Donald J. Trump / Michael R. Pence,,314
Cayuga,Aurelius 2 05,President,REP,Donald J. Trump / Michael R. Pence,,314
Cayuga,Brutus 1 04,President,REP,Donald J. Trump / Michael R. Pence,,543
Cayuga,Brutus 2 04,President,REP,Donald J. Trump / Michael R. Pence,,386
Cayuga,Cato 1 02,President,REP,Donald J. Trump / Michael R. Pence,,640
Cayuga,Conquest 1 02,President,REP,Donald J. Trump / Michael R. Pence,,435
Cayuga,Fleming 1 05,President,REP,Donald J. Trump / Michael R. Pence,,633
Cayuga,Genoa 1 08,President,REP,Donald J. Trump / Michael R. Pence,,373
Cayuga,Ira 1 02,President,REP,Donald J. Trump / Michael R. Pence,,539
Cayuga,Ledyard 1 07,President,REP,Donald J. Trump / Michael R. Pence,,265
Cayuga,Locke 1 08,President,REP,Donald J. Trump / Michael R. Pence,,382
Cayuga,Mentz 1 03,President,REP,Donald J. Trump / Michael R. Pence,,498
Cayuga,Montezuma 1 03,President,REP,Donald J. Trump / Michael R. Pence,,247
Cayuga,Moravia 1 09,President,REP,Donald J. Trump / Michael R. Pence,,623
Cayuga,Niles 1 09,President,REP,Donald J. Trump / Michael R. Pence,,318
Cayuga,Owasco 1 06,President,REP,Donald J. Trump / Michael R. Pence,,482
Cayuga,Owasco 2 06,President,REP,Donald J. Trump / Michael R. Pence,,531
Cayuga,Scipio 1 07,President,REP,Donald J. Trump / Michael R. Pence,,317
Cayuga,Sempronius 1 09,President,REP,Donald J. Trump / Michael R. Pence,,229
Cayuga,Sennett 1 06,President,REP,Donald J. Trump / Michael R. Pence,,424
Cayuga,Sennett 2 06,President,REP,Donald J. Trump / Michael R. Pence,,463
Cayuga,Springport 1 07,President,REP,Donald J. Trump / Michael R. Pence,,523
Cayuga,Sterling 1 01,President,REP,Donald J. Trump / Michael R. Pence,,494
Cayuga,Sterling 2 01,President,REP,Donald J. Trump / Michael R. Pence,,260
Cayuga,Summerhill 1 09,President,REP,Donald J. Trump / Michael R. Pence,,247
Cayuga,Throop 1 03,President,REP,Donald J. Trump / Michael R. Pence,,463
Cayuga,Venice 1 08,President,REP,Donald J. Trump / Michael R. Pence,,275
Cayuga,Victory 1 01,President,REP,Donald J. Trump / Michael R. Pence,,413
Cayuga,Auburn 10-1 10,President,CON,Donald J. Trump / Michael R. Pence,,25
Cayuga,Auburn 10-2 10,President,CON,Donald J. Trump / Michael R. Pence,,30
Cayuga,Auburn 10-3 10,President,CON,Donald J. Trump / Michael R. Pence,,8
Cayuga,Auburn 11-1 11,President,CON,Donald J. Trump / Michael R. Pence,,32
Cayuga,Auburn 11-2 11,President,CON,Donald J. Trump / Michael R. Pence,,41
Cayuga,Auburn 11-3 11,President,CON,Donald J. Trump / Michael R. Pence,,41
Cayuga,Auburn 12-1 12,President,CON,Donald J. Trump / Michael R. Pence,,41
Cayuga,Auburn 12-2 12,President,CON,Donald J. Trump / Michael R. Pence,,35
Cayuga,Auburn 12-3 12,President,CON,Donald J. Trump / Michael R. Pence,,34
Cayuga,Auburn 13-1 13,President,CON,Donald J. Trump / Michael R. Pence,,1
Cayuga,Auburn 13-2 13,President,CON,Donald J. Trump / Michael R. Pence,,26
Cayuga,Auburn 13-3 13,President,CON,Donald J. Trump / Michael R. Pence,,35
Cayuga,Auburn 14-1 14,President,CON,Donald J. Trump / Michael R. Pence,,24
Cayuga,Auburn 14-2 14,President,CON,Donald J. Trump / Michael R. Pence,,47
Cayuga,Auburn 14-3 14,President,CON,Donald J. Trump / Michael R. Pence,,20
Cayuga,Auburn 15-1 15,President,CON,Donald J. Trump / Michael R. Pence,,20
Cayuga,Auburn 15-2 12,President,CON,Donald J. Trump / Michael R. Pence,,7
Cayuga,Auburn 15-3 15,President,CON,Donald J. Trump / Michael R. Pence,,37
Cayuga,Aurelius 1 05,President,CON,Donald J. Trump / Michael R. Pence,,37
Cayuga,Aurelius 2 05,President,CON,Donald J. Trump / Michael R. Pence,,43
Cayuga,Brutus 1 04,President,CON,Donald J. Trump / Michael R. Pence,,74
Cayuga,Brutus 2 04,President,CON,Donald J. Trump / Michael R. Pence,,60
Cayuga,Cato 1 02,President,CON,Donald J. Trump / Michael R. Pence,,71
Cayuga,Conquest 1 02,President,CON,Donald J. Trump / Michael R. Pence,,52
Cayuga,Fleming 1 05,President,CON,Donald J. Trump / Michael R. Pence,,95
Cayuga,Genoa 1 08,President,CON,Donald J. Trump / Michael R. Pence,,50
Cayuga,Ira 1 02,President,CON,Donald J. Trump / Michael R. Pence,,87
Cayuga,Ledyard 1 07,President,CON,Donald J. Trump / Michael R. Pence,,44
Cayuga,Locke 1 08,President,CON,Donald J. Trump / Michael R. Pence,,30
Cayuga,Mentz 1 03,President,CON,Donald J. Trump / Michael R. Pence,,49
Cayuga,Montezuma 1 03,President,CON,Donald J. Trump / Michael R. Pence,,37
Cayuga,Moravia 1 09,President,CON,Donald J. Trump / Michael R. Pence,,75
Cayuga,Niles 1 09,President,CON,Donald J. Trump / Michael R. Pence,,39
Cayuga,Owasco 1 06,President,CON,Donald J. Trump / Michael R. Pence,,65
Cayuga,Owasco 2 06,President,CON,Donald J. Trump / Michael R. Pence,,88
Cayuga,Scipio 1 07,President,CON,Donald J. Trump / Michael R. Pence,,44
Cayuga,Sempronius 1 09,President,CON,Donald J. Trump / Michael R. Pence,,26
Cayuga,Sennett 1 06,President,CON,Donald J. Trump / Michael R. Pence,,51
Cayuga,Sennett 2 06,President,CON,Donald J. Trump / Michael R. Pence,,46
Cayuga,Springport 1 07,President,CON,Donald J. Trump / Michael R. Pence,,65
Cayuga,Sterling 1 01,President,CON,Donald J. Trump / Michael R. Pence,,60
Cayuga,Sterling 2 01,President,CON,Donald J. Trump / Michael R. Pence,,62
Cayuga,Summerhill 1 09,President,CON,Donald J. Trump / Michael R. Pence,,33
Cayuga,Throop 1 03,President,CON,Donald J. Trump / Michael R. Pence,,72
Cayuga,Venice 1 08,President,CON,Donald J. Trump / Michael R. Pence,,46
Cayuga,Victory 1 01,President,CON,Donald J. Trump / Michael R. Pence,,63
Cayuga,Auburn 10-1 10,President,GRN,Jill Stein / Ajamu Baraka,,15
Cayuga,Auburn 10-2 10,President,GRN,Jill Stein / Ajamu Baraka,,19
Cayuga,Auburn 10-3 10,President,GRN,Jill Stein / Ajamu Baraka,,3
Cayuga,Auburn 11-1 11,President,GRN,Jill Stein / Ajamu Baraka,,11
Cayuga,Auburn 11-2 11,President,GRN,Jill Stein / Ajamu Baraka,,3
Cayuga,Auburn 11-3 11,President,GRN,Jill Stein / Ajamu Baraka,,15
Cayuga,Auburn 12-1 12,President,GRN,Jill Stein / Ajamu Baraka,,10
Cayuga,Auburn 12-2 12,President,GRN,Jill Stein / Ajamu Baraka,,11
Cayuga,Auburn 12-3 12,President,GRN,Jill Stein / Ajamu Baraka,,8
Cayuga,Auburn 13-1 13,President,GRN,Jill Stein / Ajamu Baraka,,2
Cayuga,Auburn 13-2 13,President,GRN,Jill Stein / Ajamu Baraka,,19
Cayuga,Auburn 13-3 13,President,GRN,Jill Stein / Ajamu Baraka,,17
Cayuga,Auburn 14-1 14,President,GRN,Jill Stein / Ajamu Baraka,,9
Cayuga,Auburn 14-2 14,President,GRN,Jill Stein / Ajamu Baraka,,6
Cayuga,Auburn 14-3 14,President,GRN,Jill Stein / Ajamu Baraka,,6
Cayuga,Auburn 15-1 15,President,GRN,Jill Stein / Ajamu Baraka,,5
Cayuga,Auburn 15-2 12,President,GRN,Jill Stein / Ajamu Baraka,,12
Cayuga,Auburn 15-3 15,President,GRN,Jill Stein / Ajamu Baraka,,21
Cayuga,Aurelius 1 05,President,GRN,Jill Stein / Ajamu Baraka,,3
Cayuga,Aurelius 2 05,President,GRN,Jill Stein / Ajamu Baraka,,9
Cayuga,Brutus 1 04,President,GRN,Jill Stein / Ajamu Baraka,,15
Cayuga,Brutus 2 04,President,GRN,Jill Stein / Ajamu Baraka,,15
Cayuga,Cato 1 02,President,GRN,Jill Stein / Ajamu Baraka,,10
Cayuga,Conquest 1 02,President,GRN,Jill Stein / Ajamu Baraka,,7
Cayuga,Fleming 1 05,President,GRN,Jill Stein / Ajamu Baraka,,20
Cayuga,Genoa 1 08,President,GRN,Jill Stein / Ajamu Baraka,,17
Cayuga,Ira 1 02,President,GRN,Jill Stein / Ajamu Baraka,,15
Cayuga,Ledyard 1 07,President,GRN,Jill Stein / Ajamu Baraka,,20
Cayuga,Locke 1 08,President,GRN,Jill Stein / Ajamu Baraka,,7
Cayuga,Mentz 1 03,President,GRN,Jill Stein / Ajamu Baraka,,13
Cayuga,Montezuma 1 03,President,GRN,Jill Stein / Ajamu Baraka,,6
Cayuga,Moravia 1 09,President,GRN,Jill Stein / Ajamu Baraka,,18
Cayuga,Niles 1 09,President,GRN,Jill Stein / Ajamu Baraka,,5
Cayuga,Owasco 1 06,President,GRN,Jill Stein / Ajamu Baraka,,14
Cayuga,Owasco 2 06,President,GRN,Jill Stein / Ajamu Baraka,,12
Cayuga,Scipio 1 07,President,GRN,Jill Stein / Ajamu Baraka,,14
Cayuga,Sempronius 1 09,President,GRN,Jill Stein / Ajamu Baraka,,2
Cayuga,Sennett 1 06,President,GRN,Jill Stein / Ajamu Baraka,,10
Cayuga,Sennett 2 06,President,GRN,Jill Stein / Ajamu Baraka,,12
Cayuga,Springport 1 07,President,GRN,Jill Stein / Ajamu Baraka,,15
Cayuga,Sterling 1 01,President,GRN,Jill Stein / Ajamu Baraka,,8
Cayuga,Sterling 2 01,President,GRN,Jill Stein / Ajamu Baraka,,4
Cayuga,Summerhill 1 09,President,GRN,Jill Stein / Ajamu Baraka,,8
Cayuga,Throop 1 03,President,GRN,Jill Stein / Ajamu Baraka,,7
Cayuga,Venice 1 08,President,GRN,Jill Stein / Ajamu Baraka,,13
Cayuga,Victory 1 01,President,GRN,Jill Stein / Ajamu Baraka,,10
Cayuga,Auburn 10-1 10,President,WOR,Hillary Clinton / Tim Kaine,,7
Cayuga,Auburn 10-2 10,President,WOR,Hillary Clinton / Tim Kaine,,7
Cayuga,Auburn 10-3 10,President,WOR,Hillary Clinton / Tim Kaine,,0
Cayuga,Auburn 11-1 11,President,WOR,Hillary Clinton / Tim Kaine,,9
Cayuga,Auburn 11-2 11,President,WOR,Hillary Clinton / Tim Kaine,,7
Cayuga,Auburn 11-3 11,President,WOR,Hillary Clinton / Tim Kaine,,10
Cayuga,Auburn 12-1 12,President,WOR,Hillary Clinton / Tim Kaine,,9
Cayuga,Auburn 12-2 12,President,WOR,Hillary Clinton / Tim Kaine,,14
Cayuga,Auburn 12-3 12,President,WOR,Hillary Clinton / Tim Kaine,,13
Cayuga,Auburn 13-1 13,President,WOR,Hillary Clinton / Tim Kaine,,3
Cayuga,Auburn 13-2 13,President,WOR,Hillary Clinton / Tim Kaine,,17
Cayuga,Auburn 13-3 13,President,WOR,Hillary Clinton / Tim Kaine,,12
Cayuga,Auburn 14-1 14,President,WOR,Hillary Clinton / Tim Kaine,,5
Cayuga,Auburn 14-2 14,President,WOR,Hillary Clinton / Tim Kaine,,10
Cayuga,Auburn 14-3 14,President,WOR,Hillary Clinton / Tim Kaine,,8
Cayuga,Auburn 15-1 15,President,WOR,Hillary Clinton / Tim Kaine,,7
Cayuga,Auburn 15-2 12,President,WOR,Hillary Clinton / Tim Kaine,,12
Cayuga,Auburn 15-3 15,President,WOR,Hillary Clinton / Tim Kaine,,19
Cayuga,Aurelius 1 05,President,WOR,Hillary Clinton / Tim Kaine,,7
Cayuga,Aurelius 2 05,President,WOR,Hillary Clinton / Tim Kaine,,13
Cayuga,Brutus 1 04,President,WOR,Hillary Clinton / Tim Kaine,,15
Cayuga,Brutus 2 04,President,WOR,Hillary Clinton / Tim Kaine,,12
Cayuga,Cato 1 02,President,WOR,Hillary Clinton / Tim Kaine,,12
Cayuga,Conquest 1 02,President,WOR,Hillary Clinton / Tim Kaine,,9
Cayuga,Fleming 1 05,President,WOR,Hillary Clinton / Tim Kaine,,25
Cayuga,Genoa 1 08,President,WOR,Hillary Clinton / Tim Kaine,,19
Cayuga,Ira 1 02,President,WOR,Hillary Clinton / Tim Kaine,,11
Cayuga,Ledyard 1 07,President,WOR,Hillary Clinton / Tim Kaine,,33
Cayuga,Locke 1 08,President,WOR,Hillary Clinton / Tim Kaine,,13
Cayuga,Mentz 1 03,President,WOR,Hillary Clinton / Tim Kaine,,6
Cayuga,Montezuma 1 03,President,WOR,Hillary Clinton / Tim Kaine,,7
Cayuga,Moravia 1 09,President,WOR,Hillary Clinton / Tim Kaine,,13
Cayuga,Niles 1 09,President,WOR,Hillary Clinton / Tim Kaine,,15
Cayuga,Owasco 1 06,President,WOR,Hillary Clinton / Tim Kaine,,19
Cayuga,Owasco 2 06,President,WOR,Hillary Clinton / Tim Kaine,,17
Cayuga,Scipio 1 07,President,WOR,Hillary Clinton / Tim Kaine,,11
Cayuga,Sempronius 1 09,President,WOR,Hillary Clinton / Tim Kaine,,8
Cayuga,Sennett 1 06,President,WOR,Hillary Clinton / Tim Kaine,,12
Cayuga,Sennett 2 06,President,WOR,Hillary Clinton / Tim Kaine,,19
Cayuga,Springport 1 07,President,WOR,Hillary Clinton / Tim Kaine,,20
Cayuga,Sterling 1 01,President,WOR,Hillary Clinton / Tim Kaine,,10
Cayuga,Sterling 2 01,President,WOR,Hillary Clinton / Tim Kaine,,10
Cayuga,Summerhill 1 09,President,WOR,Hillary Clinton / Tim Kaine,,5
Cayuga,Throop 1 03,President,WOR,Hillary Clinton / Tim Kaine,,19
Cayuga,Venice 1 08,President,WOR,Hillary Clinton / Tim Kaine,,4
Cayuga,Victory 1 01,President,WOR,Hillary Clinton / Tim Kaine,,8
Cayuga,Auburn 10-1 10,President,IND,Gary Johnson / Bill Weld,,20
Cayuga,Auburn 10-2 10,President,IND,Gary Johnson / Bill Weld,,22
Cayuga,Auburn 10-3 10,President,IND,Gary Johnson / Bill Weld,,7
Cayuga,Auburn 11-1 11,President,IND,Gary Johnson / Bill Weld,,16
Cayuga,Auburn 11-2 11,President,IND,Gary Johnson / Bill Weld,,15
Cayuga,Auburn 11-3 11,President,IND,Gary Johnson / Bill Weld,,19
Cayuga,Auburn 12-1 12,President,IND,Gary Johnson / Bill Weld,,15
Cayuga,Auburn 12-2 12,President,IND,Gary Johnson / Bill Weld,,24
Cayuga,Auburn 12-3 12,President,IND,Gary Johnson / Bill Weld,,13
Cayuga,Auburn 13-1 13,President,IND,Gary Johnson / Bill Weld,,6
Cayuga,Auburn 13-2 13,President,IND,Gary Johnson / Bill Weld,,15
Cayuga,Auburn 13-3 13,President,IND,Gary Johnson / Bill Weld,,18
Cayuga,Auburn 14-1 14,President,IND,Gary Johnson / Bill Weld,,20
Cayuga,Auburn 14-2 14,President,IND,Gary Johnson / Bill Weld,,14
Cayuga,Auburn 14-3 14,President,IND,Gary Johnson / Bill Weld,,9
Cayuga,Auburn 15-1 15,President,IND,Gary Johnson / Bill Weld,,13
Cayuga,Auburn 15-2 12,President,IND,Gary Johnson / Bill Weld,,13
Cayuga,Auburn 15-3 15,President,IND,Gary Johnson / Bill Weld,,17
Cayuga,Aurelius 1 05,President,IND,Gary Johnson / Bill Weld,,20
Cayuga,Aurelius 2 05,President,IND,Gary Johnson / Bill Weld,,12
Cayuga,Brutus 1 04,President,IND,Gary Johnson / Bill Weld,,42
Cayuga,Brutus 2 04,President,IND,Gary Johnson / Bill Weld,,22
Cayuga,Cato 1 02,President,IND,Gary Johnson / Bill Weld,,33
Cayuga,Conquest 1 02,President,IND,Gary Johnson / Bill Weld,,30
Cayuga,Fleming 1 05,President,IND,Gary Johnson / Bill Weld,,46
Cayuga,Genoa 1 08,President,IND,Gary Johnson / Bill Weld,,29
Cayuga,Ira 1 02,President,IND,Gary Johnson / Bill Weld,,20
Cayuga,Ledyard 1 07,President,IND,Gary Johnson / Bill Weld,,19
Cayuga,Locke 1 08,President,IND,Gary Johnson / Bill Weld,,25
Cayuga,Mentz 1 03,President,IND,Gary Johnson / Bill Weld,,22
Cayuga,Montezuma 1 03,President,IND,Gary Johnson / Bill Weld,,14
Cayuga,Moravia 1 09,President,IND,Gary Johnson / Bill Weld,,57
Cayuga,Niles 1 09,President,IND,Gary Johnson / Bill Weld,,13
Cayuga,Owasco 1 06,President,IND,Gary Johnson / Bill Weld,,26
Cayuga,Owasco 2 06,President,IND,Gary Johnson / Bill Weld,,33
Cayuga,Scipio 1 07,President,IND,Gary Johnson / Bill Weld,,26
Cayuga,Sempronius 1 09,President,IND,Gary Johnson / Bill Weld,,13
Cayuga,Sennett 1 06,President,IND,Gary Johnson / Bill Weld,,25
Cayuga,Sennett 2 06,President,IND,Gary Johnson / Bill Weld,,29
Cayuga,Springport 1 07,President,IND,Gary Johnson / Bill Weld,,33
Cayuga,Sterling 1 01,President,IND,Gary Johnson / Bill Weld,,30
Cayuga,Sterling 2 01,President,IND,Gary Johnson / Bill Weld,,17
Cayuga,Summerhill 1 09,President,IND,Gary Johnson / Bill Weld,,22
Cayuga,Throop 1 03,President,IND,Gary Johnson / Bill Weld,,33
Cayuga,Venice 1 08,President,IND,Gary Johnson / Bill Weld,,20
Cayuga,Victory 1 01,President,IND,Gary Johnson / Bill Weld,,21
Cayuga,Auburn 10-1 10,President,WEP,Hillary Clinton / Tim Kaine,,8
Cayuga,Auburn 10-2 10,President,WEP,Hillary Clinton / Tim Kaine,,3
Cayuga,Auburn 10-3 10,President,WEP,Hillary Clinton / Tim Kaine,,3
Cayuga,Auburn 11-1 11,President,WEP,Hillary Clinton / Tim Kaine,,6
Cayuga,Auburn 11-2 11,President,WEP,Hillary Clinton / Tim Kaine,,3
Cayuga,Auburn 11-3 11,President,WEP,Hillary Clinton / Tim Kaine,,4
Cayuga,Auburn 12-1 12,President,WEP,Hillary Clinton / Tim Kaine,,4
Cayuga,Auburn 12-2 12,President,WEP,Hillary Clinton / Tim Kaine,,7
Cayuga,Auburn 12-3 12,President,WEP,Hillary Clinton / Tim Kaine,,3
Cayuga,Auburn 13-1 13,President,WEP,Hillary Clinton / Tim Kaine,,0
Cayuga,Auburn 13-2 13,President,WEP,Hillary Clinton / Tim Kaine,,6
Cayuga,Auburn 13-3 13,President,WEP,Hillary Clinton / Tim Kaine,,8
Cayuga,Auburn 14-1 14,President,WEP,Hillary Clinton / Tim Kaine,,2
Cayuga,Auburn 14-2 14,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Auburn 14-3 14,President,WEP,Hillary Clinton / Tim Kaine,,0
Cayuga,Auburn 15-1 15,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Auburn 15-2 12,President,WEP,Hillary Clinton / Tim Kaine,,4
Cayuga,Auburn 15-3 15,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Aurelius 1 05,President,WEP,Hillary Clinton / Tim Kaine,,4
Cayuga,Aurelius 2 05,President,WEP,Hillary Clinton / Tim Kaine,,6
Cayuga,Brutus 1 04,President,WEP,Hillary Clinton / Tim Kaine,,7
Cayuga,Brutus 2 04,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Cato 1 02,President,WEP,Hillary Clinton / Tim Kaine,,4
Cayuga,Conquest 1 02,President,WEP,Hillary Clinton / Tim Kaine,,2
Cayuga,Fleming 1 05,President,WEP,Hillary Clinton / Tim Kaine,,8
Cayuga,Genoa 1 08,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Ira 1 02,President,WEP,Hillary Clinton / Tim Kaine,,4
Cayuga,Ledyard 1 07,President,WEP,Hillary Clinton / Tim Kaine,,9
Cayuga,Locke 1 08,President,WEP,Hillary Clinton / Tim Kaine,,2
Cayuga,Mentz 1 03,President,WEP,Hillary Clinton / Tim Kaine,,7
Cayuga,Montezuma 1 03,President,WEP,Hillary Clinton / Tim Kaine,,4
Cayuga,Moravia 1 09,President,WEP,Hillary Clinton / Tim Kaine,,6
Cayuga,Niles 1 09,President,WEP,Hillary Clinton / Tim Kaine,,4
Cayuga,Owasco 1 06,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Owasco 2 06,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Scipio 1 07,President,WEP,Hillary Clinton / Tim Kaine,,3
Cayuga,Sempronius 1 09,President,WEP,Hillary Clinton / Tim Kaine,,1
Cayuga,Sennett 1 06,President,WEP,Hillary Clinton / Tim Kaine,,3
Cayuga,Sennett 2 06,President,WEP,Hillary Clinton / Tim Kaine,,6
Cayuga,Springport 1 07,President,WEP,Hillary Clinton / Tim Kaine,,8
Cayuga,Sterling 1 01,President,WEP,Hillary Clinton / Tim Kaine,,2
Cayuga,Sterling 2 01,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Summerhill 1 09,President,WEP,Hillary Clinton / Tim Kaine,,3
Cayuga,Throop 1 03,President,WEP,Hillary Clinton / Tim Kaine,,5
Cayuga,Venice 1 08,President,WEP,Hillary Clinton / Tim Kaine,,1
Cayuga,Victory 1 01,President,WEP,Hillary Clinton / Tim Kaine,,2
Cayuga,Auburn 10-1 10,President,LBT,Gary Johnson / Bill Weld,,6
Cayuga,Auburn 10-2 10,President,LBT,Gary Johnson / Bill Weld,,5
Cayuga,Auburn 10-3 10,President,LBT,Gary Johnson / Bill Weld,,2
Cayuga,Auburn 11-1 11,President,LBT,Gary Johnson / Bill Weld,,9
Cayuga,Auburn 11-2 11,President,LBT,Gary Johnson / Bill Weld,,9
Cayuga,Auburn 11-3 11,President,LBT,Gary Johnson / Bill Weld,,6
Cayuga,Auburn 12-1 12,President,LBT,Gary Johnson / Bill Weld,,7
Cayuga,Auburn 12-2 12,President,LBT,Gary Johnson / Bill Weld,,10
Cayuga,Auburn 12-3 12,President,LBT,Gary Johnson / Bill Weld,,6
Cayuga,Auburn 13-1 13,President,LBT,Gary Johnson / Bill Weld,,2
Cayuga,Auburn 13-2 13,President,LBT,Gary Johnson / Bill Weld,,9
Cayuga,Auburn 13-3 13,President,LBT,Gary Johnson / Bill Weld,,9
Cayuga,Auburn 14-1 14,President,LBT,Gary Johnson / Bill Weld,,7
Cayuga,Auburn 14-2 14,President,LBT,Gary Johnson / Bill Weld,,2
Cayuga,Auburn 14-3 14,President,LBT,Gary Johnson / Bill Weld,,5
Cayuga,Auburn 15-1 15,President,LBT,Gary Johnson / Bill Weld,,4
