county,precinct,office,district,party,candidate,polling_place,absentee_affidavit,votes
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,,Write-ins,,,0
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,,Write-ins,,,0
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,,Write-ins,,,0
Herkimer,Town of Stark 1 LD 14,U.S. House,22,,Write-ins,,,0
Herkimer,Town of Warren 1 LD 7,U.S. House,22,,Write-ins,,,0
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,,Write-ins,,,0
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,,Write-ins,,,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,,Void,,,0
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,,Void,,,1
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,,Void,,,0
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,,Void,,,3
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,,Void,,,0
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,,Void,,,0
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,,Void,,,0
Herkimer,Town of Danube 1 LD 14,U.S. House,22,,Void,,,1
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,,Void,,,1
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,,Void,,,1
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,,Void,,,0
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,,Void,,,0
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,,Void,,,0
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,,Void,,,0
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,,Void,,,1
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 5 LD 6,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 6 LD 6,U.S. House,22,,Void,,,1
Herkimer,Town of German Flatts 7 LD 4,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 8 LD 5,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 9 LD 4,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 10 LD 5,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 11 LD 6,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 12 LD 6,U.S. House,22,,Void,,,1
Herkimer,Town of German Flatts 13 LD 5,U.S. House,22,,Void,,,0
Herkimer,Town of German Flatts 14 LD 5,U.S. House,22,,Void,,,0
Herkimer,Town of Herkimer 1 LD 2,U.S. House,22,,Void,,,1
Herkimer,Town of Herkimer 2 LD 2,U.S. House,22,,Void,,,3
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,,Void,,,1
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,,Void,,,0
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,,Void,,,0
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,,Void,,,0
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,,Void,,,0
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,,Void,,,1
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,,Void,,,3
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,,Void,,,0
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,,Void,,,0
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,,Void,,,0
Herkimer,Town of Newport 1 LD 17,U.S. House,22,,Void,,,0
Herkimer,Town of Norway 1 LD 16,U.S. House,22,,Void,,,0
Herkimer,Town of Russia 3 LD 17,U.S. House,22,,Void,,,0
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,,Void,,,1
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,,Void,,,1
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,,Void,,,0
Herkimer,Town of Stark 1 LD 14,U.S. House,22,,Void,,,0
Herkimer,Town of Warren 1 LD 7,U.S. House,22,,Void,,,0
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,,Void,,,0
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,,Void,,,1
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,,Blanks,,,19
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,,Blanks,,,22
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,,Blanks,,,4
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,,Blanks,,,9
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,,Blanks,,,21
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,,Blanks,,,30
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,,Blanks,,,10
Herkimer,Town of Danube 1 LD 14,U.S. House,22,,Blanks,,,31
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,,Blanks,,,57
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,,Blanks,,,21
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,,Blanks,,,48
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,,Blanks,,,22
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,,Blanks,,,22
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,,Blanks,,,38
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,,Blanks,,,53
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,,Blanks,,,25
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,,Blanks,,,19
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,,Blanks,,,26
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,,Blanks,,,12
Herkimer,Town of German Flatts 5 LD 6,U.S. House,22,,Blanks,,,3
Herkimer,Town of German Flatts 6 LD 6,U.S. House,22,,Blanks,,,13
Herkimer,Town of German Flatts 7 LD 4,U.S. House,22,,Blanks,,,16
Herkimer,Town of German Flatts 8 LD 5,U.S. House,22,,Blanks,,,9
Herkimer,Town of German Flatts 9 LD 4,U.S. House,22,,Blanks,,,20
Herkimer,Town of German Flatts 10 LD 5,U.S. House,22,,Blanks,,,8
Herkimer,Town of German Flatts 11 LD 6,U.S. House,22,,Blanks,,,19
Herkimer,Town of German Flatts 12 LD 6,U.S. House,22,,Blanks,,,7
Herkimer,Town of German Flatts 13 LD 5,U.S. House,22,,Blanks,,,14
Herkimer,Town of German Flatts 14 LD 5,U.S. House,22,,Blanks,,,14
Herkimer,Town of Herkimer 1 LD 2,U.S. House,22,,Blanks,,,50
Herkimer,Town of Herkimer 2 LD 2,U.S. House,22,,Blanks,,,26
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,,Blanks,,,18
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,,Blanks,,,31
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,,Blanks,,,28
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,,Blanks,,,40
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,,Blanks,,,19
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,,Blanks,,,19
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,,Blanks,,,33
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,,Blanks,,,20
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,,Blanks,,,31
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,,Blanks,,,17
Herkimer,Town of Newport 1 LD 17,U.S. House,22,,Blanks,,,44
Herkimer,Town of Norway 1 LD 16,U.S. House,22,,Blanks,,,26
Herkimer,Town of Russia 3 LD 17,U.S. House,22,,Blanks,,,5
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,,Blanks,,,14
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,,Blanks,,,35
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,,Blanks,,,23
Herkimer,Town of Stark 1 LD 14,U.S. House,22,,Blanks,,,16
Herkimer,Town of Warren 1 LD 7,U.S. House,22,,Blanks,,,30
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,,Blanks,,,22
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,,Blanks,,,21
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,DEM,Chad Putnam,98,6,104
Herkimer,Town of Manheim 1 LD 10,State Senate,49,DEM,Chad Putnam,27,0,27
Herkimer,Town of Manheim 2 LD 10,State Senate,49,DEM,Chad Putnam,140,8,148
Herkimer,Town of Manheim 3 LD 10,State Senate,49,DEM,Chad Putnam,71,7,78
Herkimer,Town of Ohio 1 LD 15,State Senate,49,DEM,Chad Putnam,59,9,68
Herkimer,Town of Russia 1 LD 17,State Senate,49,DEM,Chad Putnam,118,17,135
Herkimer,Town of Russia 2 LD 15,State Senate,49,DEM,Chad Putnam,55,6,61
Herkimer,Town of Russia 3 LD 17,State Senate,49,DEM,Chad Putnam,20,3,23
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,DEM,Chad Putnam,77,5,82
Herkimer,Town of Webb 1 LD 15,State Senate,49,DEM,Chad Putnam,221,38,259
Herkimer,Town of Webb 2 LD 15,State Senate,49,DEM,Chad Putnam,24,21,45
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,WOR,Chad Putnam,15,1,16
Herkimer,Town of Manheim 1 LD 10,State Senate,49,WOR,Chad Putnam,3,0,3
Herkimer,Town of Manheim 2 LD 10,State Senate,49,WOR,Chad Putnam,17,0,17
Herkimer,Town of Manheim 3 LD 10,State Senate,49,WOR,Chad Putnam,5,0,5
Herkimer,Town of Ohio 1 LD 15,State Senate,49,WOR,Chad Putnam,6,0,6
Herkimer,Town of Russia 1 LD 17,State Senate,49,WOR,Chad Putnam,12,0,12
Herkimer,Town of Russia 2 LD 15,State Senate,49,WOR,Chad Putnam,14,1,15
Herkimer,Town of Russia 3 LD 17,State Senate,49,WOR,Chad Putnam,2,0,2
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,WOR,Chad Putnam,18,1,19
Herkimer,Town of Webb 1 LD 15,State Senate,49,WOR,Chad Putnam,18,1,19
Herkimer,Town of Webb 2 LD 15,State Senate,49,WOR,Chad Putnam,3,0,3
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,WEP,Chad Putnam,2,0,2
Herkimer,Town of Manheim 1 LD 10,State Senate,49,WEP,Chad Putnam,0,0,0
Herkimer,Town of Manheim 2 LD 10,State Senate,49,WEP,Chad Putnam,7,0,7
Herkimer,Town of Manheim 3 LD 10,State Senate,49,WEP,Chad Putnam,4,0,4
Herkimer,Town of Ohio 1 LD 15,State Senate,49,WEP,Chad Putnam,0,0,0
Herkimer,Town of Russia 1 LD 17,State Senate,49,WEP,Chad Putnam,3,1,4
Herkimer,Town of Russia 2 LD 15,State Senate,49,WEP,Chad Putnam,3,0,3
Herkimer,Town of Russia 3 LD 17,State Senate,49,WEP,Chad Putnam,1,0,1
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,WEP,Chad Putnam,3,0,3
Herkimer,Town of Webb 1 LD 15,State Senate,49,WEP,Chad Putnam,4,0,4
Herkimer,Town of Webb 2 LD 15,State Senate,49,WEP,Chad Putnam,1,2,3
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,REP,James N. Tedisco,336,38,374
Herkimer,Town of Manheim 1 LD 10,State Senate,49,REP,James N. Tedisco,86,7,93
Herkimer,Town of Manheim 2 LD 10,State Senate,49,REP,James N. Tedisco,348,25,373
Herkimer,Town of Manheim 3 LD 10,State Senate,49,REP,James N. Tedisco,130,8,138
Herkimer,Town of Ohio 1 LD 15,State Senate,49,REP,James N. Tedisco,299,16,315
Herkimer,Town of Russia 1 LD 17,State Senate,49,REP,James N. Tedisco,318,24,342
Herkimer,Town of Russia 2 LD 15,State Senate,49,REP,James N. Tedisco,178,12,190
Herkimer,Town of Russia 3 LD 17,State Senate,49,REP,James N. Tedisco,77,4,81
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,REP,James N. Tedisco,369,26,395
Herkimer,Town of Webb 1 LD 15,State Senate,49,REP,James N. Tedisco,434,84,518
Herkimer,Town of Webb 2 LD 15,State Senate,49,REP,James N. Tedisco,91,22,113
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,CON,James N. Tedisco,26,2,28
Herkimer,Town of Manheim 1 LD 10,State Senate,49,CON,James N. Tedisco,5,0,5
Herkimer,Town of Manheim 2 LD 10,State Senate,49,CON,James N. Tedisco,45,5,50
Herkimer,Town of Manheim 3 LD 10,State Senate,49,CON,James N. Tedisco,18,1,19
Herkimer,Town of Ohio 1 LD 15,State Senate,49,CON,James N. Tedisco,29,0,29
Herkimer,Town of Russia 1 LD 17,State Senate,49,CON,James N. Tedisco,41,4,45
Herkimer,Town of Russia 2 LD 15,State Senate,49,CON,James N. Tedisco,18,0,18
Herkimer,Town of Russia 3 LD 17,State Senate,49,CON,James N. Tedisco,9,1,10
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,CON,James N. Tedisco,41,2,43
Herkimer,Town of Webb 1 LD 15,State Senate,49,CON,James N. Tedisco,35,7,42
Herkimer,Town of Webb 2 LD 15,State Senate,49,CON,James N. Tedisco,12,6,18
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,IND,James N. Tedisco,17,4,21
Herkimer,Town of Manheim 1 LD 10,State Senate,49,IND,James N. Tedisco,1,0,1
Herkimer,Town of Manheim 2 LD 10,State Senate,49,IND,James N. Tedisco,15,0,15
Herkimer,Town of Manheim 3 LD 10,State Senate,49,IND,James N. Tedisco,5,0,5
Herkimer,Town of Ohio 1 LD 15,State Senate,49,IND,James N. Tedisco,7,1,8
Herkimer,Town of Russia 1 LD 17,State Senate,49,IND,James N. Tedisco,14,1,15
Herkimer,Town of Russia 2 LD 15,State Senate,49,IND,James N. Tedisco,9,0,9
Herkimer,Town of Russia 3 LD 17,State Senate,49,IND,James N. Tedisco,5,0,5
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,IND,James N. Tedisco,16,2,18
Herkimer,Town of Webb 1 LD 15,State Senate,49,IND,James N. Tedisco,26,3,29
Herkimer,Town of Webb 2 LD 15,State Senate,49,IND,James N. Tedisco,1,0,1
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,REF,James N. Tedisco,6,0,6
Herkimer,Town of Manheim 1 LD 10,State Senate,49,REF,James N. Tedisco,1,0,1
Herkimer,Town of Manheim 2 LD 10,State Senate,49,REF,James N. Tedisco,2,0,2
Herkimer,Town of Manheim 3 LD 10,State Senate,49,REF,James N. Tedisco,3,0,3
Herkimer,Town of Ohio 1 LD 15,State Senate,49,REF,James N. Tedisco,0,0,0
Herkimer,Town of Russia 1 LD 17,State Senate,49,REF,James N. Tedisco,2,0,2
Herkimer,Town of Russia 2 LD 15,State Senate,49,REF,James N. Tedisco,1,0,1
Herkimer,Town of Russia 3 LD 17,State Senate,49,REF,James N. Tedisco,2,0,2
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,REF,James N. Tedisco,4,0,4
Herkimer,Town of Webb 1 LD 15,State Senate,49,REF,James N. Tedisco,1,0,1
Herkimer,Town of Webb 2 LD 15,State Senate,49,REF,James N. Tedisco,0,0,0
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,,Write-ins,,,1
Herkimer,Town of Manheim 1 LD 10,State Senate,49,,Write-ins,,,0
Herkimer,Town of Manheim 2 LD 10,State Senate,49,,Write-ins,,,0
Herkimer,Town of Manheim 3 LD 10,State Senate,49,,Write-ins,,,0
Herkimer,Town of Ohio 1 LD 15,State Senate,49,,Write-ins,,,0
Herkimer,Town of Russia 1 LD 17,State Senate,49,,Write-ins,,,2
Herkimer,Town of Russia 2 LD 15,State Senate,49,,Write-ins,,,0
Herkimer,Town of Russia 3 LD 17,State Senate,49,,Write-ins,,,0
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,,Write-ins,,,1
Herkimer,Town of Webb 1 LD 15,State Senate,49,,Write-ins,,,0
Herkimer,Town of Webb 2 LD 15,State Senate,49,,Write-ins,,,0
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,,Void,,,0
Herkimer,Town of Manheim 1 LD 10,State Senate,49,,Void,,,0
Herkimer,Town of Manheim 2 LD 10,State Senate,49,,Void,,,0
Herkimer,Town of Manheim 3 LD 10,State Senate,49,,Void,,,2
Herkimer,Town of Ohio 1 LD 15,State Senate,49,,Void,,,0
Herkimer,Town of Russia 1 LD 17,State Senate,49,,Void,,,0
Herkimer,Town of Russia 2 LD 15,State Senate,49,,Void,,,0
Herkimer,Town of Russia 3 LD 17,State Senate,49,,Void,,,0
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,,Void,,,0
Herkimer,Town of Webb 1 LD 15,State Senate,49,,Void,,,1
Herkimer,Town of Webb 2 LD 15,State Senate,49,,Void,,,0
Herkimer,Town of Fairfield 1 LD 16,State Senate,49,,Blanks,,,171
Herkimer,Town of Manheim 1 LD 10,State Senate,49,,Blanks,,,25
Herkimer,Town of Manheim 2 LD 10,State Senate,49,,Blanks,,,158
Herkimer,Town of Manheim 3 LD 10,State Senate,49,,Blanks,,,49
Herkimer,Town of Ohio 1 LD 15,State Senate,49,,Blanks,,,84
Herkimer,Town of Russia 1 LD 17,State Senate,49,,Blanks,,,95
Herkimer,Town of Russia 2 LD 15,State Senate,49,,Blanks,,,33
Herkimer,Town of Russia 3 LD 17,State Senate,49,,Blanks,,,24
Herkimer,Town of Salisbury 1 LD 16,State Senate,49,,Blanks,,,134
Herkimer,Town of Webb 1 LD 15,State Senate,49,,Blanks,,,139
Herkimer,Town of Webb 2 LD 15,State Senate,49,,Blanks,,,19
Herkimer,City of Little Falls Ward 1 1 LD 12,State Senate,51,DEM,Jermaine  Bagnall-Graham,99,12,111
Herkimer,City of Little Falls Ward 2 1 LD 12,State Senate,51,DEM,Jermaine  Bagnall-Graham,116,10,126
Herkimer,City of Little Falls Ward 3 1 LD 12,State Senate,51,DEM,Jermaine  Bagnall-Graham,25,5,30
Herkimer,City of Little Falls Ward 3 2 LD 10,State Senate,51,DEM,Jermaine  Bagnall-Graham,51,1,52
Herkimer,City of Little Falls Ward 4 1 LD 12,State Senate,51,DEM,Jermaine  Bagnall-Graham,76,8,84
Herkimer,Town of Columbia 1 LD 7,State Senate,51,DEM,Jermaine  Bagnall-Graham,40,9,49
Herkimer,Town of Columbia 2 LD 13,State Senate,51,DEM,Jermaine  Bagnall-Graham,20,0,20
Herkimer,Town of Danube 1 LD 14,State Senate,51,DEM,Jermaine  Bagnall-Graham,36,0,36
Herkimer,Town of Frankfort 1 LD 8,State Senate,51,DEM,Jermaine  Bagnall-Graham,56,3,59
Herkimer,Town of Frankfort 2 LD 9,State Senate,51,DEM,Jermaine  Bagnall-Graham,80,4,84
Herkimer,Town of Frankfort 3 LD 9,State Senate,51,DEM,Jermaine  Bagnall-Graham,53,2,55
Herkimer,Town of Frankfort 4 LD 8,State Senate,51,DEM,Jermaine  Bagnall-Graham,50,5,55
Herkimer,Town of Frankfort 5 LD 8,State Senate,51,DEM,Jermaine  Bagnall-Graham,100,10,110
Herkimer,Town of Frankfort 6 LD 9,State Senate,51,DEM,Jermaine  Bagnall-Graham,100,7,107
Herkimer,Town of German Flatts 1 LD 7,State Senate,51,DEM,Jermaine  Bagnall-Graham,66,20,86
Herkimer,Town of German Flatts 2 LD 1,State Senate,51,DEM,Jermaine  Bagnall-Graham,63,4,67
Herkimer,Town of German Flatts 3 LD 4,State Senate,51,DEM,Jermaine  Bagnall-Graham,79,8,87
Herkimer,Town of German Flatts 4 LD 5,State Senate,51,DEM,Jermaine  Bagnall-Graham,26,1,27
Herkimer,Town of German Flatts 5 LD 6,State Senate,51,DEM,Jermaine  Bagnall-Graham,20,5,25
Herkimer,Town of German Flatts 6 LD 6,State Senate,51,DEM,Jermaine  Bagnall-Graham,58,6,64
Herkimer,Town of German Flatts 7 LD 4,State Senate,51,DEM,Jermaine  Bagnall-Graham,32,4,36
Herkimer,Town of German Flatts 8 LD 5,State Senate,51,DEM,Jermaine  Bagnall-Graham,37,1,38
Herkimer,Town of German Flatts 9 LD 4,State Senate,51,DEM,Jermaine  Bagnall-Graham,51,3,54
Herkimer,Town of German Flatts 10 LD 5,State Senate,51,DEM,Jermaine  Bagnall-Graham,23,4,27
Herkimer,Town of German Flatts 11 LD 6,State Senate,51,DEM,Jermaine  Bagnall-Graham,69,10,79
Herkimer,Town of German Flatts 12 LD 6,State Senate,51,DEM,Jermaine  Bagnall-Graham,73,4,77
Herkimer,Town of German Flatts 13 LD 5,State Senate,51,DEM,Jermaine  Bagnall-Graham,92,7,99
Herkimer,Town of German Flatts 14 LD 5,State Senate,51,DEM,Jermaine  Bagnall-Graham,38,0,38
Herkimer,Town of Herkimer 1 LD 2,State Senate,51,DEM,Jermaine  Bagnall-Graham,70,12,82
Herkimer,Town of Herkimer 2 LD 2,State Senate,51,DEM,Jermaine  Bagnall-Graham,40,8,48
Herkimer,Town of Herkimer 3 LD 2,State Senate,51,DEM,Jermaine  Bagnall-Graham,40,3,43
Herkimer,Town of Herkimer 4 LD 2,State Senate,51,DEM,Jermaine  Bagnall-Graham,31,5,36
Herkimer,Town of Herkimer 5 LD 1,State Senate,51,DEM,Jermaine  Bagnall-Graham,50,2,52
Herkimer,Town of Herkimer 6 LD 3,State Senate,51,DEM,Jermaine  Bagnall-Graham,112,11,123
Herkimer,Town of Herkimer 7 LD 3,State Senate,51,DEM,Jermaine  Bagnall-Graham,45,10,55
Herkimer,Town of Herkimer 8 LD 1,State Senate,51,DEM,Jermaine  Bagnall-Graham,63,8,71
Herkimer,Town of Herkimer 9 LD 3,State Senate,51,DEM,Jermaine  Bagnall-Graham,62,9,71
Herkimer,Town of Litchfield 1 LD 13,State Senate,51,DEM,Jermaine  Bagnall-Graham,78,8,86
Herkimer,Town of Little Falls 1 LD 14,State Senate,51,DEM,Jermaine  Bagnall-Graham,84,12,96
Herkimer,Town of Newport 1 LD 17,State Senate,51,DEM,Jermaine  Bagnall-Graham,119,4,123
Herkimer,Town of Norway 1 LD 16,State Senate,51,DEM,Jermaine  Bagnall-Graham,22,5,27
Herkimer,Town of Schuyler 1 LD 11,State Senate,51,DEM,Jermaine  Bagnall-Graham,70,8,78
Herkimer,Town of Schuyler 2 LD 11,State Senate,51,DEM,Jermaine  Bagnall-Graham,69,2,71
Herkimer,Town of Schuyler 3 LD 11,State Senate,51,DEM,Jermaine  Bagnall-Graham,44,1,45
Herkimer,Town of Stark 1 LD 14,State Senate,51,DEM,Jermaine  Bagnall-Graham,35,4,39
Herkimer,Town of Warren 1 LD 7,State Senate,51,DEM,Jermaine  Bagnall-Graham,26,10,36
Herkimer,Town of Winfield 1 LD 13,State Senate,51,DEM,Jermaine  Bagnall-Graham,50,1,51
Herkimer,Town of Winfield 2 LD 13,State Senate,51,DEM,Jermaine  Bagnall-Graham,56,9,65
Herkimer,City of Little Falls Ward 1 1 LD 12,State Senate,51,WEP,Jermaine  Bagnall-Graham,9,0,9
Herkimer,City of Little Falls Ward 2 1 LD 12,State Senate,51,WEP,Jermaine  Bagnall-Graham,14,0,14
Herkimer,City of Little Falls Ward 3 1 LD 12,State Senate,51,WEP,Jermaine  Bagnall-Graham,1,1,2
Herkimer,City of Little Falls Ward 3 2 LD 10,State Senate,51,WEP,Jermaine  Bagnall-Graham,7,0,7
Herkimer,City of Little Falls Ward 4 1 LD 12,State Senate,51,WEP,Jermaine  Bagnall-Graham,5,1,6
Herkimer,Town of Columbia 1 LD 7,State Senate,51,WEP,Jermaine  Bagnall-Graham,9,0,9
Herkimer,Town of Columbia 2 LD 13,State Senate,51,WEP,Jermaine  Bagnall-Graham,1,0,1
Herkimer,Town of Danube 1 LD 14,State Senate,51,WEP,Jermaine  Bagnall-Graham,7,0,7
Herkimer,Town of Frankfort 1 LD 8,State Senate,51,WEP,Jermaine  Bagnall-Graham,7,0,7
Herkimer,Town of Frankfort 2 LD 9,State Senate,51,WEP,Jermaine  Bagnall-Graham,3,0,3
Herkimer,Town of Frankfort 3 LD 9,State Senate,51,WEP,Jermaine  Bagnall-Graham,2,0,2
Herkimer,Town of Frankfort 4 LD 8,State Senate,51,WEP,Jermaine  Bagnall-Graham,1,0,1
Herkimer,Town of Frankfort 5 LD 8,State Senate,51,WEP,Jermaine  Bagnall-Graham,7,2,9
Herkimer,Town of Frankfort 6 LD 9,State Senate,51,WEP,Jermaine  Bagnall-Graham,7,0,7
Herkimer,Town of German Flatts 1 LD 7,State Senate,51,WEP,Jermaine  Bagnall-Graham,4,1,5
Herkimer,Town of German Flatts 2 LD 1,State Senate,51,WEP,Jermaine  Bagnall-Graham,6,0,6
Herkimer,Town of German Flatts 3 LD 4,State Senate,51,WEP,Jermaine  Bagnall-Graham,5,1,6
Herkimer,Town of German Flatts 4 LD 5,State Senate,51,WEP,Jermaine  Bagnall-Graham,5,0,5
Herkimer,Town of German Flatts 5 LD 6,State Senate,51,WEP,Jermaine  Bagnall-Graham,0,0,0
Herkimer,Town of German Flatts 6 LD 6,State Senate,51,WEP,Jermaine  Bagnall-Graham,1,0,1
Herkimer,Town of German Flatts 7 LD 4,State Senate,51,WEP,Jermaine  Bagnall-Graham,3,1,4
Herkimer,Town of German Flatts 8 LD 5,State Senate,51,WEP,Jermaine  Bagnall-Graham,2,1,3
Herkimer,Town of German Flatts 9 LD 4,State Senate,51,WEP,Jermaine  Bagnall-Graham,4,0,4
Herkimer,Town of German Flatts 10 LD 5,State Senate,51,WEP,Jermaine  Bagnall-Graham,3,0,3
Herkimer,Town of German Flatts 11 LD 6,State Senate,51,WEP,Jermaine  Bagnall-Graham,4,0,4
Herkimer,Town of German Flatts 12 LD 6,State Senate,51,WEP,Jermaine  Bagnall-Graham,4,0,4
Herkimer,Town of German Flatts 13 LD 5,State Senate,51,WEP,Jermaine  Bagnall-Graham,6,0,6
Herkimer,Town of German Flatts 14 LD 5,State Senate,51,WEP,Jermaine  Bagnall-Graham,5,0,5
Herkimer,Town of Herkimer 1 LD 2,State Senate,51,WEP,Jermaine  Bagnall-Graham,4,0,4
Herkimer,Town of Herkimer 2 LD 2,State Senate,51,WEP,Jermaine  Bagnall-Graham,6,3,9
Herkimer,Town of Herkimer 3 LD 2,State Senate,51,WEP,Jermaine  Bagnall-Graham,0,1,1
Herkimer,Town of Herkimer 4 LD 2,State Senate,51,WEP,Jermaine  Bagnall-Graham,6,0,6
Herkimer,Town of Herkimer 5 LD 1,State Senate,51,WEP,Jermaine  Bagnall-Graham,5,0,5
Herkimer,Town of Herkimer 6 LD 3,State Senate,51,WEP,Jermaine  Bagnall-Graham,11,1,12
Herkimer,Town of Herkimer 7 LD 3,State Senate,51,WEP,Jermaine  Bagnall-Graham,4,0,4
Herkimer,Town of Herkimer 8 LD 1,State Senate,51,WEP,Jermaine  Bagnall-Graham,0,0,0
Herkimer,Town of Herkimer 9 LD 3,State Senate,51,WEP,Jermaine  Bagnall-Graham,7,0,7
Herkimer,Town of Litchfield 1 LD 13,State Senate,51,WEP,Jermaine  Bagnall-Graham,5,1,6
Herkimer,Town of Little Falls 1 LD 14,State Senate,51,WEP,Jermaine  Bagnall-Graham,4,0,4
Herkimer,Town of Newport 1 LD 17,State Senate,51,WEP,Jermaine  Bagnall-Graham,11,0,11
Herkimer,Town of Norway 1 LD 16,State Senate,51,WEP,Jermaine  Bagnall-Graham,3,1,4
