county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes,manually_counted_emergency,special_presidential
Queens,021/25,President,,Republican,Donald J. Trump / Michael R. Pence,200,660,,33,2,12,2,0,0
Queens,021/25,President,,Conservative,Donald J. Trump / Michael R. Pence,21,660,,33,2,12,2,0,0
Queens,021/25,President,,Green,Jill Stein / Ajamu Baraka,7,660,,33,2,12,2,0,0
Queens,021/28,President,,Libertarian,Gary Johnson / Bill Weld,2,726,,58,10,14,8,0,0
Queens,021/28,President,,Independence,Gary Johnson / Bill Weld,8,726,,58,10,14,8,0,0
Queens,021/28,President,,Working Families,Hillary Clinton / Tim Kaine,4,726,,58,10,14,8,0,0
Queens,021/28,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,726,,58,10,14,8,0,0
Queens,021/28,President,,Democratic,Hillary Clinton / Tim Kaine,499,726,,58,10,14,8,0,0
Queens,021/28,President,,Republican,Donald J. Trump / Michael R. Pence,251,726,,58,10,14,8,0,0
Queens,021/28,President,,Conservative,Donald J. Trump / Michael R. Pence,12,726,,58,10,14,8,0,0
Queens,021/28,President,,Green,Jill Stein / Ajamu Baraka,12,726,,58,10,14,8,0,0
Queens,021/29,President,,Libertarian,Gary Johnson / Bill Weld,1,702,,26,0,15,2,0,0
Queens,021/29,President,,Independence,Gary Johnson / Bill Weld,3,702,,26,0,15,2,0,0
Queens,021/29,President,,Working Families,Hillary Clinton / Tim Kaine,4,702,,26,0,15,2,0,0
Queens,021/29,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,702,,26,0,15,2,0,0
Queens,021/29,President,,Democratic,Hillary Clinton / Tim Kaine,708,702,,26,0,15,2,0,0
Queens,021/29,President,,Republican,Donald J. Trump / Michael R. Pence,14,702,,26,0,15,2,0,0
Queens,021/29,President,,Conservative,Donald J. Trump / Michael R. Pence,2,702,,26,0,15,2,0,0
Queens,021/29,President,,Green,Jill Stein / Ajamu Baraka,7,702,,26,0,15,2,0,0
Queens,008/33,President,,Libertarian,Gary Johnson / Bill Weld,2,700,,23,1,22,2,0,0
Queens,008/33,President,,Independence,Gary Johnson / Bill Weld,8,700,,23,1,22,2,0,0
Queens,008/33,President,,Working Families,Hillary Clinton / Tim Kaine,14,700,,23,1,22,2,0,0
Queens,008/33,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,700,,23,1,22,2,0,0
Queens,008/33,President,,Democratic,Hillary Clinton / Tim Kaine,470,700,,23,1,22,2,0,0
Queens,008/33,President,,Republican,Donald J. Trump / Michael R. Pence,213,700,,23,1,22,2,0,0
Queens,008/33,President,,Conservative,Donald J. Trump / Michael R. Pence,21,700,,23,1,22,2,0,0
Queens,008/33,President,,Green,Jill Stein / Ajamu Baraka,11,700,,23,1,22,2,0,0
Queens,065/30,President,,Libertarian,Gary Johnson / Bill Weld,2,786,,31,8,24,9,0,0
Queens,065/30,President,,Independence,Gary Johnson / Bill Weld,8,786,,31,8,24,9,0,0
Queens,065/30,President,,Working Families,Hillary Clinton / Tim Kaine,30,786,,31,8,24,9,0,0
Queens,065/30,President,,Women's Equality,Hillary Clinton / Tim Kaine,4,786,,31,8,24,9,0,0
Queens,065/30,President,,Democratic,Hillary Clinton / Tim Kaine,634,786,,31,8,24,9,0,0
Queens,065/30,President,,Republican,Donald J. Trump / Michael R. Pence,122,786,,31,8,24,9,0,0
Queens,065/30,President,,Conservative,Donald J. Trump / Michael R. Pence,19,786,,31,8,24,9,0,0
Queens,065/30,President,,Green,Jill Stein / Ajamu Baraka,17,786,,31,8,24,9,0,0
Queens,065/33,President,,Libertarian,Gary Johnson / Bill Weld,0,763,,34,2,10,4,0,0
Queens,065/33,President,,Independence,Gary Johnson / Bill Weld,0,763,,34,2,10,4,0,0
Queens,065/33,President,,Working Families,Hillary Clinton / Tim Kaine,12,763,,34,2,10,4,0,0
Queens,065/33,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,763,,34,2,10,4,0,0
Queens,065/33,President,,Democratic,Hillary Clinton / Tim Kaine,764,763,,34,2,10,4,0,0
Queens,065/33,President,,Republican,Donald J. Trump / Michael R. Pence,15,763,,34,2,10,4,0,0
Queens,065/33,President,,Conservative,Donald J. Trump / Michael R. Pence,1,763,,34,2,10,4,0,0
Queens,065/33,President,,Green,Jill Stein / Ajamu Baraka,9,763,,34,2,10,4,0,0
Queens,065/32,President,,Libertarian,Gary Johnson / Bill Weld,1,595,,29,1,18,1,0,0
Queens,065/32,President,,Independence,Gary Johnson / Bill Weld,2,595,,29,1,18,1,0,0
Queens,065/32,President,,Working Families,Hillary Clinton / Tim Kaine,8,595,,29,1,18,1,0,0
Queens,065/32,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,595,,29,1,18,1,0,0
Queens,065/32,President,,Democratic,Hillary Clinton / Tim Kaine,596,595,,29,1,18,1,0,0
Queens,065/32,President,,Republican,Donald J. Trump / Michael R. Pence,24,595,,29,1,18,1,0,0
Queens,065/32,President,,Conservative,Donald J. Trump / Michael R. Pence,5,595,,29,1,18,1,0,0
Queens,065/32,President,,Green,Jill Stein / Ajamu Baraka,5,595,,29,1,18,1,0,0
Queens,003/31,President,,Libertarian,Gary Johnson / Bill Weld,0,680,,13,1,32,,0,0
Queens,003/31,President,,Independence,Gary Johnson / Bill Weld,3,680,,13,1,32,,0,0
Queens,003/31,President,,Working Families,Hillary Clinton / Tim Kaine,19,680,,13,1,32,,0,0
Queens,003/31,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,680,,13,1,32,,0,0
Queens,003/31,President,,Democratic,Hillary Clinton / Tim Kaine,568,680,,13,1,32,,0,0
Queens,003/31,President,,Republican,Donald J. Trump / Michael R. Pence,113,680,,13,1,32,,0,0
Queens,003/31,President,,Conservative,Donald J. Trump / Michael R. Pence,10,680,,13,1,32,,0,0
Queens,003/31,President,,Green,Jill Stein / Ajamu Baraka,5,680,,13,1,32,,0,0
Queens,003/30,President,,Libertarian,Gary Johnson / Bill Weld,0,23,,1,0,0,2,0,0
Queens,003/30,President,,Independence,Gary Johnson / Bill Weld,0,23,,1,0,0,2,0,0
Queens,003/30,President,,Working Families,Hillary Clinton / Tim Kaine,0,23,,1,0,0,2,0,0
Queens,003/30,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,23,,1,0,0,2,0,0
Queens,003/30,President,,Democratic,Hillary Clinton / Tim Kaine,15,23,,1,0,0,2,0,0
Queens,003/30,President,,Republican,Donald J. Trump / Michael R. Pence,5,23,,1,0,0,2,0,0
Queens,003/30,President,,Conservative,Donald J. Trump / Michael R. Pence,0,23,,1,0,0,2,0,0
Queens,003/30,President,,Green,Jill Stein / Ajamu Baraka,0,23,,1,0,0,2,0,0
Queens,003/33,President,,Libertarian,Gary Johnson / Bill Weld,2,723,,23,0,13,5,0,0
Queens,003/33,President,,Independence,Gary Johnson / Bill Weld,8,723,,23,0,13,5,0,0
Queens,003/33,President,,Working Families,Hillary Clinton / Tim Kaine,5,723,,23,0,13,5,0,0
Queens,003/33,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,723,,23,0,13,5,0,0
Queens,003/33,President,,Democratic,Hillary Clinton / Tim Kaine,512,723,,23,0,13,5,0,0
Queens,003/33,President,,Republican,Donald J. Trump / Michael R. Pence,198,723,,23,0,13,5,0,0
Queens,003/33,President,,Conservative,Donald J. Trump / Michael R. Pence,16,723,,23,0,13,5,0,0
Queens,003/33,President,,Green,Jill Stein / Ajamu Baraka,5,723,,23,0,13,5,0,0
Queens,003/32,President,,Libertarian,Gary Johnson / Bill Weld,1,660,,18,0,23,2,0,0
Queens,003/32,President,,Independence,Gary Johnson / Bill Weld,3,660,,18,0,23,2,0,0
Queens,003/32,President,,Working Families,Hillary Clinton / Tim Kaine,6,660,,18,0,23,2,0,0
Queens,003/32,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,660,,18,0,23,2,0,0
Queens,003/32,President,,Democratic,Hillary Clinton / Tim Kaine,647,660,,18,0,23,2,0,0
Queens,003/32,President,,Republican,Donald J. Trump / Michael R. Pence,34,660,,18,0,23,2,0,0
Queens,003/32,President,,Conservative,Donald J. Trump / Michael R. Pence,0,660,,18,0,23,2,0,0
Queens,003/32,President,,Green,Jill Stein / Ajamu Baraka,7,660,,18,0,23,2,0,0
Queens,074/28,President,,Libertarian,Gary Johnson / Bill Weld,1,728,,23,5,23,3,2,0
Queens,074/28,President,,Independence,Gary Johnson / Bill Weld,6,728,,23,5,23,3,2,0
Queens,074/28,President,,Working Families,Hillary Clinton / Tim Kaine,13,728,,23,5,23,3,2,0
Queens,074/28,President,,Women's Equality,Hillary Clinton / Tim Kaine,4,728,,23,5,23,3,2,0
Queens,074/28,President,,Democratic,Hillary Clinton / Tim Kaine,343,728,,23,5,23,3,2,0
Queens,074/28,President,,Republican,Donald J. Trump / Michael R. Pence,359,728,,23,5,23,3,2,0
Queens,074/28,President,,Conservative,Donald J. Trump / Michael R. Pence,40,728,,23,5,23,3,2,0
Queens,074/28,President,,Green,Jill Stein / Ajamu Baraka,4,728,,23,5,23,3,2,0
Queens,003/39,President,,Libertarian,Gary Johnson / Bill Weld,1,450,,6,0,19,,0,0
Queens,003/39,President,,Independence,Gary Johnson / Bill Weld,4,450,,6,0,19,,0,0
Queens,003/39,President,,Working Families,Hillary Clinton / Tim Kaine,10,450,,6,0,19,,0,0
Queens,003/39,President,,Women's Equality,Hillary Clinton / Tim Kaine,4,450,,6,0,19,,0,0
Queens,003/39,President,,Democratic,Hillary Clinton / Tim Kaine,361,450,,6,0,19,,0,0
Queens,003/39,President,,Republican,Donald J. Trump / Michael R. Pence,84,450,,6,0,19,,0,0
Queens,003/39,President,,Conservative,Donald J. Trump / Michael R. Pence,7,450,,6,0,19,,0,0
Queens,003/39,President,,Green,Jill Stein / Ajamu Baraka,4,450,,6,0,19,,0,0
Queens,010/35,President,,Libertarian,Gary Johnson / Bill Weld,1,570,,33,5,21,3,0,0
Queens,010/35,President,,Independence,Gary Johnson / Bill Weld,9,570,,33,5,21,3,0,0
Queens,010/35,President,,Working Families,Hillary Clinton / Tim Kaine,3,570,,33,5,21,3,0,0
Queens,010/35,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,570,,33,5,21,3,0,0
Queens,010/35,President,,Democratic,Hillary Clinton / Tim Kaine,485,570,,33,5,21,3,0,0
Queens,010/35,President,,Republican,Donald J. Trump / Michael R. Pence,109,570,,33,5,21,3,0,0
Queens,010/35,President,,Conservative,Donald J. Trump / Michael R. Pence,7,570,,33,5,21,3,0,0
Queens,010/35,President,,Green,Jill Stein / Ajamu Baraka,5,570,,33,5,21,3,0,0
Queens,029/34,President,,Libertarian,Gary Johnson / Bill Weld,1,577,,67,1,13,4,0,0
Queens,029/34,President,,Independence,Gary Johnson / Bill Weld,1,577,,67,1,13,4,0,0
Queens,029/34,President,,Working Families,Hillary Clinton / Tim Kaine,13,577,,67,1,13,4,0,0
Queens,029/34,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,577,,67,1,13,4,0,0
Queens,029/34,President,,Democratic,Hillary Clinton / Tim Kaine,523,577,,67,1,13,4,0,0
Queens,029/34,President,,Republican,Donald J. Trump / Michael R. Pence,88,577,,67,1,13,4,0,0
Queens,029/34,President,,Conservative,Donald J. Trump / Michael R. Pence,10,577,,67,1,13,4,0,0
Queens,029/34,President,,Green,Jill Stein / Ajamu Baraka,11,577,,67,1,13,4,0,0
Queens,061/35,President,,Libertarian,Gary Johnson / Bill Weld,0,0,,0,0,0,,0,0
Queens,061/35,President,,Independence,Gary Johnson / Bill Weld,0,0,,0,0,0,,0,0
Queens,061/35,President,,Working Families,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Queens,061/35,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Queens,061/35,President,,Democratic,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Queens,061/35,President,,Republican,Donald J. Trump / Michael R. Pence,0,0,,0,0,0,,0,0
Queens,061/35,President,,Conservative,Donald J. Trump / Michael R. Pence,0,0,,0,0,0,,0,0
Queens,061/35,President,,Green,Jill Stein / Ajamu Baraka,0,0,,0,0,0,,0,0
Queens,061/34,President,,Libertarian,Gary Johnson / Bill Weld,0,48,,0,0,0,,0,0
Queens,061/34,President,,Independence,Gary Johnson / Bill Weld,0,48,,0,0,0,,0,0
Queens,061/34,President,,Working Families,Hillary Clinton / Tim Kaine,0,48,,0,0,0,,0,0
Queens,061/34,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,48,,0,0,0,,0,0
Queens,061/34,President,,Democratic,Hillary Clinton / Tim Kaine,42,48,,0,0,0,,0,0
Queens,061/34,President,,Republican,Donald J. Trump / Michael R. Pence,5,48,,0,0,0,,0,0
Queens,061/34,President,,Conservative,Donald J. Trump / Michael R. Pence,0,48,,0,0,0,,0,0
Queens,061/34,President,,Green,Jill Stein / Ajamu Baraka,1,48,,0,0,0,,0,0
Queens,046/28,President,,Libertarian,Gary Johnson / Bill Weld,5,620,,30,7,26,9,0,0
Queens,046/28,President,,Independence,Gary Johnson / Bill Weld,6,620,,30,7,26,9,0,0
Queens,046/28,President,,Working Families,Hillary Clinton / Tim Kaine,13,620,,30,7,26,9,0,0
Queens,046/28,President,,Women's Equality,Hillary Clinton / Tim Kaine,4,620,,30,7,26,9,0,0
Queens,046/28,President,,Democratic,Hillary Clinton / Tim Kaine,402,620,,30,7,26,9,0,0
Queens,046/28,President,,Republican,Donald J. Trump / Michael R. Pence,213,620,,30,7,26,9,0,0
Queens,046/28,President,,Conservative,Donald J. Trump / Michael R. Pence,16,620,,30,7,26,9,0,0
Queens,046/28,President,,Green,Jill Stein / Ajamu Baraka,12,620,,30,7,26,9,0,0
Queens,049/23,President,,Libertarian,Gary Johnson / Bill Weld,1,696,,34,1,25,3,0,0
Queens,049/23,President,,Independence,Gary Johnson / Bill Weld,10,696,,34,1,25,3,0,0
Queens,049/23,President,,Working Families,Hillary Clinton / Tim Kaine,6,696,,34,1,25,3,0,0
Queens,049/23,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,696,,34,1,25,3,0,0
Queens,049/23,President,,Democratic,Hillary Clinton / Tim Kaine,147,696,,34,1,25,3,0,0
Queens,049/23,President,,Republican,Donald J. Trump / Michael R. Pence,547,696,,34,1,25,3,0,0
Queens,049/23,President,,Conservative,Donald J. Trump / Michael R. Pence,30,696,,34,1,25,3,0,0
Queens,049/23,President,,Green,Jill Stein / Ajamu Baraka,8,696,,34,1,25,3,0,0
Queens,049/24,President,,Libertarian,Gary Johnson / Bill Weld,1,620,,18,19,10,5,0,0
Queens,049/24,President,,Independence,Gary Johnson / Bill Weld,7,620,,18,19,10,5,0,0
Queens,049/24,President,,Working Families,Hillary Clinton / Tim Kaine,17,620,,18,19,10,5,0,0
Queens,049/24,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,620,,18,19,10,5,0,0
Queens,049/24,President,,Democratic,Hillary Clinton / Tim Kaine,480,620,,18,19,10,5,0,0
Queens,049/24,President,,Republican,Donald J. Trump / Michael R. Pence,123,620,,18,19,10,5,0,0
Queens,049/24,President,,Conservative,Donald J. Trump / Michael R. Pence,15,620,,18,19,10,5,0,0
Queens,049/24,President,,Green,Jill Stein / Ajamu Baraka,16,620,,18,19,10,5,0,0
Queens,049/25,President,,Libertarian,Gary Johnson / Bill Weld,2,365,,7,3,7,3,0,0
Queens,049/25,President,,Independence,Gary Johnson / Bill Weld,4,365,,7,3,7,3,0,0
Queens,049/25,President,,Working Families,Hillary Clinton / Tim Kaine,10,365,,7,3,7,3,0,0
Queens,049/25,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,365,,7,3,7,3,0,0
Queens,049/25,President,,Democratic,Hillary Clinton / Tim Kaine,244,365,,7,3,7,3,0,0
Queens,049/25,President,,Republican,Donald J. Trump / Michael R. Pence,97,365,,7,3,7,3,0,0
Queens,049/25,President,,Conservative,Donald J. Trump / Michael R. Pence,6,365,,7,3,7,3,0,0
Queens,049/25,President,,Green,Jill Stein / Ajamu Baraka,9,365,,7,3,7,3,0,0
Queens,049/26,President,,Libertarian,Gary Johnson / Bill Weld,2,417,,16,3,13,3,0,0
Queens,049/26,President,,Independence,Gary Johnson / Bill Weld,2,417,,16,3,13,3,0,0
Queens,049/26,President,,Working Families,Hillary Clinton / Tim Kaine,9,417,,16,3,13,3,0,0
Queens,049/26,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,417,,16,3,13,3,0,0
Queens,049/26,President,,Democratic,Hillary Clinton / Tim Kaine,265,417,,16,3,13,3,0,0
Queens,049/26,President,,Republican,Donald J. Trump / Michael R. Pence,138,417,,16,3,13,3,0,0
Queens,049/26,President,,Conservative,Donald J. Trump / Michael R. Pence,23,417,,16,3,13,3,0,0
