county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,WEP,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,WEP,Hillary Clinton,1,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,WEP,Hillary Clinton,6,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,President,,LBT,Gary Johnson,2,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,LBT,Gary Johnson,11,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,,Darryl Castle,0,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,,Tom Hoeflidg,0,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,,Chris Keniston,0,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,,Scattering,4,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,,Scattering,10,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,President,,,Blanks,1,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,President,,,Blanks,3,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,,Blanks,2,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,,Blanks,4,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,,Blanks,10,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,President,,,Ballots Cast,392,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,President,,,Ballots Cast,367,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,President,,,Ballots Cast,472,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,President,,,Ballots Cast,662,,,,,,,,,,,,,,
Niagara,City of Lockport/001,President,,,Ballots Cast,1893,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,DEM,Hillary Clinton,173,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,DEM,Hillary Clinton,144,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,DEM,Hillary Clinton,201,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,DEM,Hillary Clinton,275,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,DEM,Hillary Clinton,793,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,REP,Donald J. Trump,143,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,REP,Donald J. Trump,159,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,REP,Donald J. Trump,214,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,REP,Donald J. Trump,306,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,REP,Donald J. Trump,822,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,CON,Donald J. Trump,31,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,CON,Donald J. Trump,27,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,CON,Donald J. Trump,27,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,CON,Donald J. Trump,44,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,CON,Donald J. Trump,129,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,GRE,Jill Stein,7,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,GRE,Jill Stein,7,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,GRE,Jill Stein,4,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,GRE,Jill Stein,8,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,GRE,Jill Stein,26,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,WOR,Hillary Clinton,10,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,WOR,Hillary Clinton,7,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,WOR,Hillary Clinton,4,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,WOR,Hillary Clinton,7,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,WOR,Hillary Clinton,28,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,IND,Gary Johnson,13,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,IND,Gary Johnson,9,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,IND,Gary Johnson,10,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,IND,Gary Johnson,7,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,IND,Gary Johnson,39,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,WEP,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,WEP,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,WEP,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,WEP,Hillary Clinton,6,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,LBT,Gary Johnson,6,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,LBT,Gary Johnson,7,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,LBT,Gary Johnson,4,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,LBT,Gary Johnson,20,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,,Evan McMullin,0,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,,Darryl Castle,0,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,,Tom Hoeflidg,0,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,,Chris Keniston,0,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,,Scattering,4,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,,Scattering,5,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,,Scattering,4,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,,Scattering,3,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,,Scattering,16,,,,,,,,,,,,,,
Niagara,City of Lockport/002/1,President,,,Blanks,5,,,,,,,,,,,,,,
Niagara,City of Lockport/002/2,President,,,Blanks,0,,,,,,,,,,,,,,
Niagara,City of Lockport/002/3,President,,,Blanks,2,,,,,,,,,,,,,,
Niagara,City of Lockport/002/4,President,,,Blanks,7,,,,,,,,,,,,,,
Niagara,City of Lockport/002,President,,,Blanks,14,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,,Ballots Cast,549,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,,Ballots Cast,399,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,,Ballots Cast,426,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,,Ballots Cast,1374,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,DEM,Hillary Clinton,207,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,DEM,Hillary Clinton,158,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,DEM,Hillary Clinton,161,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,DEM,Hillary Clinton,526,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,REP,Donald J. Trump,242,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,REP,Donald J. Trump,165,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,REP,Donald J. Trump,187,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,REP,Donald J. Trump,594,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,CON,Donald J. Trump,30,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,CON,Donald J. Trump,23,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,CON,Donald J. Trump,36,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,CON,Donald J. Trump,89,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,GRE,Jill Stein,15,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,GRE,Jill Stein,14,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,GRE,Jill Stein,7,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,GRE,Jill Stein,36,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,WOR,Hillary Clinton,14,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,WOR,Hillary Clinton,13,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,WOR,Hillary Clinton,7,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,WOR,Hillary Clinton,34,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,IND,Gary Johnson,21,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,IND,Gary Johnson,14,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,IND,Gary Johnson,9,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,IND,Gary Johnson,44,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,WEP,Hillary Clinton,5,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,WEP,Hillary Clinton,4,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,WEP,Hillary Clinton,9,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,LBT,Gary Johnson,4,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,LBT,Gary Johnson,7,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,LBT,Gary Johnson,16,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,,Darryl Castle,0,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,,Tom Hoeflidg,0,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,,Chris Keniston,0,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,,Scattering,6,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,,Scattering,4,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,,Scattering,7,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,,Scattering,17,,,,,,,,,,,,,,
Niagara,City of Lockport/003/1,President,,,Blanks,5,,,,,,,,,,,,,,
Niagara,City of Lockport/003/2,President,,,Blanks,0,,,,,,,,,,,,,,
Niagara,City of Lockport/003/3,President,,,Blanks,3,,,,,,,,,,,,,,
Niagara,City of Lockport/003,President,,,Blanks,8,,,,,,,,,,,,,,
Niagara,City of Lockport/004/1,President,,,Ballots Cast,407,,,,,,,,,,,,,,
Niagara,City of Lockport/004/2,President,,,Ballots Cast,362,,,,,,,,,,,,,,
Niagara,City of Lockport/004/3,President,,,Ballots Cast,543,,,,,,,,,,,,,,
Niagara,City of Lockport/004/4,President,,,Ballots Cast,299,,,,,,,,,,,,,,
Niagara,City of Lockport/004,President,,,Ballots Cast,1611,,,,,,,,,,,,,,
Niagara,City of Lockport/004/1,President,,DEM,Hillary Clinton,161,,,,,,,,,,,,,,
Niagara,City of Lockport/004/2,President,,DEM,Hillary Clinton,148,,,,,,,,,,,,,,
Niagara,City of Lockport/004/3,President,,DEM,Hillary Clinton,235,,,,,,,,,,,,,,
Niagara,City of Lockport/004/4,President,,DEM,Hillary Clinton,138,,,,,,,,,,,,,,
Niagara,City of Lockport/004,President,,DEM,Hillary Clinton,682,,,,,,,,,,,,,,
Niagara,City of Lockport/004/1,President,,REP,Donald J. Trump,169,,,,,,,,,,,,,,
Niagara,City of Lockport/004/2,President,,REP,Donald J. Trump,161,,,,,,,,,,,,,,
Niagara,City of Lockport/004/3,President,,REP,Donald J. Trump,215,,,,,,,,,,,,,,
Niagara,City of Lockport/004/4,President,,REP,Donald J. Trump,115,,,,,,,,,,,,,,
Niagara,City of Lockport/004,President,,REP,Donald J. Trump,660,,,,,,,,,,,,,,
Niagara,City of Lockport/004/1,President,,CON,Donald J. Trump,28,,,,,,,,,,,,,,
Niagara,City of Lockport/004/2,President,,CON,Donald J. Trump,24,,,,,,,,,,,,,,
Niagara,City of Lockport/004/3,President,,CON,Donald J. Trump,46,,,,,,,,,,,,,,
Niagara,City of Lockport/004/4,President,,CON,Donald J. Trump,21,,,,,,,,,,,,,,
Niagara,City of Lockport/004,President,,CON,Donald J. Trump,119,,,,,,,,,,,,,,
Niagara,City of Lockport/004/1,President,,GRE,Jill Stein,15,,,,,,,,,,,,,,
Niagara,City of Lockport/004/2,President,,GRE,Jill Stein,5,,,,,,,,,,,,,,
Niagara,City of Lockport/004/3,President,,GRE,Jill Stein,7,,,,,,,,,,,,,,
Niagara,City of Lockport/004/4,President,,GRE,Jill Stein,5,,,,,,,,,,,,,,
Niagara,City of Lockport/004,President,,GRE,Jill Stein,32,,,,,,,,,,,,,,
Niagara,City of Lockport/004/1,President,,WOR,Hillary Clinton,7,,,,,,,,,,,,,,
Niagara,City of Lockport/004/2,President,,WOR,Hillary Clinton,5,,,,,,,,,,,,,,
Niagara,City of Lockport/004/3,President,,WOR,Hillary Clinton,9,,,,,,,,,,,,,,
Niagara,City of Lockport/004/4,President,,WOR,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,City of Lockport/004,President,,WOR,Hillary Clinton,23,,,,,,,,,,,,,,
