county,precinct,office,district,candidate,party,votes,,
Clinton,Plattsburgh 001,President,,Hillary Clinton,DEM,244,,
Clinton,Plattsburgh 002,President,,Hillary Clinton,DEM,367,,
Clinton,Plattsburgh 003,President,,Hillary Clinton,DEM,381,,
Clinton,Plattsburgh 004,President,,Hillary Clinton,DEM,316,,
Clinton,Plattsburgh 005,President,,Hillary Clinton,DEM,218,,
Clinton,Plattsburgh 006,President,,Hillary Clinton,DEM,552,,
Clinton,Plattsburgh 007,President,,Hillary Clinton,DEM,288,,
Clinton,Saranac 001,President,,Hillary Clinton,DEM,300,,
Clinton,Saranac 002,President,,Hillary Clinton,DEM,211,,
Clinton,Saranac 003,President,,Hillary Clinton,DEM,149,,
Clinton,Schuyler Falls 001,President,,Hillary Clinton,DEM,174,,
Clinton,Schuyler Falls 002,President,,Hillary Clinton,DEM,344,,
Clinton,Schuyler Falls 003,President,,Hillary Clinton,DEM,284,,
Clinton,,President,,Hillary Clinton,DEM,14217,,
Clinton,Altona 001,President,,Hillary Clinton,WOR,10,,
Clinton,Altona 002,President,,Hillary Clinton,WOR,13,,
Clinton,Ausable 001,President,,Hillary Clinton,WOR,8,,
Clinton,Ausable 002,President,,Hillary Clinton,WOR,9,,
Clinton,Beekmantown 001,President,,Hillary Clinton,WOR,14,,
Clinton,Beekmantown 002,President,,Hillary Clinton,WOR,11,,
Clinton,Beekmantown 003,President,,Hillary Clinton,WOR,16,,
Clinton,Beekmantown 004,President,,Hillary Clinton,WOR,14,,
Clinton,Black Brook 001,President,,Hillary Clinton,WOR,8,,
Clinton,Black Brook 002,President,,Hillary Clinton,WOR,8,,
Clinton,Champlain 001,President,,Hillary Clinton,WOR,9,,
Clinton,Champlain 002,President,,Hillary Clinton,WOR,8,,
Clinton,Champlain 003,President,,Hillary Clinton,WOR,18,,
Clinton,Chazy 001,President,,Hillary Clinton,WOR,16,,
Clinton,Chazy 002,President,,Hillary Clinton,WOR,14,,
Clinton,City of PlattsburgH W1D1,President,,Hillary Clinton,WOR,2,,
Clinton,City of Plattsburgh W1P2,President,,Hillary Clinton,WOR,22,,
Clinton,City of Plattsburgh W1P3,President,,Hillary Clinton,WOR,1,,
Clinton,City of Plattsburgh W2D1,President,,Hillary Clinton,WOR,17,,
Clinton,City of Plattsburgh W2D2,President,,Hillary Clinton,WOR,5,,
Clinton,City of Plattsburgh W3D1,President,,Hillary Clinton,WOR,11,,
Clinton,City of Plattsburgh W3D2,President,,Hillary Clinton,WOR,24,,
Clinton,City of Plattsburgh W4D1,President,,Hillary Clinton,WOR,20,,
Clinton,City of Plattsburgh W4D2,President,,Hillary Clinton,WOR,14,,
Clinton,City of Plattsburgh W5D1,President,,Hillary Clinton,WOR,12,,
Clinton,City of Plattsburgh W5D2,President,,Hillary Clinton,WOR,20,,
Clinton,City of Plattsburgh W6D1,President,,Hillary Clinton,WOR,20,,
Clinton,City of Plattsburgh W6D2,President,,Hillary Clinton,WOR,15,,
Clinton,Clinton 001,President,,Hillary Clinton,WOR,5,,
Clinton,Dannemora 001,President,,Hillary Clinton,WOR,3,,
Clinton,Dannemora 002,President,,Hillary Clinton,WOR,4,,
Clinton,Dannemora 003,President,,Hillary Clinton,WOR,5,,
Clinton,Ellenburg 001,President,,Hillary Clinton,WOR,2,,
Clinton,Ellenburg 002,President,,Hillary Clinton,WOR,2,,
Clinton,Ellenburg 003,President,,Hillary Clinton,WOR,3,,
Clinton,Mooers 001,President,,Hillary Clinton,WOR,12,,
Clinton,Mooers 002,President,,Hillary Clinton,WOR,2,,
Clinton,Peru 001,President,,Hillary Clinton,WOR,10,,
Clinton,Peru 002,President,,Hillary Clinton,WOR,26,,
Clinton,Peru 003,President,,Hillary Clinton,WOR,3,,
Clinton,Peru 004,President,,Hillary Clinton,WOR,17,,
Clinton,Plattsburgh 001,President,,Hillary Clinton,WOR,12,,
Clinton,Plattsburgh 002,President,,Hillary Clinton,WOR,19,,
Clinton,Plattsburgh 003,President,,Hillary Clinton,WOR,15,,
Clinton,Plattsburgh 004,President,,Hillary Clinton,WOR,19,,
Clinton,Plattsburgh 005,President,,Hillary Clinton,WOR,8,,
Clinton,Plattsburgh 006,President,,Hillary Clinton,WOR,26,,
Clinton,Plattsburgh 007,President,,Hillary Clinton,WOR,16,,
Clinton,Saranac 001,President,,Hillary Clinton,WOR,13,,
Clinton,Saranac 002,President,,Hillary Clinton,WOR,5,,
Clinton,Saranac 003,President,,Hillary Clinton,WOR,8,,
Clinton,Schuyler Falls 001,President,,Hillary Clinton,WOR,9,,
Clinton,Schuyler Falls 002,President,,Hillary Clinton,WOR,20,,
Clinton,Schuyler Falls 003,President,,Hillary Clinton,WOR,11,,
Clinton,,President,,Hillary Clinton,WOR,634,,
Clinton,Altona 001,President,,Hillary Clinton,WEP,2,,
Clinton,Altona 002,President,,Hillary Clinton,WEP,2,,
Clinton,Ausable 001,President,,Hillary Clinton,WEP,3,,
Clinton,Ausable 002,President,,Hillary Clinton,WEP,4,,
Clinton,Beekmantown 001,President,,Hillary Clinton,WEP,0,,
Clinton,Beekmantown 002,President,,Hillary Clinton,WEP,0,,
Clinton,Beekmantown 003,President,,Hillary Clinton,WEP,8,,
Clinton,Beekmantown 004,President,,Hillary Clinton,WEP,5,,
Clinton,Black Brook 001,President,,Hillary Clinton,WEP,1,,
Clinton,Black Brook 002,President,,Hillary Clinton,WEP,0,,
Clinton,Champlain 001,President,,Hillary Clinton,WEP,5,,
Clinton,Champlain 002,President,,Hillary Clinton,WEP,5,,
Clinton,Champlain 003,President,,Hillary Clinton,WEP,5,,
Clinton,Chazy 001,President,,Hillary Clinton,WEP,7,,
Clinton,Chazy 002,President,,Hillary Clinton,WEP,6,,
Clinton,City of PlattsburgH W1D1,President,,Hillary Clinton,WEP,4,,
Clinton,City of Plattsburgh W1P2,President,,Hillary Clinton,WEP,8,,
Clinton,City of Plattsburgh W1P3,President,,Hillary Clinton,WEP,0,,
Clinton,City of Plattsburgh W2D1,President,,Hillary Clinton,WEP,2,,
Clinton,City of Plattsburgh W2D2,President,,Hillary Clinton,WEP,5,,
Clinton,City of Plattsburgh W3D1,President,,Hillary Clinton,WEP,6,,
Clinton,City of Plattsburgh W3D2,President,,Hillary Clinton,WEP,6,,
Clinton,City of Plattsburgh W4D1,President,,Hillary Clinton,WEP,5,,
Clinton,City of Plattsburgh W4D2,President,,Hillary Clinton,WEP,4,,
Clinton,City of Plattsburgh W5D1,President,,Hillary Clinton,WEP,6,,
Clinton,City of Plattsburgh W5D2,President,,Hillary Clinton,WEP,6,,
Clinton,City of Plattsburgh W6D1,President,,Hillary Clinton,WEP,9,,
Clinton,City of Plattsburgh W6D2,President,,Hillary Clinton,WEP,3,,
Clinton,Clinton 001,President,,Hillary Clinton,WEP,0,,
Clinton,Dannemora 001,President,,Hillary Clinton,WEP,1,,
Clinton,Dannemora 002,President,,Hillary Clinton,WEP,2,,
Clinton,Dannemora 003,President,,Hillary Clinton,WEP,2,,
Clinton,Ellenburg 001,President,,Hillary Clinton,WEP,1,,
Clinton,Ellenburg 002,President,,Hillary Clinton,WEP,0,,
Clinton,Ellenburg 003,President,,Hillary Clinton,WEP,0,,
Clinton,Mooers 001,President,,Hillary Clinton,WEP,4,,
Clinton,Mooers 002,President,,Hillary Clinton,WEP,5,,
Clinton,Peru 001,President,,Hillary Clinton,WEP,3,,
Clinton,Peru 002,President,,Hillary Clinton,WEP,7,,
Clinton,Peru 003,President,,Hillary Clinton,WEP,1,,
Clinton,Peru 004,President,,Hillary Clinton,WEP,7,,
Clinton,Plattsburgh 001,President,,Hillary Clinton,WEP,2,,
Clinton,Plattsburgh 002,President,,Hillary Clinton,WEP,4,,
Clinton,Plattsburgh 003,President,,Hillary Clinton,WEP,5,,
Clinton,Plattsburgh 004,President,,Hillary Clinton,WEP,5,,
Clinton,Plattsburgh 005,President,,Hillary Clinton,WEP,7,,
Clinton,Plattsburgh 006,President,,Hillary Clinton,WEP,10,,
Clinton,Plattsburgh 007,President,,Hillary Clinton,WEP,4,,
Clinton,Saranac 001,President,,Hillary Clinton,WEP,5,,
Clinton,Saranac 002,President,,Hillary Clinton,WEP,2,,
Clinton,Saranac 003,President,,Hillary Clinton,WEP,1,,
Clinton,Schuyler Falls 001,President,,Hillary Clinton,WEP,1,,
Clinton,Schuyler Falls 002,President,,Hillary Clinton,WEP,2,,
Clinton,Schuyler Falls 003,President,,Hillary Clinton,WEP,10,,
Clinton,,President,,Hillary Clinton,WEP,208,,
Clinton,Altona 001,President,,Donald Trump,REP,188,,
Clinton,Altona 002,President,,Donald Trump,REP,234,,
Clinton,Ausable 001,President,,Donald Trump,REP,268,,
Clinton,Ausable 002,President,,Donald Trump,REP,249,,
Clinton,Beekmantown 001,President,,Donald Trump,REP,198,,
Clinton,Beekmantown 002,President,,Donald Trump,REP,255,,
Clinton,Beekmantown 003,President,,Donald Trump,REP,289,,
Clinton,Beekmantown 004,President,,Donald Trump,REP,346,,
Clinton,Black Brook 001,President,,Donald Trump,REP,264,,
Clinton,Black Brook 002,President,,Donald Trump,REP,90,,
Clinton,Champlain 001,President,,Donald Trump,REP,315,,
Clinton,Champlain 002,President,,Donald Trump,REP,375,,
Clinton,Champlain 003,President,,Donald Trump,REP,373,,
Clinton,Chazy 001,President,,Donald Trump,REP,400,,
Clinton,Chazy 002,President,,Donald Trump,REP,373,,
Clinton,City of PlattsburgH W1D1,President,,Donald Trump,REP,103,,
Clinton,City of Plattsburgh W1P2,President,,Donald Trump,REP,308,,
Clinton,City of Plattsburgh W1P3,President,,Donald Trump,REP,25,,
Clinton,City of Plattsburgh W2D1,President,,Donald Trump,REP,161,,
Clinton,City of Plattsburgh W2D2,President,,Donald Trump,REP,69,,
Clinton,City of Plattsburgh W3D1,President,,Donald Trump,REP,195,,
Clinton,City of Plattsburgh W3D2,President,,Donald Trump,REP,199,,
Clinton,City of Plattsburgh W4D1,President,,Donald Trump,REP,222,,
Clinton,City of Plattsburgh W4D2,President,,Donald Trump,REP,215,,
Clinton,City of Plattsburgh W5D1,President,,Donald Trump,REP,109,,
Clinton,City of Plattsburgh W5D2,President,,Donald Trump,REP,184,,
Clinton,City of Plattsburgh W6D1,President,,Donald Trump,REP,119,,
Clinton,City of Plattsburgh W6D2,President,,Donald Trump,REP,67,,
Clinton,Clinton 001,President,,Donald Trump,REP,145,,
Clinton,Dannemora 001,President,,Donald Trump,REP,90,,
Clinton,Dannemora 002,President,,Donald Trump,REP,192,,
Clinton,Dannemora 003,President,,Donald Trump,REP,162,,
Clinton,Ellenburg 001,President,,Donald Trump,REP,141,,
Clinton,Ellenburg 002,President,,Donald Trump,REP,198,,
Clinton,Ellenburg 003,President,,Donald Trump,REP,81,,
Clinton,Mooers 001,President,,Donald Trump,REP,450,,
Clinton,Mooers 002,President,,Donald Trump,REP,267,,
Clinton,Peru 001,President,,Donald Trump,REP,273,,
Clinton,Peru 002,President,,Donald Trump,REP,330,,
Clinton,Peru 003,President,,Donald Trump,REP,322,,
Clinton,Peru 004,President,,Donald Trump,REP,435,,
Clinton,Plattsburgh 001,President,,Donald Trump,REP,180,,
Clinton,Plattsburgh 002,President,,Donald Trump,REP,339,,
Clinton,Plattsburgh 003,President,,Donald Trump,REP,266,,
Clinton,Plattsburgh 004,President,,Donald Trump,REP,347,,
Clinton,Plattsburgh 005,President,,Donald Trump,REP,186,,
Clinton,Plattsburgh 006,President,,Donald Trump,REP,412,,
Clinton,Plattsburgh 007,President,,Donald Trump,REP,304,,
Clinton,Saranac 001,President,,Donald Trump,REP,454,,
Clinton,Saranac 002,President,,Donald Trump,REP,310,,
Clinton,Saranac 003,President,,Donald Trump,REP,238,,
Clinton,Schuyler Falls 001,President,,Donald Trump,REP,313,,
Clinton,Schuyler Falls 002,President,,Donald Trump,REP,380,,
Clinton,Schuyler Falls 003,President,,Donald Trump,REP,304,,
Clinton,,President,,Donald Trump,REP,13312,,
Clinton,Altona 001,President,,Donald Trump,CON,19,,
Clinton,Altona 002,President,,Donald Trump,CON,27,,
Clinton,Ausable 001,President,,Donald Trump,CON,27,,
Clinton,Ausable 002,President,,Donald Trump,CON,15,,
Clinton,Beekmantown 001,President,,Donald Trump,CON,21,,
Clinton,Beekmantown 002,President,,Donald Trump,CON,18,,
Clinton,Beekmantown 003,President,,Donald Trump,CON,27,,
Clinton,Beekmantown 004,President,,Donald Trump,CON,25,,
Clinton,Black Brook 001,President,,Donald Trump,CON,12,,
Clinton,Black Brook 002,President,,Donald Trump,CON,7,,
Clinton,Champlain 001,President,,Donald Trump,CON,39,,
Clinton,Champlain 002,President,,Donald Trump,CON,20,,
Clinton,Champlain 003,President,,Donald Trump,CON,37,,
Clinton,Chazy 001,President,,Donald Trump,CON,36,,
Clinton,Chazy 002,President,,Donald Trump,CON,41,,
Clinton,City of PlattsburgH W1D1,President,,Donald Trump,CON,8,,
Clinton,City of Plattsburgh W1P2,President,,Donald Trump,CON,27,,
Clinton,City of Plattsburgh W1P3,President,,Donald Trump,CON,3,,
Clinton,City of Plattsburgh W2D1,President,,Donald Trump,CON,13,,
Clinton,City of Plattsburgh W2D2,President,,Donald Trump,CON,5,,
Clinton,City of Plattsburgh W3D1,President,,Donald Trump,CON,10,,
Clinton,City of Plattsburgh W3D2,President,,Donald Trump,CON,9,,
Clinton,City of Plattsburgh W4D1,President,,Donald Trump,CON,23,,
Clinton,City of Plattsburgh W4D2,President,,Donald Trump,CON,18,,
Clinton,City of Plattsburgh W5D1,President,,Donald Trump,CON,8,,
Clinton,City of Plattsburgh W5D2,President,,Donald Trump,CON,21,,
Clinton,City of Plattsburgh W6D1,President,,Donald Trump,CON,13,,
Clinton,City of Plattsburgh W6D2,President,,Donald Trump,CON,13,,
Clinton,Clinton 001,President,,Donald Trump,CON,12,,
Clinton,Dannemora 001,President,,Donald Trump,CON,10,,
Clinton,Dannemora 002,President,,Donald Trump,CON,16,,
Clinton,Dannemora 003,President,,Donald Trump,CON,9,,
Clinton,Ellenburg 001,President,,Donald Trump,CON,14,,
Clinton,Ellenburg 002,President,,Donald Trump,CON,9,,
Clinton,Ellenburg 003,President,,Donald Trump,CON,4,,
Clinton,Mooers 001,President,,Donald Trump,CON,39,,
Clinton,Mooers 002,President,,Donald Trump,CON,18,,
Clinton,Peru 001,President,,Donald Trump,CON,25,,
Clinton,Peru 002,President,,Donald Trump,CON,30,,
Clinton,Peru 003,President,,Donald Trump,CON,37,,
Clinton,Peru 004,President,,Donald Trump,CON,34,,
Clinton,Plattsburgh 001,President,,Donald Trump,CON,17,,
Clinton,Plattsburgh 002,President,,Donald Trump,CON,32,,
Clinton,Plattsburgh 003,President,,Donald Trump,CON,20,,
Clinton,Plattsburgh 004,President,,Donald Trump,CON,37,,
Clinton,Plattsburgh 005,President,,Donald Trump,CON,17,,
Clinton,Plattsburgh 006,President,,Donald Trump,CON,32,,
Clinton,Plattsburgh 007,President,,Donald Trump,CON,26,,
Clinton,Saranac 001,President,,Donald Trump,CON,36,,
Clinton,Saranac 002,President,,Donald Trump,CON,28,,
Clinton,Saranac 003,President,,Donald Trump,CON,18,,
Clinton,Schuyler Falls 001,President,,Donald Trump,CON,15,,
Clinton,Schuyler Falls 002,President,,Donald Trump,CON,31,,
Clinton,Schuyler Falls 003,President,,Donald Trump,CON,29,,
Clinton,,President,,Donald Trump,CON,1137,,
Clinton,Altona 001,President,,Jill Stein,GRN,10,,
Clinton,Altona 002,President,,Jill Stein,GRN,11,,
Clinton,Ausable 001,President,,Jill Stein,GRN,13,,
Clinton,Ausable 002,President,,Jill Stein,GRN,16,,
Clinton,Beekmantown 001,President,,Jill Stein,GRN,13,,
Clinton,Beekmantown 002,President,,Jill Stein,GRN,8,,
Clinton,Beekmantown 003,President,,Jill Stein,GRN,16,,
Clinton,Beekmantown 004,President,,Jill Stein,GRN,6,,
Clinton,Black Brook 001,President,,Jill Stein,GRN,5,,
Clinton,Black Brook 002,President,,Jill Stein,GRN,3,,
Clinton,Champlain 001,President,,Jill Stein,GRN,9,,
Clinton,Champlain 002,President,,Jill Stein,GRN,6,,
Clinton,Champlain 003,President,,Jill Stein,GRN,18,,
Clinton,Chazy 001,President,,Jill Stein,GRN,18,,
Clinton,Chazy 002,President,,Jill Stein,GRN,14,,
Clinton,City of PlattsburgH W1D1,President,,Jill Stein,GRN,11,,
Clinton,City of Plattsburgh W1P2,President,,Jill Stein,GRN,28,,
Clinton,City of Plattsburgh W1P3,President,,Jill Stein,GRN,0,,
Clinton,City of Plattsburgh W2D1,President,,Jill Stein,GRN,8,,
Clinton,City of Plattsburgh W2D2,President,,Jill Stein,GRN,17,,
Clinton,City of Plattsburgh W3D1,President,,Jill Stein,GRN,23,,
Clinton,City of Plattsburgh W3D2,President,,Jill Stein,GRN,8,,
Clinton,City of Plattsburgh W4D1,President,,Jill Stein,GRN,28,,
Clinton,City of Plattsburgh W4D2,President,,Jill Stein,GRN,11,,
Clinton,City of Plattsburgh W5D1,President,,Jill Stein,GRN,12,,
Clinton,City of Plattsburgh W5D2,President,,Jill Stein,GRN,28,,
Clinton,City of Plattsburgh W6D1,President,,Jill Stein,GRN,17,,
Clinton,City of Plattsburgh W6D2,President,,Jill Stein,GRN,17,,
Clinton,Clinton 001,President,,Jill Stein,GRN,8,,
Clinton,Dannemora 001,President,,Jill Stein,GRN,2,,
Clinton,Dannemora 002,President,,Jill Stein,GRN,2,,
Clinton,Dannemora 003,President,,Jill Stein,GRN,6,,
Clinton,Ellenburg 001,President,,Jill Stein,GRN,5,,
Clinton,Ellenburg 002,President,,Jill Stein,GRN,3,,
Clinton,Ellenburg 003,President,,Jill Stein,GRN,2,,
Clinton,Mooers 001,President,,Jill Stein,GRN,10,,
Clinton,Mooers 002,President,,Jill Stein,GRN,9,,
Clinton,Peru 001,President,,Jill Stein,GRN,15,,
Clinton,Peru 002,President,,Jill Stein,GRN,8,,
Clinton,Peru 003,President,,Jill Stein,GRN,12,,
Clinton,Peru 004,President,,Jill Stein,GRN,11,,
Clinton,Plattsburgh 001,President,,Jill Stein,GRN,1,,
Clinton,Plattsburgh 002,President,,Jill Stein,GRN,16,,
Clinton,Plattsburgh 003,President,,Jill Stein,GRN,18,,
Clinton,Plattsburgh 004,President,,Jill Stein,GRN,10,,
Clinton,Plattsburgh 005,President,,Jill Stein,GRN,13,,
Clinton,Plattsburgh 006,President,,Jill Stein,GRN,6,,
Clinton,Plattsburgh 007,President,,Jill Stein,GRN,14,,
Clinton,Saranac 001,President,,Jill Stein,GRN,17,,
Clinton,Saranac 002,President,,Jill Stein,GRN,10,,
Clinton,Saranac 003,President,,Jill Stein,GRN,6,,
Clinton,Schuyler Falls 001,President,,Jill Stein,GRN,14,,
Clinton,Schuyler Falls 002,President,,Jill Stein,GRN,7,,
Clinton,Schuyler Falls 003,President,,Jill Stein,GRN,14,,
Clinton,,President,,Jill Stein,GRN,613,,
Clinton,Altona 001,President,,Gary Johnson,IDC,22,,
Clinton,Altona 002,President,,Gary Johnson,IDC,28,,
Clinton,Ausable 001,President,,Gary Johnson,IDC,17,,
Clinton,Ausable 002,President,,Gary Johnson,IDC,15,,
Clinton,Beekmantown 001,President,,Gary Johnson,IDC,15,,
Clinton,Beekmantown 002,President,,Gary Johnson,IDC,17,,
Clinton,Beekmantown 003,President,,Gary Johnson,IDC,19,,
Clinton,Beekmantown 004,President,,Gary Johnson,IDC,17,,
Clinton,Black Brook 001,President,,Gary Johnson,IDC,24,,
Clinton,Black Brook 002,President,,Gary Johnson,IDC,7,,
Clinton,Champlain 001,President,,Gary Johnson,IDC,12,,
Clinton,Champlain 002,President,,Gary Johnson,IDC,15,,
Clinton,Champlain 003,President,,Gary Johnson,IDC,21,,
Clinton,Chazy 001,President,,Gary Johnson,IDC,32,,
Clinton,Chazy 002,President,,Gary Johnson,IDC,31,,
Clinton,City of PlattsburgH W1D1,President,,Gary Johnson,IDC,8,,
Clinton,City of Plattsburgh W1P2,President,,Gary Johnson,IDC,21,,
Clinton,City of Plattsburgh W1P3,President,,Gary Johnson,IDC,1,,
Clinton,City of Plattsburgh W2D1,President,,Gary Johnson,IDC,24,,
Clinton,City of Plattsburgh W2D2,President,,Gary Johnson,IDC,8,,
Clinton,City of Plattsburgh W3D1,President,,Gary Johnson,IDC,14,,
Clinton,City of Plattsburgh W3D2,President,,Gary Johnson,IDC,10,,
Clinton,City of Plattsburgh W4D1,President,,Gary Johnson,IDC,36,,
Clinton,City of Plattsburgh W4D2,President,,Gary Johnson,IDC,12,,
Clinton,City of Plattsburgh W5D1,President,,Gary Johnson,IDC,9,,
Clinton,City of Plattsburgh W5D2,President,,Gary Johnson,IDC,31,,
Clinton,City of Plattsburgh W6D1,President,,Gary Johnson,IDC,10,,
Clinton,City of Plattsburgh W6D2,President,,Gary Johnson,IDC,8,,
Clinton,Clinton 001,President,,Gary Johnson,IDC,8,,
Clinton,Dannemora 001,President,,Gary Johnson,IDC,11,,
Clinton,Dannemora 002,President,,Gary Johnson,IDC,12,,
Clinton,Dannemora 003,President,,Gary Johnson,IDC,11,,
Clinton,Ellenburg 001,President,,Gary Johnson,IDC,13,,
Clinton,Ellenburg 002,President,,Gary Johnson,IDC,8,,
Clinton,Ellenburg 003,President,,Gary Johnson,IDC,2,,
Clinton,Mooers 001,President,,Gary Johnson,IDC,21,,
Clinton,Mooers 002,President,,Gary Johnson,IDC,13,,
Clinton,Peru 001,President,,Gary Johnson,IDC,15,,
Clinton,Peru 002,President,,Gary Johnson,IDC,27,,
Clinton,Peru 003,President,,Gary Johnson,IDC,19,,
Clinton,Peru 004,President,,Gary Johnson,IDC,37,,
Clinton,Plattsburgh 001,President,,Gary Johnson,IDC,17,,
Clinton,Plattsburgh 002,President,,Gary Johnson,IDC,28,,
Clinton,Plattsburgh 003,President,,Gary Johnson,IDC,19,,
Clinton,Plattsburgh 004,President,,Gary Johnson,IDC,21,,
Clinton,Plattsburgh 005,President,,Gary Johnson,IDC,18,,
Clinton,Plattsburgh 006,President,,Gary Johnson,IDC,32,,
Clinton,Plattsburgh 007,President,,Gary Johnson,IDC,22,,
Clinton,Saranac 001,President,,Gary Johnson,IDC,25,,
Clinton,Saranac 002,President,,Gary Johnson,IDC,20,,
Clinton,Saranac 003,President,,Gary Johnson,IDC,15,,
Clinton,Schuyler Falls 001,President,,Gary Johnson,IDC,19,,
Clinton,Schuyler Falls 002,President,,Gary Johnson,IDC,26,,
Clinton,Schuyler Falls 003,President,,Gary Johnson,IDC,21,,
Clinton,,President,,Gary Johnson,IDC,964,,
Clinton,Altona 001,President,,Gary Johnson,LBT,4,,
Clinton,Altona 002,President,,Gary Johnson,LBT,4,,
Clinton,Ausable 001,President,,Gary Johnson,LBT,1,,
Clinton,Ausable 002,President,,Gary Johnson,LBT,2,,
Clinton,Beekmantown 001,President,,Gary Johnson,LBT,4,,
Clinton,Beekmantown 002,President,,Gary Johnson,LBT,3,,
Clinton,Beekmantown 003,President,,Gary Johnson,LBT,8,,
Clinton,Beekmantown 004,President,,Gary Johnson,LBT,3,,
Clinton,Black Brook 001,President,,Gary Johnson,LBT,10,,
Clinton,Black Brook 002,President,,Gary Johnson,LBT,0,,
Clinton,Champlain 001,President,,Gary Johnson,LBT,10,,
Clinton,Champlain 002,President,,Gary Johnson,LBT,17,,
Clinton,Champlain 003,President,,Gary Johnson,LBT,11,,
Clinton,Chazy 001,President,,Gary Johnson,LBT,6,,
Clinton,Chazy 002,President,,Gary Johnson,LBT,11,,
Clinton,City of PlattsburgH W1D1,President,,Gary Johnson,LBT,2,,
Clinton,City of Plattsburgh W1P2,President,,Gary Johnson,LBT,7,,
Clinton,City of Plattsburgh W1P3,President,,Gary Johnson,LBT,0,,
Clinton,City of Plattsburgh W2D1,President,,Gary Johnson,LBT,5,,
Clinton,City of Plattsburgh W2D2,President,,Gary Johnson,LBT,3,,
Clinton,City of Plattsburgh W3D1,President,,Gary Johnson,LBT,11,,
Clinton,City of Plattsburgh W3D2,President,,Gary Johnson,LBT,4,,
Clinton,City of Plattsburgh W4D1,President,,Gary Johnson,LBT,11,,
Clinton,City of Plattsburgh W4D2,President,,Gary Johnson,LBT,1,,
Clinton,City of Plattsburgh W5D1,President,,Gary Johnson,LBT,10,,
Clinton,City of Plattsburgh W5D2,President,,Gary Johnson,LBT,11,,
Clinton,City of Plattsburgh W6D1,President,,Gary Johnson,LBT,9,,
Clinton,City of Plattsburgh W6D2,President,,Gary Johnson,LBT,2,,
Clinton,Clinton 001,President,,Gary Johnson,LBT,1,,
Clinton,Dannemora 001,President,,Gary Johnson,LBT,2,,
Clinton,Dannemora 002,President,,Gary Johnson,LBT,4,,
Clinton,Dannemora 003,President,,Gary Johnson,LBT,7,,
Clinton,Ellenburg 001,President,,Gary Johnson,LBT,4,,
Clinton,Ellenburg 002,President,,Gary Johnson,LBT,4,,
Clinton,Ellenburg 003,President,,Gary Johnson,LBT,1,,
Clinton,Mooers 001,President,,Gary Johnson,LBT,9,,
Clinton,Mooers 002,President,,Gary Johnson,LBT,5,,
