county,precinct,office,district,candidate,party,election_day,early_voting,absentee,votes
Chenango,NORWICH TOWN 1,President,,Donald J. Trump,REP,293,135,73,501
Chenango,NORWICH TOWN 2,President,,Donald J. Trump,REP,272,123,57,452
Chenango,OTSELIC 1,President,,Donald J. Trump,REP,224,13,19,256
Chenango,OXFORD 1,President,,Donald J. Trump,REP,409,107,88,604
Chenango,OXFORD 2,President,,Donald J. Trump,REP,253,64,34,351
Chenango,PHARSALIA 1,President,,Donald J. Trump,REP,126,7,15,148
Chenango,PITCHER 1,President,,Donald J. Trump,REP,186,4,17,207
Chenango,PLYMOUTH 1,President,,Donald J. Trump,REP,406,57,47,510
Chenango,PRESTON 1,President,,Donald J. Trump,REP,204,21,35,260
Chenango,SHERBURNE 1,President,,Donald J. Trump,REP,371,57,60,488
Chenango,SHERBURNE 2,President,,Donald J. Trump,REP,360,54,66,480
Chenango,SMITHVILLE 1,President,,Donald J. Trump,REP,336,22,38,396
Chenango,SMYRNA 1,President,,Donald J. Trump,REP,342,17,30,389
Chenango,Unscanned Ballots,President,,Donald J. Trump,REP,14,0,0,14
Chenango,Military/FED/UOCAVA,President,,Donald J. Trump,REP,0,0,17,17
Chenango,CITY OF NORWICH WARD 1,President,,Donald J. Trump,CON,9,2,2,13
Chenango,CITY OF NORWICH WARD 2,President,,Donald J. Trump,CON,12,6,0,18
Chenango,CITY OF NORWICH WARD 3,President,,Donald J. Trump,CON,8,8,8,24
Chenango,CITY OF NORWICH WARD 4,President,,Donald J. Trump,CON,5,4,1,10
Chenango,CITY OF NORWICH WARD 5,President,,Donald J. Trump,CON,11,4,5,20
Chenango,CITY OF NORWICH WARD 6,President,,Donald J. Trump,CON,6,2,2,10
Chenango,AFTON 1,President,,Donald J. Trump,CON,47,4,6,57
Chenango,BAINBRIDGE 1,President,,Donald J. Trump,CON,44,8,7,59
Chenango,COLUMBUS 1,President,,Donald J. Trump,CON,13,2,2,17
Chenango,COVENTRY 1,President,,Donald J. Trump,CON,28,5,1,34
Chenango,GERMAN 1,President,,Donald J. Trump,CON,7,0,0,7
Chenango,GREENE 1,President,,Donald J. Trump,CON,32,6,14,52
Chenango,GREENE 2,President,,Donald J. Trump,CON,39,7,14,60
Chenango,GUILFORD 1,President,,Donald J. Trump,CON,41,8,6,55
Chenango,LINCKLAEN 1,President,,Donald J. Trump,CON,6,0,0,6
Chenango,MCDONOUGH 1,President,,Donald J. Trump,CON,13,0,1,14
Chenango,NEW BERLIN 1,President,,Donald J. Trump,CON,23,2,6,31
Chenango,NORTH NORWICH 1,President,,Donald J. Trump,CON,20,4,2,26
Chenango,NORWICH TOWN 1,President,,Donald J. Trump,CON,11,9,7,27
Chenango,NORWICH TOWN 2,President,,Donald J. Trump,CON,10,5,6,21
Chenango,OTSELIC 1,President,,Donald J. Trump,CON,13,0,0,13
Chenango,OXFORD 1,President,,Donald J. Trump,CON,38,11,6,55
Chenango,OXFORD 2,President,,Donald J. Trump,CON,18,1,5,24
Chenango,PHARSALIA 1,President,,Donald J. Trump,CON,6,0,2,8
Chenango,PITCHER 1,President,,Donald J. Trump,CON,17,1,1,19
Chenango,PLYMOUTH 1,President,,Donald J. Trump,CON,22,2,7,31
Chenango,PRESTON 1,President,,Donald J. Trump,CON,17,3,2,22
Chenango,SHERBURNE 1,President,,Donald J. Trump,CON,29,1,5,35
Chenango,SHERBURNE 2,President,,Donald J. Trump,CON,32,7,15,54
Chenango,SMITHVILLE 1,President,,Donald J. Trump,CON,23,6,4,33
Chenango,SMYRNA 1,President,,Donald J. Trump,CON,20,0,2,22
Chenango,Unscanned Ballots,President,,Donald J. Trump,CON,3,0,0,3
Chenango,Military/FED/UOCAVA,President,,Donald J. Trump,CON,0,0,0,0
Chenango,CITY OF NORWICH WARD 1,President,,Howie Hawkins,GRE,0,1,2,3
Chenango,CITY OF NORWICH WARD 2,President,,Howie Hawkins,GRE,4,0,1,5
Chenango,CITY OF NORWICH WARD 3,President,,Howie Hawkins,GRE,2,0,0,2
Chenango,CITY OF NORWICH WARD 4,President,,Howie Hawkins,GRE,0,0,0,0
Chenango,CITY OF NORWICH WARD 5,President,,Howie Hawkins,GRE,0,0,0,0
Chenango,CITY OF NORWICH WARD 6,President,,Howie Hawkins,GRE,2,0,1,3
Chenango,AFTON 1,President,,Howie Hawkins,GRE,4,0,1,5
Chenango,BAINBRIDGE 1,President,,Howie Hawkins,GRE,14,1,5,20
Chenango,COLUMBUS 1,President,,Howie Hawkins,GRE,1,0,0,1
Chenango,COVENTRY 1,President,,Howie Hawkins,GRE,0,0,0,0
Chenango,GERMAN 1,President,,Howie Hawkins,GRE,0,0,3,3
Chenango,GREENE 1,President,,Howie Hawkins,GRE,1,0,2,3
Chenango,GREENE 2,President,,Howie Hawkins,GRE,2,2,3,7
Chenango,GUILFORD 1,President,,Howie Hawkins,GRE,3,2,4,9
Chenango,LINCKLAEN 1,President,,Howie Hawkins,GRE,1,0,0,1
Chenango,MCDONOUGH 1,President,,Howie Hawkins,GRE,6,0,0,6
Chenango,NEW BERLIN 1,President,,Howie Hawkins,GRE,1,1,1,3
Chenango,NORTH NORWICH 1,President,,Howie Hawkins,GRE,0,2,1,3
Chenango,NORWICH TOWN 1,President,,Howie Hawkins,GRE,3,0,1,4
Chenango,NORWICH TOWN 2,President,,Howie Hawkins,GRE,0,0,2,2
Chenango,OTSELIC 1,President,,Howie Hawkins,GRE,0,0,0,0
Chenango,OXFORD 1,President,,Howie Hawkins,GRE,3,0,1,4
Chenango,OXFORD 2,President,,Howie Hawkins,GRE,2,1,2,5
Chenango,PHARSALIA 1,President,,Howie Hawkins,GRE,0,0,0,0
Chenango,PITCHER 1,President,,Howie Hawkins,GRE,1,0,2,3
Chenango,PLYMOUTH 1,President,,Howie Hawkins,GRE,2,0,0,2
Chenango,PRESTON 1,President,,Howie Hawkins,GRE,0,0,2,2
Chenango,SHERBURNE 1,President,,Howie Hawkins,GRE,3,0,3,6
Chenango,SHERBURNE 2,President,,Howie Hawkins,GRE,1,0,0,1
Chenango,SMITHVILLE 1,President,,Howie Hawkins,GRE,1,0,0,1
Chenango,SMYRNA 1,President,,Howie Hawkins,GRE,3,0,0,3
Chenango,Unscanned Ballots,President,,Howie Hawkins,GRE,0,0,0,0
Chenango,Military/FED/UOCAVA,President,,Howie Hawkins,GRE,0,0,0,0
Chenango,CITY OF NORWICH WARD 1,President,,Joseph R. Biden,WOR,2,3,5,10
Chenango,CITY OF NORWICH WARD 2,President,,Joseph R. Biden,WOR,1,6,3,10
Chenango,CITY OF NORWICH WARD 3,President,,Joseph R. Biden,WOR,7,11,3,21
Chenango,CITY OF NORWICH WARD 4,President,,Joseph R. Biden,WOR,3,1,3,7
Chenango,CITY OF NORWICH WARD 5,President,,Joseph R. Biden,WOR,5,7,2,14
Chenango,CITY OF NORWICH WARD 6,President,,Joseph R. Biden,WOR,4,1,4,9
Chenango,AFTON 1,President,,Joseph R. Biden,WOR,12,3,6,21
Chenango,BAINBRIDGE 1,President,,Joseph R. Biden,WOR,8,3,6,17
Chenango,COLUMBUS 1,President,,Joseph R. Biden,WOR,3,0,0,3
Chenango,COVENTRY 1,President,,Joseph R. Biden,WOR,8,1,2,11
Chenango,GERMAN 1,President,,Joseph R. Biden,WOR,0,2,0,2
Chenango,GREENE 1,President,,Joseph R. Biden,WOR,6,1,11,18
Chenango,GREENE 2,President,,Joseph R. Biden,WOR,9,2,10,21
Chenango,GUILFORD 1,President,,Joseph R. Biden,WOR,15,5,8,28
Chenango,LINCKLAEN 1,President,,Joseph R. Biden,WOR,1,0,1,2
Chenango,MCDONOUGH 1,President,,Joseph R. Biden,WOR,3,1,0,4
Chenango,NEW BERLIN 1,President,,Joseph R. Biden,WOR,11,2,6,19
Chenango,NORTH NORWICH 1,President,,Joseph R. Biden,WOR,8,1,0,9
Chenango,NORWICH TOWN 1,President,,Joseph R. Biden,WOR,5,8,5,18
Chenango,NORWICH TOWN 2,President,,Joseph R. Biden,WOR,5,6,5,16
Chenango,OTSELIC 1,President,,Joseph R. Biden,WOR,6,0,3,9
Chenango,OXFORD 1,President,,Joseph R. Biden,WOR,11,4,9,24
Chenango,OXFORD 2,President,,Joseph R. Biden,WOR,9,4,2,15
Chenango,PHARSALIA 1,President,,Joseph R. Biden,WOR,1,1,0,2
Chenango,PITCHER 1,President,,Joseph R. Biden,WOR,1,1,0,2
Chenango,PLYMOUTH 1,President,,Joseph R. Biden,WOR,5,1,3,9
Chenango,PRESTON 1,President,,Joseph R. Biden,WOR,8,0,2,10
Chenango,SHERBURNE 1,President,,Joseph R. Biden,WOR,7,3,3,13
Chenango,SHERBURNE 2,President,,Joseph R. Biden,WOR,10,7,4,21
Chenango,SMITHVILLE 1,President,,Joseph R. Biden,WOR,8,1,2,11
Chenango,SMYRNA 1,President,,Joseph R. Biden,WOR,7,1,0,8
Chenango,Unscanned Ballots,President,,Joseph R. Biden,WOR,1,0,0,1
Chenango,Military/FED/UOCAVA,President,,Joseph R. Biden,WOR,0,0,5,5
Chenango,CITY OF NORWICH WARD 1,President,,Brock Pierce,IND,2,2,0,4
Chenango,CITY OF NORWICH WARD 2,President,,Brock Pierce,IND,0,1,2,3
Chenango,CITY OF NORWICH WARD 3,President,,Brock Pierce,IND,2,1,1,4
Chenango,CITY OF NORWICH WARD 4,President,,Brock Pierce,IND,1,1,0,2
Chenango,CITY OF NORWICH WARD 5,President,,Brock Pierce,IND,1,1,1,3
Chenango,CITY OF NORWICH WARD 6,President,,Brock Pierce,IND,0,0,0,0
Chenango,AFTON 1,President,,Brock Pierce,IND,1,0,1,2
Chenango,BAINBRIDGE 1,President,,Brock Pierce,IND,8,1,0,9
Chenango,COLUMBUS 1,President,,Brock Pierce,IND,0,0,0,0
Chenango,COVENTRY 1,President,,Brock Pierce,IND,1,0,1,2
Chenango,GERMAN 1,President,,Brock Pierce,IND,1,0,0,1
Chenango,GREENE 1,President,,Brock Pierce,IND,4,1,6,11
Chenango,GREENE 2,President,,Brock Pierce,IND,3,0,1,4
Chenango,GUILFORD 1,President,,Brock Pierce,IND,3,0,1,4
Chenango,LINCKLAEN 1,President,,Brock Pierce,IND,0,0,0,0
Chenango,MCDONOUGH 1,President,,Brock Pierce,IND,1,0,1,2
Chenango,NEW BERLIN 1,President,,Brock Pierce,IND,1,0,1,2
Chenango,NORTH NORWICH 1,President,,Brock Pierce,IND,0,2,0,2
Chenango,NORWICH TOWN 1,President,,Brock Pierce,IND,1,0,1,2
Chenango,NORWICH TOWN 2,President,,Brock Pierce,IND,2,0,2,4
Chenango,OTSELIC 1,President,,Brock Pierce,IND,0,0,0,0
Chenango,OXFORD 1,President,,Brock Pierce,IND,0,0,4,4
Chenango,OXFORD 2,President,,Brock Pierce,IND,1,0,3,4
Chenango,PHARSALIA 1,President,,Brock Pierce,IND,0,0,0,0
Chenango,PITCHER 1,President,,Brock Pierce,IND,1,0,0,1
Chenango,PLYMOUTH 1,President,,Brock Pierce,IND,3,0,0,3
Chenango,PRESTON 1,President,,Brock Pierce,IND,0,0,0,0
Chenango,SHERBURNE 1,President,,Brock Pierce,IND,1,0,0,1
Chenango,SHERBURNE 2,President,,Brock Pierce,IND,2,0,0,2
Chenango,SMITHVILLE 1,President,,Brock Pierce,IND,1,0,0,1
Chenango,SMYRNA 1,President,,Brock Pierce,IND,3,0,0,3
Chenango,Unscanned Ballots,President,,Brock Pierce,IND,0,0,0,0
Chenango,Military/FED/UOCAVA,President,,Brock Pierce,IND,0,0,0,0
Chenango,CITY OF NORWICH WARD 1,President,,Jo Jorgensen,LBT,8,1,1,10
Chenango,CITY OF NORWICH WARD 2,President,,Jo Jorgensen,LBT,4,5,2,11
Chenango,CITY OF NORWICH WARD 3,President,,Jo Jorgensen,LBT,8,1,2,11
Chenango,CITY OF NORWICH WARD 4,President,,Jo Jorgensen,LBT,4,2,1,7
Chenango,CITY OF NORWICH WARD 5,President,,Jo Jorgensen,LBT,2,0,0,2
Chenango,CITY OF NORWICH WARD 6,President,,Jo Jorgensen,LBT,3,0,1,4
Chenango,AFTON 1,President,,Jo Jorgensen,LBT,18,1,3,22
Chenango,BAINBRIDGE 1,President,,Jo Jorgensen,LBT,17,2,4,23
Chenango,COLUMBUS 1,President,,Jo Jorgensen,LBT,2,0,1,3
Chenango,COVENTRY 1,President,,Jo Jorgensen,LBT,7,0,2,9
Chenango,GERMAN 1,President,,Jo Jorgensen,LBT,0,0,0,0
Chenango,GREENE 1,President,,Jo Jorgensen,LBT,15,2,6,23
Chenango,GREENE 2,President,,Jo Jorgensen,LBT,7,0,5,12
Chenango,GUILFORD 1,President,,Jo Jorgensen,LBT,26,1,3,30
Chenango,LINCKLAEN 1,President,,Jo Jorgensen,LBT,1,0,0,1
Chenango,MCDONOUGH 1,President,,Jo Jorgensen,LBT,1,0,2,3
Chenango,NEW BERLIN 1,President,,Jo Jorgensen,LBT,6,3,6,15
Chenango,NORTH NORWICH 1,President,,Jo Jorgensen,LBT,10,1,4,15
Chenango,NORWICH TOWN 1,President,,Jo Jorgensen,LBT,5,8,0,13
Chenango,NORWICH TOWN 2,President,,Jo Jorgensen,LBT,12,3,4,19
Chenango,OTSELIC 1,President,,Jo Jorgensen,LBT,4,0,0,4
Chenango,OXFORD 1,President,,Jo Jorgensen,LBT,10,1,2,13
Chenango,OXFORD 2,President,,Jo Jorgensen,LBT,9,0,5,14
Chenango,PHARSALIA 1,President,,Jo Jorgensen,LBT,2,0,0,2
Chenango,PITCHER 1,President,,Jo Jorgensen,LBT,1,0,0,1
Chenango,PLYMOUTH 1,President,,Jo Jorgensen,LBT,5,1,0,6
Chenango,PRESTON 1,President,,Jo Jorgensen,LBT,5,0,3,8
Chenango,SHERBURNE 1,President,,Jo Jorgensen,LBT,13,1,0,14
Chenango,SHERBURNE 2,President,,Jo Jorgensen,LBT,7,1,0,8
Chenango,SMITHVILLE 1,President,,Jo Jorgensen,LBT,3,1,0,4
Chenango,SMYRNA 1,President,,Jo Jorgensen,LBT,4,1,0,5
Chenango,Unscanned Ballots,President,,Jo Jorgensen,LBT,0,0,0,0
Chenango,Military/FED/UOCAVA,President,,Jo Jorgensen,LBT,0,0,4,4
Chenango,CITY OF NORWICH WARD 1,President,,Write-ins,,1,1,4,6
Chenango,CITY OF NORWICH WARD 2,President,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 3,President,,Write-ins,,1,0,1,2
Chenango,CITY OF NORWICH WARD 4,President,,Write-ins,,0,0,1,1
Chenango,CITY OF NORWICH WARD 5,President,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 6,President,,Write-ins,,0,0,0,0
Chenango,AFTON 1,President,,Write-ins,,3,0,1,4
Chenango,BAINBRIDGE 1,President,,Write-ins,,0,0,0,0
Chenango,COLUMBUS 1,President,,Write-ins,,0,1,1,2
Chenango,COVENTRY 1,President,,Write-ins,,1,0,0,1
Chenango,GERMAN 1,President,,Write-ins,,1,0,0,1
Chenango,GREENE 1,President,,Write-ins,,2,0,1,3
Chenango,GREENE 2,President,,Write-ins,,2,0,0,2
Chenango,GUILFORD 1,President,,Write-ins,,4,0,0,4
Chenango,LINCKLAEN 1,President,,Write-ins,,0,0,0,0
Chenango,MCDONOUGH 1,President,,Write-ins,,0,0,0,0
Chenango,NEW BERLIN 1,President,,Write-ins,,3,0,1,4
Chenango,NORTH NORWICH 1,President,,Write-ins,,1,1,0,2
Chenango,NORWICH TOWN 1,President,,Write-ins,,0,3,0,3
Chenango,NORWICH TOWN 2,President,,Write-ins,,0,0,2,2
Chenango,OTSELIC 1,President,,Write-ins,,2,0,0,2
Chenango,OXFORD 1,President,,Write-ins,,0,0,1,1
Chenango,OXFORD 2,President,,Write-ins,,2,0,0,2
Chenango,PHARSALIA 1,President,,Write-ins,,0,0,0,0
Chenango,PITCHER 1,President,,Write-ins,,0,0,0,0
Chenango,PLYMOUTH 1,President,,Write-ins,,0,0,0,0
Chenango,PRESTON 1,President,,Write-ins,,0,0,0,0
Chenango,SHERBURNE 1,President,,Write-ins,,2,0,0,2
Chenango,SHERBURNE 2,President,,Write-ins,,3,0,2,5
Chenango,SMITHVILLE 1,President,,Write-ins,,0,0,0,0
Chenango,SMYRNA 1,President,,Write-ins,,2,0,0,2
Chenango,Unscanned Ballots,President,,Write-ins,,0,0,0,0
Chenango,Military/FED/UOCAVA,President,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 1,President,,Void,,0,0,1,1
Chenango,CITY OF NORWICH WARD 2,President,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 3,President,,Void,,0,0,2,2
Chenango,CITY OF NORWICH WARD 4,President,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 5,President,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 6,President,,Void,,0,0,1,1
Chenango,AFTON 1,President,,Void,,0,0,0,0
Chenango,BAINBRIDGE 1,President,,Void,,0,0,0,0
Chenango,COLUMBUS 1,President,,Void,,1,0,0,1
Chenango,COVENTRY 1,President,,Void,,0,0,0,0
Chenango,GERMAN 1,President,,Void,,0,0,0,0
Chenango,GREENE 1,President,,Void,,0,0,1,1
Chenango,GREENE 2,President,,Void,,0,0,0,0
Chenango,GUILFORD 1,President,,Void,,2,0,2,4
Chenango,LINCKLAEN 1,President,,Void,,0,0,0,0
Chenango,MCDONOUGH 1,President,,Void,,0,0,0,0
Chenango,NEW BERLIN 1,President,,Void,,0,0,0,0
Chenango,NORTH NORWICH 1,President,,Void,,0,0,0,0
Chenango,NORWICH TOWN 1,President,,Void,,0,1,0,1
Chenango,NORWICH TOWN 2,President,,Void,,0,0,0,0
Chenango,OTSELIC 1,President,,Void,,1,0,1,2
Chenango,OXFORD 1,President,,Void,,1,0,0,1
Chenango,OXFORD 2,President,,Void,,0,0,0,0
Chenango,PHARSALIA 1,President,,Void,,0,0,0,0
Chenango,PITCHER 1,President,,Void,,0,0,0,0
Chenango,PLYMOUTH 1,President,,Void,,1,0,0,1
Chenango,PRESTON 1,President,,Void,,0,0,2,2
Chenango,SHERBURNE 1,President,,Void,,0,1,0,1
Chenango,SHERBURNE 2,President,,Void,,0,0,1,1
Chenango,SMITHVILLE 1,President,,Void,,0,0,3,3
Chenango,SMYRNA 1,President,,Void,,0,0,0,0
Chenango,Unscanned Ballots,President,,Void,,1,0,0,1
Chenango,Military/FED/UOCAVA,President,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 1,President,,Blanks,,0,0,1,1
Chenango,CITY OF NORWICH WARD 2,President,,Blanks,,1,0,1,2
Chenango,CITY OF NORWICH WARD 3,President,,Blanks,,1,1,0,2
Chenango,CITY OF NORWICH WARD 4,President,,Blanks,,1,1,0,2
Chenango,CITY OF NORWICH WARD 5,President,,Blanks,,0,0,0,0
Chenango,CITY OF NORWICH WARD 6,President,,Blanks,,2,0,0,2
Chenango,AFTON 1,President,,Blanks,,2,0,2,4
Chenango,BAINBRIDGE 1,President,,Blanks,,2,0,2,4
Chenango,COLUMBUS 1,President,,Blanks,,0,0,1,1
Chenango,COVENTRY 1,President,,Blanks,,1,0,4,5
Chenango,GERMAN 1,President,,Blanks,,0,0,0,0
Chenango,GREENE 1,President,,Blanks,,1,0,2,3
Chenango,GREENE 2,President,,Blanks,,0,0,1,1
Chenango,GUILFORD 1,President,,Blanks,,3,0,2,5
Chenango,LINCKLAEN 1,President,,Blanks,,0,0,0,0
Chenango,MCDONOUGH 1,President,,Blanks,,1,0,0,1
Chenango,NEW BERLIN 1,President,,Blanks,,2,0,4,6
Chenango,NORTH NORWICH 1,President,,Blanks,,1,0,1,2
Chenango,NORWICH TOWN 1,President,,Blanks,,2,0,4,6
Chenango,NORWICH TOWN 2,President,,Blanks,,1,1,2,4
Chenango,OTSELIC 1,President,,Blanks,,1,0,0,1
Chenango,OXFORD 1,President,,Blanks,,3,1,2,6
Chenango,OXFORD 2,President,,Blanks,,1,0,1,2
Chenango,PHARSALIA 1,President,,Blanks,,0,0,1,1
Chenango,PITCHER 1,President,,Blanks,,0,0,0,0
Chenango,PLYMOUTH 1,President,,Blanks,,2,0,0,2
Chenango,PRESTON 1,President,,Blanks,,0,0,1,1
Chenango,SHERBURNE 1,President,,Blanks,,0,0,1,1
Chenango,SHERBURNE 2,President,,Blanks,,1,0,1,2
Chenango,SMITHVILLE 1,President,,Blanks,,2,0,0,2
Chenango,SMYRNA 1,President,,Blanks,,3,0,0,3
Chenango,Unscanned Ballots,President,,Blanks,,0,0,0,0
Chenango,Military/FED/UOCAVA,President,,Blanks,,0,0,72,72
Chenango,CITY OF NORWICH WARD 1,U.S. House,22,Anthony J. Brindisi,DEM,85,111,103,299
Chenango,CITY OF NORWICH WARD 2,U.S. House,22,Anthony J. Brindisi,DEM,85,73,92,250
Chenango,CITY OF NORWICH WARD 3,U.S. House,22,Anthony J. Brindisi,DEM,85,122,122,329
Chenango,CITY OF NORWICH WARD 4,U.S. House,22,Anthony J. Brindisi,DEM,56,31,56,143
Chenango,CITY OF NORWICH WARD 5,U.S. House,22,Anthony J. Brindisi,DEM,52,50,60,162
Chenango,CITY OF NORWICH WARD 6,U.S. House,22,Anthony J. Brindisi,DEM,65,71,81,217
Chenango,AFTON 1,U.S. House,22,Anthony J. Brindisi,DEM,224,46,144,414
Chenango,BAINBRIDGE 1,U.S. House,22,Anthony J. Brindisi,DEM,243,73,218,534
Chenango,COLUMBUS 1,U.S. House,22,Anthony J. Brindisi,DEM,58,9,44,111
Chenango,COVENTRY 1,U.S. House,22,Anthony J. Brindisi,DEM,107,20,78,205
Chenango,GERMAN 1,U.S. House,22,Anthony J. Brindisi,DEM,28,2,21,51
Chenango,GREENE 1,U.S. House,22,Anthony J. Brindisi,DEM,171,119,250,540
Chenango,GREENE 2,U.S. House,22,Anthony J. Brindisi,DEM,175,108,208,491
Chenango,GUILFORD 1,U.S. House,22,Anthony J. Brindisi,DEM,207,100,185,492
Chenango,LINCKLAEN 1,U.S. House,22,Anthony J. Brindisi,DEM,50,0,8,58
Chenango,MCDONOUGH 1,U.S. House,22,Anthony J. Brindisi,DEM,77,10,44,131
Chenango,NEW BERLIN 1,U.S. House,22,Anthony J. Brindisi,DEM,167,53,176,396
Chenango,NORTH NORWICH 1,U.S. House,22,Anthony J. Brindisi,DEM,140,74,72,286
Chenango,NORWICH TOWN 1,U.S. House,22,Anthony J. Brindisi,DEM,88,129,136,353
Chenango,NORWICH TOWN 2,U.S. House,22,Anthony J. Brindisi,DEM,105,122,130,357
Chenango,OTSELIC 1,U.S. House,22,Anthony J. Brindisi,DEM,86,9,30,125
Chenango,OXFORD 1,U.S. House,22,Anthony J. Brindisi,DEM,137,86,136,359
Chenango,OXFORD 2,U.S. House,22,Anthony J. Brindisi,DEM,141,75,96,312
Chenango,PHARSALIA 1,U.S. House,22,Anthony J. Brindisi,DEM,55,6,22,83
Chenango,PITCHER 1,U.S. House,22,Anthony J. Brindisi,DEM,55,1,28,84
Chenango,PLYMOUTH 1,U.S. House,22,Anthony J. Brindisi,DEM,125,46,71,242
Chenango,PRESTON 1,U.S. House,22,Anthony J. Brindisi,DEM,101,30,52,183
Chenango,SHERBURNE 1,U.S. House,22,Anthony J. Brindisi,DEM,165,44,113,322
Chenango,SHERBURNE 2,U.S. House,22,Anthony J. Brindisi,DEM,157,63,110,330
Chenango,SMITHVILLE 1,U.S. House,22,Anthony J. Brindisi,DEM,114,32,62,208
Chenango,SMYRNA 1,U.S. House,22,Anthony J. Brindisi,DEM,105,19,36,160
Chenango,Unscanned,U.S. House,22,Anthony J. Brindisi,DEM,38,0,0,38
