county,precinct,office,district,party,candidate,early_voting,election_day,absentee,votes
Cortland,Homer-4,President,,DEM,Joseph R. Biden,0,18,51,69
Cortland,Homer-5,President,,DEM,Joseph R. Biden,2,26,78,106
Cortland,Cortlandville-1,President,,DEM,Joseph R. Biden,2,18,96,116
Cortland,Cortlandville-2,President,,DEM,Joseph R. Biden,3,15,66,84
Cortland,Cortlandville-3,President,,DEM,Joseph R. Biden,2,9,39,50
Cortland,Cortlandville-4,President,,DEM,Joseph R. Biden,0,9,23,32
Cortland,Cortlandville-5,President,,DEM,Joseph R. Biden,0,9,28,37
Cortland,Cortlandville-6,President,,DEM,Joseph R. Biden,7,25,65,97
Cortland,Harford,President,,DEM,Joseph R. Biden,0,10,15,25
Cortland,Virgil-1,President,,DEM,Joseph R. Biden,2,6,32,40
Cortland,Virgil-2,President,,DEM,Joseph R. Biden,2,14,67,83
Cortland,Lapeer,President,,DEM,Joseph R. Biden,1,10,11,22
Cortland,Marathon-1,President,,DEM,Joseph R. Biden,0,9,32,41
Cortland,Marathon-2,President,,DEM,Joseph R. Biden,0,5,20,25
Cortland,Cuyler,President,,DEM,Joseph R. Biden,0,5,11,16
Cortland,Solon,President,,DEM,Joseph R. Biden,1,5,17,23
Cortland,Truxton,President,,DEM,Joseph R. Biden,0,16,24,40
Cortland,Cincinnatus,President,,DEM,Joseph R. Biden,0,8,14,22
Cortland,Freetown,President,,DEM,Joseph R. Biden,1,7,13,21
Cortland,Taylor,President,,DEM,Joseph R. Biden,0,4,4,8
Cortland,Willet,President,,DEM,Joseph R. Biden,0,4,4,8
Cortland,Cortland Ward 1 ED 1,President,,DEM,Tulsi Gabbard,0,0,1,1
Cortland,Cortland Ward 1 ED 3,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 2 ED 3,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 3 ED 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 2 ED 1,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 3 ED 3,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 5 ED 1,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 3 ED 1,President,,DEM,Tulsi Gabbard,1,0,0,1
Cortland,Cortland Ward 3 ED 4,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 4 ED 1,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 5 ED 3,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 4 ED 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 4 ED 3,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,DEM,Tulsi Gabbard,0,1,0,1
Cortland,Cortland Ward 5 ED 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 7 ED 3,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 7 ED 1,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 8 ED 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 1 ED 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 6 ED 1,President,,DEM,Tulsi Gabbard,0,0,1,1
Cortland,Cortland Ward 7 ED 2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Preble,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Scott,President,,DEM,Tulsi Gabbard,0,0,1,1
Cortland,Homer-1,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Homer-2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Homer-3,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Homer-4,President,,DEM,Tulsi Gabbard,0,1,0,1
Cortland,Homer-5,President,,DEM,Tulsi Gabbard,0,1,0,1
Cortland,Cortlandville-1,President,,DEM,Tulsi Gabbard,0,0,1,1
Cortland,Cortlandville-2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortlandville-3,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortlandville-4,President,,DEM,Tulsi Gabbard,0,1,0,1
Cortland,Cortlandville-5,President,,DEM,Tulsi Gabbard,0,1,0,1
Cortland,Cortlandville-6,President,,DEM,Tulsi Gabbard,0,1,0,1
Cortland,Harford,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Virgil-1,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Virgil-2,President,,DEM,Tulsi Gabbard,0,0,1,1
Cortland,Lapeer,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Marathon-1,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Marathon-2,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cuyler,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Solon,President,,DEM,Tulsi Gabbard,0,0,3,3
Cortland,Truxton,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cincinnatus,President,,DEM,Tulsi Gabbard,0,0,1,1
Cortland,Freetown,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Taylor,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Willet,President,,DEM,Tulsi Gabbard,0,0,0,0
Cortland,Cortland Ward 1 ED 1,President,,DEM,Bernie Sanders,0,7,11,18
Cortland,Cortland Ward 1 ED 3,President,,DEM,Bernie Sanders,1,0,7,8
Cortland,Cortland Ward 2 ED 3,President,,DEM,Bernie Sanders,0,7,2,9
Cortland,Cortland Ward 3 ED 2,President,,DEM,Bernie Sanders,0,0,4,4
Cortland,Cortland Ward 2 ED 1,President,,DEM,Bernie Sanders,0,6,15,21
Cortland,Cortland Ward 3 ED 3,President,,DEM,Bernie Sanders,0,1,3,4
Cortland,Cortland Ward 5 ED 1,President,,DEM,Bernie Sanders,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,DEM,Bernie Sanders,0,4,2,6
Cortland,Cortland Ward 3 ED 1,President,,DEM,Bernie Sanders,1,4,6,11
Cortland,Cortland Ward 3 ED 4,President,,DEM,Bernie Sanders,0,1,2,3
Cortland,Cortland Ward 4 ED 1,President,,DEM,Bernie Sanders,0,0,9,9
Cortland,Cortland Ward 5 ED 3,President,,DEM,Bernie Sanders,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,DEM,Bernie Sanders,0,2,4,6
Cortland,Cortland Ward 4 ED 2,President,,DEM,Bernie Sanders,0,1,1,2
Cortland,Cortland Ward 4 ED 3,President,,DEM,Bernie Sanders,0,0,1,1
Cortland,Cortland Ward 5 ED 4,President,,DEM,Bernie Sanders,0,7,4,11
Cortland,Cortland Ward 5 ED 2,President,,DEM,Bernie Sanders,1,10,3,14
Cortland,Cortland Ward 7 ED 3,President,,DEM,Bernie Sanders,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,DEM,Bernie Sanders,2,7,11,20
Cortland,Cortland Ward 7 ED 1,President,,DEM,Bernie Sanders,0,12,11,23
Cortland,Cortland Ward 8 ED 2,President,,DEM,Bernie Sanders,0,0,3,3
Cortland,Cortland Ward 1 ED 2,President,,DEM,Bernie Sanders,0,1,0,1
Cortland,Cortland Ward 2 ED 2,President,,DEM,Bernie Sanders,0,4,5,9
Cortland,Cortland Ward 6 ED 1,President,,DEM,Bernie Sanders,0,10,16,26
Cortland,Cortland Ward 7 ED 2,President,,DEM,Bernie Sanders,0,1,0,1
Cortland,Preble,President,,DEM,Bernie Sanders,0,6,10,16
Cortland,Scott,President,,DEM,Bernie Sanders,0,3,5,8
Cortland,Homer-1,President,,DEM,Bernie Sanders,1,0,4,5
Cortland,Homer-2,President,,DEM,Bernie Sanders,0,7,7,14
Cortland,Homer-3,President,,DEM,Bernie Sanders,0,3,8,11
Cortland,Homer-4,President,,DEM,Bernie Sanders,2,5,14,21
Cortland,Homer-5,President,,DEM,Bernie Sanders,0,4,22,26
Cortland,Cortlandville-1,President,,DEM,Bernie Sanders,1,4,8,13
Cortland,Cortlandville-2,President,,DEM,Bernie Sanders,0,3,8,11
Cortland,Cortlandville-3,President,,DEM,Bernie Sanders,0,4,4,8
Cortland,Cortlandville-4,President,,DEM,Bernie Sanders,0,11,3,14
Cortland,Cortlandville-5,President,,DEM,Bernie Sanders,0,5,4,9
Cortland,Cortlandville-6,President,,DEM,Bernie Sanders,0,6,14,20
Cortland,Harford,President,,DEM,Bernie Sanders,0,2,6,8
Cortland,Virgil-1,President,,DEM,Bernie Sanders,1,6,7,14
Cortland,Virgil-2,President,,DEM,Bernie Sanders,0,7,7,14
Cortland,Lapeer,President,,DEM,Bernie Sanders,0,1,2,3
Cortland,Marathon-1,President,,DEM,Bernie Sanders,0,2,2,4
Cortland,Marathon-2,President,,DEM,Bernie Sanders,0,4,4,8
Cortland,Cuyler,President,,DEM,Bernie Sanders,0,4,3,7
Cortland,Solon,President,,DEM,Bernie Sanders,0,2,7,9
Cortland,Truxton,President,,DEM,Bernie Sanders,0,4,12,16
Cortland,Cincinnatus,President,,DEM,Bernie Sanders,0,1,1,2
Cortland,Freetown,President,,DEM,Bernie Sanders,0,2,3,5
Cortland,Taylor,President,,DEM,Bernie Sanders,0,0,2,2
Cortland,Willet,President,,DEM,Bernie Sanders,0,0,1,1
Cortland,Cortland Ward 1 ED 1,President,,DEM,Michael R. Bloomberg,0,1,0,1
Cortland,Cortland Ward 1 ED 3,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 2 ED 3,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 3 ED 2,President,,DEM,Michael R. Bloomberg,0,1,0,1
Cortland,Cortland Ward 2 ED 1,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 3 ED 3,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 5 ED 1,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 3 ED 1,President,,DEM,Michael R. Bloomberg,0,0,1,1
Cortland,Cortland Ward 3 ED 4,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 4 ED 1,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 5 ED 3,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 4 ED 2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 4 ED 3,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 5 ED 2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 7 ED 3,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,DEM,Michael R. Bloomberg,0,1,1,2
Cortland,Cortland Ward 7 ED 1,President,,DEM,Michael R. Bloomberg,0,1,2,3
Cortland,Cortland Ward 8 ED 2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 1 ED 2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 6 ED 1,President,,DEM,Michael R. Bloomberg,0,1,0,1
Cortland,Cortland Ward 7 ED 2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Preble,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Scott,President,,DEM,Michael R. Bloomberg,0,1,0,1
Cortland,Homer-1,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Homer-2,President,,DEM,Michael R. Bloomberg,0,1,0,1
Cortland,Homer-3,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Homer-4,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Homer-5,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortlandville-1,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortlandville-2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortlandville-3,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortlandville-4,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortlandville-5,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortlandville-6,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Harford,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Virgil-1,President,,DEM,Michael R. Bloomberg,0,1,0,1
Cortland,Virgil-2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Lapeer,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Marathon-1,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Marathon-2,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cuyler,President,,DEM,Michael R. Bloomberg,0,1,0,1
Cortland,Solon,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Truxton,President,,DEM,Michael R. Bloomberg,0,0,1,1
Cortland,Cincinnatus,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Freetown,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Taylor,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Willet,President,,DEM,Michael R. Bloomberg,0,0,0,0
Cortland,Cortland Ward 1 ED 1,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 1 ED 3,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 2 ED 3,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 3 ED 2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 2 ED 1,President,,DEM,Tom Steyer,0,0,1,1
Cortland,Cortland Ward 3 ED 3,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 5 ED 1,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 3 ED 1,President,,DEM,Tom Steyer,0,1,0,1
Cortland,Cortland Ward 3 ED 4,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 4 ED 1,President,,DEM,Tom Steyer,0,0,1,1
Cortland,Cortland Ward 5 ED 3,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 4 ED 2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 4 ED 3,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 5 ED 2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 7 ED 3,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 7 ED 1,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 8 ED 2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 1 ED 2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortland Ward 6 ED 1,President,,DEM,Tom Steyer,0,0,1,1
Cortland,Cortland Ward 7 ED 2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Preble,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Scott,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Homer-1,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Homer-2,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Homer-3,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Homer-4,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Homer-5,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortlandville-1,President,,DEM,Tom Steyer,0,0,0,0
Cortland,Cortlandville-2,President,,DEM,Tom Steyer,0,0,0,0
