county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting,affidavit
Yates,Jerusalem 2,Comptroller,,Paul Rodriguez,CON,32,26,5,1,0
Yates,Jerusalem 3,Comptroller,,Paul Rodriguez,CON,46,38,3,5,0
Yates,Jerusalem 4,Comptroller,,Paul Rodriguez,CON,22,18,0,4,0
Yates,Middlesex 1,Comptroller,,Paul Rodriguez,CON,65,64,0,1,0
Yates,Milo 2,Comptroller,,Paul Rodriguez,CON,29,22,0,7,0
Yates,Milo 3,Comptroller,,Paul Rodriguez,CON,26,20,2,4,0
Yates,Milo 4,Comptroller,,Paul Rodriguez,CON,22,19,2,1,0
Yates,Milo 5,Comptroller,,Paul Rodriguez,CON,29,27,1,1,0
Yates,Milo 6,Comptroller,,Paul Rodriguez,CON,42,27,7,8,0
Yates,Potter 1,Comptroller,,Paul Rodriguez,CON,42,37,1,1,3
Yates,Starkey 1,Comptroller,,Paul Rodriguez,CON,25,22,1,2,0
Yates,Starkey 2,Comptroller,,Paul Rodriguez,CON,16,15,1,0,0
Yates,Torrey 1,Comptroller,,Paul Rodriguez,CON,28,23,3,2,0
Yates,Barrington 1,Comptroller,,Thomas P. DiNapoli,WOR,11,9,0,2,0
Yates,Benton 1,Comptroller,,Thomas P. DiNapoli,WOR,12,9,1,2,0
Yates,Benton 2,Comptroller,,Thomas P. DiNapoli,WOR,14,10,2,2,0
Yates,Italy 1,Comptroller,,Thomas P. DiNapoli,WOR,18,15,1,1,1
Yates,Jerusalem 1,Comptroller,,Thomas P. DiNapoli,WOR,9,7,0,2,0
Yates,Jerusalem 2,Comptroller,,Thomas P. DiNapoli,WOR,12,5,2,5,0
Yates,Jerusalem 3,Comptroller,,Thomas P. DiNapoli,WOR,23,16,1,5,1
Yates,Jerusalem 4,Comptroller,,Thomas P. DiNapoli,WOR,7,7,0,0,0
Yates,Middlesex 1,Comptroller,,Thomas P. DiNapoli,WOR,29,21,3,4,1
Yates,Milo 2,Comptroller,,Thomas P. DiNapoli,WOR,19,11,2,5,1
Yates,Milo 3,Comptroller,,Thomas P. DiNapoli,WOR,14,6,3,5,0
Yates,Milo 4,Comptroller,,Thomas P. DiNapoli,WOR,7,5,0,2,0
Yates,Milo 5,Comptroller,,Thomas P. DiNapoli,WOR,21,16,0,5,0
Yates,Milo 6,Comptroller,,Thomas P. DiNapoli,WOR,20,12,3,5,0
Yates,Potter 1,Comptroller,,Thomas P. DiNapoli,WOR,20,16,3,1,0
Yates,Starkey 1,Comptroller,,Thomas P. DiNapoli,WOR,19,13,2,4,0
Yates,Starkey 2,Comptroller,,Thomas P. DiNapoli,WOR,21,19,1,1,0
Yates,Torrey 1,Comptroller,,Thomas P. DiNapoli,WOR,16,12,1,3,0
Yates,Barrington 1,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Benton 1,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Benton 2,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Italy 1,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 1,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 2,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 3,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 4,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Middlesex 1,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Milo 2,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Milo 3,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Milo 4,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Milo 5,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Milo 6,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Potter 1,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Starkey 1,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Starkey 2,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Torrey 1,Comptroller,,Write-ins,,0,0,0,0,0
Yates,Barrington 1,Comptroller,,Under Votes,,24,20,3,1,0
Yates,Benton 1,Comptroller,,Under Votes,,8,8,0,0,0
Yates,Benton 2,Comptroller,,Under Votes,,15,10,2,3,0
Yates,Italy 1,Comptroller,,Under Votes,,16,15,1,0,0
Yates,Jerusalem 1,Comptroller,,Under Votes,,7,6,0,1,0
Yates,Jerusalem 2,Comptroller,,Under Votes,,12,9,1,2,0
Yates,Jerusalem 3,Comptroller,,Under Votes,,7,5,1,1,0
Yates,Jerusalem 4,Comptroller,,Under Votes,,6,6,0,0,0
Yates,Middlesex 1,Comptroller,,Under Votes,,12,11,1,0,0
Yates,Milo 2,Comptroller,,Under Votes,,19,13,2,4,0
Yates,Milo 3,Comptroller,,Under Votes,,18,9,1,8,0
Yates,Milo 4,Comptroller,,Under Votes,,12,12,0,0,0
Yates,Milo 5,Comptroller,,Under Votes,,16,8,3,5,0
Yates,Milo 6,Comptroller,,Under Votes,,18,17,1,0,0
Yates,Potter 1,Comptroller,,Under Votes,,9,8,0,1,0
Yates,Starkey 1,Comptroller,,Under Votes,,13,9,1,3,0
Yates,Starkey 2,Comptroller,,Under Votes,,12,12,0,0,0
Yates,Torrey 1,Comptroller,,Under Votes,,12,10,0,1,1
Yates,Barrington 1,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Benton 1,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Benton 2,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Italy 1,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 1,Comptroller,,Over Votes,,1,0,1,0,0
Yates,Jerusalem 2,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 3,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 4,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Middlesex 1,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Milo 2,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Milo 3,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Milo 4,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Milo 5,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Milo 6,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Potter 1,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Starkey 1,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Starkey 2,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Torrey 1,Comptroller,,Over Votes,,0,0,0,0,0
Yates,Barrington 1,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Benton 1,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Benton 2,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Italy 1,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 1,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 2,Comptroller,,Unqualified Write-ins,,2,2,0,0,0
Yates,Jerusalem 3,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 4,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Middlesex 1,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 2,Comptroller,,Unqualified Write-ins,,1,1,0,0,0
Yates,Milo 3,Comptroller,,Unqualified Write-ins,,1,1,0,0,0
Yates,Milo 4,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 5,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 6,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Potter 1,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Starkey 1,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Starkey 2,Comptroller,,Unqualified Write-ins,,2,2,0,0,0
Yates,Torrey 1,Comptroller,,Unqualified Write-ins,,0,0,0,0,0
Yates,Barrington 1,Attorney General,,Letitia A. James,DEM,166,93,19,54,0
Yates,Benton 1,Attorney General,,Letitia A. James,DEM,98,63,6,28,1
Yates,Benton 2,Attorney General,,Letitia A. James,DEM,144,85,21,38,0
Yates,Italy 1,Attorney General,,Letitia A. James,DEM,138,100,17,19,2
Yates,Jerusalem 1,Attorney General,,Letitia A. James,DEM,217,111,30,76,0
Yates,Jerusalem 2,Attorney General,,Letitia A. James,DEM,159,88,18,50,3
Yates,Jerusalem 3,Attorney General,,Letitia A. James,DEM,131,83,11,34,3
Yates,Jerusalem 4,Attorney General,,Letitia A. James,DEM,164,90,10,63,1
Yates,Middlesex 1,Attorney General,,Letitia A. James,DEM,161,134,14,11,2
Yates,Milo 2,Attorney General,,Letitia A. James,DEM,191,92,24,74,1
Yates,Milo 3,Attorney General,,Letitia A. James,DEM,134,59,17,56,2
Yates,Milo 4,Attorney General,,Letitia A. James,DEM,91,68,7,15,1
Yates,Milo 5,Attorney General,,Letitia A. James,DEM,167,81,19,66,1
Yates,Milo 6,Attorney General,,Letitia A. James,DEM,192,78,34,78,2
Yates,Potter 1,Attorney General,,Letitia A. James,DEM,104,79,9,15,1
Yates,Starkey 1,Attorney General,,Letitia A. James,DEM,128,91,13,24,0
Yates,Starkey 2,Attorney General,,Letitia A. James,DEM,172,117,26,28,1
Yates,Torrey 1,Attorney General,,Letitia A. James,DEM,164,110,13,40,1
Yates,Barrington 1,Attorney General,,Michael Henry,REP,293,244,16,27,6
Yates,Benton 1,Attorney General,,Michael Henry,REP,231,202,8,20,1
Yates,Benton 2,Attorney General,,Michael Henry,REP,272,237,14,19,2
Yates,Italy 1,Attorney General,,Michael Henry,REP,266,245,11,8,2
Yates,Jerusalem 1,Attorney General,,Michael Henry,REP,244,203,8,31,2
Yates,Jerusalem 2,Attorney General,,Michael Henry,REP,216,186,14,16,0
Yates,Jerusalem 3,Attorney General,,Michael Henry,REP,210,180,11,18,1
Yates,Jerusalem 4,Attorney General,,Michael Henry,REP,218,151,19,45,3
Yates,Middlesex 1,Attorney General,,Michael Henry,REP,338,316,9,12,1
Yates,Milo 2,Attorney General,,Michael Henry,REP,254,194,16,39,5
Yates,Milo 3,Attorney General,,Michael Henry,REP,175,127,16,30,2
Yates,Milo 4,Attorney General,,Michael Henry,REP,175,153,5,15,2
Yates,Milo 5,Attorney General,,Michael Henry,REP,233,180,10,41,2
Yates,Milo 6,Attorney General,,Michael Henry,REP,278,172,25,79,2
Yates,Potter 1,Attorney General,,Michael Henry,REP,344,320,10,8,6
Yates,Starkey 1,Attorney General,,Michael Henry,REP,287,251,16,16,4
Yates,Starkey 2,Attorney General,,Michael Henry,REP,277,248,6,20,3
Yates,Torrey 1,Attorney General,,Michael Henry,REP,234,203,18,11,2
Yates,Barrington 1,Attorney General,,Michael Henry,CON,27,23,1,2,1
Yates,Benton 1,Attorney General,,Michael Henry,CON,30,28,1,0,1
Yates,Benton 2,Attorney General,,Michael Henry,CON,36,25,2,9,0
Yates,Italy 1,Attorney General,,Michael Henry,CON,47,44,2,1,0
Yates,Jerusalem 1,Attorney General,,Michael Henry,CON,36,21,6,8,1
Yates,Jerusalem 2,Attorney General,,Michael Henry,CON,31,24,5,2,0
Yates,Jerusalem 3,Attorney General,,Michael Henry,CON,51,40,3,7,1
Yates,Jerusalem 4,Attorney General,,Michael Henry,CON,24,19,0,5,0
Yates,Middlesex 1,Attorney General,,Michael Henry,CON,67,65,0,2,0
Yates,Milo 2,Attorney General,,Michael Henry,CON,30,23,0,7,0
Yates,Milo 3,Attorney General,,Michael Henry,CON,27,21,2,4,0
Yates,Milo 4,Attorney General,,Michael Henry,CON,21,18,2,1,0
Yates,Milo 5,Attorney General,,Michael Henry,CON,30,25,2,3,0
Yates,Milo 6,Attorney General,,Michael Henry,CON,45,28,7,10,0
Yates,Potter 1,Attorney General,,Michael Henry,CON,47,42,1,1,3
Yates,Starkey 1,Attorney General,,Michael Henry,CON,28,25,1,2,0
Yates,Starkey 2,Attorney General,,Michael Henry,CON,16,16,0,0,0
Yates,Torrey 1,Attorney General,,Michael Henry,CON,29,24,3,2,0
Yates,Barrington 1,Attorney General,,Letitia A. James,WOR,10,8,0,2,0
Yates,Benton 1,Attorney General,,Letitia A. James,WOR,9,8,0,1,0
Yates,Benton 2,Attorney General,,Letitia A. James,WOR,10,7,2,1,0
Yates,Italy 1,Attorney General,,Letitia A. James,WOR,17,14,1,1,1
Yates,Jerusalem 1,Attorney General,,Letitia A. James,WOR,7,5,0,2,0
Yates,Jerusalem 2,Attorney General,,Letitia A. James,WOR,9,2,2,5,0
Yates,Jerusalem 3,Attorney General,,Letitia A. James,WOR,17,13,0,4,0
Yates,Jerusalem 4,Attorney General,,Letitia A. James,WOR,6,6,0,0,0
Yates,Middlesex 1,Attorney General,,Letitia A. James,WOR,22,16,3,3,0
Yates,Milo 2,Attorney General,,Letitia A. James,WOR,20,13,2,5,0
Yates,Milo 3,Attorney General,,Letitia A. James,WOR,16,8,4,4,0
Yates,Milo 4,Attorney General,,Letitia A. James,WOR,7,5,0,2,0
Yates,Milo 5,Attorney General,,Letitia A. James,WOR,16,12,0,4,0
Yates,Milo 6,Attorney General,,Letitia A. James,WOR,16,10,3,3,0
Yates,Potter 1,Attorney General,,Letitia A. James,WOR,8,5,3,0,0
Yates,Starkey 1,Attorney General,,Letitia A. James,WOR,14,8,2,4,0
Yates,Starkey 2,Attorney General,,Letitia A. James,WOR,12,10,1,1,0
Yates,Torrey 1,Attorney General,,Letitia A. James,WOR,12,8,1,3,0
Yates,Barrington 1,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Benton 1,Attorney General,,Write-ins,,0,0,0,0,0
