county,assembly_district,precinct,party,office,district,candidate,votes
Kings,41,9,Democratic,President,,Amy Klobuchar,1
Kings,41,9,Democratic,President,,Joseph R. Biden,42
Kings,41,9,Democratic,President,,Tulsi Gabbard,2
Kings,41,9,Democratic,President,,Bernie Sanders,12
Kings,41,9,Democratic,President,,Michael R. Bloomberg,21
Kings,41,9,Democratic,President,,Tom Steyer,0
Kings,41,9,Democratic,President,,Michael Bennet,1
Kings,41,9,Democratic,President,,Elizabeth Warren,3
Kings,41,9,Democratic,President,,Andrew Yang,2
Kings,41,9,Democratic,President,,Deval Patrick,0
Kings,41,10,Democratic,President,,Public Counter,47
Kings,41,10,Democratic,President,,Manually Counted Emergency,0
Kings,41,10,Democratic,President,,Absentee / Military,20
Kings,41,10,Democratic,President,,Federal,0
Kings,41,10,Democratic,President,,Affidavit,0
Kings,41,10,Democratic,President,,Pete Buttigieg,1
Kings,41,10,Democratic,President,,Amy Klobuchar,3
Kings,41,10,Democratic,President,,Joseph R. Biden,29
Kings,41,10,Democratic,President,,Tulsi Gabbard,0
Kings,41,10,Democratic,President,,Bernie Sanders,6
Kings,41,10,Democratic,President,,Michael R. Bloomberg,11
Kings,41,10,Democratic,President,,Tom Steyer,1
Kings,41,10,Democratic,President,,Michael Bennet,1
Kings,41,10,Democratic,President,,Elizabeth Warren,2
Kings,41,10,Democratic,President,,Andrew Yang,6
Kings,41,10,Democratic,President,,Deval Patrick,0
Kings,41,11,Democratic,President,,Public Counter,35
Kings,41,11,Democratic,President,,Manually Counted Emergency,0
Kings,41,11,Democratic,President,,Absentee / Military,16
Kings,41,11,Democratic,President,,Federal,0
Kings,41,11,Democratic,President,,Affidavit,1
Kings,41,11,Democratic,President,,Pete Buttigieg,1
Kings,41,11,Democratic,President,,Amy Klobuchar,1
Kings,41,11,Democratic,President,,Joseph R. Biden,21
Kings,41,11,Democratic,President,,Tulsi Gabbard,1
Kings,41,11,Democratic,President,,Bernie Sanders,5
Kings,41,11,Democratic,President,,Michael R. Bloomberg,10
Kings,41,11,Democratic,President,,Tom Steyer,0
Kings,41,11,Democratic,President,,Michael Bennet,0
Kings,41,11,Democratic,President,,Elizabeth Warren,0
Kings,41,11,Democratic,President,,Andrew Yang,2
Kings,41,11,Democratic,President,,Deval Patrick,1
Kings,41,12,Democratic,President,,Public Counter,43
Kings,41,12,Democratic,President,,Manually Counted Emergency,0
Kings,41,12,Democratic,President,,Absentee / Military,26
Kings,41,12,Democratic,President,,Federal,1
Kings,41,12,Democratic,President,,Affidavit,0
Kings,41,12,Democratic,President,,Pete Buttigieg,1
Kings,41,12,Democratic,President,,Amy Klobuchar,1
Kings,41,12,Democratic,President,,Joseph R. Biden,22
Kings,41,12,Democratic,President,,Tulsi Gabbard,3
Kings,41,12,Democratic,President,,Bernie Sanders,4
Kings,41,12,Democratic,President,,Michael R. Bloomberg,18
Kings,41,12,Democratic,President,,Tom Steyer,0
Kings,41,12,Democratic,President,,Michael Bennet,0
Kings,41,12,Democratic,President,,Elizabeth Warren,0
Kings,41,12,Democratic,President,,Andrew Yang,9
Kings,41,12,Democratic,President,,Deval Patrick,0
Kings,41,13,Democratic,President,,Public Counter,0
Kings,41,13,Democratic,President,,Manually Counted Emergency,0
Kings,41,13,Democratic,President,,Absentee / Military,0
Kings,41,13,Democratic,President,,Federal,0
Kings,41,13,Democratic,President,,Affidavit,0
Kings,41,14,Democratic,President,,Public Counter,7
Kings,41,14,Democratic,President,,Manually Counted Emergency,0
Kings,41,14,Democratic,President,,Absentee / Military,10
Kings,41,14,Democratic,President,,Federal,0
Kings,41,14,Democratic,President,,Affidavit,0
Kings,41,14,Democratic,President,,Pete Buttigieg,1
Kings,41,14,Democratic,President,,Amy Klobuchar,0
Kings,41,14,Democratic,President,,Joseph R. Biden,16
Kings,41,14,Democratic,President,,Tulsi Gabbard,0
Kings,41,14,Democratic,President,,Bernie Sanders,0
Kings,41,14,Democratic,President,,Michael R. Bloomberg,0
Kings,41,14,Democratic,President,,Tom Steyer,0
Kings,41,14,Democratic,President,,Michael Bennet,0
Kings,41,14,Democratic,President,,Elizabeth Warren,0
Kings,41,14,Democratic,President,,Andrew Yang,0
Kings,41,14,Democratic,President,,Deval Patrick,0
Kings,41,15,Democratic,President,,Public Counter,18
Kings,41,15,Democratic,President,,Manually Counted Emergency,0
Kings,41,15,Democratic,President,,Absentee / Military,16
Kings,41,15,Democratic,President,,Federal,0
Kings,41,15,Democratic,President,,Affidavit,0
Kings,41,15,Democratic,President,,Pete Buttigieg,0
Kings,41,15,Democratic,President,,Amy Klobuchar,1
Kings,41,15,Democratic,President,,Joseph R. Biden,16
Kings,41,15,Democratic,President,,Tulsi Gabbard,1
Kings,41,15,Democratic,President,,Bernie Sanders,1
Kings,41,15,Democratic,President,,Michael R. Bloomberg,3
Kings,41,15,Democratic,President,,Tom Steyer,0
Kings,41,15,Democratic,President,,Michael Bennet,0
Kings,41,15,Democratic,President,,Elizabeth Warren,3
Kings,41,15,Democratic,President,,Andrew Yang,1
Kings,41,15,Democratic,President,,Deval Patrick,0
Kings,41,16,Democratic,President,,Public Counter,78
Kings,41,16,Democratic,President,,Manually Counted Emergency,0
Kings,41,16,Democratic,President,,Absentee / Military,36
Kings,41,16,Democratic,President,,Federal,0
Kings,41,16,Democratic,President,,Affidavit,2
Kings,41,16,Democratic,President,,Pete Buttigieg,1
Kings,41,16,Democratic,President,,Amy Klobuchar,1
Kings,41,16,Democratic,President,,Joseph R. Biden,40
Kings,41,16,Democratic,President,,Tulsi Gabbard,4
Kings,41,16,Democratic,President,,Bernie Sanders,13
Kings,41,16,Democratic,President,,Michael R. Bloomberg,26
Kings,41,16,Democratic,President,,Tom Steyer,0
Kings,41,16,Democratic,President,,Michael Bennet,0
Kings,41,16,Democratic,President,,Elizabeth Warren,0
Kings,41,16,Democratic,President,,Andrew Yang,6
Kings,41,16,Democratic,President,,Deval Patrick,3
Kings,41,17,Democratic,President,,Public Counter,78
Kings,41,17,Democratic,President,,Manually Counted Emergency,0
Kings,41,17,Democratic,President,,Absentee / Military,45
Kings,41,17,Democratic,President,,Federal,0
Kings,41,17,Democratic,President,,Affidavit,0
Kings,41,17,Democratic,President,,Pete Buttigieg,5
Kings,41,17,Democratic,President,,Amy Klobuchar,5
Kings,41,17,Democratic,President,,Joseph R. Biden,48
Kings,41,17,Democratic,President,,Tulsi Gabbard,4
Kings,41,17,Democratic,President,,Bernie Sanders,17
Kings,41,17,Democratic,President,,Michael R. Bloomberg,25
Kings,41,17,Democratic,President,,Tom Steyer,0
Kings,41,17,Democratic,President,,Michael Bennet,1
Kings,41,17,Democratic,President,,Elizabeth Warren,3
Kings,41,17,Democratic,President,,Andrew Yang,4
Kings,41,17,Democratic,President,,Deval Patrick,0
Kings,41,18,Democratic,President,,Public Counter,55
Kings,41,18,Democratic,President,,Manually Counted Emergency,0
Kings,41,18,Democratic,President,,Absentee / Military,44
Kings,41,18,Democratic,President,,Federal,0
Kings,41,18,Democratic,President,,Affidavit,0
Kings,41,18,Democratic,President,,Pete Buttigieg,5
Kings,41,18,Democratic,President,,Amy Klobuchar,0
Kings,41,18,Democratic,President,,Joseph R. Biden,40
Kings,41,18,Democratic,President,,Tulsi Gabbard,6
Kings,41,18,Democratic,President,,Bernie Sanders,15
Kings,41,18,Democratic,President,,Michael R. Bloomberg,19
Kings,41,18,Democratic,President,,Tom Steyer,0
Kings,41,18,Democratic,President,,Michael Bennet,0
Kings,41,18,Democratic,President,,Elizabeth Warren,2
Kings,41,18,Democratic,President,,Andrew Yang,1
Kings,41,18,Democratic,President,,Deval Patrick,0
Kings,41,19,Democratic,President,,Public Counter,0
Kings,41,19,Democratic,President,,Manually Counted Emergency,0
Kings,41,19,Democratic,President,,Absentee / Military,0
Kings,41,19,Democratic,President,,Federal,0
Kings,41,19,Democratic,President,,Affidavit,0
Kings,41,20,Democratic,President,,Public Counter,84
Kings,41,20,Democratic,President,,Manually Counted Emergency,0
Kings,41,20,Democratic,President,,Absentee / Military,36
Kings,41,20,Democratic,President,,Federal,0
Kings,41,20,Democratic,President,,Affidavit,0
Kings,41,20,Democratic,President,,Pete Buttigieg,4
Kings,41,20,Democratic,President,,Amy Klobuchar,1
Kings,41,20,Democratic,President,,Joseph R. Biden,73
Kings,41,20,Democratic,President,,Tulsi Gabbard,4
Kings,41,20,Democratic,President,,Bernie Sanders,7
Kings,41,20,Democratic,President,,Michael R. Bloomberg,16
Kings,41,20,Democratic,President,,Tom Steyer,0
Kings,41,20,Democratic,President,,Michael Bennet,2
Kings,41,20,Democratic,President,,Elizabeth Warren,2
Kings,41,20,Democratic,President,,Andrew Yang,3
Kings,41,20,Democratic,President,,Deval Patrick,1
Kings,41,21,Democratic,President,,Public Counter,118
Kings,41,21,Democratic,President,,Manually Counted Emergency,0
Kings,41,21,Democratic,President,,Absentee / Military,49
Kings,41,21,Democratic,President,,Federal,2
Kings,41,21,Democratic,President,,Affidavit,5
Kings,41,21,Democratic,President,,Pete Buttigieg,5
Kings,41,21,Democratic,President,,Amy Klobuchar,0
Kings,41,21,Democratic,President,,Joseph R. Biden,97
Kings,41,21,Democratic,President,,Tulsi Gabbard,7
Kings,41,21,Democratic,President,,Bernie Sanders,20
Kings,41,21,Democratic,President,,Michael R. Bloomberg,19
Kings,41,21,Democratic,President,,Tom Steyer,1
Kings,41,21,Democratic,President,,Michael Bennet,0
Kings,41,21,Democratic,President,,Elizabeth Warren,2
Kings,41,21,Democratic,President,,Andrew Yang,6
Kings,41,21,Democratic,President,,Deval Patrick,0
Kings,41,22,Democratic,President,,Public Counter,20
Kings,41,22,Democratic,President,,Manually Counted Emergency,0
Kings,41,22,Democratic,President,,Absentee / Military,9
Kings,41,22,Democratic,President,,Federal,0
Kings,41,22,Democratic,President,,Affidavit,0
Kings,41,22,Democratic,President,,Pete Buttigieg,0
Kings,41,22,Democratic,President,,Amy Klobuchar,0
Kings,41,22,Democratic,President,,Joseph R. Biden,19
Kings,41,22,Democratic,President,,Tulsi Gabbard,2
Kings,41,22,Democratic,President,,Bernie Sanders,6
Kings,41,22,Democratic,President,,Michael R. Bloomberg,0
Kings,41,22,Democratic,President,,Tom Steyer,0
Kings,41,22,Democratic,President,,Michael Bennet,0
Kings,41,22,Democratic,President,,Elizabeth Warren,0
Kings,41,22,Democratic,President,,Andrew Yang,1
Kings,41,22,Democratic,President,,Deval Patrick,0
Kings,41,23,Democratic,President,,Public Counter,17
Kings,41,23,Democratic,President,,Manually Counted Emergency,0
Kings,41,23,Democratic,President,,Absentee / Military,6
Kings,41,23,Democratic,President,,Federal,0
Kings,41,23,Democratic,President,,Affidavit,0
Kings,41,23,Democratic,President,,Pete Buttigieg,0
Kings,41,23,Democratic,President,,Amy Klobuchar,0
Kings,41,23,Democratic,President,,Joseph R. Biden,21
Kings,41,23,Democratic,President,,Tulsi Gabbard,0
Kings,41,23,Democratic,President,,Bernie Sanders,2
Kings,41,23,Democratic,President,,Michael R. Bloomberg,0
Kings,41,23,Democratic,President,,Tom Steyer,0
Kings,41,23,Democratic,President,,Michael Bennet,0
Kings,41,23,Democratic,President,,Elizabeth Warren,0
Kings,41,23,Democratic,President,,Andrew Yang,0
Kings,41,23,Democratic,President,,Deval Patrick,0
Kings,41,24,Democratic,President,,Public Counter,28
Kings,41,24,Democratic,President,,Manually Counted Emergency,0
Kings,41,24,Democratic,President,,Absentee / Military,5
Kings,41,24,Democratic,President,,Federal,0
Kings,41,24,Democratic,President,,Affidavit,0
Kings,41,24,Democratic,President,,Pete Buttigieg,0
Kings,41,24,Democratic,President,,Amy Klobuchar,0
Kings,41,24,Democratic,President,,Joseph R. Biden,20
Kings,41,24,Democratic,President,,Tulsi Gabbard,0
Kings,41,24,Democratic,President,,Bernie Sanders,3
Kings,41,24,Democratic,President,,Michael R. Bloomberg,6
Kings,41,24,Democratic,President,,Tom Steyer,1
Kings,41,24,Democratic,President,,Michael Bennet,1
Kings,41,24,Democratic,President,,Elizabeth Warren,0
Kings,41,24,Democratic,President,,Andrew Yang,0
Kings,41,24,Democratic,President,,Deval Patrick,0
Kings,41,25,Democratic,President,,Public Counter,15
Kings,41,25,Democratic,President,,Manually Counted Emergency,0
Kings,41,25,Democratic,President,,Absentee / Military,5
Kings,41,25,Democratic,President,,Federal,0
Kings,41,25,Democratic,President,,Affidavit,0
Kings,41,25,Democratic,President,,Pete Buttigieg,0
Kings,41,25,Democratic,President,,Amy Klobuchar,1
Kings,41,25,Democratic,President,,Joseph R. Biden,17
Kings,41,25,Democratic,President,,Tulsi Gabbard,0
Kings,41,25,Democratic,President,,Bernie Sanders,2
Kings,41,25,Democratic,President,,Michael R. Bloomberg,0
Kings,41,25,Democratic,President,,Tom Steyer,0
Kings,41,25,Democratic,President,,Michael Bennet,0
Kings,41,25,Democratic,President,,Elizabeth Warren,0
Kings,41,25,Democratic,President,,Andrew Yang,0
Kings,41,25,Democratic,President,,Deval Patrick,0
Kings,41,26,Democratic,President,,Public Counter,25
Kings,41,26,Democratic,President,,Manually Counted Emergency,0
Kings,41,26,Democratic,President,,Absentee / Military,19
Kings,41,26,Democratic,President,,Federal,0
Kings,41,26,Democratic,President,,Affidavit,0
Kings,41,26,Democratic,President,,Pete Buttigieg,0
Kings,41,26,Democratic,President,,Amy Klobuchar,0
Kings,41,26,Democratic,President,,Joseph R. Biden,23
Kings,41,26,Democratic,President,,Tulsi Gabbard,0
Kings,41,26,Democratic,President,,Bernie Sanders,3
Kings,41,26,Democratic,President,,Michael R. Bloomberg,5
Kings,41,26,Democratic,President,,Tom Steyer,0
Kings,41,26,Democratic,President,,Michael Bennet,0
Kings,41,26,Democratic,President,,Elizabeth Warren,1
Kings,41,26,Democratic,President,,Andrew Yang,1
Kings,41,26,Democratic,President,,Deval Patrick,1
Kings,41,27,Democratic,President,,Public Counter,96
Kings,41,27,Democratic,President,,Manually Counted Emergency,0
Kings,41,27,Democratic,President,,Absentee / Military,27
Kings,41,27,Democratic,President,,Federal,0
Kings,41,27,Democratic,President,,Affidavit,1
Kings,41,27,Democratic,President,,Pete Buttigieg,3
Kings,41,27,Democratic,President,,Amy Klobuchar,3
Kings,41,27,Democratic,President,,Joseph R. Biden,95
Kings,41,27,Democratic,President,,Tulsi Gabbard,0
Kings,41,27,Democratic,President,,Bernie Sanders,13
Kings,41,27,Democratic,President,,Michael R. Bloomberg,4
Kings,41,27,Democratic,President,,Tom Steyer,0
Kings,41,27,Democratic,President,,Michael Bennet,0
Kings,41,27,Democratic,President,,Elizabeth Warren,2
Kings,41,27,Democratic,President,,Andrew Yang,2
Kings,41,27,Democratic,President,,Deval Patrick,0
Kings,41,28,Democratic,President,,Public Counter,162
Kings,41,28,Democratic,President,,Manually Counted Emergency,0
Kings,41,28,Democratic,President,,Absentee / Military,46
Kings,41,28,Democratic,President,,Federal,1
Kings,41,28,Democratic,President,,Affidavit,2
Kings,41,28,Democratic,President,,Pete Buttigieg,0
Kings,41,28,Democratic,President,,Amy Klobuchar,0
Kings,41,28,Democratic,President,,Joseph R. Biden,165
Kings,41,28,Democratic,President,,Tulsi Gabbard,0
Kings,41,28,Democratic,President,,Bernie Sanders,23
Kings,41,28,Democratic,President,,Michael R. Bloomberg,6
Kings,41,28,Democratic,President,,Tom Steyer,0
Kings,41,28,Democratic,President,,Michael Bennet,0
Kings,41,28,Democratic,President,,Elizabeth Warren,3
Kings,41,28,Democratic,President,,Andrew Yang,2
Kings,41,28,Democratic,President,,Deval Patrick,1
Kings,41,29,Democratic,President,,Public Counter,1
Kings,41,29,Democratic,President,,Manually Counted Emergency,0
Kings,41,29,Democratic,President,,Absentee / Military,1
Kings,41,29,Democratic,President,,Federal,0
Kings,41,29,Democratic,President,,Affidavit,0
Kings,41,29,Democratic,President,,Pete Buttigieg,0
Kings,41,29,Democratic,President,,Amy Klobuchar,0
Kings,41,29,Democratic,President,,Joseph R. Biden,1
Kings,41,29,Democratic,President,,Tulsi Gabbard,0
Kings,41,29,Democratic,President,,Bernie Sanders,1
Kings,41,29,Democratic,President,,Michael R. Bloomberg,0
Kings,41,29,Democratic,President,,Tom Steyer,0
Kings,41,29,Democratic,President,,Michael Bennet,0
Kings,41,29,Democratic,President,,Elizabeth Warren,0
Kings,41,29,Democratic,President,,Andrew Yang,0
Kings,41,29,Democratic,President,,Deval Patrick,0
Kings,41,30,Democratic,President,,Public Counter,131
Kings,41,30,Democratic,President,,Manually Counted Emergency,0
Kings,41,30,Democratic,President,,Absentee / Military,41
Kings,41,30,Democratic,President,,Federal,3
Kings,41,30,Democratic,President,,Affidavit,1
Kings,41,30,Democratic,President,,Pete Buttigieg,0
Kings,41,30,Democratic,President,,Amy Klobuchar,0
Kings,41,30,Democratic,President,,Joseph R. Biden,147
Kings,41,30,Democratic,President,,Tulsi Gabbard,1
Kings,41,30,Democratic,President,,Bernie Sanders,15
Kings,41,30,Democratic,President,,Michael R. Bloomberg,0
Kings,41,30,Democratic,President,,Tom Steyer,0
Kings,41,30,Democratic,President,,Michael Bennet,0
Kings,41,30,Democratic,President,,Elizabeth Warren,4
Kings,41,30,Democratic,President,,Andrew Yang,0
Kings,41,30,Democratic,President,,Deval Patrick,0
Kings,41,31,Democratic,President,,Public Counter,122
Kings,41,31,Democratic,President,,Manually Counted Emergency,0
Kings,41,31,Democratic,President,,Absentee / Military,32
Kings,41,31,Democratic,President,,Federal,0
Kings,41,31,Democratic,President,,Affidavit,0
Kings,41,31,Democratic,President,,Pete Buttigieg,0
Kings,41,31,Democratic,President,,Amy Klobuchar,0
Kings,41,31,Democratic,President,,Joseph R. Biden,125
Kings,41,31,Democratic,President,,Tulsi Gabbard,0
Kings,41,31,Democratic,President,,Bernie Sanders,17
Kings,41,31,Democratic,President,,Michael R. Bloomberg,4
Kings,41,31,Democratic,President,,Tom Steyer,0
Kings,41,31,Democratic,President,,Michael Bennet,0
Kings,41,31,Democratic,President,,Elizabeth Warren,3
Kings,41,31,Democratic,President,,Andrew Yang,1
Kings,41,31,Democratic,President,,Deval Patrick,0
Kings,41,32,Democratic,President,,Public Counter,88
Kings,41,32,Democratic,President,,Manually Counted Emergency,0
Kings,41,32,Democratic,President,,Absentee / Military,48
Kings,41,32,Democratic,President,,Federal,4
Kings,41,32,Democratic,President,,Affidavit,3
Kings,41,32,Democratic,President,,Pete Buttigieg,0
Kings,41,32,Democratic,President,,Amy Klobuchar,0
Kings,41,32,Democratic,President,,Joseph R. Biden,111
Kings,41,32,Democratic,President,,Tulsi Gabbard,0
Kings,41,32,Democratic,President,,Bernie Sanders,18
Kings,41,32,Democratic,President,,Michael R. Bloomberg,3
Kings,41,32,Democratic,President,,Tom Steyer,0
Kings,41,32,Democratic,President,,Michael Bennet,0
Kings,41,32,Democratic,President,,Elizabeth Warren,3
Kings,41,32,Democratic,President,,Andrew Yang,0
Kings,41,32,Democratic,President,,Deval Patrick,0
Kings,41,33,Democratic,President,,Public Counter,145
Kings,41,33,Democratic,President,,Manually Counted Emergency,0
Kings,41,33,Democratic,President,,Absentee / Military,57
Kings,41,33,Democratic,President,,Federal,0
Kings,41,33,Democratic,President,,Affidavit,3
Kings,41,33,Democratic,President,,Pete Buttigieg,0
Kings,41,33,Democratic,President,,Amy Klobuchar,3
Kings,41,33,Democratic,President,,Joseph R. Biden,165
Kings,41,33,Democratic,President,,Tulsi Gabbard,0
Kings,41,33,Democratic,President,,Bernie Sanders,24
Kings,41,33,Democratic,President,,Michael R. Bloomberg,1
Kings,41,33,Democratic,President,,Tom Steyer,0
Kings,41,33,Democratic,President,,Michael Bennet,0
Kings,41,33,Democratic,President,,Elizabeth Warren,4
Kings,41,33,Democratic,President,,Andrew Yang,1
Kings,41,33,Democratic,President,,Deval Patrick,0
Kings,41,34,Democratic,President,,Public Counter,144
Kings,41,34,Democratic,President,,Manually Counted Emergency,0
Kings,41,34,Democratic,President,,Absentee / Military,44
Kings,41,34,Democratic,President,,Federal,0
Kings,41,34,Democratic,President,,Affidavit,1
Kings,41,34,Democratic,President,,Pete Buttigieg,0
Kings,41,34,Democratic,President,,Amy Klobuchar,0
Kings,41,34,Democratic,President,,Joseph R. Biden,165
Kings,41,34,Democratic,President,,Tulsi Gabbard,0
Kings,41,34,Democratic,President,,Bernie Sanders,15
Kings,41,34,Democratic,President,,Michael R. Bloomberg,1
Kings,41,34,Democratic,President,,Tom Steyer,0
Kings,41,34,Democratic,President,,Michael Bennet,1
Kings,41,34,Democratic,President,,Elizabeth Warren,4
Kings,41,34,Democratic,President,,Andrew Yang,0
Kings,41,34,Democratic,President,,Deval Patrick,0
Kings,41,35,Democratic,President,,Public Counter,39
