county,precinct,office,district,candidate,party,early_voting,election_day,absentee,votes
Cortland,Cortland Ward 3 ED 5,President,,Donald J. Trump,CON,0,1,1,2
Cortland,Cortland Ward 4 ED 2,President,,Donald J. Trump,CON,0,5,1,6
Cortland,Cortland Ward 4 ED 3,President,,Donald J. Trump,CON,0,3,0,3
Cortland,Cortland Ward 5 ED 4,President,,Donald J. Trump,CON,1,8,0,9
Cortland,Cortland Ward 5 ED 2,President,,Donald J. Trump,CON,2,14,0,16
Cortland,Cortland Ward 7 ED 3,President,,Donald J. Trump,CON,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,Donald J. Trump,CON,5,11,7,23
Cortland,Cortland Ward 7 ED 1,President,,Donald J. Trump,CON,4,14,2,20
Cortland,Cortland Ward 8 ED 2,President,,Donald J. Trump,CON,1,3,0,4
Cortland,Cortland Ward 1 ED 2,President,,Donald J. Trump,CON,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,Donald J. Trump,CON,0,2,1,3
Cortland,Cortland Ward 6 ED 1,President,,Donald J. Trump,CON,10,22,4,36
Cortland,Cortland Ward 7 ED 2,President,,Donald J. Trump,CON,1,4,0,5
Cortland,Preble,President,,Donald J. Trump,CON,3,23,5,31
Cortland,Scott,President,,Donald J. Trump,CON,2,22,3,27
Cortland,Homer-1,President,,Donald J. Trump,CON,0,4,2,6
Cortland,Homer-2,President,,Donald J. Trump,CON,6,25,7,38
Cortland,Homer-3,President,,Donald J. Trump,CON,6,16,2,24
Cortland,Homer-4,President,,Donald J. Trump,CON,5,12,3,20
Cortland,Homer-5,President,,Donald J. Trump,CON,8,19,5,32
Cortland,Cortlandville-1,President,,Donald J. Trump,CON,5,15,5,25
Cortland,Cortlandville-2,President,,Donald J. Trump,CON,8,18,3,29
Cortland,Cortlandville-3,President,,Donald J. Trump,CON,2,12,3,17
Cortland,Cortlandville-4,President,,Donald J. Trump,CON,6,24,2,32
Cortland,Cortlandville-5,President,,Donald J. Trump,CON,6,7,2,15
Cortland,Cortlandville-6,President,,Donald J. Trump,CON,6,13,5,24
Cortland,Harford,President,,Donald J. Trump,CON,0,19,0,19
Cortland,Virgil-1,President,,Donald J. Trump,CON,1,20,4,25
Cortland,Virgil-2,President,,Donald J. Trump,CON,3,34,3,40
Cortland,Lapeer,President,,Donald J. Trump,CON,0,13,0,13
Cortland,Marathon-1,President,,Donald J. Trump,CON,1,12,1,14
Cortland,Marathon-2,President,,Donald J. Trump,CON,0,12,2,14
Cortland,Cuyler,President,,Donald J. Trump,CON,1,19,5,25
Cortland,Solon,President,,Donald J. Trump,CON,0,16,2,18
Cortland,Truxton,President,,Donald J. Trump,CON,1,25,1,27
Cortland,Cincinnatus,President,,Donald J. Trump,CON,3,20,3,26
Cortland,Freetown,President,,Donald J. Trump,CON,1,12,2,15
Cortland,Taylor,President,,Donald J. Trump,CON,0,11,2,13
Cortland,Willet,President,,Donald J. Trump,CON,1,17,1,19
Cortland,Cortland Ward 1 ED 1,President,,Joseph R. Biden,WOR,7,4,8,19
Cortland,Cortland Ward 1 ED 3,President,,Joseph R. Biden,WOR,6,3,1,10
Cortland,Cortland Ward 2 ED 3,President,,Joseph R. Biden,WOR,2,0,0,2
Cortland,Cortland Ward 3 ED 2,President,,Joseph R. Biden,WOR,3,1,0,4
Cortland,Cortland Ward 2 ED 1,President,,Joseph R. Biden,WOR,6,3,13,22
Cortland,Cortland Ward 3 ED 3,President,,Joseph R. Biden,WOR,2,3,1,6
Cortland,Cortland Ward 5 ED 1,President,,Joseph R. Biden,WOR,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,Joseph R. Biden,WOR,2,3,2,7
Cortland,Cortland Ward 3 ED 1,President,,Joseph R. Biden,WOR,3,11,3,17
Cortland,Cortland Ward 3 ED 4,President,,Joseph R. Biden,WOR,0,1,2,3
Cortland,Cortland Ward 4 ED 1,President,,Joseph R. Biden,WOR,4,3,3,10
Cortland,Cortland Ward 5 ED 3,President,,Joseph R. Biden,WOR,0,1,0,1
Cortland,Cortland Ward 3 ED 5,President,,Joseph R. Biden,WOR,2,0,2,4
Cortland,Cortland Ward 4 ED 2,President,,Joseph R. Biden,WOR,1,0,2,3
Cortland,Cortland Ward 4 ED 3,President,,Joseph R. Biden,WOR,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,Joseph R. Biden,WOR,4,5,2,11
Cortland,Cortland Ward 5 ED 2,President,,Joseph R. Biden,WOR,3,3,2,8
Cortland,Cortland Ward 7 ED 3,President,,Joseph R. Biden,WOR,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,Joseph R. Biden,WOR,7,5,6,18
Cortland,Cortland Ward 7 ED 1,President,,Joseph R. Biden,WOR,12,2,7,21
Cortland,Cortland Ward 8 ED 2,President,,Joseph R. Biden,WOR,3,1,0,4
Cortland,Cortland Ward 1 ED 2,President,,Joseph R. Biden,WOR,1,2,0,3
Cortland,Cortland Ward 2 ED 2,President,,Joseph R. Biden,WOR,6,3,3,12
Cortland,Cortland Ward 6 ED 1,President,,Joseph R. Biden,WOR,14,9,9,32
Cortland,Cortland Ward 7 ED 2,President,,Joseph R. Biden,WOR,1,0,0,1
Cortland,Preble,President,,Joseph R. Biden,WOR,4,7,5,16
Cortland,Scott,President,,Joseph R. Biden,WOR,2,8,7,17
Cortland,Homer-1,President,,Joseph R. Biden,WOR,1,4,1,6
Cortland,Homer-2,President,,Joseph R. Biden,WOR,6,5,5,16
Cortland,Homer-3,President,,Joseph R. Biden,WOR,4,0,4,8
Cortland,Homer-4,President,,Joseph R. Biden,WOR,9,8,3,20
Cortland,Homer-5,President,,Joseph R. Biden,WOR,8,13,7,28
Cortland,Cortlandville-1,President,,Joseph R. Biden,WOR,9,8,7,24
Cortland,Cortlandville-2,President,,Joseph R. Biden,WOR,12,7,7,26
Cortland,Cortlandville-3,President,,Joseph R. Biden,WOR,1,4,3,8
Cortland,Cortlandville-4,President,,Joseph R. Biden,WOR,1,4,7,12
Cortland,Cortlandville-5,President,,Joseph R. Biden,WOR,1,5,10,16
Cortland,Cortlandville-6,President,,Joseph R. Biden,WOR,9,7,7,23
Cortland,Harford,President,,Joseph R. Biden,WOR,4,1,2,7
Cortland,Virgil-1,President,,Joseph R. Biden,WOR,6,5,1,12
Cortland,Virgil-2,President,,Joseph R. Biden,WOR,6,15,6,27
Cortland,Lapeer,President,,Joseph R. Biden,WOR,0,5,2,7
Cortland,Marathon-1,President,,Joseph R. Biden,WOR,3,5,2,10
Cortland,Marathon-2,President,,Joseph R. Biden,WOR,1,6,3,10
Cortland,Cuyler,President,,Joseph R. Biden,WOR,1,9,4,14
Cortland,Solon,President,,Joseph R. Biden,WOR,1,4,6,11
Cortland,Truxton,President,,Joseph R. Biden,WOR,2,12,3,17
Cortland,Cincinnatus,President,,Joseph R. Biden,WOR,0,4,0,4
Cortland,Freetown,President,,Joseph R. Biden,WOR,0,7,3,10
Cortland,Taylor,President,,Joseph R. Biden,WOR,0,3,3,6
Cortland,Willet,President,,Joseph R. Biden,WOR,0,4,1,5
Cortland,Cortland Ward 1 ED 1,President,,Howie Hawkins,GRE,2,3,0,5
Cortland,Cortland Ward 1 ED 3,President,,Howie Hawkins,GRE,0,2,0,2
Cortland,Cortland Ward 2 ED 3,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Cortland Ward 3 ED 2,President,,Howie Hawkins,GRE,0,0,1,1
Cortland,Cortland Ward 2 ED 1,President,,Howie Hawkins,GRE,0,1,2,3
Cortland,Cortland Ward 3 ED 3,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Cortland Ward 5 ED 1,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Cortland Ward 3 ED 1,President,,Howie Hawkins,GRE,1,1,1,3
Cortland,Cortland Ward 3 ED 4,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Cortland Ward 4 ED 1,President,,Howie Hawkins,GRE,1,0,1,2
Cortland,Cortland Ward 5 ED 3,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,Howie Hawkins,GRE,0,0,1,1
Cortland,Cortland Ward 4 ED 2,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Cortland Ward 4 ED 3,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Cortland Ward 5 ED 2,President,,Howie Hawkins,GRE,2,1,0,3
Cortland,Cortland Ward 7 ED 3,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,Howie Hawkins,GRE,0,0,2,2
Cortland,Cortland Ward 7 ED 1,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Cortland Ward 8 ED 2,President,,Howie Hawkins,GRE,0,0,1,1
Cortland,Cortland Ward 1 ED 2,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Cortland Ward 6 ED 1,President,,Howie Hawkins,GRE,0,5,0,5
Cortland,Cortland Ward 7 ED 2,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Preble,President,,Howie Hawkins,GRE,0,2,1,3
Cortland,Scott,President,,Howie Hawkins,GRE,2,4,0,6
Cortland,Homer-1,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Homer-2,President,,Howie Hawkins,GRE,1,2,1,4
Cortland,Homer-3,President,,Howie Hawkins,GRE,3,1,3,7
Cortland,Homer-4,President,,Howie Hawkins,GRE,1,4,1,6
Cortland,Homer-5,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Cortlandville-1,President,,Howie Hawkins,GRE,1,0,3,4
Cortland,Cortlandville-2,President,,Howie Hawkins,GRE,0,2,2,4
Cortland,Cortlandville-3,President,,Howie Hawkins,GRE,0,1,1,2
Cortland,Cortlandville-4,President,,Howie Hawkins,GRE,2,0,1,3
Cortland,Cortlandville-5,President,,Howie Hawkins,GRE,0,0,1,1
Cortland,Cortlandville-6,President,,Howie Hawkins,GRE,3,1,3,7
Cortland,Harford,President,,Howie Hawkins,GRE,0,2,1,3
Cortland,Virgil-1,President,,Howie Hawkins,GRE,0,2,0,2
Cortland,Virgil-2,President,,Howie Hawkins,GRE,0,5,0,5
Cortland,Lapeer,President,,Howie Hawkins,GRE,0,2,0,2
Cortland,Marathon-1,President,,Howie Hawkins,GRE,0,3,2,5
Cortland,Marathon-2,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Cuyler,President,,Howie Hawkins,GRE,0,2,0,2
Cortland,Solon,President,,Howie Hawkins,GRE,0,1,2,3
Cortland,Truxton,President,,Howie Hawkins,GRE,0,4,0,4
Cortland,Cincinnatus,President,,Howie Hawkins,GRE,0,0,2,2
Cortland,Freetown,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Taylor,President,,Howie Hawkins,GRE,0,0,0,0
Cortland,Willet,President,,Howie Hawkins,GRE,0,1,0,1
Cortland,Cortland Ward 1 ED 1,President,,Jo Jorgensen,LBT,4,8,1,13
Cortland,Cortland Ward 1 ED 3,President,,Jo Jorgensen,LBT,1,5,1,7
Cortland,Cortland Ward 2 ED 3,President,,Jo Jorgensen,LBT,1,0,0,1
Cortland,Cortland Ward 3 ED 2,President,,Jo Jorgensen,LBT,0,3,0,3
Cortland,Cortland Ward 2 ED 1,President,,Jo Jorgensen,LBT,0,5,4,9
Cortland,Cortland Ward 3 ED 3,President,,Jo Jorgensen,LBT,0,0,1,1
Cortland,Cortland Ward 5 ED 1,President,,Jo Jorgensen,LBT,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,Jo Jorgensen,LBT,0,2,0,2
Cortland,Cortland Ward 3 ED 1,President,,Jo Jorgensen,LBT,0,2,1,3
Cortland,Cortland Ward 3 ED 4,President,,Jo Jorgensen,LBT,0,1,0,1
Cortland,Cortland Ward 4 ED 1,President,,Jo Jorgensen,LBT,0,3,3,6
Cortland,Cortland Ward 5 ED 3,President,,Jo Jorgensen,LBT,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,Jo Jorgensen,LBT,0,0,0,0
Cortland,Cortland Ward 4 ED 2,President,,Jo Jorgensen,LBT,0,0,0,0
Cortland,Cortland Ward 4 ED 3,President,,Jo Jorgensen,LBT,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,Jo Jorgensen,LBT,1,5,2,8
Cortland,Cortland Ward 5 ED 2,President,,Jo Jorgensen,LBT,1,5,4,10
Cortland,Cortland Ward 7 ED 3,President,,Jo Jorgensen,LBT,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,Jo Jorgensen,LBT,1,5,0,6
Cortland,Cortland Ward 7 ED 1,President,,Jo Jorgensen,LBT,2,9,1,12
Cortland,Cortland Ward 8 ED 2,President,,Jo Jorgensen,LBT,1,1,1,3
Cortland,Cortland Ward 1 ED 2,President,,Jo Jorgensen,LBT,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,Jo Jorgensen,LBT,2,0,0,2
Cortland,Cortland Ward 6 ED 1,President,,Jo Jorgensen,LBT,1,3,3,7
Cortland,Cortland Ward 7 ED 2,President,,Jo Jorgensen,LBT,0,0,0,0
Cortland,Preble,President,,Jo Jorgensen,LBT,0,10,0,10
Cortland,Scott,President,,Jo Jorgensen,LBT,3,10,0,13
Cortland,Homer-1,President,,Jo Jorgensen,LBT,0,1,2,3
Cortland,Homer-2,President,,Jo Jorgensen,LBT,4,10,1,15
Cortland,Homer-3,President,,Jo Jorgensen,LBT,1,2,3,6
Cortland,Homer-4,President,,Jo Jorgensen,LBT,1,2,1,4
Cortland,Homer-5,President,,Jo Jorgensen,LBT,0,15,7,22
Cortland,Cortlandville-1,President,,Jo Jorgensen,LBT,2,6,0,8
Cortland,Cortlandville-2,President,,Jo Jorgensen,LBT,3,9,1,13
Cortland,Cortlandville-3,President,,Jo Jorgensen,LBT,1,3,0,4
Cortland,Cortlandville-4,President,,Jo Jorgensen,LBT,1,6,1,8
Cortland,Cortlandville-5,President,,Jo Jorgensen,LBT,0,0,3,3
Cortland,Cortlandville-6,President,,Jo Jorgensen,LBT,1,5,3,9
Cortland,Harford,President,,Jo Jorgensen,LBT,0,5,2,7
Cortland,Virgil-1,President,,Jo Jorgensen,LBT,0,5,0,5
Cortland,Virgil-2,President,,Jo Jorgensen,LBT,0,4,2,6
Cortland,Lapeer,President,,Jo Jorgensen,LBT,0,8,0,8
Cortland,Marathon-1,President,,Jo Jorgensen,LBT,0,7,0,7
Cortland,Marathon-2,President,,Jo Jorgensen,LBT,0,4,3,7
Cortland,Cuyler,President,,Jo Jorgensen,LBT,0,6,1,7
Cortland,Solon,President,,Jo Jorgensen,LBT,0,5,1,6
Cortland,Truxton,President,,Jo Jorgensen,LBT,1,9,4,14
Cortland,Cincinnatus,President,,Jo Jorgensen,LBT,0,3,2,5
Cortland,Freetown,President,,Jo Jorgensen,LBT,0,7,0,7
Cortland,Taylor,President,,Jo Jorgensen,LBT,0,1,0,1
Cortland,Willet,President,,Jo Jorgensen,LBT,1,1,1,3
Cortland,Cortland Ward 1 ED 1,President,,Brock Pierce,IND,0,2,0,2
Cortland,Cortland Ward 1 ED 3,President,,Brock Pierce,IND,0,1,1,2
Cortland,Cortland Ward 2 ED 3,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 3 ED 2,President,,Brock Pierce,IND,0,1,0,1
Cortland,Cortland Ward 2 ED 1,President,,Brock Pierce,IND,1,3,0,4
Cortland,Cortland Ward 3 ED 3,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 5 ED 1,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 3 ED 1,President,,Brock Pierce,IND,0,1,0,1
Cortland,Cortland Ward 3 ED 4,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 4 ED 1,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 5 ED 3,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,Brock Pierce,IND,0,1,0,1
Cortland,Cortland Ward 4 ED 2,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 4 ED 3,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,Brock Pierce,IND,0,2,0,2
Cortland,Cortland Ward 5 ED 2,President,,Brock Pierce,IND,0,0,2,2
Cortland,Cortland Ward 7 ED 3,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,Brock Pierce,IND,2,2,4,8
Cortland,Cortland Ward 7 ED 1,President,,Brock Pierce,IND,1,1,3,5
Cortland,Cortland Ward 8 ED 2,President,,Brock Pierce,IND,0,2,0,2
Cortland,Cortland Ward 1 ED 2,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,Brock Pierce,IND,0,0,1,1
Cortland,Cortland Ward 6 ED 1,President,,Brock Pierce,IND,0,0,1,1
Cortland,Cortland Ward 7 ED 2,President,,Brock Pierce,IND,0,0,0,0
Cortland,Preble,President,,Brock Pierce,IND,0,2,0,2
Cortland,Scott,President,,Brock Pierce,IND,0,1,0,1
Cortland,Homer-1,President,,Brock Pierce,IND,0,1,0,1
Cortland,Homer-2,President,,Brock Pierce,IND,0,3,1,4
Cortland,Homer-3,President,,Brock Pierce,IND,1,6,1,8
Cortland,Homer-4,President,,Brock Pierce,IND,0,0,0,0
Cortland,Homer-5,President,,Brock Pierce,IND,0,4,1,5
Cortland,Cortlandville-1,President,,Brock Pierce,IND,3,3,1,7
Cortland,Cortlandville-2,President,,Brock Pierce,IND,2,0,1,3
Cortland,Cortlandville-3,President,,Brock Pierce,IND,2,1,0,3
Cortland,Cortlandville-4,President,,Brock Pierce,IND,0,0,1,1
Cortland,Cortlandville-5,President,,Brock Pierce,IND,0,1,1,2
Cortland,Cortlandville-6,President,,Brock Pierce,IND,0,2,1,3
Cortland,Harford,President,,Brock Pierce,IND,0,4,0,4
Cortland,Virgil-1,President,,Brock Pierce,IND,0,1,1,2
Cortland,Virgil-2,President,,Brock Pierce,IND,1,1,2,4
Cortland,Lapeer,President,,Brock Pierce,IND,0,0,0,0
Cortland,Marathon-1,President,,Brock Pierce,IND,0,0,0,0
Cortland,Marathon-2,President,,Brock Pierce,IND,0,1,0,1
Cortland,Cuyler,President,,Brock Pierce,IND,0,0,1,1
Cortland,Solon,President,,Brock Pierce,IND,0,2,0,2
