county,precinct,office,district,candidate,party,votes,election_day,emergency,absentee,affidavit
Montgomery,City of Amsterdam Ward 3 2 ,President,,Jo Jorgensen,LBT,5,5,0,0,0
Montgomery,City of Amsterdam Ward 3 3 ,President,,Jo Jorgensen,LBT,6,5,0,0,1
Montgomery,City of Amsterdam Ward 4 1 ,President,,Jo Jorgensen,LBT,4,3,0,0,1
Montgomery,City of Amsterdam Ward 4 2 ,President,,Jo Jorgensen,LBT,6,6,0,0,0
Montgomery,City of Amsterdam Ward 5 1 ,President,,Jo Jorgensen,LBT,2,2,0,0,0
Montgomery,City of Amsterdam Ward 5 2 ,President,,Jo Jorgensen,LBT,0,0,0,0,0
Montgomery,City of Amsterdam Ward 5 3 ,President,,Jo Jorgensen,LBT,0,0,0,0,0
Montgomery,City of Amsterdam Ward 5 4 ,President,,Jo Jorgensen,LBT,5,4,0,1,0
Montgomery,Amsterdam 1 ,President,,Jo Jorgensen,LBT,6,6,0,0,0
Montgomery,Amsterdam 2 ,President,,Jo Jorgensen,LBT,6,5,0,1,0
Montgomery,Amsterdam 3 ,President,,Jo Jorgensen,LBT,15,15,0,0,0
Montgomery,Amsterdam 4 ,President,,Jo Jorgensen,LBT,2,2,0,0,0
Montgomery,Canajoharie 1 ,President,,Jo Jorgensen,LBT,14,12,0,0,2
Montgomery,Canajoharie 2 ,President,,Jo Jorgensen,LBT,0,0,0,0,0
Montgomery,Canajoharie 3 ,President,,Jo Jorgensen,LBT,9,7,0,2,0
Montgomery,Charleston 1 ,President,,Jo Jorgensen,LBT,9,8,0,1,0
Montgomery,Florida 1 ,President,,Jo Jorgensen,LBT,7,7,0,0,0
Montgomery,Florida 2 ,President,,Jo Jorgensen,LBT,10,7,0,3,0
Montgomery,Florida 3 ,President,,Jo Jorgensen,LBT,11,11,0,0,0
Montgomery,Glen 1 ,President,,Jo Jorgensen,LBT,6,6,0,0,0
Montgomery,Glen 2 ,President,,Jo Jorgensen,LBT,9,9,0,0,0
Montgomery,Minden 1 ,President,,Jo Jorgensen,LBT,22,21,0,1,0
Montgomery,Minden 2 ,President,,Jo Jorgensen,LBT,14,11,0,2,1
Montgomery,Mohawk 1 ,President,,Jo Jorgensen,LBT,8,7,0,1,0
Montgomery,Mohawk 2 ,President,,Jo Jorgensen,LBT,8,8,0,0,0
Montgomery,Mohawk 3 ,President,,Jo Jorgensen,LBT,5,5,0,0,0
Montgomery,Palatine 1 ,President,,Jo Jorgensen,LBT,4,2,0,2,0
Montgomery,Palatine 2 ,President,,Jo Jorgensen,LBT,4,4,0,0,0
Montgomery,Palatine 3 ,President,,Jo Jorgensen,LBT,3,2,0,0,1
Montgomery,Palatine 4 ,President,,Jo Jorgensen,LBT,1,1,0,0,0
Montgomery,Root 1 ,President,,Jo Jorgensen,LBT,11,7,0,4,0
Montgomery,St Johnsville 1 ,President,,Jo Jorgensen,LBT,1,1,0,0,0
Montgomery,St Johnsville 2 ,President,,Jo Jorgensen,LBT,4,4,0,0,0
Montgomery,City of Amsterdam Ward 1 1 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,City of Amsterdam Ward 1 2 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,City of Amsterdam Ward 1 3 ,President,,Brock Pierce,IND,4,3,0,1,0
Montgomery,City of Amsterdam Ward 1 4 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,City of Amsterdam Ward 2 1 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,City of Amsterdam Ward 2 2 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,City of Amsterdam Ward 2 3 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,City of Amsterdam Ward 2 4 ,President,,Brock Pierce,IND,7,7,0,0,0
Montgomery,City of Amsterdam Ward 3 1 ,President,,Brock Pierce,IND,2,2,0,0,0
Montgomery,City of Amsterdam Ward 3 2 ,President,,Brock Pierce,IND,2,1,0,1,0
Montgomery,City of Amsterdam Ward 3 3 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,City of Amsterdam Ward 4 1 ,President,,Brock Pierce,IND,2,2,0,0,0
Montgomery,City of Amsterdam Ward 4 2 ,President,,Brock Pierce,IND,5,4,0,1,0
Montgomery,City of Amsterdam Ward 5 1 ,President,,Brock Pierce,IND,2,2,0,0,0
Montgomery,City of Amsterdam Ward 5 2 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,City of Amsterdam Ward 5 3 ,President,,Brock Pierce,IND,1,0,0,0,1
Montgomery,City of Amsterdam Ward 5 4 ,President,,Brock Pierce,IND,2,1,0,1,0
Montgomery,Amsterdam 1 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,Amsterdam 2 ,President,,Brock Pierce,IND,3,3,0,0,0
Montgomery,Amsterdam 3 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,Amsterdam 4 ,President,,Brock Pierce,IND,2,2,0,0,0
Montgomery,Canajoharie 1 ,President,,Brock Pierce,IND,5,4,0,1,0
Montgomery,Canajoharie 2 ,President,,Brock Pierce,IND,2,1,0,1,0
Montgomery,Canajoharie 3 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,Charleston 1 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,Florida 1 ,President,,Brock Pierce,IND,2,2,0,0,0
Montgomery,Florida 2 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,Florida 3 ,President,,Brock Pierce,IND,5,4,0,1,0
Montgomery,Glen 1 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,Glen 2 ,President,,Brock Pierce,IND,3,3,0,0,0
Montgomery,Minden 1 ,President,,Brock Pierce,IND,2,2,0,0,0
Montgomery,Minden 2 ,President,,Brock Pierce,IND,3,2,0,1,0
Montgomery,Mohawk 1 ,President,,Brock Pierce,IND,6,6,0,0,0
Montgomery,Mohawk 2 ,President,,Brock Pierce,IND,3,3,0,0,0
Montgomery,Mohawk 3 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,Palatine 1 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,Palatine 2 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,Palatine 3 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,Palatine 4 ,President,,Brock Pierce,IND,0,0,0,0,0
Montgomery,Root 1 ,President,,Brock Pierce,IND,3,3,0,0,0
Montgomery,St Johnsville 1 ,President,,Brock Pierce,IND,1,1,0,0,0
Montgomery,St Johnsville 2 ,President,,Brock Pierce,IND,2,2,0,0,0
Montgomery,City of Amsterdam Ward 1 1 ,President,,Under Votes,,2,,,,
Montgomery,City of Amsterdam Ward 1 2 ,President,,Under Votes,,0,,,,
Montgomery,City of Amsterdam Ward 1 3 ,President,,Under Votes,,1,,,,
Montgomery,City of Amsterdam Ward 1 4 ,President,,Under Votes,,1,,,,
Montgomery,City of Amsterdam Ward 2 1 ,President,,Under Votes,,1,,,,
Montgomery,City of Amsterdam Ward 2 2 ,President,,Under Votes,,0,,,,
Montgomery,City of Amsterdam Ward 2 3 ,President,,Under Votes,,0,,,,
Montgomery,City of Amsterdam Ward 2 4 ,President,,Under Votes,,2,,,,
Montgomery,City of Amsterdam Ward 3 1 ,President,,Under Votes,,4,,,,
Montgomery,City of Amsterdam Ward 3 2 ,President,,Under Votes,,0,,,,
Montgomery,City of Amsterdam Ward 3 3 ,President,,Under Votes,,2,,,,
Montgomery,City of Amsterdam Ward 4 1 ,President,,Under Votes,,1,,,,
Montgomery,City of Amsterdam Ward 4 2 ,President,,Under Votes,,2,,,,
Montgomery,City of Amsterdam Ward 5 1 ,President,,Under Votes,,0,,,,
Montgomery,City of Amsterdam Ward 5 2 ,President,,Under Votes,,1,,,,
Montgomery,City of Amsterdam Ward 5 3 ,President,,Under Votes,,0,,,,
Montgomery,City of Amsterdam Ward 5 4 ,President,,Under Votes,,2,,,,
Montgomery,Amsterdam 1 ,President,,Under Votes,,6,,,,
Montgomery,Amsterdam 2 ,President,,Under Votes,,1,,,,
