county,precinct,office,district,candidate,party,absentee,affidavit,election_day,votes
Jefferson,LeRay 4,President,,Voids,,1,0,2,3
Jefferson,LeRay 5,President,,Voids,,0,0,0,0
Jefferson,LeRay 6,President,,Voids,,0,0,0,0
Jefferson,LeRay 7,President,,Voids,,0,0,0,0
Jefferson,LeRay 8,President,,Voids,,2,0,0,2
Jefferson,Lorraine 1,President,,Voids,,1,0,0,1
Jefferson,Lyme 1,President,,Voids,,0,0,0,0
Jefferson,Lyme 2,President,,Voids,,0,0,0,0
Jefferson,Lyme 3,President,,Voids,,0,0,0,0
Jefferson,Orleans 1,President,,Voids,,1,0,2,3
Jefferson,Orleans 2,President,,Voids,,0,0,1,1
Jefferson,Pamelia 1,President,,Voids,,0,0,3,3
Jefferson,Pamelia 2,President,,Voids,,0,0,1,1
Jefferson,Philadelphia 1,President,,Voids,,0,0,0,0
Jefferson,Philadelphia 2,President,,Voids,,0,0,0,0
Jefferson,Rodman 1,President,,Voids,,0,0,0,0
Jefferson,Rutland 1,President,,Voids,,0,0,1,1
Jefferson,Rutland 2,President,,Voids,,0,0,0,0
Jefferson,Rutland 3,President,,Voids,,2,0,1,3
Jefferson,Theresa 1,President,,Voids,,1,1,1,3
Jefferson,Watertown 1,President,,Voids,,2,1,2,5
Jefferson,Watertown 2,President,,Voids,,1,0,2,3
Jefferson,Wilna 1,President,,Voids,,1,0,3,4
Jefferson,Wilna 2,President,,Voids,,0,0,0,0
Jefferson,Wilna 3,President,,Voids,,0,0,0,0
Jefferson,Wilna 4,President,,Voids,,1,0,0,1
Jefferson,Wilna 5,President,,Voids,,0,0,0,0
Jefferson,Worth 1,President,,Voids,,,0,1,1
Jefferson,Special Federal & Special Presidential,President,,Voids,,0,0,0,0
Jefferson,12~1,U.S. House,21,Tedra L. Cobb,DEM,177,8,334,519
Jefferson,12~2,U.S. House,21,Tedra L. Cobb,DEM,111,6,285,402
Jefferson,12~3,U.S. House,21,Tedra L. Cobb,DEM,108,3,208,319
Jefferson,13~1,U.S. House,21,Tedra L. Cobb,DEM,116,2,277,395
Jefferson,13~2,U.S. House,21,Tedra L. Cobb,DEM,127,0,299,426
Jefferson,13~3,U.S. House,21,Tedra L. Cobb,DEM,75,2,170,247
Jefferson,14~1,U.S. House,21,Tedra L. Cobb,DEM,95,3,237,335
Jefferson,14~2,U.S. House,21,Tedra L. Cobb,DEM,60,4,118,182
Jefferson,15~1,U.S. House,21,Tedra L. Cobb,DEM,119,6,258,383
Jefferson,15~2,U.S. House,21,Tedra L. Cobb,DEM,115,7,298,420
Jefferson,15~3,U.S. House,21,Tedra L. Cobb,DEM,37,3,99,139
Jefferson,Adams 1,U.S. House,21,Tedra L. Cobb,DEM,68,1,204,273
Jefferson,Adams 2,U.S. House,21,Tedra L. Cobb,DEM,37,1,127,165
Jefferson,Adams 3 ,U.S. House,21,Tedra L. Cobb,DEM,81,3,276,360
Jefferson,Alexandria 1,U.S. House,21,Tedra L. Cobb,DEM,56,1,168,225
Jefferson,Alexandria 2,U.S. House,21,Tedra L. Cobb,DEM,76,0,146,222
Jefferson,Alexandria 3,U.S. House,21,Tedra L. Cobb,DEM,64,2,211,277
Jefferson,Antwerp 1,U.S. House,21,Tedra L. Cobb,DEM,23,0,57,80
Jefferson,Antwerp 2,U.S. House,21,Tedra L. Cobb,DEM,28,0,86,114
Jefferson,Brownville 1,U.S. House,21,Tedra L. Cobb,DEM,49,0,119,168
Jefferson,Brownville 2,U.S. House,21,Tedra L. Cobb,DEM,43,0,115,158
Jefferson,Brownville 3,U.S. House,21,Tedra L. Cobb,DEM,38,0,165,203
Jefferson,Brownville 4,U.S. House,21,Tedra L. Cobb,DEM,55,2,112,169
Jefferson,Brownville 5,U.S. House,21,Tedra L. Cobb,DEM,69,2,158,229
Jefferson,Cape Vincent 1,U.S. House,21,Tedra L. Cobb,DEM,52,1,139,192
Jefferson,Cape Vincent 2,U.S. House,21,Tedra L. Cobb,DEM,129,2,172,303
Jefferson,Champion 1,U.S. House,21,Tedra L. Cobb,DEM,113,0,211,324
Jefferson,Champion 2,U.S. House,21,Tedra L. Cobb,DEM,62,1,130,193
Jefferson,Clayton 1,U.S. House,21,Tedra L. Cobb,DEM,38,0,106,144
Jefferson,Clayton 2,U.S. House,21,Tedra L. Cobb,DEM,110,3,262,375
Jefferson,Clayton 3,U.S. House,21,Tedra L. Cobb,DEM,108,7,246,361
Jefferson,Ellisburg 1,U.S. House,21,Tedra L. Cobb,DEM,12,0,40,52
Jefferson,Ellisburg 2,U.S. House,21,Tedra L. Cobb,DEM,53,3,88,144
Jefferson,Ellisburg 3,U.S. House,21,Tedra L. Cobb,DEM,6,0,28,34
Jefferson,Ellisburg 4,U.S. House,21,Tedra L. Cobb,DEM,81,1,139,221
Jefferson,Henderson 1,U.S. House,21,Tedra L. Cobb,DEM,105,1,162,268
Jefferson,Hounsfield 1,U.S. House,21,Tedra L. Cobb,DEM,101,6,244,351
Jefferson,Hounsfield 2,U.S. House,21,Tedra L. Cobb,DEM,108,2,198,308
Jefferson,LeRay 1,U.S. House,21,Tedra L. Cobb,DEM,24,1,45,70
Jefferson,LeRay 2,U.S. House,21,Tedra L. Cobb,DEM,8,0,35,43
Jefferson,LeRay 3,U.S. House,21,Tedra L. Cobb,DEM,19,0,47,66
Jefferson,LeRay 4,U.S. House,21,Tedra L. Cobb,DEM,139,4,243,386
Jefferson,LeRay 5,U.S. House,21,Tedra L. Cobb,DEM,36,1,85,122
Jefferson,LeRay 6,U.S. House,21,Tedra L. Cobb,DEM,9,0,51,60
Jefferson,LeRay 7,U.S. House,21,Tedra L. Cobb,DEM,31,1,56,88
Jefferson,LeRay 8,U.S. House,21,Tedra L. Cobb,DEM,101,7,221,329
Jefferson,Lorraine 1,U.S. House,21,Tedra L. Cobb,DEM,18,0,83,101
Jefferson,Lyme 1,U.S. House,21,Tedra L. Cobb,DEM,44,0,92,136
Jefferson,Lyme 2,U.S. House,21,Tedra L. Cobb,DEM,68,4,148,220
Jefferson,Lyme 3,U.S. House,21,Tedra L. Cobb,DEM,28,0,74,102
Jefferson,Orleans 1,U.S. House,21,Tedra L. Cobb,DEM,59,1,152,212
Jefferson,Orleans 2,U.S. House,21,Tedra L. Cobb,DEM,74,2,136,212
Jefferson,Pamelia 1,U.S. House,21,Tedra L. Cobb,DEM,51,1,129,181
Jefferson,Pamelia 2,U.S. House,21,Tedra L. Cobb,DEM,56,0,168,224
Jefferson,Philadelphia 1,U.S. House,21,Tedra L. Cobb,DEM,35,2,95,132
Jefferson,Philadelphia 2,U.S. House,21,Tedra L. Cobb,DEM,19,0,66,85
Jefferson,Rodman 1,U.S. House,21,Tedra L. Cobb,DEM,27,0,105,132
Jefferson,Rutland 1,U.S. House,21,Tedra L. Cobb,DEM,20,0,108,128
Jefferson,Rutland 2,U.S. House,21,Tedra L. Cobb,DEM,31,0,91,122
Jefferson,Rutland 3,U.S. House,21,Tedra L. Cobb,DEM,30,3,37,70
Jefferson,Theresa 1,U.S. House,21,Tedra L. Cobb,DEM,76,4,242,322
Jefferson,Watertown 1,U.S. House,21,Tedra L. Cobb,DEM,172,4,293,469
Jefferson,Watertown 2,U.S. House,21,Tedra L. Cobb,DEM,136,1,172,309
Jefferson,Wilna 1,U.S. House,21,Tedra L. Cobb,DEM,99,5,246,350
Jefferson,Wilna 2,U.S. House,21,Tedra L. Cobb,DEM,2,0,10,12
Jefferson,Wilna 3,U.S. House,21,Tedra L. Cobb,DEM,2,0,16,18
Jefferson,Wilna 4,U.S. House,21,Tedra L. Cobb,DEM,16,0,41,57
Jefferson,Wilna 5,U.S. House,21,Tedra L. Cobb,DEM,44,0,81,125
Jefferson,Worth 1,U.S. House,21,Tedra L. Cobb,DEM,10,0,17,27
Jefferson,Special Federal,U.S. House,21,Tedra L. Cobb,DEM,59,0,0,59
Jefferson,12~1,U.S. House,21,Elise M. Stefanik,REP,96,5,418,519
Jefferson,12~2,U.S. House,21,Elise M. Stefanik,REP,49,7,395,451
Jefferson,12~3,U.S. House,21,Elise M. Stefanik,REP,64,5,324,393
Jefferson,13~1,U.S. House,21,Elise M. Stefanik,REP,35,5,343,383
Jefferson,13~2,U.S. House,21,Elise M. Stefanik,REP,43,6,323,372
Jefferson,13~3,U.S. House,21,Elise M. Stefanik,REP,26,11,262,299
Jefferson,14~1,U.S. House,21,Elise M. Stefanik,REP,49,9,343,401
Jefferson,14~2,U.S. House,21,Elise M. Stefanik,REP,33,5,163,201
Jefferson,15~1,U.S. House,21,Elise M. Stefanik,REP,39,9,366,414
Jefferson,15~2,U.S. House,21,Elise M. Stefanik,REP,41,8,435,484
Jefferson,15~3,U.S. House,21,Elise M. Stefanik,REP,11,7,110,128
Jefferson,Adams 1,U.S. House,21,Elise M. Stefanik,REP,39,4,388,431
Jefferson,Adams 2,U.S. House,21,Elise M. Stefanik,REP,25,2,295,322
Jefferson,Adams 3 ,U.S. House,21,Elise M. Stefanik,REP,58,2,616,676
Jefferson,Alexandria 1,U.S. House,21,Elise M. Stefanik,REP,33,8,241,282
Jefferson,Alexandria 2,U.S. House,21,Elise M. Stefanik,REP,71,1,302,374
Jefferson,Alexandria 3,U.S. House,21,Elise M. Stefanik,REP,50,7,540,597
Jefferson,Antwerp 1,U.S. House,21,Elise M. Stefanik,REP,11,1,137,149
Jefferson,Antwerp 2,U.S. House,21,Elise M. Stefanik,REP,23,4,336,363
Jefferson,Brownville 1,U.S. House,21,Elise M. Stefanik,REP,27,3,362,392
Jefferson,Brownville 2,U.S. House,21,Elise M. Stefanik,REP,15,0,253,268
Jefferson,Brownville 3,U.S. House,21,Elise M. Stefanik,REP,34,5,427,466
Jefferson,Brownville 4,U.S. House,21,Elise M. Stefanik,REP,26,1,237,264
Jefferson,Brownville 5,U.S. House,21,Elise M. Stefanik,REP,42,5,449,496
Jefferson,Cape Vincent 1,U.S. House,21,Elise M. Stefanik,REP,22,10,214,246
Jefferson,Cape Vincent 2,U.S. House,21,Elise M. Stefanik,REP,128,12,450,590
Jefferson,Champion 1,U.S. House,21,Elise M. Stefanik,REP,81,9,687,777
Jefferson,Champion 2,U.S. House,21,Elise M. Stefanik,REP,34,3,348,385
Jefferson,Clayton 1,U.S. House,21,Elise M. Stefanik,REP,33,8,374,415
Jefferson,Clayton 2,U.S. House,21,Elise M. Stefanik,REP,71,1,417,489
Jefferson,Clayton 3,U.S. House,21,Elise M. Stefanik,REP,86,3,525,614
Jefferson,Ellisburg 1,U.S. House,21,Elise M. Stefanik,REP,5,2,106,113
Jefferson,Ellisburg 2,U.S. House,21,Elise M. Stefanik,REP,27,2,374,403
Jefferson,Ellisburg 3,U.S. House,21,Elise M. Stefanik,REP,0,0,73,73
Jefferson,Ellisburg 4,U.S. House,21,Elise M. Stefanik,REP,35,5,427,467
Jefferson,Henderson 1,U.S. House,21,Elise M. Stefanik,REP,62,1,490,553
Jefferson,Hounsfield 1,U.S. House,21,Elise M. Stefanik,REP,54,4,301,359
Jefferson,Hounsfield 2,U.S. House,21,Elise M. Stefanik,REP,69,4,550,623
Jefferson,LeRay 1,U.S. House,21,Elise M. Stefanik,REP,20,3,204,227
Jefferson,LeRay 2,U.S. House,21,Elise M. Stefanik,REP,5,2,95,102
Jefferson,LeRay 3,U.S. House,21,Elise M. Stefanik,REP,22,2,113,137
Jefferson,LeRay 4,U.S. House,21,Elise M. Stefanik,REP,80,4,400,484
Jefferson,LeRay 5,U.S. House,21,Elise M. Stefanik,REP,20,0,154,174
Jefferson,LeRay 6,U.S. House,21,Elise M. Stefanik,REP,7,1,116,124
Jefferson,LeRay 7,U.S. House,21,Elise M. Stefanik,REP,19,0,49,68
Jefferson,LeRay 8,U.S. House,21,Elise M. Stefanik,REP,47,7,346,400
Jefferson,Lorraine 1,U.S. House,21,Elise M. Stefanik,REP,21,3,319,343
Jefferson,Lyme 1,U.S. House,21,Elise M. Stefanik,REP,36,2,292,330
Jefferson,Lyme 2,U.S. House,21,Elise M. Stefanik,REP,37,8,296,341
Jefferson,Lyme 3,U.S. House,21,Elise M. Stefanik,REP,18,1,178,197
Jefferson,Orleans 1,U.S. House,21,Elise M. Stefanik,REP,45,3,527,575
Jefferson,Orleans 2,U.S. House,21,Elise M. Stefanik,REP,48,0,256,304
Jefferson,Pamelia 1,U.S. House,21,Elise M. Stefanik,REP,41,6,464,511
Jefferson,Pamelia 2,U.S. House,21,Elise M. Stefanik,REP,41,0,447,488
Jefferson,Philadelphia 1,U.S. House,21,Elise M. Stefanik,REP,11,1,195,207
Jefferson,Philadelphia 2,U.S. House,21,Elise M. Stefanik,REP,16,2,234,252
Jefferson,Rodman 1,U.S. House,21,Elise M. Stefanik,REP,15,1,444,460
Jefferson,Rutland 1,U.S. House,21,Elise M. Stefanik,REP,32,3,377,412
Jefferson,Rutland 2,U.S. House,21,Elise M. Stefanik,REP,25,4,329,358
Jefferson,Rutland 3,U.S. House,21,Elise M. Stefanik,REP,21,0,75,96
Jefferson,Theresa 1,U.S. House,21,Elise M. Stefanik,REP,78,5,699,782
Jefferson,Watertown 1,U.S. House,21,Elise M. Stefanik,REP,93,13,582,688
Jefferson,Watertown 2,U.S. House,21,Elise M. Stefanik,REP,117,1,650,768
Jefferson,Wilna 1,U.S. House,21,Elise M. Stefanik,REP,60,5,494,559
Jefferson,Wilna 2,U.S. House,21,Elise M. Stefanik,REP,0,0,18,18
Jefferson,Wilna 3,U.S. House,21,Elise M. Stefanik,REP,6,1,60,67
Jefferson,Wilna 4,U.S. House,21,Elise M. Stefanik,REP,15,0,155,170
Jefferson,Wilna 5,U.S. House,21,Elise M. Stefanik,REP,45,2,386,433
Jefferson,Worth 1,U.S. House,21,Elise M. Stefanik,REP,4,1,102,107
Jefferson,Special Federal,U.S. House,21,Elise M. Stefanik,REP,13,0,0,13
Jefferson,12~1,U.S. House,21,Elise M. Stefanik,CON,6,1,34,41
Jefferson,12~2,U.S. House,21,Elise M. Stefanik,CON,9,2,29,40
Jefferson,12~3,U.S. House,21,Elise M. Stefanik,CON,2,0,29,31
Jefferson,13~1,U.S. House,21,Elise M. Stefanik,CON,5,3,36,44
Jefferson,13~2,U.S. House,21,Elise M. Stefanik,CON,5,0,39,44
Jefferson,13~3,U.S. House,21,Elise M. Stefanik,CON,3,0,19,22
Jefferson,14~1,U.S. House,21,Elise M. Stefanik,CON,2,0,29,31
Jefferson,14~2,U.S. House,21,Elise M. Stefanik,CON,5,0,12,17
Jefferson,15~1,U.S. House,21,Elise M. Stefanik,CON,6,0,27,33
Jefferson,15~2,U.S. House,21,Elise M. Stefanik,CON,6,1,26,33
Jefferson,15~3,U.S. House,21,Elise M. Stefanik,CON,1,0,8,9
Jefferson,Adams 1,U.S. House,21,Elise M. Stefanik,CON,8,1,38,47
Jefferson,Adams 2,U.S. House,21,Elise M. Stefanik,CON,2,0,20,22
Jefferson,Adams 3 ,U.S. House,21,Elise M. Stefanik,CON,6,0,55,61
Jefferson,Alexandria 1,U.S. House,21,Elise M. Stefanik,CON,2,1,14,17
Jefferson,Alexandria 2,U.S. House,21,Elise M. Stefanik,CON,10,0,22,32
Jefferson,Alexandria 3,U.S. House,21,Elise M. Stefanik,CON,6,1,36,43
Jefferson,Antwerp 1,U.S. House,21,Elise M. Stefanik,CON,0,0,14,14
Jefferson,Antwerp 2,U.S. House,21,Elise M. Stefanik,CON,4,2,26,32
Jefferson,Brownville 1,U.S. House,21,Elise M. Stefanik,CON,0,0,31,31
Jefferson,Brownville 2,U.S. House,21,Elise M. Stefanik,CON,2,1,17,20
Jefferson,Brownville 3,U.S. House,21,Elise M. Stefanik,CON,3,2,31,36
Jefferson,Brownville 4,U.S. House,21,Elise M. Stefanik,CON,2,0,17,19
Jefferson,Brownville 5,U.S. House,21,Elise M. Stefanik,CON,4,0,18,22
Jefferson,Cape Vincent 1,U.S. House,21,Elise M. Stefanik,CON,5,1,10,16
Jefferson,Cape Vincent 2,U.S. House,21,Elise M. Stefanik,CON,9,0,41,50
Jefferson,Champion 1,U.S. House,21,Elise M. Stefanik,CON,9,2,40,51
Jefferson,Champion 2,U.S. House,21,Elise M. Stefanik,CON,4,0,21,25
Jefferson,Clayton 1,U.S. House,21,Elise M. Stefanik,CON,4,1,36,41
Jefferson,Clayton 2,U.S. House,21,Elise M. Stefanik,CON,3,0,29,32
Jefferson,Clayton 3,U.S. House,21,Elise M. Stefanik,CON,12,0,48,60
Jefferson,Ellisburg 1,U.S. House,21,Elise M. Stefanik,CON,0,0,11,11
Jefferson,Ellisburg 2,U.S. House,21,Elise M. Stefanik,CON,3,0,16,19
Jefferson,Ellisburg 3,U.S. House,21,Elise M. Stefanik,CON,0,0,1,1
Jefferson,Ellisburg 4,U.S. House,21,Elise M. Stefanik,CON,4,1,30,35
Jefferson,Henderson 1,U.S. House,21,Elise M. Stefanik,CON,4,0,31,35
Jefferson,Hounsfield 1,U.S. House,21,Elise M. Stefanik,CON,2,1,20,23
Jefferson,Hounsfield 2,U.S. House,21,Elise M. Stefanik,CON,9,1,47,57
Jefferson,LeRay 1,U.S. House,21,Elise M. Stefanik,CON,1,0,15,16
Jefferson,LeRay 2,U.S. House,21,Elise M. Stefanik,CON,0,0,9,9
Jefferson,LeRay 3,U.S. House,21,Elise M. Stefanik,CON,0,0,6,6
Jefferson,LeRay 4,U.S. House,21,Elise M. Stefanik,CON,10,1,34,45
Jefferson,LeRay 5,U.S. House,21,Elise M. Stefanik,CON,3,2,19,24
Jefferson,LeRay 6,U.S. House,21,Elise M. Stefanik,CON,0,1,16,17
Jefferson,LeRay 7,U.S. House,21,Elise M. Stefanik,CON,3,0,5,8
Jefferson,LeRay 8,U.S. House,21,Elise M. Stefanik,CON,4,1,34,39
Jefferson,Lorraine 1,U.S. House,21,Elise M. Stefanik,CON,4,0,17,21
Jefferson,Lyme 1,U.S. House,21,Elise M. Stefanik,CON,5,1,21,27
Jefferson,Lyme 2,U.S. House,21,Elise M. Stefanik,CON,8,1,28,37
Jefferson,Lyme 3,U.S. House,21,Elise M. Stefanik,CON,0,0,11,11
Jefferson,Orleans 1,U.S. House,21,Elise M. Stefanik,CON,3,0,34,37
Jefferson,Orleans 2,U.S. House,21,Elise M. Stefanik,CON,6,0,17,23
Jefferson,Pamelia 1,U.S. House,21,Elise M. Stefanik,CON,2,1,26,29
Jefferson,Pamelia 2,U.S. House,21,Elise M. Stefanik,CON,6,0,33,39
Jefferson,Philadelphia 1,U.S. House,21,Elise M. Stefanik,CON,2,0,13,15
Jefferson,Philadelphia 2,U.S. House,21,Elise M. Stefanik,CON,2,0,20,22
Jefferson,Rodman 1,U.S. House,21,Elise M. Stefanik,CON,1,0,34,35
Jefferson,Rutland 1,U.S. House,21,Elise M. Stefanik,CON,1,0,24,25
Jefferson,Rutland 2,U.S. House,21,Elise M. Stefanik,CON,4,3,24,31
Jefferson,Rutland 3,U.S. House,21,Elise M. Stefanik,CON,2,0,6,8
Jefferson,Theresa 1,U.S. House,21,Elise M. Stefanik,CON,4,0,47,51
Jefferson,Watertown 1,U.S. House,21,Elise M. Stefanik,CON,3,1,47,51
Jefferson,Watertown 2,U.S. House,21,Elise M. Stefanik,CON,9,0,57,66
Jefferson,Wilna 1,U.S. House,21,Elise M. Stefanik,CON,4,2,39,45
Jefferson,Wilna 2,U.S. House,21,Elise M. Stefanik,CON,1,0,1,2
Jefferson,Wilna 3,U.S. House,21,Elise M. Stefanik,CON,0,1,3,4
Jefferson,Wilna 4,U.S. House,21,Elise M. Stefanik,CON,0,0,14,14
Jefferson,Wilna 5,U.S. House,21,Elise M. Stefanik,CON,5,0,26,31
Jefferson,Worth 1,U.S. House,21,Elise M. Stefanik,CON,0,0,6,6
Jefferson,Special Federal,U.S. House,21,Elise M. Stefanik,CON,0,0,0,0
Jefferson,12~1,U.S. House,21,Tedra L. Cobb,WOR,5,1,23,29
Jefferson,12~2,U.S. House,21,Tedra L. Cobb,WOR,5,0,23,28
Jefferson,12~3,U.S. House,21,Tedra L. Cobb,WOR,3,0,9,12
Jefferson,13~1,U.S. House,21,Tedra L. Cobb,WOR,6,0,25,31
Jefferson,13~2,U.S. House,21,Tedra L. Cobb,WOR,10,0,11,21
Jefferson,13~3,U.S. House,21,Tedra L. Cobb,WOR,1,0,24,25
Jefferson,14~1,U.S. House,21,Tedra L. Cobb,WOR,3,1,20,24
Jefferson,14~2,U.S. House,21,Tedra L. Cobb,WOR,5,1,9,15
Jefferson,15~1,U.S. House,21,Tedra L. Cobb,WOR,13,0,17,30
Jefferson,15~2,U.S. House,21,Tedra L. Cobb,WOR,8,1,23,32
Jefferson,15~3,U.S. House,21,Tedra L. Cobb,WOR,3,0,5,8
Jefferson,Adams 1,U.S. House,21,Tedra L. Cobb,WOR,1,0,10,11
Jefferson,Adams 2,U.S. House,21,Tedra L. Cobb,WOR,1,0,6,7
Jefferson,Adams 3 ,U.S. House,21,Tedra L. Cobb,WOR,6,0,11,17
Jefferson,Alexandria 1,U.S. House,21,Tedra L. Cobb,WOR,0,0,12,12
Jefferson,Alexandria 2,U.S. House,21,Tedra L. Cobb,WOR,2,0,6,8
Jefferson,Alexandria 3,U.S. House,21,Tedra L. Cobb,WOR,2,0,13,15
Jefferson,Antwerp 1,U.S. House,21,Tedra L. Cobb,WOR,0,0,7,7
Jefferson,Antwerp 2,U.S. House,21,Tedra L. Cobb,WOR,3,0,4,7
Jefferson,Brownville 1,U.S. House,21,Tedra L. Cobb,WOR,1,0,6,7
Jefferson,Brownville 2,U.S. House,21,Tedra L. Cobb,WOR,0,0,8,8
Jefferson,Brownville 3,U.S. House,21,Tedra L. Cobb,WOR,1,0,6,7
Jefferson,Brownville 4,U.S. House,21,Tedra L. Cobb,WOR,1,0,8,9
Jefferson,Brownville 5,U.S. House,21,Tedra L. Cobb,WOR,5,0,7,12
Jefferson,Cape Vincent 1,U.S. House,21,Tedra L. Cobb,WOR,4,0,8,12
Jefferson,Cape Vincent 2,U.S. House,21,Tedra L. Cobb,WOR,4,0,8,12
Jefferson,Champion 1,U.S. House,21,Tedra L. Cobb,WOR,6,1,9,16
Jefferson,Champion 2,U.S. House,21,Tedra L. Cobb,WOR,3,0,14,17
Jefferson,Clayton 1,U.S. House,21,Tedra L. Cobb,WOR,1,0,11,12
Jefferson,Clayton 2,U.S. House,21,Tedra L. Cobb,WOR,5,0,9,14
Jefferson,Clayton 3,U.S. House,21,Tedra L. Cobb,WOR,6,0,22,28
Jefferson,Ellisburg 1,U.S. House,21,Tedra L. Cobb,WOR,0,0,3,3
Jefferson,Ellisburg 2,U.S. House,21,Tedra L. Cobb,WOR,5,0,10,15
Jefferson,Ellisburg 3,U.S. House,21,Tedra L. Cobb,WOR,0,0,2,2
Jefferson,Ellisburg 4,U.S. House,21,Tedra L. Cobb,WOR,5,0,12,17
Jefferson,Henderson 1,U.S. House,21,Tedra L. Cobb,WOR,5,0,9,14
Jefferson,Hounsfield 1,U.S. House,21,Tedra L. Cobb,WOR,9,0,16,25
Jefferson,Hounsfield 2,U.S. House,21,Tedra L. Cobb,WOR,10,0,14,24
Jefferson,LeRay 1,U.S. House,21,Tedra L. Cobb,WOR,3,0,4,7
Jefferson,LeRay 2,U.S. House,21,Tedra L. Cobb,WOR,2,1,2,5
Jefferson,LeRay 3,U.S. House,21,Tedra L. Cobb,WOR,1,0,4,5
Jefferson,LeRay 4,U.S. House,21,Tedra L. Cobb,WOR,8,0,17,25
Jefferson,LeRay 5,U.S. House,21,Tedra L. Cobb,WOR,0,0,7,7
Jefferson,LeRay 6,U.S. House,21,Tedra L. Cobb,WOR,1,0,3,4
Jefferson,LeRay 7,U.S. House,21,Tedra L. Cobb,WOR,1,0,2,3
Jefferson,LeRay 8,U.S. House,21,Tedra L. Cobb,WOR,6,0,17,23
Jefferson,Lorraine 1,U.S. House,21,Tedra L. Cobb,WOR,2,0,6,8
Jefferson,Lyme 1,U.S. House,21,Tedra L. Cobb,WOR,0,0,1,1
Jefferson,Lyme 2,U.S. House,21,Tedra L. Cobb,WOR,1,0,4,5
Jefferson,Lyme 3,U.S. House,21,Tedra L. Cobb,WOR,0,0,6,6
Jefferson,Orleans 1,U.S. House,21,Tedra L. Cobb,WOR,5,0,6,11
Jefferson,Orleans 2,U.S. House,21,Tedra L. Cobb,WOR,2,0,4,6
Jefferson,Pamelia 1,U.S. House,21,Tedra L. Cobb,WOR,5,0,12,17
Jefferson,Pamelia 2,U.S. House,21,Tedra L. Cobb,WOR,4,1,13,18
Jefferson,Philadelphia 1,U.S. House,21,Tedra L. Cobb,WOR,2,0,11,13
Jefferson,Philadelphia 2,U.S. House,21,Tedra L. Cobb,WOR,0,0,5,5
Jefferson,Rodman 1,U.S. House,21,Tedra L. Cobb,WOR,1,0,8,9
Jefferson,Rutland 1,U.S. House,21,Tedra L. Cobb,WOR,1,0,10,11
Jefferson,Rutland 2,U.S. House,21,Tedra L. Cobb,WOR,2,0,8,10
Jefferson,Rutland 3,U.S. House,21,Tedra L. Cobb,WOR,2,0,5,7
Jefferson,Theresa 1,U.S. House,21,Tedra L. Cobb,WOR,5,1,14,20
Jefferson,Watertown 1,U.S. House,21,Tedra L. Cobb,WOR,9,0,17,26
Jefferson,Watertown 2,U.S. House,21,Tedra L. Cobb,WOR,2,0,16,18
Jefferson,Wilna 1,U.S. House,21,Tedra L. Cobb,WOR,7,0,20,27
Jefferson,Wilna 2,U.S. House,21,Tedra L. Cobb,WOR,0,0,0,0
Jefferson,Wilna 3,U.S. House,21,Tedra L. Cobb,WOR,0,0,4,4
Jefferson,Wilna 4,U.S. House,21,Tedra L. Cobb,WOR,0,0,3,3
Jefferson,Wilna 5,U.S. House,21,Tedra L. Cobb,WOR,2,0,3,5
Jefferson,Worth 1,U.S. House,21,Tedra L. Cobb,WOR,0,0,2,2
Jefferson,Special Federal,U.S. House,21,Tedra L. Cobb,WOR,1,0,0,1
Jefferson,12~1,U.S. House,21,Elise M. Stefanik,IND,3,0,7,10
Jefferson,12~2,U.S. House,21,Elise M. Stefanik,IND,1,0,5,6
Jefferson,12~3,U.S. House,21,Elise M. Stefanik,IND,2,0,7,9
Jefferson,13~1,U.S. House,21,Elise M. Stefanik,IND,1,0,13,14
Jefferson,13~2,U.S. House,21,Elise M. Stefanik,IND,1,0,7,8
Jefferson,13~3,U.S. House,21,Elise M. Stefanik,IND,1,0,7,8
Jefferson,14~1,U.S. House,21,Elise M. Stefanik,IND,0,0,9,9
Jefferson,14~2,U.S. House,21,Elise M. Stefanik,IND,4,0,2,6
Jefferson,15~1,U.S. House,21,Elise M. Stefanik,IND,1,0,8,9
Jefferson,15~2,U.S. House,21,Elise M. Stefanik,IND,2,0,10,12
Jefferson,15~3,U.S. House,21,Elise M. Stefanik,IND,1,0,5,6
Jefferson,Adams 1,U.S. House,21,Elise M. Stefanik,IND,2,0,5,7
Jefferson,Adams 2,U.S. House,21,Elise M. Stefanik,IND,2,0,6,8
Jefferson,Adams 3 ,U.S. House,21,Elise M. Stefanik,IND,5,0,12,17
Jefferson,Alexandria 1,U.S. House,21,Elise M. Stefanik,IND,0,0,5,5
Jefferson,Alexandria 2,U.S. House,21,Elise M. Stefanik,IND,2,0,4,6
Jefferson,Alexandria 3,U.S. House,21,Elise M. Stefanik,IND,1,0,9,10
Jefferson,Antwerp 1,U.S. House,21,Elise M. Stefanik,IND,1,0,2,3
Jefferson,Antwerp 2,U.S. House,21,Elise M. Stefanik,IND,0,0,4,4
Jefferson,Brownville 1,U.S. House,21,Elise M. Stefanik,IND,2,0,12,14
Jefferson,Brownville 2,U.S. House,21,Elise M. Stefanik,IND,3,0,5,8
Jefferson,Brownville 3,U.S. House,21,Elise M. Stefanik,IND,4,0,4,8
Jefferson,Brownville 4,U.S. House,21,Elise M. Stefanik,IND,0,0,4,4
