county,precinct,office,district,candidate,party,absentee,affidavit,election_day,votes
Jefferson,Clayton 2,State Assembly,116,Mark C. Walczyk,REP,90,1,428,519
Jefferson,Clayton 3,State Assembly,116,Mark C. Walczyk,REP,95,5,534,634
Jefferson,Hounsfield 1,State Assembly,116,Mark C. Walczyk,REP,62,4,326,392
Jefferson,Hounsfield 2,State Assembly,116,Mark C. Walczyk,REP,75,3,570,648
Jefferson,Lyme 1,State Assembly,116,Mark C. Walczyk,REP,39,2,286,327
Jefferson,Lyme 2,State Assembly,116,Mark C. Walczyk,REP,49,10,306,365
Jefferson,Lyme 3,State Assembly,116,Mark C. Walczyk,REP,28,1,198,227
Jefferson,Orleans 1,State Assembly,116,Mark C. Walczyk,REP,54,3,520,577
Jefferson,Orleans 2,State Assembly,116,Mark C. Walczyk,REP,57,0,260,317
Jefferson,Pamelia 1,State Assembly,116,Mark C. Walczyk,REP,42,6,475,523
Jefferson,Pamelia 2,State Assembly,116,Mark C. Walczyk,REP,48,0,462,510
Jefferson,Philadelphia 1,State Assembly,116,Mark C. Walczyk,REP,9,3,199,211
Jefferson,Philadelphia 2,State Assembly,116,Mark C. Walczyk,REP,14,2,231,247
Jefferson,Theresa 1,State Assembly,116,Mark C. Walczyk,REP,81,6,687,774
Jefferson,12~1,State Assembly,116,Mark C. Walczyk,CON,12,1,52,65
Jefferson,12~2,State Assembly,116,Mark C. Walczyk,CON,13,1,33,47
Jefferson,12~3,State Assembly,116,Mark C. Walczyk,CON,5,0,32,37
Jefferson,13~1,State Assembly,116,Mark C. Walczyk,CON,13,3,45,61
Jefferson,13~2,State Assembly,116,Mark C. Walczyk,CON,9,0,42,51
Jefferson,13~3,State Assembly,116,Mark C. Walczyk,CON,5,0,22,27
Jefferson,14~1,State Assembly,116,Mark C. Walczyk,CON,7,0,36,43
Jefferson,14~2,State Assembly,116,Mark C. Walczyk,CON,5,0,17,22
Jefferson,15~1,State Assembly,116,Mark C. Walczyk,CON,8,1,37,46
Jefferson,15~2,State Assembly,116,Mark C. Walczyk,CON,6,1,34,41
Jefferson,15~3,State Assembly,116,Mark C. Walczyk,CON,1,1,12,14
Jefferson,Alexandria 1,State Assembly,116,Mark C. Walczyk,CON,3,1,15,19
Jefferson,Alexandria 2,State Assembly,116,Mark C. Walczyk,CON,8,0,28,36
Jefferson,Alexandria 3,State Assembly,116,Mark C. Walczyk,CON,7,0,36,43
Jefferson,Antwerp 1,State Assembly,116,Mark C. Walczyk,CON,2,0,13,15
Jefferson,Antwerp 2,State Assembly,116,Mark C. Walczyk,CON,3,1,29,33
Jefferson,Brownville 1,State Assembly,116,Mark C. Walczyk,CON,1,0,30,31
Jefferson,Brownville 2,State Assembly,116,Mark C. Walczyk,CON,3,1,18,22
Jefferson,Brownville 3,State Assembly,116,Mark C. Walczyk,CON,4,2,36,42
Jefferson,Brownville 4,State Assembly,116,Mark C. Walczyk,CON,3,0,17,20
Jefferson,Brownville 5,State Assembly,116,Mark C. Walczyk,CON,3,0,26,29
Jefferson,Cape Vincent 1,State Assembly,116,Mark C. Walczyk,CON,8,1,17,26
Jefferson,Cape Vincent 2,State Assembly,116,Mark C. Walczyk,CON,13,1,44,58
Jefferson,Clayton 1,State Assembly,116,Mark C. Walczyk,CON,6,1,46,53
Jefferson,Clayton 2,State Assembly,116,Mark C. Walczyk,CON,9,0,33,42
Jefferson,Clayton 3,State Assembly,116,Mark C. Walczyk,CON,13,0,56,69
Jefferson,Hounsfield 1,State Assembly,116,Mark C. Walczyk,CON,5,0,22,27
Jefferson,Hounsfield 2,State Assembly,116,Mark C. Walczyk,CON,16,1,54,71
Jefferson,Lyme 1,State Assembly,116,Mark C. Walczyk,CON,7,1,25,33
Jefferson,Lyme 2,State Assembly,116,Mark C. Walczyk,CON,9,1,27,37
Jefferson,Lyme 3,State Assembly,116,Mark C. Walczyk,CON,1,0,15,16
Jefferson,Orleans 1,State Assembly,116,Mark C. Walczyk,CON,7,0,36,43
Jefferson,Orleans 2,State Assembly,116,Mark C. Walczyk,CON,6,0,14,20
Jefferson,Pamelia 1,State Assembly,116,Mark C. Walczyk,CON,5,0,31,36
Jefferson,Pamelia 2,State Assembly,116,Mark C. Walczyk,CON,4,0,33,37
Jefferson,Philadelphia 1,State Assembly,116,Mark C. Walczyk,CON,4,0,17,21
Jefferson,Philadelphia 2,State Assembly,116,Mark C. Walczyk,CON,1,0,21,22
Jefferson,Theresa 1,State Assembly,116,Mark C. Walczyk,CON,3,0,55,58
Jefferson,12~1,State Assembly,116,Mark C. Walczyk,IND,5,1,19,25
Jefferson,12~2,State Assembly,116,Mark C. Walczyk,IND,3,0,10,13
Jefferson,12~3,State Assembly,116,Mark C. Walczyk,IND,0,0,11,11
Jefferson,13~1,State Assembly,116,Mark C. Walczyk,IND,11,0,23,34
Jefferson,13~2,State Assembly,116,Mark C. Walczyk,IND,2,0,19,21
Jefferson,13~3,State Assembly,116,Mark C. Walczyk,IND,1,0,17,18
Jefferson,14~1,State Assembly,116,Mark C. Walczyk,IND,4,1,16,21
Jefferson,14~2,State Assembly,116,Mark C. Walczyk,IND,3,0,6,9
Jefferson,15~1,State Assembly,116,Mark C. Walczyk,IND,9,0,11,20
Jefferson,15~2,State Assembly,116,Mark C. Walczyk,IND,5,1,24,30
Jefferson,15~3,State Assembly,116,Mark C. Walczyk,IND,3,0,9,12
Jefferson,Alexandria 1,State Assembly,116,Mark C. Walczyk,IND,0,0,7,7
Jefferson,Alexandria 2,State Assembly,116,Mark C. Walczyk,IND,5,0,11,16
Jefferson,Alexandria 3,State Assembly,116,Mark C. Walczyk,IND,3,0,12,15
Jefferson,Antwerp 1,State Assembly,116,Mark C. Walczyk,IND,1,0,4,5
Jefferson,Antwerp 2,State Assembly,116,Mark C. Walczyk,IND,1,0,4,5
Jefferson,Brownville 1,State Assembly,116,Mark C. Walczyk,IND,2,0,15,17
Jefferson,Brownville 2,State Assembly,116,Mark C. Walczyk,IND,3,0,8,11
Jefferson,Brownville 3,State Assembly,116,Mark C. Walczyk,IND,4,0,8,12
Jefferson,Brownville 4,State Assembly,116,Mark C. Walczyk,IND,0,0,9,9
Jefferson,Brownville 5,State Assembly,116,Mark C. Walczyk,IND,4,0,10,14
Jefferson,Cape Vincent 1,State Assembly,116,Mark C. Walczyk,IND,4,0,3,7
Jefferson,Cape Vincent 2,State Assembly,116,Mark C. Walczyk,IND,2,0,10,12
Jefferson,Clayton 1,State Assembly,116,Mark C. Walczyk,IND,5,0,16,21
Jefferson,Clayton 2,State Assembly,116,Mark C. Walczyk,IND,2,0,14,16
Jefferson,Clayton 3,State Assembly,116,Mark C. Walczyk,IND,4,0,15,19
Jefferson,Hounsfield 1,State Assembly,116,Mark C. Walczyk,IND,4,0,6,10
Jefferson,Hounsfield 2,State Assembly,116,Mark C. Walczyk,IND,6,0,20,26
Jefferson,Lyme 1,State Assembly,116,Mark C. Walczyk,IND,6,0,10,16
Jefferson,Lyme 2,State Assembly,116,Mark C. Walczyk,IND,2,0,8,10
Jefferson,Lyme 3,State Assembly,116,Mark C. Walczyk,IND,0,0,2,2
Jefferson,Orleans 1,State Assembly,116,Mark C. Walczyk,IND,3,0,9,12
Jefferson,Orleans 2,State Assembly,116,Mark C. Walczyk,IND,2,0,10,12
Jefferson,Pamelia 1,State Assembly,116,Mark C. Walczyk,IND,2,0,12,14
Jefferson,Pamelia 2,State Assembly,116,Mark C. Walczyk,IND,2,0,10,12
Jefferson,Philadelphia 1,State Assembly,116,Mark C. Walczyk,IND,1,0,4,5
Jefferson,Philadelphia 2,State Assembly,116,Mark C. Walczyk,IND,1,0,2,3
Jefferson,Theresa 1,State Assembly,116,Mark C. Walczyk,IND,5,0,18,23
Jefferson,12~1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,12~2,State Assembly,116,Write-ins,,1,0,1,2
Jefferson,12~3,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,13~1,State Assembly,116,Write-ins,,1,0,1,2
Jefferson,13~2,State Assembly,116,Write-ins,,0,0,1,1
Jefferson,13~3,State Assembly,116,Write-ins,,0,0,1,1
Jefferson,14~1,State Assembly,116,Write-ins,,1,0,1,2
Jefferson,14~2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,15~1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,15~2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,15~3,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Alexandria 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Alexandria 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Alexandria 3,State Assembly,116,Write-ins,,0,0,1,1
Jefferson,Antwerp 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Antwerp 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Brownville 1,State Assembly,116,Write-ins,,0,1,0,1
Jefferson,Brownville 2,State Assembly,116,Write-ins,,0,0,1,1
Jefferson,Brownville 3,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Brownville 4,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Brownville 5,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Cape Vincent 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Cape Vincent 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Clayton 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Clayton 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Clayton 3,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Hounsfield 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Hounsfield 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Lyme 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Lyme 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Lyme 3,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Orleans 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Orleans 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Pamelia 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Pamelia 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Philadelphia 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Philadelphia 2,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,Theresa 1,State Assembly,116,Write-ins,,0,0,0,0
Jefferson,12~1,State Assembly,116,Blanks,,17,3,33,53
Jefferson,12~2,State Assembly,116,Blanks,,5,1,21,27
Jefferson,12~3,State Assembly,116,Blanks,,11,0,8,19
Jefferson,13~1,State Assembly,116,Blanks,,5,0,26,31
Jefferson,13~2,State Assembly,116,Blanks,,9,1,8,18
Jefferson,13~3,State Assembly,116,Blanks,,6,2,16,24
Jefferson,14~1,State Assembly,116,Blanks,,7,1,20,28
Jefferson,14~2,State Assembly,116,Blanks,,4,2,9,15
Jefferson,15~1,State Assembly,116,Blanks,,7,1,26,34
Jefferson,15~2,State Assembly,116,Blanks,,8,3,22,33
Jefferson,15~3,State Assembly,116,Blanks,,3,0,15,18
Jefferson,Alexandria 1,State Assembly,116,Blanks,,5,0,9,14
Jefferson,Alexandria 2,State Assembly,116,Blanks,,3,0,15,18
Jefferson,Alexandria 3,State Assembly,116,Blanks,,4,0,20,24
Jefferson,Antwerp 1,State Assembly,116,Blanks,,4,0,8,12
Jefferson,Antwerp 2,State Assembly,116,Blanks,,4,0,10,14
Jefferson,Brownville 1,State Assembly,116,Blanks,,4,0,14,18
Jefferson,Brownville 2,State Assembly,116,Blanks,,1,0,11,12
Jefferson,Brownville 3,State Assembly,116,Blanks,,1,0,15,16
Jefferson,Brownville 4,State Assembly,116,Blanks,,3,0,16,19
Jefferson,Brownville 5,State Assembly,116,Blanks,,1,1,13,15
Jefferson,Cape Vincent 1,State Assembly,116,Blanks,,8,2,11,21
Jefferson,Cape Vincent 2,State Assembly,116,Blanks,,8,1,10,19
Jefferson,Clayton 1,State Assembly,116,Blanks,,5,0,19,24
Jefferson,Clayton 2,State Assembly,116,Blanks,,4,0,23,27
Jefferson,Clayton 3,State Assembly,116,Blanks,,4,0,15,19
Jefferson,Hounsfield 1,State Assembly,116,Blanks,,6,1,19,26
Jefferson,Hounsfield 2,State Assembly,116,Blanks,,7,1,18,26
Jefferson,Lyme 1,State Assembly,116,Blanks,,6,0,10,16
Jefferson,Lyme 2,State Assembly,116,Blanks,,4,0,9,13
Jefferson,Lyme 3,State Assembly,116,Blanks,,3,0,6,9
Jefferson,Orleans 1,State Assembly,116,Blanks,,2,0,11,13
Jefferson,Orleans 2,State Assembly,116,Blanks,,2,0,15,17
Jefferson,Pamelia 1,State Assembly,116,Blanks,,4,0,15,19
Jefferson,Pamelia 2,State Assembly,116,Blanks,,6,0,15,21
Jefferson,Philadelphia 1,State Assembly,116,Blanks,,5,1,10,16
Jefferson,Philadelphia 2,State Assembly,116,Blanks,,3,0,7,10
Jefferson,Theresa 1,State Assembly,116,Blanks,,2,1,32,35
Jefferson,12~1,State Assembly,116,Voids,,0,1,0,1
Jefferson,12~2,State Assembly,116,Voids,,0,0,0,0
Jefferson,12~3,State Assembly,116,Voids,,0,0,0,0
Jefferson,13~1,State Assembly,116,Voids,,0,0,0,0
Jefferson,13~2,State Assembly,116,Voids,,0,0,0,0
Jefferson,13~3,State Assembly,116,Voids,,0,0,3,3
Jefferson,14~1,State Assembly,116,Voids,,0,0,0,0
Jefferson,14~2,State Assembly,116,Voids,,1,0,1,2
Jefferson,15~1,State Assembly,116,Voids,,2,0,1,3
Jefferson,15~2,State Assembly,116,Voids,,3,0,0,3
Jefferson,15~3,State Assembly,116,Voids,,0,0,0,0
Jefferson,Alexandria 1,State Assembly,116,Voids,,0,0,0,0
Jefferson,Alexandria 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Alexandria 3,State Assembly,116,Voids,,0,0,0,0
Jefferson,Antwerp 1,State Assembly,116,Voids,,0,0,0,0
Jefferson,Antwerp 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Brownville 1,State Assembly,116,Voids,,0,0,0,0
Jefferson,Brownville 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Brownville 3,State Assembly,116,Voids,,0,0,0,0
Jefferson,Brownville 4,State Assembly,116,Voids,,0,0,0,0
Jefferson,Brownville 5,State Assembly,116,Voids,,0,0,0,0
Jefferson,Cape Vincent 1,State Assembly,116,Voids,,0,0,0,0
Jefferson,Cape Vincent 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Clayton 1,State Assembly,116,Voids,,0,0,0,0
Jefferson,Clayton 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Clayton 3,State Assembly,116,Voids,,1,0,0,1
Jefferson,Hounsfield 1,State Assembly,116,Voids,,0,0,1,1
Jefferson,Hounsfield 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Lyme 1,State Assembly,116,Voids,,0,0,0,0
Jefferson,Lyme 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Lyme 3,State Assembly,116,Voids,,0,0,0,0
Jefferson,Orleans 1,State Assembly,116,Voids,,0,0,1,1
Jefferson,Orleans 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Pamelia 1,State Assembly,116,Voids,,0,0,1,1
Jefferson,Pamelia 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Philadelphia 1,State Assembly,116,Voids,,0,0,0,0
Jefferson,Philadelphia 2,State Assembly,116,Voids,,0,0,0,0
Jefferson,Theresa 1,State Assembly,116,Voids,,0,1,1,2
Jefferson,Adams 1,State Assembly,117,Kenneth Blankenbush,REP,69,3,452,524
Jefferson,Adams 2,State Assembly,117,Kenneth Blankenbush,REP,40,2,339,381
Jefferson,Adams 3 ,State Assembly,117,Kenneth Blankenbush,REP,80,5,670,755
Jefferson,Champion 1,State Assembly,117,Kenneth Blankenbush,REP,124,10,735,869
Jefferson,Champion 2,State Assembly,117,Kenneth Blankenbush,REP,51,2,384,437
Jefferson,Henderson 1,State Assembly,117,Kenneth Blankenbush,REP,87,1,526,614
Jefferson,LeRay 1,State Assembly,117,Kenneth Blankenbush,REP,22,4,207,233
Jefferson,LeRay 2,State Assembly,117,Kenneth Blankenbush,REP,4,3,111,118
Jefferson,LeRay 3,State Assembly,117,Kenneth Blankenbush,REP,26,2,129,157
Jefferson,LeRay 4,State Assembly,117,Kenneth Blankenbush,REP,107,7,457,571
Jefferson,LeRay 5,State Assembly,117,Kenneth Blankenbush,REP,29,0,199,228
Jefferson,LeRay 6,State Assembly,117,Kenneth Blankenbush,REP,6,1,119,126
Jefferson,LeRay 7,State Assembly,117,Kenneth Blankenbush,REP,31,0,58,89
Jefferson,LeRay 8,State Assembly,117,Kenneth Blankenbush,REP,57,9,392,458
Jefferson,Lorraine 1,State Assembly,117,Kenneth Blankenbush,REP,25,2,339,366
Jefferson,Rodman 1,State Assembly,117,Kenneth Blankenbush,REP,22,1,460,483
Jefferson,Rutland 1,State Assembly,117,Kenneth Blankenbush,REP,29,2,414,445
Jefferson,Rutland 2,State Assembly,117,Kenneth Blankenbush,REP,27,5,339,371
Jefferson,Rutland 3,State Assembly,117,Kenneth Blankenbush,REP,31,1,90,122
Jefferson,Watertown 1,State Assembly,117,Kenneth Blankenbush,REP,154,15,653,822
Jefferson,Watertown 2,State Assembly,117,Kenneth Blankenbush,REP,160,2,676,838
Jefferson,Wilna 1,State Assembly,117,Kenneth Blankenbush,REP,89,9,549,647
Jefferson,Wilna 2,State Assembly,117,Kenneth Blankenbush,REP,0,0,18,18
Jefferson,Wilna 3,State Assembly,117,Kenneth Blankenbush,REP,7,1,60,68
Jefferson,Wilna 4,State Assembly,117,Kenneth Blankenbush,REP,21,0,162,183
Jefferson,Wilna 5,State Assembly,117,Kenneth Blankenbush,REP,65,2,403,470
Jefferson,Worth 1,State Assembly,117,Kenneth Blankenbush,REP,7,0,95,102
Jefferson,Adams 1,State Assembly,117,Kenneth Blankenbush,CON,11,1,66,78
Jefferson,Adams 2,State Assembly,117,Kenneth Blankenbush,CON,7,1,30,38
Jefferson,Adams 3 ,State Assembly,117,Kenneth Blankenbush,CON,10,1,91,102
Jefferson,Champion 1,State Assembly,117,Kenneth Blankenbush,CON,18,2,63,83
Jefferson,Champion 2,State Assembly,117,Kenneth Blankenbush,CON,13,1,39,53
Jefferson,Henderson 1,State Assembly,117,Kenneth Blankenbush,CON,13,0,40,53
Jefferson,LeRay 1,State Assembly,117,Kenneth Blankenbush,CON,2,0,21,23
Jefferson,LeRay 2,State Assembly,117,Kenneth Blankenbush,CON,1,0,12,13
Jefferson,LeRay 3,State Assembly,117,Kenneth Blankenbush,CON,0,0,15,15
Jefferson,LeRay 4,State Assembly,117,Kenneth Blankenbush,CON,24,1,56,81
Jefferson,LeRay 5,State Assembly,117,Kenneth Blankenbush,CON,9,2,25,36
Jefferson,LeRay 6,State Assembly,117,Kenneth Blankenbush,CON,4,0,27,31
Jefferson,LeRay 7,State Assembly,117,Kenneth Blankenbush,CON,5,0,13,18
Jefferson,LeRay 8,State Assembly,117,Kenneth Blankenbush,CON,14,1,63,78
Jefferson,Lorraine 1,State Assembly,117,Kenneth Blankenbush,CON,4,0,22,26
Jefferson,Rodman 1,State Assembly,117,Kenneth Blankenbush,CON,3,0,43,46
Jefferson,Rutland 1,State Assembly,117,Kenneth Blankenbush,CON,2,0,39,41
Jefferson,Rutland 2,State Assembly,117,Kenneth Blankenbush,CON,7,2,38,47
Jefferson,Rutland 3,State Assembly,117,Kenneth Blankenbush,CON,9,0,10,19
Jefferson,Watertown 1,State Assembly,117,Kenneth Blankenbush,CON,15,2,83,100
Jefferson,Watertown 2,State Assembly,117,Kenneth Blankenbush,CON,27,0,85,112
Jefferson,Wilna 1,State Assembly,117,Kenneth Blankenbush,CON,15,2,69,86
Jefferson,Wilna 2,State Assembly,117,Kenneth Blankenbush,CON,1,0,3,4
Jefferson,Wilna 3,State Assembly,117,Kenneth Blankenbush,CON,0,1,6,7
Jefferson,Wilna 4,State Assembly,117,Kenneth Blankenbush,CON,1,0,20,21
Jefferson,Wilna 5,State Assembly,117,Kenneth Blankenbush,CON,9,0,30,39
Jefferson,Worth 1,State Assembly,117,Kenneth Blankenbush,CON,0,0,9,9
Jefferson,Adams 1,State Assembly,117,Kenneth Blankenbush,IND,8,0,27,35
Jefferson,Adams 2,State Assembly,117,Kenneth Blankenbush,IND,5,1,22,28
Jefferson,Adams 3 ,State Assembly,117,Kenneth Blankenbush,IND,20,0,57,77
Jefferson,Champion 1,State Assembly,117,Kenneth Blankenbush,IND,20,0,51,71
Jefferson,Champion 2,State Assembly,117,Kenneth Blankenbush,IND,14,0,36,50
Jefferson,Henderson 1,State Assembly,117,Kenneth Blankenbush,IND,12,0,30,42
Jefferson,LeRay 1,State Assembly,117,Kenneth Blankenbush,IND,2,0,9,11
Jefferson,LeRay 2,State Assembly,117,Kenneth Blankenbush,IND,2,0,11,13
Jefferson,LeRay 3,State Assembly,117,Kenneth Blankenbush,IND,2,0,11,13
Jefferson,LeRay 4,State Assembly,117,Kenneth Blankenbush,IND,31,0,68,99
Jefferson,LeRay 5,State Assembly,117,Kenneth Blankenbush,IND,3,0,13,16
Jefferson,LeRay 6,State Assembly,117,Kenneth Blankenbush,IND,2,0,10,12
Jefferson,LeRay 7,State Assembly,117,Kenneth Blankenbush,IND,7,0,15,22
Jefferson,LeRay 8,State Assembly,117,Kenneth Blankenbush,IND,22,0,40,62
Jefferson,Lorraine 1,State Assembly,117,Kenneth Blankenbush,IND,7,0,21,28
Jefferson,Rodman 1,State Assembly,117,Kenneth Blankenbush,IND,2,0,26,28
Jefferson,Rutland 1,State Assembly,117,Kenneth Blankenbush,IND,3,0,25,28
Jefferson,Rutland 2,State Assembly,117,Kenneth Blankenbush,IND,9,0,14,23
Jefferson,Rutland 3,State Assembly,117,Kenneth Blankenbush,IND,5,0,9,14
Jefferson,Watertown 1,State Assembly,117,Kenneth Blankenbush,IND,21,1,53,75
Jefferson,Watertown 2,State Assembly,117,Kenneth Blankenbush,IND,17,0,42,59
Jefferson,Wilna 1,State Assembly,117,Kenneth Blankenbush,IND,11,0,47,58
Jefferson,Wilna 2,State Assembly,117,Kenneth Blankenbush,IND,0,0,2,2
Jefferson,Wilna 3,State Assembly,117,Kenneth Blankenbush,IND,1,0,5,6
Jefferson,Wilna 4,State Assembly,117,Kenneth Blankenbush,IND,3,0,5,8
Jefferson,Wilna 5,State Assembly,117,Kenneth Blankenbush,IND,10,0,15,25
Jefferson,Worth 1,State Assembly,117,Kenneth Blankenbush,IND,3,0,3,6
Jefferson,Adams 1,State Assembly,117,Write-ins,,0,0,1,1
Jefferson,Adams 2,State Assembly,117,Write-ins,,1,0,1,2
Jefferson,Adams 3 ,State Assembly,117,Write-ins,,2,0,3,5
Jefferson,Champion 1,State Assembly,117,Write-ins,,4,0,2,6
Jefferson,Champion 2,State Assembly,117,Write-ins,,1,0,2,3
Jefferson,Henderson 1,State Assembly,117,Write-ins,,1,0,1,2
Jefferson,LeRay 1,State Assembly,117,Write-ins,,0,0,1,1
Jefferson,LeRay 2,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,LeRay 3,State Assembly,117,Write-ins,,0,0,1,1
Jefferson,LeRay 4,State Assembly,117,Write-ins,,2,0,3,5
Jefferson,LeRay 5,State Assembly,117,Write-ins,,0,0,1,1
Jefferson,LeRay 6,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,LeRay 7,State Assembly,117,Write-ins,,2,0,0,2
Jefferson,LeRay 8,State Assembly,117,Write-ins,,4,0,0,4
Jefferson,Lorraine 1,State Assembly,117,Write-ins,,2,0,1,3
Jefferson,Rodman 1,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,Rutland 1,State Assembly,117,Write-ins,,1,0,1,2
Jefferson,Rutland 2,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,Rutland 3,State Assembly,117,Write-ins,,2,0,1,3
Jefferson,Watertown 1,State Assembly,117,Write-ins,,1,0,3,4
Jefferson,Watertown 2,State Assembly,117,Write-ins,,0,0,6,6
Jefferson,Wilna 1,State Assembly,117,Write-ins,,2,0,2,4
Jefferson,Wilna 2,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,Wilna 3,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,Wilna 4,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,Wilna 5,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,Worth 1,State Assembly,117,Write-ins,,0,0,0,0
Jefferson,Adams 1,State Assembly,117,Blanks,,32,4,105,141
Jefferson,Adams 2,State Assembly,117,Blanks,,14,0,65,79
Jefferson,Adams 3 ,State Assembly,117,Blanks,,46,0,161,207
Jefferson,Champion 1,State Assembly,117,Blanks,,51,0,115,166
Jefferson,Champion 2,State Assembly,117,Blanks,,28,1,63,92
Jefferson,Henderson 1,State Assembly,117,Blanks,,70,1,110,181
Jefferson,LeRay 1,State Assembly,117,Blanks,,23,0,34,57
Jefferson,LeRay 2,State Assembly,117,Blanks,,8,0,13,21
Jefferson,LeRay 3,State Assembly,117,Blanks,,15,0,19,34
Jefferson,LeRay 4,State Assembly,117,Blanks,,88,1,125,214
Jefferson,LeRay 5,State Assembly,117,Blanks,,21,1,32,54
Jefferson,LeRay 6,State Assembly,117,Blanks,,5,1,33,39
Jefferson,LeRay 7,State Assembly,117,Blanks,,14,2,33,49
Jefferson,LeRay 8,State Assembly,117,Blanks,,86,5,150,241
Jefferson,Lorraine 1,State Assembly,117,Blanks,,9,1,53,63
Jefferson,Rodman 1,State Assembly,117,Blanks,,20,0,76,96
Jefferson,Rutland 1,State Assembly,117,Blanks,,20,1,49,70
Jefferson,Rutland 2,State Assembly,117,Blanks,,21,0,74,95
Jefferson,Rutland 3,State Assembly,117,Blanks,,9,2,18,29
Jefferson,Watertown 1,State Assembly,117,Blanks,,93,0,174,267
Jefferson,Watertown 2,State Assembly,117,Blanks,,75,0,98,173
Jefferson,Wilna 1,State Assembly,117,Blanks,,59,2,148,209
Jefferson,Wilna 2,State Assembly,117,Blanks,,2,0,6,8
Jefferson,Wilna 3,State Assembly,117,Blanks,,1,0,15,16
Jefferson,Wilna 4,State Assembly,117,Blanks,,7,0,29,36
Jefferson,Wilna 5,State Assembly,117,Blanks,,17,0,58,75
Jefferson,Worth 1,State Assembly,117,Blanks,,5,1,23,29
Jefferson,Adams 1,State Assembly,117,Voids,,1,0,0,1
Jefferson,Adams 2,State Assembly,117,,,0,0,0,0
Jefferson,Adams 3 ,State Assembly,117,,,0,0,1,1
Jefferson,Champion 1,State Assembly,117,,,0,0,0,0
Jefferson,Champion 2,State Assembly,117,,,0,0,0,0
Jefferson,Henderson 1,State Assembly,117,,,0,0,0,0
Jefferson,LeRay 1,State Assembly,117,,,0,0,1,1
Jefferson,LeRay 2,State Assembly,117,,,0,0,0,0
Jefferson,LeRay 3,State Assembly,117,,,0,0,0,0
Jefferson,LeRay 4,State Assembly,117,,,0,0,0,0
Jefferson,LeRay 5,State Assembly,117,,,0,0,0,0
Jefferson,LeRay 6,State Assembly,117,,,0,0,0,0
Jefferson,LeRay 7,State Assembly,117,,,0,0,0,0
Jefferson,LeRay 8,State Assembly,117,,,1,0,0,1
Jefferson,Lorraine 1,State Assembly,117,,,0,0,0,0
Jefferson,Rodman 1,State Assembly,117,,,0,0,0,0
Jefferson,Rutland 1,State Assembly,117,,,0,0,0,0
Jefferson,Rutland 2,State Assembly,117,,,0,0,0,0
Jefferson,Rutland 3,State Assembly,117,,,0,0,0,0
Jefferson,Watertown 1,State Assembly,117,,,0,0,0,0
Jefferson,Watertown 2,State Assembly,117,,,1,0,0,1
Jefferson,Wilna 1,State Assembly,117,,,0,0,0,0
