county,precinct,office,district,candidate,party,votes,early_voting,absentee,hand_count
Herkimer,Town of Winfield 2 LD 13,President,,Joseph R. Biden,DEM,157,,,
Herkimer,City of Little Falls Ward 1 1,President,,Joseph R. Biden,WOR,14,,,
Herkimer,City of Little Falls Ward 2 1,President,,Joseph R. Biden,WOR,7,,,
Herkimer,City of Little Falls Ward 3 1,President,,Joseph R. Biden,WOR,4,,,
Herkimer,City of Little Falls Ward 3 2,President,,Joseph R. Biden,WOR,5,,,
Herkimer,City of Little Falls Ward 4 1,President,,Joseph R. Biden,WOR,9,,,
Herkimer,Town of Columbia 1,President,,Joseph R. Biden,WOR,8,,,
Herkimer,Town of Columbia 2,President,,Joseph R. Biden,WOR,1,,,
Herkimer,Town of Danube 1,President,,Joseph R. Biden,WOR,1,,,
Herkimer,Town of Fairfield 1,President,,Joseph R. Biden,WOR,7,,,
Herkimer,Town of Frankfort 1,President,,Joseph R. Biden,WOR,4,,,
Herkimer,Town of Frankfort 2 LD 9,President,,Joseph R. Biden,WOR,9,,,
Herkimer,Town of Frankfort 3 LD 9,President,,Joseph R. Biden,WOR,10,,,
Herkimer,Town of Frankfort 4 LD 8,President,,Joseph R. Biden,WOR,3,,,
Herkimer,Town of Frankfort 5 LD 8,President,,Joseph R. Biden,WOR,15,,,
Herkimer,Town of Frankfort 6 LD 9,President,,Joseph R. Biden,WOR,11,,,
Herkimer,Town of German Flatts 1 LD 7,President,,Joseph R. Biden,WOR,11,,,
Herkimer,Town of German Flatts 2 LD 1,President,,Joseph R. Biden,WOR,15,,,
Herkimer,Town of German Flatts 3 LD 4,President,,Joseph R. Biden,WOR,12,,,
Herkimer,Town of German Flatts 4 LD 5,President,,Joseph R. Biden,WOR,3,,,
Herkimer,Town of German Flatts 5 LD 6,President,,Joseph R. Biden,WOR,6,,,
Herkimer,Town of German Flatts 6 LD 6,President,,Joseph R. Biden,WOR,2,,,
Herkimer,Town of German Flatts 7 LD 4,President,,Joseph R. Biden,WOR,2,,,
Herkimer,Town of German Flatts 8 LD 5,President,,Joseph R. Biden,WOR,3,,,
Herkimer,Town of German Flatts 9 LD 4,President,,Joseph R. Biden,WOR,5,,,
Herkimer,Town of German Flatts 10 LD 5,President,,Joseph R. Biden,WOR,2,,,
Herkimer,Town of German Flatts 11 LD 6,President,,Joseph R. Biden,WOR,8,,,
Herkimer,Town of German Flatts 12 LD 6,President,,Joseph R. Biden,WOR,7,,,
Herkimer,Town of German Flatts 13 LD 5,President,,Joseph R. Biden,WOR,7,,,
Herkimer,Town of German Flatts 14 LD 5,President,,Joseph R. Biden,WOR,4,,,
Herkimer,Town of Herkimer 1 LD 2,President,,Joseph R. Biden,WOR,12,,,
Herkimer,Town of Herkimer 2 LD 2,President,,Joseph R. Biden,WOR,7,,,
Herkimer,Town of Herkimer 3 LD 2,President,,Joseph R. Biden,WOR,13,,,
Herkimer,Town of Herkimer 4 LD 2,President,,Joseph R. Biden,WOR,4,,,
Herkimer,Town of Herkimer 5 LD 1,President,,Joseph R. Biden,WOR,14,,,
Herkimer,Town of Herkimer 6 LD 3,President,,Joseph R. Biden,WOR,14,,,
Herkimer,Town of Herkimer 7 LD 3,President,,Joseph R. Biden,WOR,9,,,
Herkimer,Town of Herkimer 8 LD 1,President,,Joseph R. Biden,WOR,13,,,
Herkimer,Town of Herkimer 9 LD 3,President,,Joseph R. Biden,WOR,7,,,
Herkimer,Town of Litchfield 1 LD 13,President,,Joseph R. Biden,WOR,5,,,
Herkimer,Town of Little Falls 1 LD 14,President,,Joseph R. Biden,WOR,13,,,
Herkimer,Town of Manheim 1 LD 10,President,,Joseph R. Biden,WOR,1,,,
Herkimer,Town of Manheim 2 LD 10,President,,Joseph R. Biden,WOR,15,,,
Herkimer,Town of Manheim 3 LD 10,President,,Joseph R. Biden,WOR,6,,,
Herkimer,Town of Newport 1 LD 17,President,,Joseph R. Biden,WOR,21,,,
Herkimer,Town of Norway 1 LD 16,President,,Joseph R. Biden,WOR,2,,,
Herkimer,Town of Ohio 1 LD 15,President,,Joseph R. Biden,WOR,7,,,
Herkimer,Town of Russia 1 LD 17,President,,Joseph R. Biden,WOR,8,,,
Herkimer,Town of Russia 2 LD 15,President,,Joseph R. Biden,WOR,5,,,
Herkimer,Town of Russia 3 LD 17,President,,Joseph R. Biden,WOR,2,,,
Herkimer,Town of Salisbury 1 LD 16,President,,Joseph R. Biden,WOR,15,,,
Herkimer,Town of Schuyler 1 LD 11,President,,Joseph R. Biden,WOR,7,,,
Herkimer,Town of Schuyler 2 LD 11,President,,Joseph R. Biden,WOR,12,,,
Herkimer,Town of Schuyler 3 LD 11,President,,Joseph R. Biden,WOR,6,,,
Herkimer,Town of Stark 1 LD 14,President,,Joseph R. Biden,WOR,5,,,
Herkimer,Town of Warren 1 LD 7,President,,Joseph R. Biden,WOR,8,,,
Herkimer,Town of Webb 1 LD 15,President,,Joseph R. Biden,WOR,22,,,
Herkimer,Town of Webb 2 LD 15,President,,Joseph R. Biden,WOR,3,,,
Herkimer,Town of Winfield 1 LD 13,President,,Joseph R. Biden,WOR,16,,,
Herkimer,Town of Winfield 2 LD 13,President,,Joseph R. Biden,WOR,8,,,
Herkimer,City of Little Falls Ward 1 1,President,,Donald J. Trump,REP,247,,,
Herkimer,City of Little Falls Ward 2 1,President,,Donald J. Trump,REP,263,,,
Herkimer,City of Little Falls Ward 3 1,President,,Donald J. Trump,REP,54,,,
Herkimer,City of Little Falls Ward 3 2,President,,Donald J. Trump,REP,136,,,
Herkimer,City of Little Falls Ward 4 1,President,,Donald J. Trump,REP,166,,,
Herkimer,Town of Columbia 1,President,,Donald J. Trump,REP,452,,,
Herkimer,Town of Columbia 2,President,,Donald J. Trump,REP,159,,,
Herkimer,Town of Danube 1,President,,Donald J. Trump,REP,315,,,
Herkimer,Town of Fairfield 1,President,,Donald J. Trump,REP,565,,,
Herkimer,Town of Frankfort 1,President,,Donald J. Trump,REP,262,,,
Herkimer,Town of Frankfort 2 LD 9,President,,Donald J. Trump,REP,293,,,
Herkimer,Town of Frankfort 3 LD 9,President,,Donald J. Trump,REP,314,,,
Herkimer,Town of Frankfort 4 LD 8,President,,Donald J. Trump,REP,387,,,
Herkimer,Town of Frankfort 5 LD 8,President,,Donald J. Trump,REP,530,,,
Herkimer,Town of Frankfort 6 LD 9,President,,Donald J. Trump,REP,495,,,
Herkimer,Town of German Flatts 1 LD 7,President,,Donald J. Trump,REP,424,,,
Herkimer,Town of German Flatts 2 LD 1,President,,Donald J. Trump,REP,285,,,
Herkimer,Town of German Flatts 3 LD 4,President,,Donald J. Trump,REP,456,,,
Herkimer,Town of German Flatts 4 LD 5,President,,Donald J. Trump,REP,118,,,
Herkimer,Town of German Flatts 5 LD 6,President,,Donald J. Trump,REP,68,,,
Herkimer,Town of German Flatts 6 LD 6,President,,Donald J. Trump,REP,147,,,
Herkimer,Town of German Flatts 7 LD 4,President,,Donald J. Trump,REP,154,,,
Herkimer,Town of German Flatts 8 LD 5,President,,Donald J. Trump,REP,214,,,
Herkimer,Town of German Flatts 9 LD 4,President,,Donald J. Trump,REP,174,,,
Herkimer,Town of German Flatts 10 LD 5,President,,Donald J. Trump,REP,113,,,
Herkimer,Town of German Flatts 11 LD 6,President,,Donald J. Trump,REP,292,,,
Herkimer,Town of German Flatts 12 LD 6,President,,Donald J. Trump,REP,236,,,
Herkimer,Town of German Flatts 13 LD 5,President,,Donald J. Trump,REP,314,,,
Herkimer,Town of German Flatts 14 LD 5,President,,Donald J. Trump,REP,262,,,
Herkimer,Town of Herkimer 1 LD 2,President,,Donald J. Trump,REP,512,,,
Herkimer,Town of Herkimer 2 LD 2,President,,Donald J. Trump,REP,138,,,
Herkimer,Town of Herkimer 3 LD 2,President,,Donald J. Trump,REP,123,,,
Herkimer,Town of Herkimer 4 LD 2,President,,Donald J. Trump,REP,142,,,
Herkimer,Town of Herkimer 5 LD 1,President,,Donald J. Trump,REP,251,,,
Herkimer,Town of Herkimer 6 LD 3,President,,Donald J. Trump,REP,404,,,
Herkimer,Town of Herkimer 7 LD 3,President,,Donald J. Trump,REP,218,,,
Herkimer,Town of Herkimer 8 LD 1,President,,Donald J. Trump,REP,151,,,
Herkimer,Town of Herkimer 9 LD 3,President,,Donald J. Trump,REP,244,,,
Herkimer,Town of Litchfield 1 LD 13,President,,Donald J. Trump,REP,515,,,
Herkimer,Town of Little Falls 1 LD 14,President,,Donald J. Trump,REP,488,,,
Herkimer,Town of Manheim 1 LD 10,President,,Donald J. Trump,REP,122,,,
Herkimer,Town of Manheim 2 LD 10,President,,Donald J. Trump,REP,533,,,
Herkimer,Town of Manheim 3 LD 10,President,,Donald J. Trump,REP,196,,,
Herkimer,Town of Newport 1 LD 17,President,,Donald J. Trump,REP,691,,,
Herkimer,Town of Norway 1 LD 16,President,,Donald J. Trump,REP,294,,,
Herkimer,Town of Ohio 1 LD 15,President,,Donald J. Trump,REP,415,,,
Herkimer,Town of Russia 1 LD 17,President,,Donald J. Trump,REP,436,,,
Herkimer,Town of Russia 2 LD 15,President,,Donald J. Trump,REP,240,,,
Herkimer,Town of Russia 3 LD 17,President,,Donald J. Trump,REP,113,,,
Herkimer,Town of Salisbury 1 LD 16,President,,Donald J. Trump,REP,635,,,
Herkimer,Town of Schuyler 1 LD 11,President,,Donald J. Trump,REP,228,,,
Herkimer,Town of Schuyler 2 LD 11,President,,Donald J. Trump,REP,441,,,
Herkimer,Town of Schuyler 3 LD 11,President,,Donald J. Trump,REP,360,,,
Herkimer,Town of Stark 1 LD 14,President,,Donald J. Trump,REP,205,,,
Herkimer,Town of Warren 1 LD 7,President,,Donald J. Trump,REP,320,,,
Herkimer,Town of Webb 1 LD 15,President,,Donald J. Trump,REP,550,,,
Herkimer,Town of Webb 2 LD 15,President,,Donald J. Trump,REP,108,,,
Herkimer,Town of Winfield 1 LD 13,President,,Donald J. Trump,REP,303,,,
Herkimer,Town of Winfield 2 LD 13,President,,Donald J. Trump,REP,300,,,
Herkimer,City of Little Falls Ward 1 1,President,,Donald J. Trump,CON,29,,,
Herkimer,City of Little Falls Ward 2 1,President,,Donald J. Trump,CON,34,,,
Herkimer,City of Little Falls Ward 3 1,President,,Donald J. Trump,CON,12,,,
Herkimer,City of Little Falls Ward 3 2,President,,Donald J. Trump,CON,20,,,
Herkimer,City of Little Falls Ward 4 1,President,,Donald J. Trump,CON,17,,,
Herkimer,Town of Columbia 1,President,,Donald J. Trump,CON,34,,,
Herkimer,Town of Columbia 2,President,,Donald J. Trump,CON,13,,,
Herkimer,Town of Danube 1,President,,Donald J. Trump,CON,30,,,
Herkimer,Town of Fairfield 1,President,,Donald J. Trump,CON,29,,,
Herkimer,Town of Frankfort 1,President,,Donald J. Trump,CON,19,,,
Herkimer,Town of Frankfort 2 LD 9,President,,Donald J. Trump,CON,33,,,
Herkimer,Town of Frankfort 3 LD 9,President,,Donald J. Trump,CON,26,,,
Herkimer,Town of Frankfort 4 LD 8,President,,Donald J. Trump,CON,27,,,
Herkimer,Town of Frankfort 5 LD 8,President,,Donald J. Trump,CON,63,,,
Herkimer,Town of Frankfort 6 LD 9,President,,Donald J. Trump,CON,24,,,
Herkimer,Town of German Flatts 1 LD 7,President,,Donald J. Trump,CON,26,,,
Herkimer,Town of German Flatts 2 LD 1,President,,Donald J. Trump,CON,11,,,
Herkimer,Town of German Flatts 3 LD 4,President,,Donald J. Trump,CON,27,,,
Herkimer,Town of German Flatts 4 LD 5,President,,Donald J. Trump,CON,2,,,
Herkimer,Town of German Flatts 5 LD 6,President,,Donald J. Trump,CON,4,,,
Herkimer,Town of German Flatts 6 LD 6,President,,Donald J. Trump,CON,13,,,
Herkimer,Town of German Flatts 7 LD 4,President,,Donald J. Trump,CON,6,,,
Herkimer,Town of German Flatts 8 LD 5,President,,Donald J. Trump,CON,12,,,
Herkimer,Town of German Flatts 9 LD 4,President,,Donald J. Trump,CON,13,,,
Herkimer,Town of German Flatts 10 LD 5,President,,Donald J. Trump,CON,13,,,
Herkimer,Town of German Flatts 11 LD 6,President,,Donald J. Trump,CON,13,,,
Herkimer,Town of German Flatts 12 LD 6,President,,Donald J. Trump,CON,18,,,
Herkimer,Town of German Flatts 13 LD 5,President,,Donald J. Trump,CON,16,,,
Herkimer,Town of German Flatts 14 LD 5,President,,Donald J. Trump,CON,17,,,
Herkimer,Town of Herkimer 1 LD 2,President,,Donald J. Trump,CON,39,,,
Herkimer,Town of Herkimer 2 LD 2,President,,Donald J. Trump,CON,7,,,
Herkimer,Town of Herkimer 3 LD 2,President,,Donald J. Trump,CON,7,,,
Herkimer,Town of Herkimer 4 LD 2,President,,Donald J. Trump,CON,17,,,
Herkimer,Town of Herkimer 5 LD 1,President,,Donald J. Trump,CON,16,,,
Herkimer,Town of Herkimer 6 LD 3,President,,Donald J. Trump,CON,33,,,
Herkimer,Town of Herkimer 7 LD 3,President,,Donald J. Trump,CON,19,,,
Herkimer,Town of Herkimer 8 LD 1,President,,Donald J. Trump,CON,6,,,
Herkimer,Town of Herkimer 9 LD 3,President,,Donald J. Trump,CON,26,,,
Herkimer,Town of Litchfield 1 LD 13,President,,Donald J. Trump,CON,36,,,
Herkimer,Town of Little Falls 1 LD 14,President,,Donald J. Trump,CON,45,,,
Herkimer,Town of Manheim 1 LD 10,President,,Donald J. Trump,CON,5,,,
Herkimer,Town of Manheim 2 LD 10,President,,Donald J. Trump,CON,44,,,
Herkimer,Town of Manheim 3 LD 10,President,,Donald J. Trump,CON,18,,,
Herkimer,Town of Newport 1 LD 17,President,,Donald J. Trump,CON,39,,,
Herkimer,Town of Norway 1 LD 16,President,,Donald J. Trump,CON,8,,,
Herkimer,Town of Ohio 1 LD 15,President,,Donald J. Trump,CON,23,,,
Herkimer,Town of Russia 1 LD 17,President,,Donald J. Trump,CON,37,,,
Herkimer,Town of Russia 2 LD 15,President,,Donald J. Trump,CON,19,,,
Herkimer,Town of Russia 3 LD 17,President,,Donald J. Trump,CON,8,,,
Herkimer,Town of Salisbury 1 LD 16,President,,Donald J. Trump,CON,34,,,
Herkimer,Town of Schuyler 1 LD 11,President,,Donald J. Trump,CON,10,,,
Herkimer,Town of Schuyler 2 LD 11,President,,Donald J. Trump,CON,26,,,
Herkimer,Town of Schuyler 3 LD 11,President,,Donald J. Trump,CON,25,,,
Herkimer,Town of Stark 1 LD 14,President,,Donald J. Trump,CON,13,,,
Herkimer,Town of Warren 1 LD 7,President,,Donald J. Trump,CON,29,,,
Herkimer,Town of Webb 1 LD 15,President,,Donald J. Trump,CON,37,,,
Herkimer,Town of Webb 2 LD 15,President,,Donald J. Trump,CON,10,,,
Herkimer,Town of Winfield 1 LD 13,President,,Donald J. Trump,CON,31,,,
Herkimer,Town of Winfield 2 LD 13,President,,Donald J. Trump,CON,32,,,
Herkimer,City of Little Falls Ward 1 1,President,,Howie Hawkins,GRE,3,,,
Herkimer,City of Little Falls Ward 2 1,President,,Howie Hawkins,GRE,2,,,
Herkimer,City of Little Falls Ward 3 1,President,,Howie Hawkins,GRE,1,,,
Herkimer,City of Little Falls Ward 3 2,President,,Howie Hawkins,GRE,4,,,
Herkimer,City of Little Falls Ward 4 1,President,,Howie Hawkins,GRE,4,,,
Herkimer,Town of Columbia 1,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Columbia 2,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of Danube 1,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of Fairfield 1,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of Frankfort 1,President,,Howie Hawkins,GRE,3,,,
Herkimer,Town of Frankfort 2 LD 9,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of Frankfort 3 LD 9,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Frankfort 4 LD 8,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Frankfort 5 LD 8,President,,Howie Hawkins,GRE,4,,,
Herkimer,Town of Frankfort 6 LD 9,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of German Flatts 1 LD 7,President,,Howie Hawkins,GRE,3,,,
Herkimer,Town of German Flatts 2 LD 1,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of German Flatts 3 LD 4,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of German Flatts 4 LD 5,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of German Flatts 5 LD 6,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of German Flatts 6 LD 6,President,,Howie Hawkins,GRE,3,,,
Herkimer,Town of German Flatts 7 LD 4,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of German Flatts 8 LD 5,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of German Flatts 9 LD 4,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of German Flatts 10 LD 5,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of German Flatts 11 LD 6,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of German Flatts 12 LD 6,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of German Flatts 13 LD 5,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of German Flatts 14 LD 5,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of Herkimer 1 LD 2,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Herkimer 2 LD 2,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of Herkimer 3 LD 2,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Herkimer 4 LD 2,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Herkimer 5 LD 1,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Herkimer 6 LD 3,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Herkimer 7 LD 3,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Herkimer 8 LD 1,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of Herkimer 9 LD 3,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of Litchfield 1 LD 13,President,,Howie Hawkins,GRE,4,,,
Herkimer,Town of Little Falls 1 LD 14,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Manheim 1 LD 10,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of Manheim 2 LD 10,President,,Howie Hawkins,GRE,5,,,
Herkimer,Town of Manheim 3 LD 10,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of Newport 1 LD 17,President,,Howie Hawkins,GRE,4,,,
Herkimer,Town of Norway 1 LD 16,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of Ohio 1 LD 15,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Russia 1 LD 17,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Russia 2 LD 15,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Russia 3 LD 17,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of Salisbury 1 LD 16,President,,Howie Hawkins,GRE,3,,,
Herkimer,Town of Schuyler 1 LD 11,President,,Howie Hawkins,GRE,3,,,
Herkimer,Town of Schuyler 2 LD 11,President,,Howie Hawkins,GRE,2,,,
Herkimer,Town of Schuyler 3 LD 11,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Stark 1 LD 14,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Warren 1 LD 7,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Webb 1 LD 15,President,,Howie Hawkins,GRE,9,,,
Herkimer,Town of Webb 2 LD 15,President,,Howie Hawkins,GRE,1,,,
Herkimer,Town of Winfield 1 LD 13,President,,Howie Hawkins,GRE,0,,,
Herkimer,Town of Winfield 2 LD 13,President,,Howie Hawkins,GRE,1,,,
Herkimer,City of Little Falls Ward 1 1,President,,Jo Jorgensen,LBT,2,,,
Herkimer,City of Little Falls Ward 2 1,President,,Jo Jorgensen,LBT,6,,,
Herkimer,City of Little Falls Ward 3 1,President,,Jo Jorgensen,LBT,3,,,
Herkimer,City of Little Falls Ward 3 2,President,,Jo Jorgensen,LBT,4,,,
Herkimer,City of Little Falls Ward 4 1,President,,Jo Jorgensen,LBT,5,,,
Herkimer,Town of Columbia 1,President,,Jo Jorgensen,LBT,6,,,
Herkimer,Town of Columbia 2,President,,Jo Jorgensen,LBT,3,,,
Herkimer,Town of Danube 1,President,,Jo Jorgensen,LBT,4,,,
Herkimer,Town of Fairfield 1,President,,Jo Jorgensen,LBT,6,,,
Herkimer,Town of Frankfort 1,President,,Jo Jorgensen,LBT,3,,,
Herkimer,Town of Frankfort 2 LD 9,President,,Jo Jorgensen,LBT,5,,,
Herkimer,Town of Frankfort 3 LD 9,President,,Jo Jorgensen,LBT,4,,,
Herkimer,Town of Frankfort 4 LD 8,President,,Jo Jorgensen,LBT,7,,,
Herkimer,Town of Frankfort 5 LD 8,President,,Jo Jorgensen,LBT,7,,,
Herkimer,Town of Frankfort 6 LD 9,President,,Jo Jorgensen,LBT,7,,,
Herkimer,Town of German Flatts 1 LD 7,President,,Jo Jorgensen,LBT,12,,,
Herkimer,Town of German Flatts 2 LD 1,President,,Jo Jorgensen,LBT,3,,,
Herkimer,Town of German Flatts 3 LD 4,President,,Jo Jorgensen,LBT,8,,,
Herkimer,Town of German Flatts 4 LD 5,President,,Jo Jorgensen,LBT,6,,,
Herkimer,Town of German Flatts 5 LD 6,President,,Jo Jorgensen,LBT,0,,,
Herkimer,Town of German Flatts 6 LD 6,President,,Jo Jorgensen,LBT,6,,,
Herkimer,Town of German Flatts 7 LD 4,President,,Jo Jorgensen,LBT,3,,,
Herkimer,Town of German Flatts 8 LD 5,President,,Jo Jorgensen,LBT,5,,,
Herkimer,Town of German Flatts 9 LD 4,President,,Jo Jorgensen,LBT,3,,,
Herkimer,Town of German Flatts 10 LD 5,President,,Jo Jorgensen,LBT,3,,,
Herkimer,Town of German Flatts 11 LD 6,President,,Jo Jorgensen,LBT,5,,,
Herkimer,Town of German Flatts 12 LD 6,President,,Jo Jorgensen,LBT,5,,,
Herkimer,Town of German Flatts 13 LD 5,President,,Jo Jorgensen,LBT,7,,,
Herkimer,Town of German Flatts 14 LD 5,President,,Jo Jorgensen,LBT,6,,,
Herkimer,Town of Herkimer 1 LD 2,President,,Jo Jorgensen,LBT,4,,,
Herkimer,Town of Herkimer 2 LD 2,President,,Jo Jorgensen,LBT,2,,,
Herkimer,Town of Herkimer 3 LD 2,President,,Jo Jorgensen,LBT,3,,,
Herkimer,Town of Herkimer 4 LD 2,President,,Jo Jorgensen,LBT,1,,,
Herkimer,Town of Herkimer 5 LD 1,President,,Jo Jorgensen,LBT,8,,,
Herkimer,Town of Herkimer 6 LD 3,President,,Jo Jorgensen,LBT,8,,,
