county,precinct,office,district,party,candidate,election_day,early_voting,absentee
Ontario,Town of Manchester 6,Attorney General,,CON,Michael Henry,29,1,0
Ontario,Town of Manchester 7,Attorney General,,CON,Michael Henry,23,0,4
Ontario,Town of Manchester 8,Attorney General,,CON,Michael Henry,36,1,1
Ontario,Town of Naples 1,Attorney General,,CON,Michael Henry,45,1,10
Ontario,Town of Naples 2,Attorney General,,CON,Michael Henry,19,2,4
Ontario,Town of Phelps 1,Attorney General,,CON,Michael Henry,21,3,0
Ontario,Town of Phelps 2,Attorney General,,CON,Michael Henry,40,2,1
Ontario,Town of Phelps 3,Attorney General,,CON,Michael Henry,31,1,1
Ontario,Town of Phelps 4,Attorney General,,CON,Michael Henry,43,1,1
Ontario,Town of Phelps 5,Attorney General,,CON,Michael Henry,33,1,1
Ontario,Town of Phelps 6,Attorney General,,CON,Michael Henry,38,1,0
Ontario,Town of Richmond 1,Attorney General,,CON,Michael Henry,39,1,1
Ontario,Town of Richmond 2,Attorney General,,CON,Michael Henry,53,9,2
Ontario,Town of Richmond 3,Attorney General,,CON,Michael Henry,81,3,4
Ontario,Town of South Bristol 1,Attorney General,,CON,Michael Henry,26,2,4
Ontario,Town of South Bristol 2,Attorney General,,CON,Michael Henry,63,1,1
Ontario,Town of Seneca 1,Attorney General,,CON,Michael Henry,21,2,1
Ontario,Town of Seneca 2,Attorney General,,CON,Michael Henry,31,0,3
Ontario,Town of Seneca 3,Attorney General,,CON,Michael Henry,35,2,7
Ontario,Town of Victor 1,Attorney General,,CON,Michael Henry,33,17,2
Ontario,Town of Victor 2,Attorney General,,CON,Michael Henry,38,22,5
Ontario,Town of Victor 3,Attorney General,,CON,Michael Henry,45,8,1
Ontario,Town of Victor 4,Attorney General,,CON,Michael Henry,36,11,3
Ontario,Town of Victor 5,Attorney General,,CON,Michael Henry,48,20,4
Ontario,Town of Victor 6,Attorney General,,CON,Michael Henry,44,14,2
Ontario,Town of Victor 7,Attorney General,,CON,Michael Henry,31,19,8
Ontario,Town of Victor 8,Attorney General,,CON,Michael Henry,32,11,2
Ontario,Town of Victor 9,Attorney General,,CON,Michael Henry,34,5,4
Ontario,Town of Victor 10,Attorney General,,CON,Michael Henry,27,16,7
Ontario,Town of Victor 11,Attorney General,,CON,Michael Henry,30,7,1
Ontario,Town of Victor 12,Attorney General,,CON,Michael Henry,41,14,1
Ontario,Town of West Bloomfield 1,Attorney General,,CON,Michael Henry,74,1,2
Ontario,Town of West Bloomfield 2,Attorney General,,CON,Michael Henry,54,5,3
Ontario,Cumulative,Attorney General,,CON,Michael Henry,0,0,0
Ontario,City of Canandaigua Ward 1 1,Attorney General,,WOR,Letitia A. James,16,4,1
Ontario,City of Canandaigua Ward 1 2,Attorney General,,WOR,Letitia A. James,13,12,3
Ontario,City of Canandaigua Ward 2 1,Attorney General,,WOR,Letitia A. James,12,5,4
Ontario,City of Canandaigua Ward 2 2,Attorney General,,WOR,Letitia A. James,12,4,3
Ontario,City of Canandaigua Ward 3 1,Attorney General,,WOR,Letitia A. James,24,1,1
Ontario,City of Canandaigua Ward 3 2,Attorney General,,WOR,Letitia A. James,13,1,5
Ontario,City of Canandaigua Ward 4 1,Attorney General,,WOR,Letitia A. James,14,1,1
Ontario,City of Canandaigua Ward 4 2,Attorney General,,WOR,Letitia A. James,16,6,0
Ontario,City of Geneva Ward 1 1,Attorney General,,WOR,Letitia A. James,10,5,0
Ontario,City of Geneva Ward 1 2,Attorney General,,WOR,Letitia A. James,9,2,0
Ontario,City of Geneva Ward 2 1,Attorney General,,WOR,Letitia A. James,12,10,3
Ontario,City of Geneva Ward 2 2,Attorney General,,WOR,Letitia A. James,15,8,1
Ontario,City of Geneva Ward 3 1,Attorney General,,WOR,Letitia A. James,11,6,3
Ontario,City of Geneva Ward 3 2,Attorney General,,WOR,Letitia A. James,12,8,2
Ontario,City of Geneva Ward 4 1,Attorney General,,WOR,Letitia A. James,5,4,3
Ontario,City of Geneva Ward 4 2,Attorney General,,WOR,Letitia A. James,10,6,3
Ontario,City of Geneva Ward 5 1,Attorney General,,WOR,Letitia A. James,6,0,0
Ontario,City of Geneva Ward 5 2,Attorney General,,WOR,Letitia A. James,4,2,1
Ontario,City of Geneva Ward 6 1,Attorney General,,WOR,Letitia A. James,2,0,1
Ontario,City of Geneva Ward 6 2,Attorney General,,WOR,Letitia A. James,4,1,0
Ontario,Town of Bristol 1,Attorney General,,WOR,Letitia A. James,7,2,5
Ontario,Town of Bristol 2,Attorney General,,WOR,Letitia A. James,13,5,0
Ontario,Town of Canadice 1,Attorney General,,WOR,Letitia A. James,14,1,1
Ontario,Town of Canadice 2,Attorney General,,WOR,Letitia A. James,11,0,2
Ontario,Town of Canandaigua 1,Attorney General,,WOR,Letitia A. James,14,3,1
Ontario,Town of Canandaigua 2,Attorney General,,WOR,Letitia A. James,13,1,4
Ontario,Town of Canandaigua 3,Attorney General,,WOR,Letitia A. James,24,4,3
Ontario,Town of Canandaigua 4,Attorney General,,WOR,Letitia A. James,11,1,1
Ontario,Town of Canandaigua 5,Attorney General,,WOR,Letitia A. James,16,1,1
Ontario,Town of Canandaigua 6,Attorney General,,WOR,Letitia A. James,5,1,0
Ontario,Town of Canandaigua 7,Attorney General,,WOR,Letitia A. James,10,2,0
Ontario,Town of East Bloomfield 1,Attorney General,,WOR,Letitia A. James,13,2,0
Ontario,Town of East Bloomfield 2,Attorney General,,WOR,Letitia A. James,19,0,2
Ontario,Town of East Bloomfield 3,Attorney General,,WOR,Letitia A. James,15,3,0
Ontario,Town of Farmington 1,Attorney General,,WOR,Letitia A. James,5,0,0
Ontario,Town of Farmington 2,Attorney General,,WOR,Letitia A. James,13,2,2
Ontario,Town of Farmington 3,Attorney General,,WOR,Letitia A. James,15,2,2
Ontario,Town of Farmington 4,Attorney General,,WOR,Letitia A. James,16,1,1
Ontario,Town of Farmington 5,Attorney General,,WOR,Letitia A. James,12,1,0
Ontario,Town of Farmington 6,Attorney General,,WOR,Letitia A. James,14,2,1
Ontario,Town of Farmington 7,Attorney General,,WOR,Letitia A. James,18,5,1
Ontario,Town of Farmington 8,Attorney General,,WOR,Letitia A. James,13,2,0
Ontario,Town of Farmington 9,Attorney General,,WOR,Letitia A. James,8,3,1
Ontario,Town of Farmington 10,Attorney General,,WOR,Letitia A. James,5,1,1
Ontario,Town of Geneva 1,Attorney General,,WOR,Letitia A. James,15,2,1
Ontario,Town of Geneva 2,Attorney General,,WOR,Letitia A. James,10,0,0
Ontario,Town of Geneva 3,Attorney General,,WOR,Letitia A. James,10,3,2
Ontario,Town of Gorham 1,Attorney General,,WOR,Letitia A. James,8,1,1
Ontario,Town of Gorham 2,Attorney General,,WOR,Letitia A. James,14,1,0
Ontario,Town of Gorham 3,Attorney General,,WOR,Letitia A. James,7,0,0
Ontario,Town of Gorham 4,Attorney General,,WOR,Letitia A. James,7,1,2
Ontario,Town of Hopewell 1,Attorney General,,WOR,Letitia A. James,9,0,0
Ontario,Town of Hopewell 2,Attorney General,,WOR,Letitia A. James,2,0,1
Ontario,Town of Hopewell 3,Attorney General,,WOR,Letitia A. James,11,1,3
Ontario,Town of Manchester 1,Attorney General,,WOR,Letitia A. James,17,0,3
Ontario,Town of Manchester 2,Attorney General,,WOR,Letitia A. James,8,1,2
Ontario,Town of Manchester 3,Attorney General,,WOR,Letitia A. James,11,0,0
Ontario,Town of Manchester 4,Attorney General,,WOR,Letitia A. James,8,2,3
Ontario,Town of Manchester 5,Attorney General,,WOR,Letitia A. James,3,0,0
Ontario,Town of Manchester 6,Attorney General,,WOR,Letitia A. James,16,0,0
Ontario,Town of Manchester 7,Attorney General,,WOR,Letitia A. James,8,0,0
Ontario,Town of Manchester 8,Attorney General,,WOR,Letitia A. James,11,2,0
Ontario,Town of Naples 1,Attorney General,,WOR,Letitia A. James,30,0,0
Ontario,Town of Naples 2,Attorney General,,WOR,Letitia A. James,10,1,3
Ontario,Town of Phelps 1,Attorney General,,WOR,Letitia A. James,9,4,1
Ontario,Town of Phelps 2,Attorney General,,WOR,Letitia A. James,15,0,0
Ontario,Town of Phelps 3,Attorney General,,WOR,Letitia A. James,7,0,0
Ontario,Town of Phelps 4,Attorney General,,WOR,Letitia A. James,11,1,1
Ontario,Town of Phelps 5,Attorney General,,WOR,Letitia A. James,9,0,0
Ontario,Town of Phelps 6,Attorney General,,WOR,Letitia A. James,11,1,0
Ontario,Town of Richmond 1,Attorney General,,WOR,Letitia A. James,10,2,1
Ontario,Town of Richmond 2,Attorney General,,WOR,Letitia A. James,11,0,0
Ontario,Town of Richmond 3,Attorney General,,WOR,Letitia A. James,17,2,1
Ontario,Town of South Bristol 1,Attorney General,,WOR,Letitia A. James,3,2,1
Ontario,Town of South Bristol 2,Attorney General,,WOR,Letitia A. James,12,5,0
Ontario,Town of Seneca 1,Attorney General,,WOR,Letitia A. James,11,0,0
Ontario,Town of Seneca 2,Attorney General,,WOR,Letitia A. James,11,4,0
Ontario,Town of Seneca 3,Attorney General,,WOR,Letitia A. James,8,2,1
Ontario,Town of Victor 1,Attorney General,,WOR,Letitia A. James,11,5,1
Ontario,Town of Victor 2,Attorney General,,WOR,Letitia A. James,12,2,1
Ontario,Town of Victor 3,Attorney General,,WOR,Letitia A. James,8,2,3
Ontario,Town of Victor 4,Attorney General,,WOR,Letitia A. James,16,7,3
Ontario,Town of Victor 5,Attorney General,,WOR,Letitia A. James,10,2,2
Ontario,Town of Victor 6,Attorney General,,WOR,Letitia A. James,14,3,0
Ontario,Town of Victor 7,Attorney General,,WOR,Letitia A. James,7,1,4
Ontario,Town of Victor 8,Attorney General,,WOR,Letitia A. James,6,2,3
Ontario,Town of Victor 9,Attorney General,,WOR,Letitia A. James,6,4,1
Ontario,Town of Victor 10,Attorney General,,WOR,Letitia A. James,13,4,1
Ontario,Town of Victor 11,Attorney General,,WOR,Letitia A. James,9,0,1
Ontario,Town of Victor 12,Attorney General,,WOR,Letitia A. James,7,7,1
Ontario,Town of West Bloomfield 1,Attorney General,,WOR,Letitia A. James,18,1,2
Ontario,Town of West Bloomfield 2,Attorney General,,WOR,Letitia A. James,16,0,1
Ontario,Cumulative,Attorney General,,WOR,Letitia A. James,0,0,0
Ontario,City of Canandaigua Ward 1 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Canandaigua Ward 1 2,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Canandaigua Ward 2 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Canandaigua Ward 2 2,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Canandaigua Ward 3 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Canandaigua Ward 3 2,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Canandaigua Ward 4 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Canandaigua Ward 4 2,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 1 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 1 2,Attorney General,,,Write-Ins,0,1,0
Ontario,City of Geneva Ward 2 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 2 2,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 3 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 3 2,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 4 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 4 2,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 5 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 5 2,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 6 1,Attorney General,,,Write-Ins,0,0,0
Ontario,City of Geneva Ward 6 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Bristol 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Bristol 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canadice 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canadice 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canandaigua 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canandaigua 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canandaigua 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canandaigua 4,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canandaigua 5,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canandaigua 6,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Canandaigua 7,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of East Bloomfield 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of East Bloomfield 2,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of East Bloomfield 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Farmington 1,Attorney General,,,Write-Ins,0,0,1
Ontario,Town of Farmington 2,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of Farmington 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Farmington 4,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Farmington 5,Attorney General,,,Write-Ins,1,1,0
Ontario,Town of Farmington 6,Attorney General,,,Write-Ins,2,0,0
Ontario,Town of Farmington 7,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Farmington 8,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of Farmington 9,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Farmington 10,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Geneva 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Geneva 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Geneva 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Gorham 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Gorham 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Gorham 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Gorham 4,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Hopewell 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Hopewell 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Hopewell 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Manchester 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Manchester 2,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of Manchester 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Manchester 4,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Manchester 5,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Manchester 6,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Manchester 7,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Manchester 8,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Naples 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Naples 2,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of Phelps 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Phelps 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Phelps 3,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of Phelps 4,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Phelps 5,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Phelps 6,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Richmond 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Richmond 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Richmond 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of South Bristol 1,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of South Bristol 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Seneca 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Seneca 2,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of Seneca 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 3,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 4,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 5,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 6,Attorney General,,,Write-Ins,1,0,0
Ontario,Town of Victor 7,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 8,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 9,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 10,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 11,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of Victor 12,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of West Bloomfield 1,Attorney General,,,Write-Ins,0,0,0
Ontario,Town of West Bloomfield 2,Attorney General,,,Write-Ins,0,0,0
Ontario,Cumulative,Attorney General,,,Write-Ins,11,2,1
Ontario,City of Canandaigua Ward 1 1,Attorney General,,,Undervotes,8,1,2
Ontario,City of Canandaigua Ward 1 2,Attorney General,,,Undervotes,14,3,4
Ontario,City of Canandaigua Ward 2 1,Attorney General,,,Undervotes,5,1,3
Ontario,City of Canandaigua Ward 2 2,Attorney General,,,Undervotes,5,2,2
Ontario,City of Canandaigua Ward 3 1,Attorney General,,,Undervotes,7,0,2
Ontario,City of Canandaigua Ward 3 2,Attorney General,,,Undervotes,9,1,0
Ontario,City of Canandaigua Ward 4 1,Attorney General,,,Undervotes,7,1,1
Ontario,City of Canandaigua Ward 4 2,Attorney General,,,Undervotes,11,0,2
Ontario,City of Geneva Ward 1 1,Attorney General,,,Undervotes,2,0,8
Ontario,City of Geneva Ward 1 2,Attorney General,,,Undervotes,6,0,1
Ontario,City of Geneva Ward 2 1,Attorney General,,,Undervotes,15,0,1
Ontario,City of Geneva Ward 2 2,Attorney General,,,Undervotes,10,2,2
Ontario,City of Geneva Ward 3 1,Attorney General,,,Undervotes,6,2,1
Ontario,City of Geneva Ward 3 2,Attorney General,,,Undervotes,13,3,3
Ontario,City of Geneva Ward 4 1,Attorney General,,,Undervotes,5,1,2
Ontario,City of Geneva Ward 4 2,Attorney General,,,Undervotes,6,2,3
Ontario,City of Geneva Ward 5 1,Attorney General,,,Undervotes,5,1,2
Ontario,City of Geneva Ward 5 2,Attorney General,,,Undervotes,2,0,1
Ontario,City of Geneva Ward 6 1,Attorney General,,,Undervotes,12,1,1
Ontario,City of Geneva Ward 6 2,Attorney General,,,Undervotes,7,0,1
Ontario,Town of Bristol 1,Attorney General,,,Undervotes,8,0,2
Ontario,Town of Bristol 2,Attorney General,,,Undervotes,11,0,3
Ontario,Town of Canadice 1,Attorney General,,,Undervotes,9,0,0
Ontario,Town of Canadice 2,Attorney General,,,Undervotes,6,1,1
Ontario,Town of Canandaigua 1,Attorney General,,,Undervotes,10,2,1
Ontario,Town of Canandaigua 2,Attorney General,,,Undervotes,12,0,3
Ontario,Town of Canandaigua 3,Attorney General,,,Undervotes,27,1,2
Ontario,Town of Canandaigua 4,Attorney General,,,Undervotes,17,0,3
Ontario,Town of Canandaigua 5,Attorney General,,,Undervotes,13,0,0
Ontario,Town of Canandaigua 6,Attorney General,,,Undervotes,6,0,1
Ontario,Town of Canandaigua 7,Attorney General,,,Undervotes,18,1,0
Ontario,Town of East Bloomfield 1,Attorney General,,,Undervotes,12,0,1
Ontario,Town of East Bloomfield 2,Attorney General,,,Undervotes,5,2,1
Ontario,Town of East Bloomfield 3,Attorney General,,,Undervotes,10,2,0
Ontario,Town of Farmington 1,Attorney General,,,Undervotes,15,0,1
Ontario,Town of Farmington 2,Attorney General,,,Undervotes,13,0,1
Ontario,Town of Farmington 3,Attorney General,,,Undervotes,3,1,2
Ontario,Town of Farmington 4,Attorney General,,,Undervotes,12,0,0
Ontario,Town of Farmington 5,Attorney General,,,Undervotes,6,0,1
Ontario,Town of Farmington 6,Attorney General,,,Undervotes,20,3,2
Ontario,Town of Farmington 7,Attorney General,,,Undervotes,5,1,0
Ontario,Town of Farmington 8,Attorney General,,,Undervotes,1,2,1
Ontario,Town of Farmington 9,Attorney General,,,Undervotes,7,0,1
Ontario,Town of Farmington 10,Attorney General,,,Undervotes,9,1,1
Ontario,Town of Geneva 1,Attorney General,,,Undervotes,13,0,0
Ontario,Town of Geneva 2,Attorney General,,,Undervotes,13,3,0
Ontario,Town of Geneva 3,Attorney General,,,Undervotes,16,3,8
Ontario,Town of Gorham 1,Attorney General,,,Undervotes,11,0,0
Ontario,Town of Gorham 2,Attorney General,,,Undervotes,15,0,0
Ontario,Town of Gorham 3,Attorney General,,,Undervotes,1,2,2
Ontario,Town of Gorham 4,Attorney General,,,Undervotes,7,0,2
Ontario,Town of Hopewell 1,Attorney General,,,Undervotes,7,0,3
Ontario,Town of Hopewell 2,Attorney General,,,Undervotes,4,0,0
Ontario,Town of Hopewell 3,Attorney General,,,Undervotes,10,0,3
Ontario,Town of Manchester 1,Attorney General,,,Undervotes,8,1,3
Ontario,Town of Manchester 2,Attorney General,,,Undervotes,7,1,1
Ontario,Town of Manchester 3,Attorney General,,,Undervotes,12,0,0
Ontario,Town of Manchester 4,Attorney General,,,Undervotes,10,0,0
Ontario,Town of Manchester 5,Attorney General,,,Undervotes,10,0,1
Ontario,Town of Manchester 6,Attorney General,,,Undervotes,9,1,1
