county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Delaware,SD 2,Governor,,Kathy C. Hochul,DEM,92,71,8,13
Delaware,SD 3,Governor,,Kathy C. Hochul,DEM,83,58,12,13
Delaware,SD 4,Governor,,Kathy C. Hochul,DEM,85,69,5,11
Delaware,SD 5,Governor,,Kathy C. Hochul,DEM,67,58,3,6
Delaware,SD 6,Governor,,Kathy C. Hochul,DEM,142,126,1,15
Delaware,SD 7,Governor,,Kathy C. Hochul,DEM,77,59,2,16
Delaware,ST 1,Governor,,Kathy C. Hochul,DEM,152,109,25,18
Delaware,ST 2,Governor,,Kathy C. Hochul,DEM,101,65,16,20
Delaware,TM 1,Governor,,Kathy C. Hochul,DEM,89,68,8,13
Delaware,WL 1,Governor,,Kathy C. Hochul,DEM,107,87,9,11
Delaware,WL 2,Governor,,Kathy C. Hochul,DEM,124,82,27,15
Delaware,WL 3,Governor,,Kathy C. Hochul,DEM,89,64,11,14
Delaware,WL 4,Governor,,Kathy C. Hochul,DEM,101,75,10,16
Delaware,WL 5,Governor,,Kathy C. Hochul,DEM,80,64,5,11
Delaware,AN 1,Governor,,Lee Zeldin,REP,209,175,18,16
Delaware,AN 2,Governor,,Lee Zeldin,REP,111,97,2,12
Delaware,BV 1,Governor,,Lee Zeldin,REP,177,154,16,7
Delaware,CO 1,Governor,,Lee Zeldin,REP,250,229,7,14
Delaware,CO 2,Governor,,Lee Zeldin,REP,118,114,1,3
Delaware,CO 3,Governor,,Lee Zeldin,REP,91,89,0,2
Delaware,CO 4,Governor,,Lee Zeldin,REP,149,141,3,5
Delaware,DA 1,Governor,,Lee Zeldin,REP,252,235,4,13
Delaware,DA 2,Governor,,Lee Zeldin,REP,377,344,11,22
Delaware,DL 1,Governor,,Lee Zeldin,REP,214,178,23,13
Delaware,DL 2,Governor,,Lee Zeldin,REP,164,130,27,7
Delaware,DL 3,Governor,,Lee Zeldin,REP,177,138,27,12
Delaware,DL 4,Governor,,Lee Zeldin,REP,111,81,21,9
Delaware,DP 1,Governor,,Lee Zeldin,REP,242,231,0,11
Delaware,DP 2,Governor,,Lee Zeldin,REP,121,113,2,6
Delaware,FR 1,Governor,,Lee Zeldin,REP,231,206,12,13
Delaware,FR 2,Governor,,Lee Zeldin,REP,160,139,9,12
Delaware,FR 3,Governor,,Lee Zeldin,REP,274,241,17,16
Delaware,HM 1,Governor,,Lee Zeldin,REP,355,302,25,28
Delaware,HN 1,Governor,,Lee Zeldin,REP,133,126,2,5
Delaware,HN 2,Governor,,Lee Zeldin,REP,115,97,11,7
Delaware,HN 3,Governor,,Lee Zeldin,REP,242,222,2,18
Delaware,HN 4,Governor,,Lee Zeldin,REP,115,102,2,11
Delaware,HN 5,Governor,,Lee Zeldin,REP,114,105,3,6
Delaware,HN 6,Governor,,Lee Zeldin,REP,128,119,0,9
Delaware,HR 1,Governor,,Lee Zeldin,REP,377,336,20,21
Delaware,KR 1,Governor,,Lee Zeldin,REP,226,196,17,13
Delaware,KR 2,Governor,,Lee Zeldin,REP,209,192,8,9
Delaware,MA 1,Governor,,Lee Zeldin,REP,390,368,4,18
Delaware,ME 1,Governor,,Lee Zeldin,REP,147,108,26,13
Delaware,ME 2,Governor,,Lee Zeldin,REP,294,269,13,12
Delaware,MI 1,Governor,,Lee Zeldin,REP,242,159,10,73
Delaware,MI 2,Governor,,Lee Zeldin,REP,178,159,13,6
Delaware,MI 3,Governor,,Lee Zeldin,REP,138,115,12,11
Delaware,MI 4,Governor,,Lee Zeldin,REP,67,61,4,2
Delaware,MI 5,Governor,,Lee Zeldin,REP,132,119,5,8
Delaware,RX 1,Governor,,Lee Zeldin,REP,252,236,4,12
Delaware,RX 2,Governor,,Lee Zeldin,REP,94,82,6,6
Delaware,RX 3,Governor,,Lee Zeldin,REP,141,132,4,5
Delaware,RX 4,Governor,,Lee Zeldin,REP,140,120,3,17
Delaware,SD 1,Governor,,Lee Zeldin,REP,208,197,6,5
Delaware,SD 2,Governor,,Lee Zeldin,REP,132,121,4,7
Delaware,SD 3,Governor,,Lee Zeldin,REP,216,184,16,16
Delaware,SD 4,Governor,,Lee Zeldin,REP,134,120,5,9
Delaware,SD 5,Governor,,Lee Zeldin,REP,129,117,0,12
Delaware,SD 6,Governor,,Lee Zeldin,REP,201,190,2,9
Delaware,SD 7,Governor,,Lee Zeldin,REP,179,161,10,8
Delaware,ST 1,Governor,,Lee Zeldin,REP,266,235,14,17
Delaware,ST 2,Governor,,Lee Zeldin,REP,186,161,6,19
Delaware,TM 1,Governor,,Lee Zeldin,REP,330,303,10,17
Delaware,WL 1,Governor,,Lee Zeldin,REP,354,326,14,14
Delaware,WL 2,Governor,,Lee Zeldin,REP,208,183,10,15
Delaware,WL 3,Governor,,Lee Zeldin,REP,242,215,18,9
Delaware,WL 4,Governor,,Lee Zeldin,REP,298,271,10,17
Delaware,WL 5,Governor,,Lee Zeldin,REP,335,299,8,28
Delaware,AN 1,Governor,,Lee Zeldin,CON,23,21,2,0
Delaware,AN 2,Governor,,Lee Zeldin,CON,8,5,3,0
Delaware,BV 1,Governor,,Lee Zeldin,CON,17,13,2,2
Delaware,CO 1,Governor,,Lee Zeldin,CON,21,21,0,0
Delaware,CO 2,Governor,,Lee Zeldin,CON,10,9,0,1
Delaware,CO 3,Governor,,Lee Zeldin,CON,4,4,0,0
Delaware,CO 4,Governor,,Lee Zeldin,CON,13,13,0,0
Delaware,DA 1,Governor,,Lee Zeldin,CON,42,39,1,2
Delaware,DA 2,Governor,,Lee Zeldin,CON,28,25,1,2
Delaware,DL 1,Governor,,Lee Zeldin,CON,24,20,3,1
Delaware,DL 2,Governor,,Lee Zeldin,CON,16,15,1,0
Delaware,DL 3,Governor,,Lee Zeldin,CON,23,15,5,3
Delaware,DL 4,Governor,,Lee Zeldin,CON,13,9,2,2
Delaware,DP 1,Governor,,Lee Zeldin,CON,19,14,0,5
Delaware,DP 2,Governor,,Lee Zeldin,CON,7,5,0,2
Delaware,FR 1,Governor,,Lee Zeldin,CON,17,14,2,1
Delaware,FR 2,Governor,,Lee Zeldin,CON,18,16,0,2
Delaware,FR 3,Governor,,Lee Zeldin,CON,31,29,1,1
Delaware,HM 1,Governor,,Lee Zeldin,CON,34,32,1,1
Delaware,HN 1,Governor,,Lee Zeldin,CON,14,13,1,0
Delaware,HN 2,Governor,,Lee Zeldin,CON,6,6,0,0
Delaware,HN 3,Governor,,Lee Zeldin,CON,11,8,1,2
Delaware,HN 4,Governor,,Lee Zeldin,CON,6,5,0,1
Delaware,HN 5,Governor,,Lee Zeldin,CON,3,2,0,1
Delaware,HN 6,Governor,,Lee Zeldin,CON,8,8,0,0
Delaware,HR 1,Governor,,Lee Zeldin,CON,51,48,1,2
Delaware,KR 1,Governor,,Lee Zeldin,CON,24,19,3,2
Delaware,KR 2,Governor,,Lee Zeldin,CON,24,18,2,4
Delaware,MA 1,Governor,,Lee Zeldin,CON,21,18,3,0
Delaware,ME 1,Governor,,Lee Zeldin,CON,33,24,9,0
Delaware,ME 2,Governor,,Lee Zeldin,CON,18,17,1,0
Delaware,MI 1,Governor,,Lee Zeldin,CON,26,22,1,3
Delaware,MI 2,Governor,,Lee Zeldin,CON,18,16,1,1
Delaware,MI 3,Governor,,Lee Zeldin,CON,18,14,3,1
Delaware,MI 4,Governor,,Lee Zeldin,CON,7,6,1,0
Delaware,MI 5,Governor,,Lee Zeldin,CON,9,8,0,1
Delaware,RX 1,Governor,,Lee Zeldin,CON,37,34,1,2
Delaware,RX 2,Governor,,Lee Zeldin,CON,7,6,0,1
Delaware,RX 3,Governor,,Lee Zeldin,CON,13,12,1,0
Delaware,RX 4,Governor,,Lee Zeldin,CON,11,10,0,1
Delaware,SD 1,Governor,,Lee Zeldin,CON,21,21,0,0
Delaware,SD 2,Governor,,Lee Zeldin,CON,11,11,0,0
Delaware,SD 3,Governor,,Lee Zeldin,CON,11,11,0,0
Delaware,SD 4,Governor,,Lee Zeldin,CON,11,10,1,0
Delaware,SD 5,Governor,,Lee Zeldin,CON,7,7,0,0
Delaware,SD 6,Governor,,Lee Zeldin,CON,8,8,0,0
Delaware,SD 7,Governor,,Lee Zeldin,CON,14,14,0,0
Delaware,ST 1,Governor,,Lee Zeldin,CON,42,38,0,4
Delaware,ST 2,Governor,,Lee Zeldin,CON,23,22,1,0
Delaware,TM 1,Governor,,Lee Zeldin,CON,32,29,2,1
Delaware,WL 1,Governor,,Lee Zeldin,CON,28,26,2,0
Delaware,WL 2,Governor,,Lee Zeldin,CON,13,12,0,1
Delaware,WL 3,Governor,,Lee Zeldin,CON,20,18,1,1
Delaware,WL 4,Governor,,Lee Zeldin,CON,24,23,0,1
Delaware,WL 5,Governor,,Lee Zeldin,CON,21,16,1,4
Delaware,AN 1,Governor,,Kathy C. Hochul,WOR,27,14,6,7
Delaware,AN 2,Governor,,Kathy C. Hochul,WOR,13,5,4,4
Delaware,BV 1,Governor,,Kathy C. Hochul,WOR,19,14,4,1
Delaware,CO 1,Governor,,Kathy C. Hochul,WOR,5,2,0,3
Delaware,CO 2,Governor,,Kathy C. Hochul,WOR,5,4,0,1
Delaware,CO 3,Governor,,Kathy C. Hochul,WOR,4,4,0,0
Delaware,CO 4,Governor,,Kathy C. Hochul,WOR,2,0,1,1
Delaware,DA 1,Governor,,Kathy C. Hochul,WOR,3,2,1,0
Delaware,DA 2,Governor,,Kathy C. Hochul,WOR,15,7,2,6
Delaware,DL 1,Governor,,Kathy C. Hochul,WOR,16,7,8,1
Delaware,DL 2,Governor,,Kathy C. Hochul,WOR,26,10,12,4
Delaware,DL 3,Governor,,Kathy C. Hochul,WOR,14,4,5,5
Delaware,DL 4,Governor,,Kathy C. Hochul,WOR,14,6,6,2
Delaware,DP 1,Governor,,Kathy C. Hochul,WOR,2,1,0,1
Delaware,DP 2,Governor,,Kathy C. Hochul,WOR,4,3,0,1
Delaware,FR 1,Governor,,Kathy C. Hochul,WOR,5,3,2,0
Delaware,FR 2,Governor,,Kathy C. Hochul,WOR,17,11,2,4
Delaware,FR 3,Governor,,Kathy C. Hochul,WOR,23,13,4,6
Delaware,HM 1,Governor,,Kathy C. Hochul,WOR,21,14,5,2
Delaware,HN 1,Governor,,Kathy C. Hochul,WOR,3,3,0,0
Delaware,HN 2,Governor,,Kathy C. Hochul,WOR,5,1,1,3
Delaware,HN 3,Governor,,Kathy C. Hochul,WOR,5,3,0,2
Delaware,HN 4,Governor,,Kathy C. Hochul,WOR,4,2,0,2
Delaware,HN 5,Governor,,Kathy C. Hochul,WOR,2,2,0,0
Delaware,HN 6,Governor,,Kathy C. Hochul,WOR,3,3,0,0
Delaware,HR 1,Governor,,Kathy C. Hochul,WOR,13,8,3,2
Delaware,KR 1,Governor,,Kathy C. Hochul,WOR,17,10,4,3
Delaware,KR 2,Governor,,Kathy C. Hochul,WOR,14,8,1,5
Delaware,MA 1,Governor,,Kathy C. Hochul,WOR,8,5,2,1
Delaware,ME 1,Governor,,Kathy C. Hochul,WOR,16,6,6,4
Delaware,ME 2,Governor,,Kathy C. Hochul,WOR,25,19,4,2
Delaware,MI 1,Governor,,Kathy C. Hochul,WOR,21,15,1,5
Delaware,MI 2,Governor,,Kathy C. Hochul,WOR,33,24,4,5
Delaware,MI 3,Governor,,Kathy C. Hochul,WOR,11,9,1,1
Delaware,MI 4,Governor,,Kathy C. Hochul,WOR,7,6,0,1
Delaware,MI 5,Governor,,Kathy C. Hochul,WOR,11,8,2,1
Delaware,RX 1,Governor,,Kathy C. Hochul,WOR,5,3,1,1
Delaware,RX 2,Governor,,Kathy C. Hochul,WOR,11,8,0,3
Delaware,RX 3,Governor,,Kathy C. Hochul,WOR,13,4,2,7
Delaware,RX 4,Governor,,Kathy C. Hochul,WOR,10,8,0,2
Delaware,SD 1,Governor,,Kathy C. Hochul,WOR,11,6,3,2
Delaware,SD 2,Governor,,Kathy C. Hochul,WOR,2,2,0,0
Delaware,SD 3,Governor,,Kathy C. Hochul,WOR,8,4,3,1
Delaware,SD 4,Governor,,Kathy C. Hochul,WOR,13,12,1,0
Delaware,SD 5,Governor,,Kathy C. Hochul,WOR,4,3,0,1
Delaware,SD 6,Governor,,Kathy C. Hochul,WOR,13,12,0,1
Delaware,SD 7,Governor,,Kathy C. Hochul,WOR,5,4,1,0
Delaware,ST 1,Governor,,Kathy C. Hochul,WOR,18,12,4,2
Delaware,ST 2,Governor,,Kathy C. Hochul,WOR,12,11,0,1
Delaware,TM 1,Governor,,Kathy C. Hochul,WOR,14,8,4,2
Delaware,WL 1,Governor,,Kathy C. Hochul,WOR,12,5,7,0
Delaware,WL 2,Governor,,Kathy C. Hochul,WOR,11,8,3,0
Delaware,WL 3,Governor,,Kathy C. Hochul,WOR,7,6,0,1
Delaware,WL 4,Governor,,Kathy C. Hochul,WOR,10,10,0,0
Delaware,WL 5,Governor,,Kathy C. Hochul,WOR,9,9,0,0
Delaware,AN 1,Governor,,Under Votes,,1,1,0,0
Delaware,AN 2,Governor,,Under Votes,,4,4,0,0
Delaware,BV 1,Governor,,Under Votes,,3,2,0,1
Delaware,CO 1,Governor,,Under Votes,,1,1,0,0
Delaware,CO 2,Governor,,Under Votes,,0,0,0,0
Delaware,CO 3,Governor,,Under Votes,,0,0,0,0
Delaware,CO 4,Governor,,Under Votes,,0,0,0,0
Delaware,DA 1,Governor,,Under Votes,,0,0,0,0
Delaware,DA 2,Governor,,Under Votes,,0,0,0,0
Delaware,DL 1,Governor,,Under Votes,,2,1,0,1
Delaware,DL 2,Governor,,Under Votes,,2,1,1,0
Delaware,DL 3,Governor,,Under Votes,,3,1,1,1
Delaware,DL 4,Governor,,Under Votes,,1,0,0,1
Delaware,DP 1,Governor,,Under Votes,,3,3,0,0
Delaware,DP 2,Governor,,Under Votes,,1,1,0,0
Delaware,FR 1,Governor,,Under Votes,,1,1,0,0
Delaware,FR 2,Governor,,Under Votes,,3,2,0,1
Delaware,FR 3,Governor,,Under Votes,,1,1,0,0
Delaware,HM 1,Governor,,Under Votes,,5,4,0,1
Delaware,HN 1,Governor,,Under Votes,,1,1,0,0
Delaware,HN 2,Governor,,Under Votes,,0,0,0,0
Delaware,HN 3,Governor,,Under Votes,,1,1,0,0
Delaware,HN 4,Governor,,Under Votes,,0,0,0,0
Delaware,HN 5,Governor,,Under Votes,,1,1,0,0
Delaware,HN 6,Governor,,Under Votes,,0,0,0,0
Delaware,HR 1,Governor,,Under Votes,,4,4,0,0
Delaware,KR 1,Governor,,Under Votes,,5,5,0,0
Delaware,KR 2,Governor,,Under Votes,,3,2,0,1
Delaware,MA 1,Governor,,Under Votes,,2,1,0,1
Delaware,ME 1,Governor,,Under Votes,,0,0,0,0
Delaware,ME 2,Governor,,Under Votes,,1,1,0,0
Delaware,MI 1,Governor,,Under Votes,,2,2,0,0
Delaware,MI 2,Governor,,Under Votes,,0,0,0,0
Delaware,MI 3,Governor,,Under Votes,,0,0,0,0
Delaware,MI 4,Governor,,Under Votes,,1,1,0,0
Delaware,MI 5,Governor,,Under Votes,,1,1,0,0
Delaware,RX 1,Governor,,Under Votes,,3,3,0,0
Delaware,RX 2,Governor,,Under Votes,,0,0,0,0
Delaware,RX 3,Governor,,Under Votes,,4,4,0,0
Delaware,RX 4,Governor,,Under Votes,,1,1,0,0
Delaware,SD 1,Governor,,Under Votes,,2,2,0,0
Delaware,SD 2,Governor,,Under Votes,,1,1,0,0
Delaware,SD 3,Governor,,Under Votes,,1,1,0,0
Delaware,SD 4,Governor,,Under Votes,,1,1,0,0
Delaware,SD 5,Governor,,Under Votes,,0,0,0,0
Delaware,SD 6,Governor,,Under Votes,,5,3,1,1
Delaware,SD 7,Governor,,Under Votes,,0,0,0,0
Delaware,ST 1,Governor,,Under Votes,,2,2,0,0
Delaware,ST 2,Governor,,Under Votes,,3,2,0,1
Delaware,TM 1,Governor,,Under Votes,,1,0,0,1
Delaware,WL 1,Governor,,Under Votes,,2,2,0,0
Delaware,WL 2,Governor,,Under Votes,,0,0,0,0
Delaware,WL 3,Governor,,Under Votes,,1,1,0,0
Delaware,WL 4,Governor,,Under Votes,,3,3,0,0
Delaware,WL 5,Governor,,Under Votes,,2,2,0,0
Delaware,AN 1,Governor,,Over Votes,,0,0,0,0
Delaware,AN 2,Governor,,Over Votes,,0,0,0,0
Delaware,BV 1,Governor,,Over Votes,,0,0,0,0
Delaware,CO 1,Governor,,Over Votes,,0,0,0,0
Delaware,CO 2,Governor,,Over Votes,,0,0,0,0
Delaware,CO 3,Governor,,Over Votes,,0,0,0,0
Delaware,CO 4,Governor,,Over Votes,,0,0,0,0
Delaware,DA 1,Governor,,Over Votes,,0,0,0,0
Delaware,DA 2,Governor,,Over Votes,,0,0,0,0
Delaware,DL 1,Governor,,Over Votes,,0,0,0,0
Delaware,DL 2,Governor,,Over Votes,,0,0,0,0
Delaware,DL 3,Governor,,Over Votes,,0,0,0,0
Delaware,DL 4,Governor,,Over Votes,,0,0,0,0
Delaware,DP 1,Governor,,Over Votes,,0,0,0,0
Delaware,DP 2,Governor,,Over Votes,,0,0,0,0
Delaware,FR 1,Governor,,Over Votes,,0,0,0,0
Delaware,FR 2,Governor,,Over Votes,,0,0,0,0
Delaware,FR 3,Governor,,Over Votes,,0,0,0,0
Delaware,HM 1,Governor,,Over Votes,,0,0,0,0
Delaware,HN 1,Governor,,Over Votes,,0,0,0,0
Delaware,HN 2,Governor,,Over Votes,,0,0,0,0
Delaware,HN 3,Governor,,Over Votes,,0,0,0,0
Delaware,HN 4,Governor,,Over Votes,,0,0,0,0
Delaware,HN 5,Governor,,Over Votes,,0,0,0,0
Delaware,HN 6,Governor,,Over Votes,,0,0,0,0
Delaware,HR 1,Governor,,Over Votes,,0,0,0,0
Delaware,KR 1,Governor,,Over Votes,,0,0,0,0
Delaware,KR 2,Governor,,Over Votes,,0,0,0,0
Delaware,MA 1,Governor,,Over Votes,,0,0,0,0
Delaware,ME 1,Governor,,Over Votes,,0,0,0,0
Delaware,ME 2,Governor,,Over Votes,,0,0,0,0
Delaware,MI 1,Governor,,Over Votes,,0,0,0,0
Delaware,MI 2,Governor,,Over Votes,,0,0,0,0
Delaware,MI 3,Governor,,Over Votes,,0,0,0,0
Delaware,MI 4,Governor,,Over Votes,,0,0,0,0
Delaware,MI 5,Governor,,Over Votes,,0,0,0,0
Delaware,RX 1,Governor,,Over Votes,,0,0,0,0
Delaware,RX 2,Governor,,Over Votes,,0,0,0,0
Delaware,RX 3,Governor,,Over Votes,,0,0,0,0
Delaware,RX 4,Governor,,Over Votes,,0,0,0,0
Delaware,SD 1,Governor,,Over Votes,,0,0,0,0
Delaware,SD 2,Governor,,Over Votes,,0,0,0,0
Delaware,SD 3,Governor,,Over Votes,,0,0,0,0
Delaware,SD 4,Governor,,Over Votes,,0,0,0,0
Delaware,SD 5,Governor,,Over Votes,,0,0,0,0
Delaware,SD 6,Governor,,Over Votes,,0,0,0,0
Delaware,SD 7,Governor,,Over Votes,,0,0,0,0
Delaware,ST 1,Governor,,Over Votes,,0,0,0,0
Delaware,ST 2,Governor,,Over Votes,,0,0,0,0
Delaware,TM 1,Governor,,Over Votes,,1,1,0,0
Delaware,WL 1,Governor,,Over Votes,,1,0,0,1
Delaware,WL 2,Governor,,Over Votes,,0,0,0,0
Delaware,WL 3,Governor,,Over Votes,,0,0,0,0
Delaware,WL 4,Governor,,Over Votes,,0,0,0,0
Delaware,WL 5,Governor,,Over Votes,,0,0,0,0
Delaware,AN 1,Governor,,Write-ins,,0,0,0,0
Delaware,AN 2,Governor,,Write-ins,,0,0,0,0
Delaware,BV 1,Governor,,Write-ins,,2,2,0,0
Delaware,CO 1,Governor,,Write-ins,,0,0,0,0
Delaware,CO 2,Governor,,Write-ins,,0,0,0,0
Delaware,CO 3,Governor,,Write-ins,,0,0,0,0
Delaware,CO 4,Governor,,Write-ins,,0,0,0,0
Delaware,DA 1,Governor,,Write-ins,,0,0,0,0
Delaware,DA 2,Governor,,Write-ins,,1,1,0,0
Delaware,DL 1,Governor,,Write-ins,,1,1,0,0
Delaware,DL 2,Governor,,Write-ins,,0,0,0,0
Delaware,DL 3,Governor,,Write-ins,,0,0,0,0
Delaware,DL 4,Governor,,Write-ins,,1,1,0,0
Delaware,DP 1,Governor,,Write-ins,,1,1,0,0
Delaware,DP 2,Governor,,Write-ins,,0,0,0,0
Delaware,FR 1,Governor,,Write-ins,,0,0,0,0
Delaware,FR 2,Governor,,Write-ins,,1,1,0,0
Delaware,FR 3,Governor,,Write-ins,,2,1,1,0
Delaware,HM 1,Governor,,Write-ins,,1,1,0,0
Delaware,HN 1,Governor,,Write-ins,,0,0,0,0
Delaware,HN 2,Governor,,Write-ins,,0,0,0,0
Delaware,HN 3,Governor,,Write-ins,,0,0,0,0
Delaware,HN 4,Governor,,Write-ins,,0,0,0,0
Delaware,HN 5,Governor,,Write-ins,,0,0,0,0
Delaware,HN 6,Governor,,Write-ins,,0,0,0,0
Delaware,HR 1,Governor,,Write-ins,,1,1,0,0
Delaware,KR 1,Governor,,Write-ins,,0,0,0,0
Delaware,KR 2,Governor,,Write-ins,,0,0,0,0
Delaware,MA 1,Governor,,Write-ins,,1,1,0,0
Delaware,ME 1,Governor,,Write-ins,,0,0,0,0
Delaware,ME 2,Governor,,Write-ins,,0,0,0,0
Delaware,MI 1,Governor,,Write-ins,,0,0,0,0
Delaware,MI 2,Governor,,Write-ins,,0,0,0,0
Delaware,MI 3,Governor,,Write-ins,,0,0,0,0
Delaware,MI 4,Governor,,Write-ins,,0,0,0,0
Delaware,MI 5,Governor,,Write-ins,,0,0,0,0
Delaware,RX 1,Governor,,Write-ins,,0,0,0,0
Delaware,RX 2,Governor,,Write-ins,,2,2,0,0
Delaware,RX 3,Governor,,Write-ins,,1,0,0,1
Delaware,RX 4,Governor,,Write-ins,,0,0,0,0
Delaware,SD 1,Governor,,Write-ins,,2,2,0,0
Delaware,SD 2,Governor,,Write-ins,,0,0,0,0
Delaware,SD 3,Governor,,Write-ins,,0,0,0,0
Delaware,SD 4,Governor,,Write-ins,,1,1,0,0
Delaware,SD 5,Governor,,Write-ins,,0,0,0,0
Delaware,SD 6,Governor,,Write-ins,,0,0,0,0
Delaware,SD 7,Governor,,Write-ins,,1,0,0,1
Delaware,ST 1,Governor,,Write-ins,,0,0,0,0
Delaware,ST 2,Governor,,Write-ins,,0,0,0,0
Delaware,TM 1,Governor,,Write-ins,,0,0,0,0
Delaware,WL 1,Governor,,Write-ins,,2,1,0,1
Delaware,WL 2,Governor,,Write-ins,,0,0,0,0
Delaware,WL 3,Governor,,Write-ins,,1,1,0,0
Delaware,WL 4,Governor,,Write-ins,,0,0,0,0
Delaware,WL 5,Governor,,Write-ins,,1,1,0,0
Delaware,AN 1,State Comptroller,,Thomas P. DiNapoli,DEM,231,138,49,44
Delaware,AN 2,State Comptroller,,Thomas P. DiNapoli,DEM,97,64,18,15
Delaware,BV 1,State Comptroller,,Thomas P. DiNapoli,DEM,216,127,47,42
Delaware,CO 1,State Comptroller,,Thomas P. DiNapoli,DEM,87,61,10,16
Delaware,CO 2,State Comptroller,,Thomas P. DiNapoli,DEM,65,45,4,16
Delaware,CO 3,State Comptroller,,Thomas P. DiNapoli,DEM,39,20,11,8
Delaware,CO 4,State Comptroller,,Thomas P. DiNapoli,DEM,33,23,0,10
Delaware,DA 1,State Comptroller,,Thomas P. DiNapoli,DEM,95,86,5,4
Delaware,DA 2,State Comptroller,,Thomas P. DiNapoli,DEM,216,168,21,27
Delaware,DL 1,State Comptroller,,Thomas P. DiNapoli,DEM,200,108,71,21
Delaware,DL 2,State Comptroller,,Thomas P. DiNapoli,DEM,152,68,63,21
Delaware,DL 3,State Comptroller,,Thomas P. DiNapoli,DEM,158,76,58,24
Delaware,DL 4,State Comptroller,,Thomas P. DiNapoli,DEM,171,71,77,23
Delaware,DP 1,State Comptroller,,Thomas P. DiNapoli,DEM,75,62,0,13
Delaware,DP 2,State Comptroller,,Thomas P. DiNapoli,DEM,49,42,1,6
Delaware,FR 1,State Comptroller,,Thomas P. DiNapoli,DEM,103,79,14,10
Delaware,FR 2,State Comptroller,,Thomas P. DiNapoli,DEM,128,79,25,24
Delaware,FR 3,State Comptroller,,Thomas P. DiNapoli,DEM,170,135,14,21
Delaware,HM 1,State Comptroller,,Thomas P. DiNapoli,DEM,202,136,50,16
Delaware,HN 1,State Comptroller,,Thomas P. DiNapoli,DEM,63,44,5,14
Delaware,HN 2,State Comptroller,,Thomas P. DiNapoli,DEM,51,33,7,11
Delaware,HN 3,State Comptroller,,Thomas P. DiNapoli,DEM,101,78,8,15
