Orleans,precinct,office,district,party,candidate,votes
Orleans,Town of Murray 6 LO 4,U.S. House,25,,Undervotes,0
Orleans,Town of Yates 1 LO 2,U.S. House,25,,Undervotes,26
Orleans,Town of Yates 2 LO 2,U.S. House,25,,Undervotes,25
Orleans,Town of Carlton 1 LD  4,U.S. House,25,,Overvotes,1
Orleans,Town of Carlton 2 LD 4,U.S. House,25,,Overvotes,0
Orleans,Town of Carlton 3 LD 4,U.S. House,25,,Overvotes,0
Orleans,Town of Clarendon 1 LD 1,U.S. House,25,,Overvotes,0
Orleans,Town of Gaines 1 LD  3,U.S. House,25,,Overvotes,0
Orleans,Town of Gaines 2 LO 3,U.S. House,25,,Overvotes,1
Orleans,Town of Gaines 3 LO 3,U.S. House,25,,Overvotes,0
Orleans,Town of Gaines 4 LO 3,U.S. House,25,,Overvotes,0
Orleans,Town of Kendall 1 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Kendall 2 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Kendall 3 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Murray 1 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Murray 2 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Murray 3 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Murray 4 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Murray 5 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Murray 6 LO 4,U.S. House,25,,Overvotes,0
Orleans,Town of Yates 1 LO 2,U.S. House,25,,Overvotes,0
Orleans,Town of Yates 2 LO 2,U.S. House,25,,Overvotes,0
Orleans,Town of Albion 1 LD 3,State Senate,62,REP,Robert G. Ortt,163
Orleans,Town of Albion 2 LD 3,State Senate,62,REP,Robert G. Ortt,212
Orleans,Town of Albion 3 LD 3,State Senate,62,REP,Robert G. Ortt,164
Orleans,Town of Albion 4 LD 3,State Senate,62,REP,Robert G. Ortt,103
Orleans,Town of Albion 5 LD 3,State Senate,62,REP,Robert G. Ortt,191
Orleans,Town of Albion 6 LD 3,State Senate,62,REP,Robert G. Ortt,311
Orleans,Town of Barre 1 LD 1,State Senate,62,REP,Robert G. Ortt,279
Orleans,Town of Barre 2 LD 1,State Senate,62,REP,Robert G. Ortt,270
Orleans,Town of Carlton 1 LD 4,State Senate,62,REP,Robert G. Ortt,301
Orleans,Town of Carlton 2 LD 4,State Senate,62,REP,Robert G. Ortt,241
Orleans,Town of Carlton 3 LD 4,State Senate,62,REP,Robert G. Ortt,260
Orleans,Town of Clarendon 1 LD 1,State Senate,62,REP,Robert G. Ortt,405
Orleans,Town of Clarendon 2 LD 1,State Senate,62,REP,Robert G. Ortt,265
Orleans,Town of Clarendon 3 LD 1,State Senate,62,REP,Robert G. Ortt,343
Orleans,Town of Gaines 1 LD 3,State Senate,62,REP,Robert G. Ortt,182
Orleans,Town of Gaines 2 LD 3,State Senate,62,REP,Robert G. Ortt,180
Orleans,Town of Gaines 3 LD 3,State Senate,62,REP,Robert G. Ortt,163
Orleans,Town of Gaines 4 LD 3,State Senate,62,REP,Robert G. Ortt,192
Orleans,Town of Kendall 1 LD 4,State Senate,62,REP,Robert G. Ortt,322
Orleans,Town of Kendall 2 LD 4,State Senate,62,REP,Robert G. Ortt,248
Orleans,Town of Kendall 3 LD 4,State Senate,62,REP,Robert G. Ortt,248
Orleans,Town of Murray 1 LD 4,State Senate,62,REP,Robert G. Ortt,178
Orleans,Town of Murray 2 LD 4,State Senate,62,REP,Robert G. Ortt,160
Orleans,Town of Murray 3 LD 4,State Senate,62,REP,Robert G. Ortt,196
Orleans,Town of Murray 4 LD 4,State Senate,62,REP,Robert G. Ortt,281
Orleans,Town of Murray 5 LD 4,State Senate,62,REP,Robert G. Ortt,152
Orleans,Town of Murray 6 LD 4,State Senate,62,REP,Robert G. Ortt,188
Orleans,Town of Ridgeway 1 LD 2,State Senate,62,REP,Robert G. Ortt,217
Orleans,Town of Ridgeway 2 LD 2,State Senate,62,REP,Robert G. Ortt,218
Orleans,Town of Ridgeway 3 LD 2,State Senate,62,REP,Robert G. Ortt,195
Orleans,Town of Ridgeway 4 LD 2,State Senate,62,REP,Robert G. Ortt,130
Orleans,Town of Ridgeway 5 LD 2,State Senate,62,REP,Robert G. Ortt,169
Orleans,Town of Ridgeway 6 LD 2,State Senate,62,REP,Robert G. Ortt,289
Orleans,Town of Ridgeway 7 LD 2,State Senate,62,REP,Robert G. Ortt,225
Orleans,Town of Shelby 1 LD 1,State Senate,62,REP,Robert G. Ortt,253
Orleans,Town of Shelby 2 LD 1,State Senate,62,REP,Robert G. Ortt,244
Orleans,Town of Shelby 3 LD 2,State Senate,62,REP,Robert G. Ortt,180
Orleans,Town of Shelby 4 LD 1,State Senate,62,REP,Robert G. Ortt,331
Orleans,Town of Yates 1 LD 2,State Senate,62,REP,Robert G. Ortt,400
Orleans,Town of Yates 2 LD 2,State Senate,62,REP,Robert G. Ortt,311
Orleans,Town of Albion 1 LD 3,State Senate,62,CON,Robert G. Ortt,27
Orleans,Town of Albion 2 LD 3,State Senate,62,CON,Robert G. Ortt,43
Orleans,Town of Albion 3 LD 3,State Senate,62,CON,Robert G. Ortt,30
Orleans,Town of Albion 4 LD 3,State Senate,62,CON,Robert G. Ortt,22
Orleans,Town of Albion 5 LD 3,State Senate,62,CON,Robert G. Ortt,36
Orleans,Town of Albion 6 LD 3,State Senate,62,CON,Robert G. Ortt,47
Orleans,Town of Barre 1 LD 1,State Senate,62,CON,Robert G. Ortt,58
Orleans,Town of Barre 2 LD 1,State Senate,62,CON,Robert G. Ortt,42
Orleans,Town of Carlton 1 LD 4,State Senate,62,CON,Robert G. Ortt,78
Orleans,Town of Carlton 2 LD 4,State Senate,62,CON,Robert G. Ortt,59
Orleans,Town of Carlton 3 LD 4,State Senate,62,CON,Robert G. Ortt,41
Orleans,Town of Clarendon 1 LD 1,State Senate,62,CON,Robert G. Ortt,105
Orleans,Town of Clarendon 2 LD 1,State Senate,62,CON,Robert G. Ortt,54
Orleans,Town of Clarendon 3 LD 1,State Senate,62,CON,Robert G. Ortt,55
Orleans,Town of Gaines 1 LD 3,State Senate,62,CON,Robert G. Ortt,26
Orleans,Town of Gaines 2 LD 3,State Senate,62,CON,Robert G. Ortt,48
Orleans,Town of Gaines 3 LD 3,State Senate,62,CON,Robert G. Ortt,17
Orleans,Town of Gaines 4 LD 3,State Senate,62,CON,Robert G. Ortt,27
Orleans,Town of Kendall 1 LD 4,State Senate,62,CON,Robert G. Ortt,42
Orleans,Town of Kendall 2 LD 4,State Senate,62,CON,Robert G. Ortt,54
Orleans,Town of Kendall 3 LD 4,State Senate,62,CON,Robert G. Ortt,39
Orleans,Town of Murray 1 LD 4,State Senate,62,CON,Robert G. Ortt,34
Orleans,Town of Murray 2 LD 4,State Senate,62,CON,Robert G. Ortt,26
Orleans,Town of Murray 3 LD 4,State Senate,62,CON,Robert G. Ortt,22
Orleans,Town of Murray 4 LD 4,State Senate,62,CON,Robert G. Ortt,40
Orleans,Town of Murray 5 LD 4,State Senate,62,CON,Robert G. Ortt,29
Orleans,Town of Murray 6 LD 4,State Senate,62,CON,Robert G. Ortt,36
Orleans,Town of Ridgeway 1 LD 2,State Senate,62,CON,Robert G. Ortt,37
Orleans,Town of Ridgeway 2 LD 2,State Senate,62,CON,Robert G. Ortt,38
Orleans,Town of Ridgeway 3 LD 2,State Senate,62,CON,Robert G. Ortt,30
Orleans,Town of Ridgeway 4 LD 2,State Senate,62,CON,Robert G. Ortt,30
Orleans,Town of Ridgeway 5 LD 2,State Senate,62,CON,Robert G. Ortt,20
Orleans,Town of Ridgeway 6 LD 2,State Senate,62,CON,Robert G. Ortt,45
Orleans,Town of Ridgeway 7 LD 2,State Senate,62,CON,Robert G. Ortt,29
Orleans,Town of Shelby 1 LD 1,State Senate,62,CON,Robert G. Ortt,55
Orleans,Town of Shelby 2 LD 1,State Senate,62,CON,Robert G. Ortt,35
Orleans,Town of Shelby 3 LD 2,State Senate,62,CON,Robert G. Ortt,33
Orleans,Town of Shelby 4 LD 1,State Senate,62,CON,Robert G. Ortt,60
Orleans,Town of Yates 1 LD 2,State Senate,62,CON,Robert G. Ortt,75
Orleans,Town of Yates 2 LD 2,State Senate,62,CON,Robert G. Ortt,50
Orleans,Town of Albion 1 LD 3,State Senate,62,,Write-Ins,0
Orleans,Town of Albion 2 LD 3,State Senate,62,,Write-Ins,0
Orleans,Town of Albion 3 LD 3,State Senate,62,,Write-Ins,0
Orleans,Town of Albion 4 LD 3,State Senate,62,,Write-Ins,0
Orleans,Town of Albion 5 LD 3,State Senate,62,,Write-Ins,1
Orleans,Town of Albion 6 LD 3,State Senate,62,,Write-Ins,0
Orleans,Town of Barre 1 LD 1,State Senate,62,,Write-Ins,0
Orleans,Town of Barre 2 LD 1,State Senate,62,,Write-Ins,0
Orleans,Town of Carlton 1 LD 4,State Senate,62,,Write-Ins,2
Orleans,Town of Carlton 2 LD 4,State Senate,62,,Write-Ins,0
Orleans,Town of Carlton 3 LD 4,State Senate,62,,Write-Ins,0
Orleans,Town of Clarendon 1 LD 1,State Senate,62,,Write-Ins,1
Orleans,Town of Clarendon 2 LD 1,State Senate,62,,Write-Ins,2
Orleans,Town of Clarendon 3 LD 1,State Senate,62,,Write-Ins,1
Orleans,Town of Gaines 1 LD 3,State Senate,62,,Write-Ins,0
Orleans,Town of Gaines 2 LD 3,State Senate,62,,Write-Ins,1
Orleans,Town of Gaines 3 LD 3,State Senate,62,,Write-Ins,0
Orleans,Town of Gaines 4 LD 3,State Senate,62,,Write-Ins,1
Orleans,Town of Kendall 1 LD 4,State Senate,62,,Write-Ins,0
Orleans,Town of Kendall 2 LD 4,State Senate,62,,Write-Ins,0
Orleans,Town of Kendall 3 LD 4,State Senate,62,,Write-Ins,0
Orleans,Town of Murray 1 LD 4,State Senate,62,,Write-Ins,2
Orleans,Town of Murray 2 LD 4,State Senate,62,,Write-Ins,1
Orleans,Town of Murray 3 LD 4,State Senate,62,,Write-Ins,1
Orleans,Town of Murray 4 LD 4,State Senate,62,,Write-Ins,0
Orleans,Town of Murray 5 LD 4,State Senate,62,,Write-Ins,0
Orleans,Town of Murray 6 LD 4,State Senate,62,,Write-Ins,2
Orleans,Town of Ridgeway 1 LD 2,State Senate,62,,Write-Ins,1
Orleans,Town of Ridgeway 2 LD 2,State Senate,62,,Write-Ins,0
Orleans,Town of Ridgeway 3 LD 2,State Senate,62,,Write-Ins,1
Orleans,Town of Ridgeway 4 LD 2,State Senate,62,,Write-Ins,0
Orleans,Town of Ridgeway 5 LD 2,State Senate,62,,Write-Ins,1
Orleans,Town of Ridgeway 6 LD 2,State Senate,62,,Write-Ins,0
Orleans,Town of Ridgeway 7 LD 2,State Senate,62,,Write-Ins,0
Orleans,Town of Shelby 1 LD 1,State Senate,62,,Write-Ins,0
Orleans,Town of Shelby 2 LD 1,State Senate,62,,Write-Ins,0
Orleans,Town of Shelby 3 LD 2,State Senate,62,,Write-Ins,1
Orleans,Town of Shelby 4 LD 1,State Senate,62,,Write-Ins,0
Orleans,Town of Yates 1 LD 2,State Senate,62,,Write-Ins,1
Orleans,Town of Yates 2 LD 2,State Senate,62,,Write-Ins,0
Orleans,Town of Albion 1 LD 3,State Senate,62,,Undervotes,55
Orleans,Town of Albion 2 LD 3,State Senate,62,,Undervotes,89
Orleans,Town of Albion 3 LD 3,State Senate,62,,Undervotes,66
Orleans,Town of Albion 4 LD 3,State Senate,62,,Undervotes,73
Orleans,Town of Albion 5 LD 3,State Senate,62,,Undervotes,61
Orleans,Town of Albion 6 LD 3,State Senate,62,,Undervotes,83
Orleans,Town of Barre 1 LD 1,State Senate,62,,Undervotes,51
Orleans,Town of Barre 2 LD 1,State Senate,62,,Undervotes,62
Orleans,Town of Carlton 1 LD 4,State Senate,62,,Undervotes,75
Orleans,Town of Carlton 2 LD 4,State Senate,62,,Undervotes,67
Orleans,Town of Carlton 3 LD 4,State Senate,62,,Undervotes,80
Orleans,Town of Clarendon 1 LD 1,State Senate,62,,Undervotes,125
Orleans,Town of Clarendon 2 LD 1,State Senate,62,,Undervotes,74
Orleans,Town of Clarendon 3 LD 1,State Senate,62,,Undervotes,67
Orleans,Town of Gaines 1 LD 3,State Senate,62,,Undervotes,62
Orleans,Town of Gaines 2 LD 3,State Senate,62,,Undervotes,58
Orleans,Town of Gaines 3 LD 3,State Senate,62,,Undervotes,32
Orleans,Town of Gaines 4 LD 3,State Senate,62,,Undervotes,86
Orleans,Town of Kendall 1 LD 4,State Senate,62,,Undervotes,86
Orleans,Town of Kendall 2 LD 4,State Senate,62,,Undervotes,54
Orleans,Town of Kendall 3 LD 4,State Senate,62,,Undervotes,45
Orleans,Town of Murray 1 LD 4,State Senate,62,,Undervotes,34
Orleans,Town of Murray 2 LD 4,State Senate,62,,Undervotes,56
Orleans,Town of Murray 3 LD 4,State Senate,62,,Undervotes,69
Orleans,Town of Murray 4 LD 4,State Senate,62,,Undervotes,84
Orleans,Town of Murray 5 LD 4,State Senate,62,,Undervotes,17
Orleans,Town of Murray 6 LD 4,State Senate,62,,Undervotes,54
Orleans,Town of Ridgeway 1 LD 2,State Senate,62,,Undervotes,51
Orleans,Town of Ridgeway 2 LD 2,State Senate,62,,Undervotes,84
Orleans,Town of Ridgeway 3 LD 2,State Senate,62,,Undervotes,57
Orleans,Town of Ridgeway 4 LD 2,State Senate,62,,Undervotes,72
Orleans,Town of Ridgeway 5 LD 2,State Senate,62,,Undervotes,102
Orleans,Town of Ridgeway 6 LD 2,State Senate,62,,Undervotes,68
Orleans,Town of Ridgeway 7 LD 2,State Senate,62,,Undervotes,46
Orleans,Town of Shelby 1 LD 1,State Senate,62,,Undervotes,65
Orleans,Town of Shelby 2 LD 1,State Senate,62,,Undervotes,79
Orleans,Town of Shelby 3 LD 2,State Senate,62,,Undervotes,87
Orleans,Town of Shelby 4 LD 1,State Senate,62,,Undervotes,98
Orleans,Town of Yates 1 LD 2,State Senate,62,,Undervotes,74
Orleans,Town of Yates 2 LD 2,State Senate,62,,Undervotes,64
Orleans,Town of Albion 1 LD 3,State Senate,62,,Overvotes,0
Orleans,Town of Albion 2 LD 3,State Senate,62,,Overvotes,0
Orleans,Town of Albion 3 LD 3,State Senate,62,,Overvotes,0
Orleans,Town of Albion 4 LD 3,State Senate,62,,Overvotes,1
Orleans,Town of Albion 5 LD 3,State Senate,62,,Overvotes,0
Orleans,Town of Albion 6 LD 3,State Senate,62,,Overvotes,0
Orleans,Town of Barre 1 LD 1,State Senate,62,,Overvotes,0
Orleans,Town of Barre 2 LD 1,State Senate,62,,Overvotes,0
Orleans,Town of Carlton 1 LD 4,State Senate,62,,Overvotes,0
Orleans,Town of Carlton 2 LD 4,State Senate,62,,Overvotes,1
Orleans,Town of Carlton 3 LD 4,State Senate,62,,Overvotes,0
Orleans,Town of Clarendon 1 LD 1,State Senate,62,,Overvotes,1
Orleans,Town of Clarendon 2 LD 1,State Senate,62,,Overvotes,0
Orleans,Town of Clarendon 3 LD 1,State Senate,62,,Overvotes,1
Orleans,Town of Gaines 1 LD 3,State Senate,62,,Overvotes,0
Orleans,Town of Gaines 2 LD 3,State Senate,62,,Overvotes,0
Orleans,Town of Gaines 3 LD 3,State Senate,62,,Overvotes,0
Orleans,Town of Gaines 4 LD 3,State Senate,62,,Overvotes,1
Orleans,Town of Kendall 1 LD 4,State Senate,62,,Overvotes,0
Orleans,Town of Kendall 2 LD 4,State Senate,62,,Overvotes,0
Orleans,Town of Kendall 3 LD 4,State Senate,62,,Overvotes,0
Orleans,Town of Murray 1 LD 4,State Senate,62,,Overvotes,0
Orleans,Town of Murray 2 LD 4,State Senate,62,,Overvotes,1
Orleans,Town of Murray 3 LD 4,State Senate,62,,Overvotes,1
Orleans,Town of Murray 4 LD 4,State Senate,62,,Overvotes,0
Orleans,Town of Murray 5 LD 4,State Senate,62,,Overvotes,4
Orleans,Town of Murray 6 LD 4,State Senate,62,,Overvotes,0
Orleans,Town of Ridgeway 1 LD 2,State Senate,62,,Overvotes,2
Orleans,Town of Ridgeway 2 LD 2,State Senate,62,,Overvotes,2
Orleans,Town of Ridgeway 3 LD 2,State Senate,62,,Overvotes,0
Orleans,Town of Ridgeway 4 LD 2,State Senate,62,,Overvotes,0
Orleans,Town of Ridgeway 5 LD 2,State Senate,62,,Overvotes,0
Orleans,Town of Ridgeway 6 LD 2,State Senate,62,,Overvotes,2
Orleans,Town of Ridgeway 7 LD 2,State Senate,62,,Overvotes,0
Orleans,Town of Shelby 1 LD 1,State Senate,62,,Overvotes,1
Orleans,Town of Shelby 2 LD 1,State Senate,62,,Overvotes,0
Orleans,Town of Shelby 3 LD 2,State Senate,62,,Overvotes,1
Orleans,Town of Shelby 4 LD 1,State Senate,62,,Overvotes,0
Orleans,Town of Yates 1 LD 2,State Senate,62,,Overvotes,0
Orleans,Town of Yates 2 LD 2,State Senate,62,,Overvotes,0
Orleans,Town of Albion 1 LO 3,State Assembly,139,DEM,Jennifer O. Keys,39
Orleans,Town of Albion 2 LO 3,State Assembly,139,DEM,Jennifer O. Keys,100
Orleans,Town of Albion 3 LO 3,State Assembly,139,DEM,Jennifer O. Keys,52
Orleans,Town of Albion 4 LO 3,State Assembly,139,DEM,Jennifer O. Keys,73
Orleans,Town of Albion 5 LO 3,State Assembly,139,DEM,Jennifer O. Keys,55
Orleans,Town of Albion 6 LO 3,State Assembly,139,DEM,Jennifer O. Keys,75
Orleans,Town of Barre 1 LO 1,State Assembly,139,DEM,Jennifer O. Keys,41
Orleans,Town of Barre 2 LO 1,State Assembly,139,DEM,Jennifer O. Keys,40
Orleans,Town of Carlton 1 LO 4,State Assembly,139,DEM,Jennifer O. Keys,78
Orleans,Town of Carlton 2 LO 4,State Assembly,139,DEM,Jennifer O. Keys,72
Orleans,Town of Carlton 3 LO 4,State Assembly,139,DEM,Jennifer O. Keys,75
Orleans,Town of Clarendon 1 LO 1,State Assembly,139,DEM,Jennifer O. Keys,104
Orleans,Town of Clarendon 2 LO 1,State Assembly,139,DEM,Jennifer O. Keys,68
Orleans,Town of Clarendon 3 LO 1,State Assembly,139,DEM,Jennifer O. Keys,47
Orleans,Town of Gaines 1 LO 3,State Assembly,139,DEM,Jennifer O. Keys,56
Orleans,Town of Gaines 2 LO 3,State Assembly,139,DEM,Jennifer O. Keys,53
Orleans,Town of Gaines 3 LO 3,State Assembly,139,DEM,Jennifer O. Keys,24
Orleans,Town of Gaines 4 LO 3,State Assembly,139,DEM,Jennifer O. Keys,80
Orleans,Town of Kendall 1 LO 4,State Assembly,139,DEM,Jennifer O. Keys,83
Orleans,Town of Kendall 2 LO 4,State Assembly,139,DEM,Jennifer O. Keys,56
Orleans,Town of Kendall 3 LO 4,State Assembly,139,DEM,Jennifer O. Keys,43
Orleans,Town of Murray 1 LO 4,State Assembly,139,DEM,Jennifer O. Keys,31
Orleans,Town of Murray 2 LO 4,State Assembly,139,DEM,Jennifer O. Keys,55
Orleans,Town of Murray 3 LO 4,State Assembly,139,DEM,Jennifer O. Keys,68
Orleans,Town of Murray 4 LO 4,State Assembly,139,DEM,Jennifer O. Keys,68
Orleans,Town of Murray 5 LO 4,State Assembly,139,DEM,Jennifer O. Keys,24
Orleans,Town of Murray 6 LO 4,State Assembly,139,DEM,Jennifer O. Keys,53
Orleans,Town of Ridgeway 1 LO 2,State Assembly,139,DEM,Jennifer O. Keys,36
Orleans,Town of Ridgeway 2 LO 2,State Assembly,139,DEM,Jennifer O. Keys,81
Orleans,Town of Ridgeway 3 LO 2,State Assembly,139,DEM,Jennifer O. Keys,41
Orleans,Town of Ridgeway 4 LO 2,State Assembly,139,DEM,Jennifer O. Keys,65
Orleans,Town of Ridgeway 5 LO 2,State Assembly,139,DEM,Jennifer O. Keys,93
Orleans,Town of Ridgeway 6 LO 2,State Assembly,139,DEM,Jennifer O. Keys,56
Orleans,Town of Ridgeway 7 LO 2,State Assembly,139,DEM,Jennifer O. Keys,44
Orleans,Town of Shelby 1 LO 1,State Assembly,139,DEM,Jennifer O. Keys,50
Orleans,Town of Shelby 2 LO 1,State Assembly,139,DEM,Jennifer O. Keys,80
Orleans,Town of Shelby 3 LO 2,State Assembly,139,DEM,Jennifer O. Keys,84
Orleans,Town of Shelby 4 LO 1,State Assembly,139,DEM,Jennifer O. Keys,88
Orleans,Town of Yates 1 LO 2,State Assembly,139,DEM,Jennifer O. Keys,77
Orleans,Town of Yates 2 LO 2,State Assembly,139,DEM,Jennifer O. Keys,60
Orleans,Town of Albion 1 LO 3,State Assembly,139,REP,Stephen M. Hawley,165
Orleans,Town of Albion 2 LO 3,State Assembly,139,REP,Stephen M. Hawley,199
Orleans,Town of Albion 3 LO 3,State Assembly,139,REP,Stephen M. Hawley,167
Orleans,Town of Albion 4 LO 3,State Assembly,139,REP,Stephen M. Hawley,98
Orleans,Town of Albion 5 LO 3,State Assembly,139,REP,Stephen M. Hawley,197
Orleans,Town of Albion 6 LO 3,State Assembly,139,REP,Stephen M. Hawley,312
Orleans,Town of Barre 1 LO 1,State Assembly,139,REP,Stephen M. Hawley,278
Orleans,Town of Barre 2 LO 1,State Assembly,139,REP,Stephen M. Hawley,277
Orleans,Town of Carlton 1 LO 4,State Assembly,139,REP,Stephen M. Hawley,289
Orleans,Town of Carlton 2 LO 4,State Assembly,139,REP,Stephen M. Hawley,239
Orleans,Town of Carlton 3 LO 4,State Assembly,139,REP,Stephen M. Hawley,253
Orleans,Town of Clarendon 1 LO 1,State Assembly,139,REP,Stephen M. Hawley,402
Orleans,Town of Clarendon 2 LO 1,State Assembly,139,REP,Stephen M. Hawley,263
Orleans,Town of Clarendon 3 LO 1,State Assembly,139,REP,Stephen M. Hawley,346
Orleans,Town of Gaines 1 LO 3,State Assembly,139,REP,Stephen M. Hawley,177
Orleans,Town of Gaines 2 LO 3,State Assembly,139,REP,Stephen M. Hawley,180
Orleans,Town of Gaines 3 LO 3,State Assembly,139,REP,Stephen M. Hawley,168
Orleans,Town of Gaines 4 LO 3,State Assembly,139,REP,Stephen M. Hawley,188
Orleans,Town of Kendall 1 LO 4,State Assembly,139,REP,Stephen M. Hawley,314
Orleans,Town of Kendall 2 LO 4,State Assembly,139,REP,Stephen M. Hawley,243
Orleans,Town of Kendall 3 LO 4,State Assembly,139,REP,Stephen M. Hawley,247
Orleans,Town of Murray 1 LO 4,State Assembly,139,REP,Stephen M. Hawley,176
Orleans,Town of Murray 2 LO 4,State Assembly,139,REP,Stephen M. Hawley,160
Orleans,Town of Murray 3 LO 4,State Assembly,139,REP,Stephen M. Hawley,192
Orleans,Town of Murray 4 LO 4,State Assembly,139,REP,Stephen M. Hawley,282
Orleans,Town of Murray 5 LO 4,State Assembly,139,REP,Stephen M. Hawley,148
Orleans,Town of Murray 6 LO 4,State Assembly,139,REP,Stephen M. Hawley,184
Orleans,Town of Ridgeway 1 LO 2,State Assembly,139,REP,Stephen M. Hawley,221
Orleans,Town of Ridgeway 2 LO 2,State Assembly,139,REP,Stephen M. Hawley,213
Orleans,Town of Ridgeway 3 LO 2,State Assembly,139,REP,Stephen M. Hawley,197
Orleans,Town of Ridgeway 4 LO 2,State Assembly,139,REP,Stephen M. Hawley,122
Orleans,Town of Ridgeway 5 LO 2,State Assembly,139,REP,Stephen M. Hawley,170
Orleans,Town of Ridgeway 6 LO 2,State Assembly,139,REP,Stephen M. Hawley,289
Orleans,Town of Ridgeway 7 LO 2,State Assembly,139,REP,Stephen M. Hawley,221
Orleans,Town of Shelby 1 LO 1,State Assembly,139,REP,Stephen M. Hawley,257
Orleans,Town of Shelby 2 LO 1,State Assembly,139,REP,Stephen M. Hawley,230
Orleans,Town of Shelby 3 LO 2,State Assembly,139,REP,Stephen M. Hawley,177
Orleans,Town of Shelby 4 LO 1,State Assembly,139,REP,Stephen M. Hawley,332
Orleans,Town of Yates 1 LO 2,State Assembly,139,REP,Stephen M. Hawley,390
Orleans,Town of Yates 2 LO 2,State Assembly,139,REP,Stephen M. Hawley,309
Orleans,Town of Albion 1 LO 3,State Assembly,139,CON,Stephen M. Hawley,29
Orleans,Town of Albion 2 LO 3,State Assembly,139,CON,Stephen M. Hawley,32
Orleans,Town of Albion 3 LO 3,State Assembly,139,CON,Stephen M. Hawley,27
Orleans,Town of Albion 4 LO 3,State Assembly,139,CON,Stephen M. Hawley,17
Orleans,Town of Albion 5 LO 3,State Assembly,139,CON,Stephen M. Hawley,30
Orleans,Town of Albion 6 LO 3,State Assembly,139,CON,Stephen M. Hawley,39
Orleans,Town of Barre 1 LO 1,State Assembly,139,CON,Stephen M. Hawley,55
Orleans,Town of Barre 2 LO 1,State Assembly,139,CON,Stephen M. Hawley,41
Orleans,Town of Carlton 1 LO 4,State Assembly,139,CON,Stephen M. Hawley,68
Orleans,Town of Carlton 2 LO 4,State Assembly,139,CON,Stephen M. Hawley,51
Orleans,Town of Carlton 3 LO 4,State Assembly,139,CON,Stephen M. Hawley,34
Orleans,Town of Clarendon 1 LO 1,State Assembly,139,CON,Stephen M. Hawley,101
Orleans,Town of Clarendon 2 LO 1,State Assembly,139,CON,Stephen M. Hawley,49
Orleans,Town of Clarendon 3 LO 1,State Assembly,139,CON,Stephen M. Hawley,54
Orleans,Town of Gaines 1 LO 3,State Assembly,139,CON,Stephen M. Hawley,26
Orleans,Town of Gaines 2 LO 3,State Assembly,139,CON,Stephen M. Hawley,42
Orleans,Town of Gaines 3 LO 3,State Assembly,139,CON,Stephen M. Hawley,19
Orleans,Town of Gaines 4 LO 3,State Assembly,139,CON,Stephen M. Hawley,26
Orleans,Town of Kendall 1 LO 4,State Assembly,139,CON,Stephen M. Hawley,38
Orleans,Town of Kendall 2 LO 4,State Assembly,139,CON,Stephen M. Hawley,49
Orleans,Town of Kendall 3 LO 4,State Assembly,139,CON,Stephen M. Hawley,35
Orleans,Town of Murray 1 LO 4,State Assembly,139,CON,Stephen M. Hawley,35
Orleans,Town of Murray 2 LO 4,State Assembly,139,CON,Stephen M. Hawley,15
Orleans,Town of Murray 3 LO 4,State Assembly,139,CON,Stephen M. Hawley,14
Orleans,Town of Murray 4 LO 4,State Assembly,139,CON,Stephen M. Hawley,34
Orleans,Town of Murray 5 LO 4,State Assembly,139,CON,Stephen M. Hawley,25
Orleans,Town of Murray 6 LO 4,State Assembly,139,CON,Stephen M. Hawley,39
Orleans,Town of Ridgeway 1 LO 2,State Assembly,139,CON,Stephen M. Hawley,37
Orleans,Town of Ridgeway 2 LO 2,State Assembly,139,CON,Stephen M. Hawley,29
Orleans,Town of Ridgeway 3 LO 2,State Assembly,139,CON,Stephen M. Hawley,27
Orleans,Town of Ridgeway 4 LO 2,State Assembly,139,CON,Stephen M. Hawley,29
Orleans,Town of Ridgeway 5 LO 2,State Assembly,139,CON,Stephen M. Hawley,21
Orleans,Town of Ridgeway 6 LO 2,State Assembly,139,CON,Stephen M. Hawley,46
Orleans,Town of Ridgeway 7 LO 2,State Assembly,139,CON,Stephen M. Hawley,23
Orleans,Town of Shelby 1 LO 1,State Assembly,139,CON,Stephen M. Hawley,51
Orleans,Town of Shelby 2 LO 1,State Assembly,139,CON,Stephen M. Hawley,31
Orleans,Town of Shelby 3 LO 2,State Assembly,139,CON,Stephen M. Hawley,25
Orleans,Town of Shelby 4 LO 1,State Assembly,139,CON,Stephen M. Hawley,51
Orleans,Town of Yates 1 LO 2,State Assembly,139,CON,Stephen M. Hawley,68
Orleans,Town of Yates 2 LO 2,State Assembly,139,CON,Stephen M. Hawley,45
Orleans,Town of Albion 1 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Albion 2 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Albion 3 LO 3,State Assembly,139,,Write-Ins,0
