county,precinct,office,district,candidate,party,votes,early_voting,absentee,election_day
Seneca,Town of Waterloo 4 LD 1,Governor,,Lee Zeldin,REP,446,32,15,399
Seneca,Town of Waterloo 5 LD 1,Governor,,Lee Zeldin,REP,206,31,10,165
Seneca,Town of Covert 1 LD 1,Governor,,Lee Zeldin,CON,28,0,1,27
Seneca,Town of Covert 2 LD 1,Governor,,Lee Zeldin,CON,21,0,0,21
Seneca,Town of Fayette 1 LD 1,Governor,,Lee Zeldin,CON,32,2,2,28
Seneca,Town of Fayette 2 LD 1,Governor,,Lee Zeldin,CON,40,3,0,37
Seneca,Town of Fayette 3 LD 1,Governor,,Lee Zeldin,CON,33,8,2,23
Seneca,Town of Junius 1 LD 1,Governor,,Lee Zeldin,CON,27,3,1,23
Seneca,Town of Lodi 1 LD 1,Governor,,Lee Zeldin,CON,42,0,4,38
Seneca,Town of Ovid 1 LD 1,Governor,,Lee Zeldin,CON,18,2,0,16
Seneca,Town of Ovid 2 LD 1,Governor,,Lee Zeldin,CON,30,3,2,25
Seneca,Town of Romulus 1 LD 1,Governor,,Lee Zeldin,CON,17,1,3,13
Seneca,Town of Romulus 2 LD 1,Governor,,Lee Zeldin,CON,21,0,3,18
Seneca,Town of Romulus 3 LD 1,Governor,,Lee Zeldin,CON,12,1,1,10
Seneca,Town of Seneca Falls 1 LD 1,Governor,,Lee Zeldin,CON,25,3,0,22
Seneca,Town of Seneca Falls 2 LD 1,Governor,,Lee Zeldin,CON,28,2,0,26
Seneca,Town of Seneca Falls 3 LD 1,Governor,,Lee Zeldin,CON,11,0,0,11
Seneca,Town of Seneca Falls 4 LD 1,Governor,,Lee Zeldin,CON,18,2,0,16
Seneca,Town of Seneca Falls 5 LD 1,Governor,,Lee Zeldin,CON,15,3,0,12
Seneca,Town of Seneca Falls 6 LD 1,Governor,,Lee Zeldin,CON,19,2,1,16
Seneca,Town of Seneca Falls 7 LD 1,Governor,,Lee Zeldin,CON,14,3,0,11
Seneca,Town of Seneca Falls 8 LD 1,Governor,,Lee Zeldin,CON,44,4,2,38
Seneca,Town of Tyre 1 LD 1,Governor,,Lee Zeldin,CON,31,3,3,25
Seneca,Town of Varick 1 LD 1,Governor,,Lee Zeldin,CON,47,4,3,40
Seneca,Town of Waterloo 1 LD 1,Governor,,Lee Zeldin,CON,32,3,1,28
Seneca,Town of Waterloo 2 LD 1,Governor,,Lee Zeldin,CON,37,12,0,25
Seneca,Town of Waterloo 3 LD 1,Governor,,Lee Zeldin,CON,24,7,2,15
Seneca,Town of Waterloo 4 LD 1,Governor,,Lee Zeldin,CON,42,7,2,33
Seneca,Town of Waterloo 5 LD 1,Governor,,Lee Zeldin,CON,21,3,0,18
Seneca,Town of Covert 1 LD 1,Governor,,Kathy C. Hochul,WOR,36,4,1,31
Seneca,Town of Covert 2 LD 1,Governor,,Kathy C. Hochul,WOR,36,0,2,34
Seneca,Town of Fayette 1 LD 1,Governor,,Kathy C. Hochul,WOR,8,1,0,7
Seneca,Town of Fayette 2 LD 1,Governor,,Kathy C. Hochul,WOR,9,1,0,8
Seneca,Town of Fayette 3 LD 1,Governor,,Kathy C. Hochul,WOR,10,2,3,5
Seneca,Town of Junius 1 LD 1,Governor,,Kathy C. Hochul,WOR,9,1,0,8
Seneca,Town of Lodi 1 LD 1,Governor,,Kathy C. Hochul,WOR,16,1,1,14
Seneca,Town of Ovid 1 LD 1,Governor,,Kathy C. Hochul,WOR,15,1,1,13
Seneca,Town of Ovid 2 LD 1,Governor,,Kathy C. Hochul,WOR,9,0,0,9
Seneca,Town of Romulus 1 LD 1,Governor,,Kathy C. Hochul,WOR,2,1,1,0
Seneca,Town of Romulus 2 LD 1,Governor,,Kathy C. Hochul,WOR,5,1,1,3
Seneca,Town of Romulus 3 LD 1,Governor,,Kathy C. Hochul,WOR,2,0,0,2
Seneca,Town of Seneca Falls 1 LD 1,Governor,,Kathy C. Hochul,WOR,15,8,0,7
Seneca,Town of Seneca Falls 2 LD 1,Governor,,Kathy C. Hochul,WOR,19,1,1,17
Seneca,Town of Seneca Falls 3 LD 1,Governor,,Kathy C. Hochul,WOR,9,0,2,7
Seneca,Town of Seneca Falls 4 LD 1,Governor,,Kathy C. Hochul,WOR,12,2,2,8
Seneca,Town of Seneca Falls 5 LD 1,Governor,,Kathy C. Hochul,WOR,4,2,0,2
Seneca,Town of Seneca Falls 6 LD 1,Governor,,Kathy C. Hochul,WOR,6,1,0,5
Seneca,Town of Seneca Falls 7 LD 1,Governor,,Kathy C. Hochul,WOR,9,3,0,6
Seneca,Town of Seneca Falls 8 LD 1,Governor,,Kathy C. Hochul,WOR,13,3,0,10
Seneca,Town of Tyre 1 LD 1,Governor,,Kathy C. Hochul,WOR,8,3,0,5
Seneca,Town of Varick 1 LD 1,Governor,,Kathy C. Hochul,WOR,15,2,1,12
Seneca,Town of Waterloo 1 LD 1,Governor,,Kathy C. Hochul,WOR,14,3,0,11
Seneca,Town of Waterloo 2 LD 1,Governor,,Kathy C. Hochul,WOR,9,2,0,7
Seneca,Town of Waterloo 3 LD 1,Governor,,Kathy C. Hochul,WOR,9,1,2,6
Seneca,Town of Waterloo 4 LD 1,Governor,,Kathy C. Hochul,WOR,16,2,1,13
Seneca,Town of Waterloo 5 LD 1,Governor,,Kathy C. Hochul,WOR,9,1,3,5
Seneca,Town of Covert 1 LD 1,Governor,,Under Votes,,5,0,2,3
Seneca,Town of Covert 2 LD 1,Governor,,Under Votes,,0,0,0,0
Seneca,Town of Fayette 1 LD 1,Governor,,Under Votes,,4,0,0,4
Seneca,Town of Fayette 2 LD 1,Governor,,Under Votes,,1,0,0,1
Seneca,Town of Fayette 3 LD 1,Governor,,Under Votes,,2,1,0,1
Seneca,Town of Junius 1 LD 1,Governor,,Under Votes,,2,0,1,1
Seneca,Town of Lodi 1 LD 1,Governor,,Under Votes,,2,0,0,2
Seneca,Town of Ovid 1 LD 1,Governor,,Under Votes,,2,0,0,2
Seneca,Town of Ovid 2 LD 1,Governor,,Under Votes,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,Governor,,Under Votes,,0,0,0,0
Seneca,Town of Romulus 2 LD 1,Governor,,Under Votes,,1,1,0,0
Seneca,Town of Romulus 3 LD 1,Governor,,Under Votes,,1,0,0,1
Seneca,Town of Seneca Falls 1 LD 1,Governor,,Under Votes,,1,0,0,1
Seneca,Town of Seneca Falls 2 LD 1,Governor,,Under Votes,,5,0,1,4
Seneca,Town of Seneca Falls 3 LD 1,Governor,,Under Votes,,3,0,0,3
Seneca,Town of Seneca Falls 4 LD 1,Governor,,Under Votes,,1,0,0,1
Seneca,Town of Seneca Falls 5 LD 1,Governor,,Under Votes,,1,0,0,1
Seneca,Town of Seneca Falls 6 LD 1,Governor,,Under Votes,,4,1,1,2
Seneca,Town of Seneca Falls 7 LD 1,Governor,,Under Votes,,0,0,0,0
Seneca,Town of Seneca Falls 8 LD 1,Governor,,Under Votes,,2,1,0,1
Seneca,Town of Tyre 1 LD 1,Governor,,Under Votes,,5,0,1,4
Seneca,Town of Varick 1 LD 1,Governor,,Under Votes,,1,0,0,1
Seneca,Town of Waterloo 1 LD 1,Governor,,Under Votes,,4,0,0,4
Seneca,Town of Waterloo 2 LD 1,Governor,,Under Votes,,0,0,0,0
Seneca,Town of Waterloo 3 LD 1,Governor,,Under Votes,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,Governor,,Under Votes,,4,0,1,3
Seneca,Town of Waterloo 5 LD 1,Governor,,Under Votes,,0,0,0,0
Seneca,Town of Covert 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Covert 2 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 2 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 3 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Junius 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Lodi 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Ovid 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Ovid 2 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 2 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 3 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 2 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 3 LD 1,Governor,,Over Votes,,1,0,0,1
Seneca,Town of Seneca Falls 4 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 5 LD 1,Governor,,Over Votes,,1,0,0,1
Seneca,Town of Seneca Falls 6 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 7 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 8 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Tyre 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Varick 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 1 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 2 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 3 LD 1,Governor,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,Governor,,Over Votes,,1,0,0,1
Seneca,Town of Waterloo 5 LD 1,Governor,,Over Votes,,1,0,1,0
Seneca,Town of Covert 1 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Covert 2 LD 1,Governor,,Write-ins,,1,0,0,1
Seneca,Town of Fayette 1 LD 1,Governor,,Write-ins,,1,0,0,1
Seneca,Town of Fayette 2 LD 1,Governor,,Write-ins,,2,0,0,2
Seneca,Town of Fayette 3 LD 1,Governor,,Write-ins,,1,0,0,1
Seneca,Town of Junius 1 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Lodi 1 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Ovid 1 LD 1,Governor,,Write-ins,,1,0,0,1
Seneca,Town of Ovid 2 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,Governor,,Write-ins,,1,1,0,0
Seneca,Town of Romulus 2 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 3 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 1 LD 1,Governor,,Write-ins,,1,0,0,1
Seneca,Town of Seneca Falls 2 LD 1,Governor,,Write-ins,,2,0,0,2
Seneca,Town of Seneca Falls 3 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 4 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 5 LD 1,Governor,,Write-ins,,1,0,0,1
Seneca,Town of Seneca Falls 6 LD 1,Governor,,Write-ins,,2,0,0,2
Seneca,Town of Seneca Falls 7 LD 1,Governor,,Write-ins,,1,0,0,1
Seneca,Town of Seneca Falls 8 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Tyre 1 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Varick 1 LD 1,Governor,,Write-ins,,3,0,0,3
Seneca,Town of Waterloo 1 LD 1,Governor,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 2 LD 1,Governor,,Write-ins,,4,1,1,2
Seneca,Town of Waterloo 3 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,Governor,,Write-ins,,2,0,0,2
Seneca,Town of Waterloo 5 LD 1,Governor,,Write-ins,,0,0,0,0
Seneca,Town of Covert 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,280,15,29,236
Seneca,Town of Covert 2 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,218,6,19,193
Seneca,Town of Fayette 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,170,23,16,131
Seneca,Town of Fayette 2 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,197,30,17,150
Seneca,Town of Fayette 3 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,202,31,21,150
Seneca,Town of Junius 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,88,16,3,69
Seneca,Town of Lodi 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,252,18,19,215
Seneca,Town of Ovid 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,157,11,13,133
Seneca,Town of Ovid 2 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,149,12,21,116
Seneca,Town of Romulus 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,76,15,6,55
Seneca,Town of Romulus 2 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,139,21,8,110
Seneca,Town of Romulus 3 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,83,10,7,66
Seneca,Town of Seneca Falls 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,194,57,20,117
Seneca,Town of Seneca Falls 2 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,241,50,18,173
Seneca,Town of Seneca Falls 3 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,127,22,8,97
Seneca,Town of Seneca Falls 4 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,225,45,16,164
Seneca,Town of Seneca Falls 5 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,143,23,8,112
Seneca,Town of Seneca Falls 6 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,186,45,11,130
Seneca,Town of Seneca Falls 7 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,129,38,6,85
Seneca,Town of Seneca Falls 8 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,219,62,20,137
Seneca,Town of Tyre 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,104,13,11,80
Seneca,Town of Varick 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,244,37,24,183
Seneca,Town of Waterloo 1 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,174,46,12,116
Seneca,Town of Waterloo 2 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,160,43,16,101
Seneca,Town of Waterloo 3 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,135,29,17,89
Seneca,Town of Waterloo 4 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,188,18,13,157
Seneca,Town of Waterloo 5 LD 1,Comptroller,,Thomas P. DiNapoli,DEM,133,27,17,89
Seneca,Town of Covert 1 LD 1,Comptroller,,Paul Rodriguez,REP,221,7,10,204
Seneca,Town of Covert 2 LD 1,Comptroller,,Paul Rodriguez,REP,168,6,2,160
Seneca,Town of Fayette 1 LD 1,Comptroller,,Paul Rodriguez,REP,201,11,9,181
Seneca,Town of Fayette 2 LD 1,Comptroller,,Paul Rodriguez,REP,248,12,6,230
Seneca,Town of Fayette 3 LD 1,Comptroller,,Paul Rodriguez,REP,284,27,13,244
Seneca,Town of Junius 1 LD 1,Comptroller,,Paul Rodriguez,REP,263,18,10,235
Seneca,Town of Lodi 1 LD 1,Comptroller,,Paul Rodriguez,REP,312,9,8,295
Seneca,Town of Ovid 1 LD 1,Comptroller,,Paul Rodriguez,REP,195,0,6,189
Seneca,Town of Ovid 2 LD 1,Comptroller,,Paul Rodriguez,REP,210,6,2,202
Seneca,Town of Romulus 1 LD 1,Comptroller,,Paul Rodriguez,REP,114,5,2,107
Seneca,Town of Romulus 2 LD 1,Comptroller,,Paul Rodriguez,REP,114,8,4,102
Seneca,Town of Romulus 3 LD 1,Comptroller,,Paul Rodriguez,REP,100,13,1,86
Seneca,Town of Seneca Falls 1 LD 1,Comptroller,,Paul Rodriguez,REP,140,15,7,118
Seneca,Town of Seneca Falls 2 LD 1,Comptroller,,Paul Rodriguez,REP,159,11,8,140
Seneca,Town of Seneca Falls 3 LD 1,Comptroller,,Paul Rodriguez,REP,85,7,4,74
Seneca,Town of Seneca Falls 4 LD 1,Comptroller,,Paul Rodriguez,REP,220,22,8,190
Seneca,Town of Seneca Falls 5 LD 1,Comptroller,,Paul Rodriguez,REP,167,15,4,148
Seneca,Town of Seneca Falls 6 LD 1,Comptroller,,Paul Rodriguez,REP,144,13,9,122
Seneca,Town of Seneca Falls 7 LD 1,Comptroller,,Paul Rodriguez,REP,92,14,6,72
Seneca,Town of Seneca Falls 8 LD 1,Comptroller,,Paul Rodriguez,REP,285,34,16,235
Seneca,Town of Tyre 1 LD 1,Comptroller,,Paul Rodriguez,REP,202,9,12,181
Seneca,Town of Varick 1 LD 1,Comptroller,,Paul Rodriguez,REP,295,27,13,255
Seneca,Town of Waterloo 1 LD 1,Comptroller,,Paul Rodriguez,REP,245,21,12,212
Seneca,Town of Waterloo 2 LD 1,Comptroller,,Paul Rodriguez,REP,248,40,11,197
Seneca,Town of Waterloo 3 LD 1,Comptroller,,Paul Rodriguez,REP,177,22,7,148
Seneca,Town of Waterloo 4 LD 1,Comptroller,,Paul Rodriguez,REP,402,29,15,358
Seneca,Town of Waterloo 5 LD 1,Comptroller,,Paul Rodriguez,REP,178,25,12,141
Seneca,Town of Covert 1 LD 1,Comptroller,,Paul Rodriguez,CON,28,0,1,27
Seneca,Town of Covert 2 LD 1,Comptroller,,Paul Rodriguez,CON,23,0,0,23
Seneca,Town of Fayette 1 LD 1,Comptroller,,Paul Rodriguez,CON,23,1,1,21
Seneca,Town of Fayette 2 LD 1,Comptroller,,Paul Rodriguez,CON,42,3,0,39
Seneca,Town of Fayette 3 LD 1,Comptroller,,Paul Rodriguez,CON,28,7,2,19
Seneca,Town of Junius 1 LD 1,Comptroller,,Paul Rodriguez,CON,28,2,1,25
Seneca,Town of Lodi 1 LD 1,Comptroller,,Paul Rodriguez,CON,34,0,1,33
Seneca,Town of Ovid 1 LD 1,Comptroller,,Paul Rodriguez,CON,21,2,0,19
Seneca,Town of Ovid 2 LD 1,Comptroller,,Paul Rodriguez,CON,33,3,2,28
Seneca,Town of Romulus 1 LD 1,Comptroller,,Paul Rodriguez,CON,18,1,3,14
Seneca,Town of Romulus 2 LD 1,Comptroller,,Paul Rodriguez,CON,16,0,3,13
Seneca,Town of Romulus 3 LD 1,Comptroller,,Paul Rodriguez,CON,11,1,0,10
Seneca,Town of Seneca Falls 1 LD 1,Comptroller,,Paul Rodriguez,CON,18,1,1,16
Seneca,Town of Seneca Falls 2 LD 1,Comptroller,,Paul Rodriguez,CON,27,1,1,25
Seneca,Town of Seneca Falls 3 LD 1,Comptroller,,Paul Rodriguez,CON,10,0,0,10
Seneca,Town of Seneca Falls 4 LD 1,Comptroller,,Paul Rodriguez,CON,13,2,0,11
Seneca,Town of Seneca Falls 5 LD 1,Comptroller,,Paul Rodriguez,CON,14,3,0,11
Seneca,Town of Seneca Falls 6 LD 1,Comptroller,,Paul Rodriguez,CON,16,1,1,14
Seneca,Town of Seneca Falls 7 LD 1,Comptroller,,Paul Rodriguez,CON,10,2,0,8
Seneca,Town of Seneca Falls 8 LD 1,Comptroller,,Paul Rodriguez,CON,41,5,0,36
Seneca,Town of Tyre 1 LD 1,Comptroller,,Paul Rodriguez,CON,29,4,1,24
Seneca,Town of Varick 1 LD 1,Comptroller,,Paul Rodriguez,CON,42,2,3,37
Seneca,Town of Waterloo 1 LD 1,Comptroller,,Paul Rodriguez,CON,36,2,1,33
Seneca,Town of Waterloo 2 LD 1,Comptroller,,Paul Rodriguez,CON,37,11,0,26
Seneca,Town of Waterloo 3 LD 1,Comptroller,,Paul Rodriguez,CON,19,6,1,12
Seneca,Town of Waterloo 4 LD 1,Comptroller,,Paul Rodriguez,CON,38,6,1,31
Seneca,Town of Waterloo 5 LD 1,Comptroller,,Paul Rodriguez,CON,21,2,0,19
Seneca,Town of Covert 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,38,2,2,34
Seneca,Town of Covert 2 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,47,0,2,45
Seneca,Town of Fayette 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,20,2,1,17
Seneca,Town of Fayette 2 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,21,4,1,16
Seneca,Town of Fayette 3 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,29,4,6,19
Seneca,Town of Junius 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,22,1,1,20
Seneca,Town of Lodi 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,24,3,2,19
Seneca,Town of Ovid 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,22,1,1,20
Seneca,Town of Ovid 2 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,16,0,1,15
Seneca,Town of Romulus 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,7,2,1,4
Seneca,Town of Romulus 2 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,13,3,1,9
Seneca,Town of Romulus 3 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,8,0,1,7
Seneca,Town of Seneca Falls 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,22,9,0,13
Seneca,Town of Seneca Falls 2 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,20,2,0,18
Seneca,Town of Seneca Falls 3 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,14,1,2,11
Seneca,Town of Seneca Falls 4 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,13,2,3,8
Seneca,Town of Seneca Falls 5 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,10,4,0,6
Seneca,Town of Seneca Falls 6 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,8,1,0,7
Seneca,Town of Seneca Falls 7 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,13,3,0,10
Seneca,Town of Seneca Falls 8 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,20,3,1,16
Seneca,Town of Tyre 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,12,2,2,8
Seneca,Town of Varick 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,27,3,3,21
Seneca,Town of Waterloo 1 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,17,5,0,12
Seneca,Town of Waterloo 2 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,16,5,0,11
Seneca,Town of Waterloo 3 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,9,1,2,6
Seneca,Town of Waterloo 4 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,28,3,2,23
