county,precinct,office,district,party,candidate,election_day_votes,absentee
Herikimer,SCHUYLER 1,U.S. Senate,,CON,Joe Pinion,34,0
Herikimer,SCHUYLER 2,U.S. Senate,,CON,Joe Pinion,25,1
Herikimer,STARK 1,U.S. Senate,,CON,Joe Pinion,12,0
Herikimer,T LITTLE FALLS 1,U.S. Senate,,CON,Joe Pinion,33,2
Herikimer,WARREN 1,U.S. Senate,,CON,Joe Pinion,31,2
Herikimer,WEBB 1,U.S. Senate,,CON,Joe Pinion,30,1
Herikimer,WEBB 2,U.S. Senate,,CON,Joe Pinion,8,0
Herikimer,WINFIELD 1,U.S. Senate,,CON,Joe Pinion,55,0
Herikimer,Early Voting,U.S. Senate,,CON,Joe Pinion,57,0
Herikimer,Mail-in Ballots,U.S. Senate,,CON,Joe Pinion,85,0
Herikimer,C LITTLE FALLS W1,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,C LITTLE FALLS W2,U.S. Senate,,LAR,Diane Sare,2,0
Herikimer,C LITTLE FALLS W3,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,C LITTLE FALLS W4,U.S. Senate,,LAR,Diane Sare,3,1
Herikimer,COLUMBIA 1 ,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,COLUMBIA 2,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,DANUBE 1,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,FAIRFIELD 1,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,FRANKFORT 1,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,FRANKFORT2,U.S. Senate,,LAR,Diane Sare,4,1
Herikimer,FRANKFORT 3,U.S. Senate,,LAR,Diane Sare,7,0
Herikimer,FRANKFORT 4,U.S. Senate,,LAR,Diane Sare,3,0
Herikimer,GERMAN FLATTS 1,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,GERMAN FLATTS 2,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,GERMAN FLATTS 3,U.S. Senate,,LAR,Diane Sare,6,0
Herikimer,GERMAN FLATTS 4,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,GERMAN FLATTS 5,U.S. Senate,,LAR,Diane Sare,3,0
Herikimer,GERMAN FLATTS 6,U.S. Senate,,LAR,Diane Sare,5,0
Herikimer,GERMAN FLATTS 7,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,GERMAN FLATTS 8,U.S. Senate,,LAR,Diane Sare,7,0
Herikimer,HERKIMER 1,U.S. Senate,,LAR,Diane Sare,4,0
Herikimer,HERKIMER 2,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,HERKIMER 3,U.S. Senate,,LAR,Diane Sare,2,0
Herikimer,HERKIMER 5,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,HERKIMER 4,U.S. Senate,,LAR,Diane Sare,2,0
Herikimer,LITCHFIELD 1,U.S. Senate,,LAR,Diane Sare,2,0
Herikimer,MANHEIM 1,U.S. Senate,,LAR,Diane Sare,2,0
Herikimer,MANHEIM 2,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,NEWPORT 1,U.S. Senate,,LAR,Diane Sare,7,0
Herikimer,NEWPORT 2,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,NORWAY 1,U.S. Senate,,LAR,Diane Sare,3,0
Herikimer,OHIO 1,U.S. Senate,,LAR,Diane Sare,3,0
Herikimer,RUSSIA 1,U.S. Senate,,LAR,Diane Sare,4,0
Herikimer,RUSSIA 2,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,SALISBURY 1,U.S. Senate,,LAR,Diane Sare,3,1
Herikimer,SALISBURY 2,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,SCHUYLER 1,U.S. Senate,,LAR,Diane Sare,3,0
Herikimer,SCHUYLER 2,U.S. Senate,,LAR,Diane Sare,2,0
Herikimer,STARK 1,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,T LITTLE FALLS 1,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,WARREN 1,U.S. Senate,,LAR,Diane Sare,2,0
Herikimer,WEBB 1,U.S. Senate,,LAR,Diane Sare,5,0
Herikimer,WEBB 2,U.S. Senate,,LAR,Diane Sare,0,0
Herikimer,WINFIELD 1,U.S. Senate,,LAR,Diane Sare,1,0
Herikimer,Early Voting,U.S. Senate,,LAR,Diane Sare,5,0
Herikimer,Mail-in Ballots,U.S. Senate,,LAR,Diane Sare,12,0
Herikimer,C LITTLE FALLS W1,U.S. Senate,,,Write-In,0,
Herikimer,C LITTLE FALLS W2,U.S. Senate,,,Write-In,1,
Herikimer,C LITTLE FALLS W3,U.S. Senate,,,Write-In,0,
Herikimer,C LITTLE FALLS W4,U.S. Senate,,,Write-In,0,
Herikimer,COLUMBIA 1 ,U.S. Senate,,,Write-In,0,
Herikimer,COLUMBIA 2,U.S. Senate,,,Write-In,0,
Herikimer,DANUBE 1,U.S. Senate,,,Write-In,0,
Herikimer,FAIRFIELD 1,U.S. Senate,,,Write-In,0,
Herikimer,FRANKFORT 1,U.S. Senate,,,Write-In,0,
Herikimer,FRANKFORT2,U.S. Senate,,,Write-In,0,
Herikimer,FRANKFORT 3,U.S. Senate,,,Write-In,0,
Herikimer,FRANKFORT 4,U.S. Senate,,,Write-In,0,
Herikimer,GERMAN FLATTS 1,U.S. Senate,,,Write-In,0,
Herikimer,GERMAN FLATTS 2,U.S. Senate,,,Write-In,0,
Herikimer,GERMAN FLATTS 3,U.S. Senate,,,Write-In,0,
Herikimer,GERMAN FLATTS 4,U.S. Senate,,,Write-In,0,
Herikimer,GERMAN FLATTS 5,U.S. Senate,,,Write-In,0,
Herikimer,GERMAN FLATTS 6,U.S. Senate,,,Write-In,0,
Herikimer,GERMAN FLATTS 7,U.S. Senate,,,Write-In,0,
Herikimer,GERMAN FLATTS 8,U.S. Senate,,,Write-In,0,
Herikimer,HERKIMER 1,U.S. Senate,,,Write-In,0,
Herikimer,HERKIMER 2,U.S. Senate,,,Write-In,0,
Herikimer,HERKIMER 3,U.S. Senate,,,Write-In,0,
Herikimer,HERKIMER 5,U.S. Senate,,,Write-In,0,
Herikimer,HERKIMER 4,U.S. Senate,,,Write-In,0,
Herikimer,LITCHFIELD 1,U.S. Senate,,,Write-In,0,
Herikimer,MANHEIM 1,U.S. Senate,,,Write-In,0,
Herikimer,MANHEIM 2,U.S. Senate,,,Write-In,0,
Herikimer,NEWPORT 1,U.S. Senate,,,Write-In,0,
Herikimer,NEWPORT 2,U.S. Senate,,,Write-In,0,
Herikimer,NORWAY 1,U.S. Senate,,,Write-In,0,
Herikimer,OHIO 1,U.S. Senate,,,Write-In,0,
Herikimer,RUSSIA 1,U.S. Senate,,,Write-In,0,
Herikimer,RUSSIA 2,U.S. Senate,,,Write-In,0,
Herikimer,SALISBURY 1,U.S. Senate,,,Write-In,0,
Herikimer,SALISBURY 2,U.S. Senate,,,Write-In,0,
Herikimer,SCHUYLER 1,U.S. Senate,,,Write-In,0,
Herikimer,SCHUYLER 2,U.S. Senate,,,Write-In,0,
Herikimer,STARK 1,U.S. Senate,,,Write-In,0,
Herikimer,T LITTLE FALLS 1,U.S. Senate,,,Write-In,0,
Herikimer,WARREN 1,U.S. Senate,,,Write-In,0,
Herikimer,WEBB 1,U.S. Senate,,,Write-In,0,
Herikimer,WEBB 2,U.S. Senate,,,Write-In,0,
Herikimer,WINFIELD 1,U.S. Senate,,,Write-In,0,
Herikimer,Early Voting,U.S. Senate,,,Write-In,0,
Herikimer,Mail-in Ballots,U.S. Senate,,,Write-In,0,
Herikimer,C LITTLE FALLS W1,U.S. Senate,,,Void,0,
Herikimer,C LITTLE FALLS W2,U.S. Senate,,,Void,0,
Herikimer,C LITTLE FALLS W3,U.S. Senate,,,Void,0,
Herikimer,C LITTLE FALLS W4,U.S. Senate,,,Void,0,
Herikimer,COLUMBIA 1 ,U.S. Senate,,,Void,0,
Herikimer,COLUMBIA 2,U.S. Senate,,,Void,0,
Herikimer,DANUBE 1,U.S. Senate,,,Void,0,
Herikimer,FAIRFIELD 1,U.S. Senate,,,Void,0,
Herikimer,FRANKFORT 1,U.S. Senate,,,Void,0,
Herikimer,FRANKFORT2,U.S. Senate,,,Void,0,
Herikimer,FRANKFORT 3,U.S. Senate,,,Void,0,
Herikimer,FRANKFORT 4,U.S. Senate,,,Void,0,
Herikimer,GERMAN FLATTS 1,U.S. Senate,,,Void,0,
Herikimer,GERMAN FLATTS 2,U.S. Senate,,,Void,0,
Herikimer,GERMAN FLATTS 3,U.S. Senate,,,Void,0,
Herikimer,GERMAN FLATTS 4,U.S. Senate,,,Void,0,
Herikimer,GERMAN FLATTS 5,U.S. Senate,,,Void,0,
Herikimer,GERMAN FLATTS 6,U.S. Senate,,,Void,0,
Herikimer,GERMAN FLATTS 7,U.S. Senate,,,Void,0,
Herikimer,GERMAN FLATTS 8,U.S. Senate,,,Void,0,
Herikimer,HERKIMER 1,U.S. Senate,,,Void,0,
Herikimer,HERKIMER 2,U.S. Senate,,,Void,0,
Herikimer,HERKIMER 3,U.S. Senate,,,Void,0,
Herikimer,HERKIMER 5,U.S. Senate,,,Void,0,
Herikimer,HERKIMER 4,U.S. Senate,,,Void,1,
Herikimer,LITCHFIELD 1,U.S. Senate,,,Void,0,
Herikimer,MANHEIM 1,U.S. Senate,,,Void,0,
Herikimer,MANHEIM 2,U.S. Senate,,,Void,0,
Herikimer,NEWPORT 1,U.S. Senate,,,Void,0,
Herikimer,NEWPORT 2,U.S. Senate,,,Void,0,
Herikimer,NORWAY 1,U.S. Senate,,,Void,0,
Herikimer,OHIO 1,U.S. Senate,,,Void,0,
Herikimer,RUSSIA 1,U.S. Senate,,,Void,0,
Herikimer,RUSSIA 2,U.S. Senate,,,Void,0,
Herikimer,SALISBURY 1,U.S. Senate,,,Void,0,
Herikimer,SALISBURY 2,U.S. Senate,,,Void,0,
Herikimer,SCHUYLER 1,U.S. Senate,,,Void,0,
Herikimer,SCHUYLER 2,U.S. Senate,,,Void,0,
Herikimer,STARK 1,U.S. Senate,,,Void,0,
Herikimer,T LITTLE FALLS 1,U.S. Senate,,,Void,0,
Herikimer,WARREN 1,U.S. Senate,,,Void,0,
Herikimer,WEBB 1,U.S. Senate,,,Void,0,
Herikimer,WEBB 2,U.S. Senate,,,Void,0,
Herikimer,WINFIELD 1,U.S. Senate,,,Void,0,
Herikimer,Early Voting,U.S. Senate,,,Void,0,
Herikimer,Mail-in Ballots,U.S. Senate,,,Void,0,
Herikimer,C LITTLE FALLS W1,U.S. Senate,,,Blank,11,
Herikimer,C LITTLE FALLS W2,U.S. Senate,,,Blank,16,
Herikimer,C LITTLE FALLS W3,U.S. Senate,,,Blank,5,
Herikimer,C LITTLE FALLS W4,U.S. Senate,,,Blank,7,
Herikimer,COLUMBIA 1 ,U.S. Senate,,,Blank,11,
Herikimer,COLUMBIA 2,U.S. Senate,,,Blank,5,
Herikimer,DANUBE 1,U.S. Senate,,,Blank,2,
Herikimer,FAIRFIELD 1,U.S. Senate,,,Blank,22,
Herikimer,FRANKFORT 1,U.S. Senate,,,Blank,11,
Herikimer,FRANKFORT2,U.S. Senate,,,Blank,7,
Herikimer,FRANKFORT 3,U.S. Senate,,,Blank,26,
Herikimer,FRANKFORT 4,U.S. Senate,,,Blank,25,
Herikimer,GERMAN FLATTS 1,U.S. Senate,,,Blank,0,
Herikimer,GERMAN FLATTS 2,U.S. Senate,,,Blank,6,
Herikimer,GERMAN FLATTS 3,U.S. Senate,,,Blank,17,
Herikimer,GERMAN FLATTS 4,U.S. Senate,,,Blank,6,
Herikimer,GERMAN FLATTS 5,U.S. Senate,,,Blank,14,
Herikimer,GERMAN FLATTS 6,U.S. Senate,,,Blank,6,
Herikimer,GERMAN FLATTS 7,U.S. Senate,,,Blank,2,
Herikimer,GERMAN FLATTS 8,U.S. Senate,,,Blank,19,
Herikimer,HERKIMER 1,U.S. Senate,,,Blank,11,
Herikimer,HERKIMER 2,U.S. Senate,,,Blank,8,
Herikimer,HERKIMER 3,U.S. Senate,,,Blank,10,
Herikimer,HERKIMER 5,U.S. Senate,,,Blank,25,
Herikimer,HERKIMER 4,U.S. Senate,,,Blank,12,
Herikimer,LITCHFIELD 1,U.S. Senate,,,Blank,14,
Herikimer,MANHEIM 1,U.S. Senate,,,Blank,23,
Herikimer,MANHEIM 2,U.S. Senate,,,Blank,9,
Herikimer,NEWPORT 1,U.S. Senate,,,Blank,10,
Herikimer,NEWPORT 2,U.S. Senate,,,Blank,1,
Herikimer,NORWAY 1,U.S. Senate,,,Blank,12,
Herikimer,OHIO 1,U.S. Senate,,,Blank,17,
Herikimer,RUSSIA 1,U.S. Senate,,,Blank,18,
Herikimer,RUSSIA 2,U.S. Senate,,,Blank,4,
Herikimer,SALISBURY 1,U.S. Senate,,,Blank,10,
Herikimer,SALISBURY 2,U.S. Senate,,,Blank,4,
Herikimer,SCHUYLER 1,U.S. Senate,,,Blank,8,
Herikimer,SCHUYLER 2,U.S. Senate,,,Blank,15,
Herikimer,STARK 1,U.S. Senate,,,Blank,6,
Herikimer,T LITTLE FALLS 1,U.S. Senate,,,Blank,28,
Herikimer,WARREN 1,U.S. Senate,,,Blank,10,
Herikimer,WEBB 1,U.S. Senate,,,Blank,19,
Herikimer,WEBB 2,U.S. Senate,,,Blank,3,
Herikimer,WINFIELD 1,U.S. Senate,,,Blank,12,
Herikimer,Early Voting,U.S. Senate,,,Blank,20,
Herikimer,Mail-in Ballots,U.S. Senate,,,Blank,32,
Herikimer,C LITTLE FALLS W1,U.S. House,21,DEM,Matt Castelli,114,9
Herikimer,C LITTLE FALLS W2,U.S. House,21,DEM,Matt Castelli,147,10
Herikimer,C LITTLE FALLS W3,U.S. House,21,DEM,Matt Castelli,106,4
Herikimer,C LITTLE FALLS W4,U.S. House,21,DEM,Matt Castelli,69,5
Herikimer,COLUMBIA 1 ,U.S. House,21,DEM,Matt Castelli,58,4
Herikimer,COLUMBIA 2,U.S. House,21,DEM,Matt Castelli,24,0
Herikimer,DANUBE 1,U.S. House,21,DEM,Matt Castelli,58,2
Herikimer,FAIRFIELD 1,U.S. House,21,DEM,Matt Castelli,75,4
Herikimer,FRANKFORT 1,U.S. House,21,DEM,Matt Castelli,43,5
Herikimer,FRANKFORT2,U.S. House,21,DEM,Matt Castelli,67,4
Herikimer,FRANKFORT 3,U.S. House,21,DEM,Matt Castelli,227,8
Herikimer,FRANKFORT 4,U.S. House,21,DEM,Matt Castelli,214,8
Herikimer,GERMAN FLATTS 1,U.S. House,21,DEM,Matt Castelli,31,4
Herikimer,GERMAN FLATTS 2,U.S. House,21,DEM,Matt Castelli,67,1
Herikimer,GERMAN FLATTS 3,U.S. House,21,DEM,Matt Castelli,192,5
Herikimer,GERMAN FLATTS 4,U.S. House,21,DEM,Matt Castelli,64,10
Herikimer,GERMAN FLATTS 5,U.S. House,21,DEM,Matt Castelli,168,4
Herikimer,GERMAN FLATTS 6,U.S. House,21,DEM,Matt Castelli,141,5
Herikimer,GERMAN FLATTS 7,U.S. House,21,DEM,Matt Castelli,31,1
Herikimer,GERMAN FLATTS 8,U.S. House,21,DEM,Matt Castelli,245,7
Herikimer,HERKIMER 1,U.S. House,21,DEM,Matt Castelli,155,1
Herikimer,HERKIMER 2,U.S. House,21,DEM,Matt Castelli,96,4
Herikimer,HERKIMER 3,U.S. House,21,DEM,Matt Castelli,131,5
Herikimer,HERKIMER 5,U.S. House,21,DEM,Matt Castelli,191,4
Herikimer,HERKIMER 4,U.S. House,21,DEM,Matt Castelli,88,1
Herikimer,LITCHFIELD 1,U.S. House,21,DEM,Matt Castelli,116,1
Herikimer,MANHEIM 1,U.S. House,21,DEM,Matt Castelli,147,2
Herikimer,MANHEIM 2,U.S. House,21,DEM,Matt Castelli,73,5
Herikimer,NEWPORT 1,U.S. House,21,DEM,Matt Castelli,154,4
Herikimer,NEWPORT 2,U.S. House,21,DEM,Matt Castelli,23,0
Herikimer,NORWAY 1,U.S. House,21,DEM,Matt Castelli,49,3
Herikimer,OHIO 1,U.S. House,21,DEM,Matt Castelli,63,5
Herikimer,RUSSIA 1,U.S. House,21,DEM,Matt Castelli,137,0
Herikimer,RUSSIA 2,U.S. House,21,DEM,Matt Castelli,39,4
Herikimer,SALISBURY 1,U.S. House,21,DEM,Matt Castelli,47,3
Herikimer,SALISBURY 2,U.S. House,21,DEM,Matt Castelli,27,2
Herikimer,SCHUYLER 1,U.S. House,21,DEM,Matt Castelli,180,2
Herikimer,SCHUYLER 2,U.S. House,21,DEM,Matt Castelli,94,2
Herikimer,STARK 1,U.S. House,21,DEM,Matt Castelli,73,4
Herikimer,T LITTLE FALLS 1,U.S. House,21,DEM,Matt Castelli,106,1
Herikimer,WARREN 1,U.S. House,21,DEM,Matt Castelli,57,3
Herikimer,WEBB 1,U.S. House,21,DEM,Matt Castelli,321,7
Herikimer,WEBB 2,U.S. House,21,DEM,Matt Castelli,36,4
Herikimer,WINFIELD 1,U.S. House,21,DEM,Matt Castelli,149,6
Herikimer,Early Voting,U.S. House,21,DEM,Matt Castelli,606,0
Herikimer,Mail-in Ballots,U.S. House,21,DEM,Matt Castelli,602,0
Herikimer,C LITTLE FALLS W1,U.S. House,21,MOD,Matt Castelli,2,0
Herikimer,C LITTLE FALLS W2,U.S. House,21,MOD,Matt Castelli,6,0
Herikimer,C LITTLE FALLS W3,U.S. House,21,MOD,Matt Castelli,2,0
Herikimer,C LITTLE FALLS W4,U.S. House,21,MOD,Matt Castelli,2,0
Herikimer,COLUMBIA 1 ,U.S. House,21,MOD,Matt Castelli,4,0
Herikimer,COLUMBIA 2,U.S. House,21,MOD,Matt Castelli,1,0
Herikimer,DANUBE 1,U.S. House,21,MOD,Matt Castelli,1,0
Herikimer,FAIRFIELD 1,U.S. House,21,MOD,Matt Castelli,4,0
Herikimer,FRANKFORT 1,U.S. House,21,MOD,Matt Castelli,3,0
Herikimer,FRANKFORT2,U.S. House,21,MOD,Matt Castelli,1,0
Herikimer,FRANKFORT 3,U.S. House,21,MOD,Matt Castelli,7,0
Herikimer,FRANKFORT 4,U.S. House,21,MOD,Matt Castelli,4,0
Herikimer,GERMAN FLATTS 1,U.S. House,21,MOD,Matt Castelli,0,0
Herikimer,GERMAN FLATTS 2,U.S. House,21,MOD,Matt Castelli,4,0
Herikimer,GERMAN FLATTS 3,U.S. House,21,MOD,Matt Castelli,3,0
Herikimer,GERMAN FLATTS 4,U.S. House,21,MOD,Matt Castelli,1,0
Herikimer,GERMAN FLATTS 5,U.S. House,21,MOD,Matt Castelli,4,0
Herikimer,GERMAN FLATTS 6,U.S. House,21,MOD,Matt Castelli,2,0
Herikimer,GERMAN FLATTS 7,U.S. House,21,MOD,Matt Castelli,1,0
Herikimer,GERMAN FLATTS 8,U.S. House,21,MOD,Matt Castelli,6,0
Herikimer,HERKIMER 1,U.S. House,21,MOD,Matt Castelli,4,0
Herikimer,HERKIMER 2,U.S. House,21,MOD,Matt Castelli,2,0
Herikimer,HERKIMER 3,U.S. House,21,MOD,Matt Castelli,3,0
Herikimer,HERKIMER 5,U.S. House,21,MOD,Matt Castelli,5,0
Herikimer,HERKIMER 4,U.S. House,21,MOD,Matt Castelli,3,1
Herikimer,LITCHFIELD 1,U.S. House,21,MOD,Matt Castelli,2,0
Herikimer,MANHEIM 1,U.S. House,21,MOD,Matt Castelli,6,0
Herikimer,MANHEIM 2,U.S. House,21,MOD,Matt Castelli,1,0
Herikimer,NEWPORT 1,U.S. House,21,MOD,Matt Castelli,1,1
Herikimer,NEWPORT 2,U.S. House,21,MOD,Matt Castelli,0,0
Herikimer,NORWAY 1,U.S. House,21,MOD,Matt Castelli,2,0
Herikimer,OHIO 1,U.S. House,21,MOD,Matt Castelli,0,0
Herikimer,RUSSIA 1,U.S. House,21,MOD,Matt Castelli,4,0
Herikimer,RUSSIA 2,U.S. House,21,MOD,Matt Castelli,2,0
Herikimer,SALISBURY 1,U.S. House,21,MOD,Matt Castelli,1,1
Herikimer,SALISBURY 2,U.S. House,21,MOD,Matt Castelli,0,0
Herikimer,SCHUYLER 1,U.S. House,21,MOD,Matt Castelli,3,0
Herikimer,SCHUYLER 2,U.S. House,21,MOD,Matt Castelli,3,0
Herikimer,STARK 1,U.S. House,21,MOD,Matt Castelli,1,0
Herikimer,T LITTLE FALLS 1,U.S. House,21,MOD,Matt Castelli,3,0
Herikimer,WARREN 1,U.S. House,21,MOD,Matt Castelli,0,0
Herikimer,WEBB 1,U.S. House,21,MOD,Matt Castelli,11,0
Herikimer,WEBB 2,U.S. House,21,MOD,Matt Castelli,0,0
Herikimer,WINFIELD 1,U.S. House,21,MOD,Matt Castelli,4,1
Herikimer,Early Voting,U.S. House,21,MOD,Matt Castelli,8,4
Herikimer,Mail-in Ballots,U.S. House,21,MOD,Matt Castelli,10,0
Herikimer,C LITTLE FALLS W1,U.S. House,21,REP,Elise M. Stefanik,180,9
Herikimer,C LITTLE FALLS W2,U.S. House,21,REP,Elise M. Stefanik,168,3
Herikimer,C LITTLE FALLS W3,U.S. House,21,REP,Elise M. Stefanik,120,4
Herikimer,C LITTLE FALLS W4,U.S. House,21,REP,Elise M. Stefanik,85,3
Herikimer,COLUMBIA 1 ,U.S. House,21,REP,Elise M. Stefanik,343,10
Herikimer,COLUMBIA 2,U.S. House,21,REP,Elise M. Stefanik,107,0
Herikimer,DANUBE 1,U.S. House,21,REP,Elise M. Stefanik,241,3
Herikimer,FAIRFIELD 1,U.S. House,21,REP,Elise M. Stefanik,398,8
Herikimer,FRANKFORT 1,U.S. House,21,REP,Elise M. Stefanik,182,5
Herikimer,FRANKFORT2,U.S. House,21,REP,Elise M. Stefanik,191,10
Herikimer,FRANKFORT 3,U.S. House,21,REP,Elise M. Stefanik,607,6
Herikimer,FRANKFORT 4,U.S. House,21,REP,Elise M. Stefanik,702,10
Herikimer,GERMAN FLATTS 1,U.S. House,21,REP,Elise M. Stefanik,112,10
Herikimer,GERMAN FLATTS 2,U.S. House,21,REP,Elise M. Stefanik,181,8
Herikimer,GERMAN FLATTS 3,U.S. House,21,REP,Elise M. Stefanik,538,1
Herikimer,GERMAN FLATTS 4,U.S. House,21,REP,Elise M. Stefanik,158,9
Herikimer,GERMAN FLATTS 5,U.S. House,21,REP,Elise M. Stefanik,335,8
Herikimer,GERMAN FLATTS 6,U.S. House,21,REP,Elise M. Stefanik,262,3
Herikimer,GERMAN FLATTS 7,U.S. House,21,REP,Elise M. Stefanik,107,1
Herikimer,GERMAN FLATTS 8,U.S. House,21,REP,Elise M. Stefanik,554,12
Herikimer,HERKIMER 1,U.S. House,21,REP,Elise M. Stefanik,468,18
Herikimer,HERKIMER 2,U.S. House,21,REP,Elise M. Stefanik,170,4
Herikimer,HERKIMER 3,U.S. House,21,REP,Elise M. Stefanik,177,5
Herikimer,HERKIMER 5,U.S. House,21,REP,Elise M. Stefanik,433,13
Herikimer,HERKIMER 4,U.S. House,21,REP,Elise M. Stefanik,236,5
Herikimer,LITCHFIELD 1,U.S. House,21,REP,Elise M. Stefanik,399,5
Herikimer,MANHEIM 1,U.S. House,21,REP,Elise M. Stefanik,475,14
Herikimer,MANHEIM 2,U.S. House,21,REP,Elise M. Stefanik,181,0
Herikimer,NEWPORT 1,U.S. House,21,REP,Elise M. Stefanik,481,11
Herikimer,NEWPORT 2,U.S. House,21,REP,Elise M. Stefanik,59,0
Herikimer,NORWAY 1,U.S. House,21,REP,Elise M. Stefanik,228,5
Herikimer,OHIO 1,U.S. House,21,REP,Elise M. Stefanik,317,7
Herikimer,RUSSIA 1,U.S. House,21,REP,Elise M. Stefanik,413,18
Herikimer,RUSSIA 2,U.S. House,21,REP,Elise M. Stefanik,177,9
Herikimer,SALISBURY 1,U.S. House,21,REP,Elise M. Stefanik,369,12
Herikimer,SALISBURY 2,U.S. House,21,REP,Elise M. Stefanik,118,2
Herikimer,SCHUYLER 1,U.S. House,21,REP,Elise M. Stefanik,449,12
Herikimer,SCHUYLER 2,U.S. House,21,REP,Elise M. Stefanik,323,5
Herikimer,STARK 1,U.S. House,21,REP,Elise M. Stefanik,165,4
Herikimer,T LITTLE FALLS 1,U.S. House,21,REP,Elise M. Stefanik,366,10
Herikimer,WARREN 1,U.S. House,21,REP,Elise M. Stefanik,258,3
Herikimer,WEBB 1,U.S. House,21,REP,Elise M. Stefanik,368,24
Herikimer,WEBB 2,U.S. House,21,REP,Elise M. Stefanik,91,2
Herikimer,WINFIELD 1,U.S. House,21,REP,Elise M. Stefanik,476,15
Herikimer,Early Voting,U.S. House,21,REP,Elise M. Stefanik,510,0
Herikimer,Mail-in Ballots,U.S. House,21,REP,Elise M. Stefanik,576,0
Herikimer,C LITTLE FALLS W1,U.S. House,21,CON,Elise M. Stefanik,18,2
Herikimer,C LITTLE FALLS W2,U.S. House,21,CON,Elise M. Stefanik,22,0
Herikimer,C LITTLE FALLS W3,U.S. House,21,CON,Elise M. Stefanik,11,0
Herikimer,C LITTLE FALLS W4,U.S. House,21,CON,Elise M. Stefanik,17,2
Herikimer,COLUMBIA 1 ,U.S. House,21,CON,Elise M. Stefanik,52,0
Herikimer,COLUMBIA 2,U.S. House,21,CON,Elise M. Stefanik,12,0
Herikimer,DANUBE 1,U.S. House,21,CON,Elise M. Stefanik,25,0
Herikimer,FAIRFIELD 1,U.S. House,21,CON,Elise M. Stefanik,37,1
Herikimer,FRANKFORT 1,U.S. House,21,CON,Elise M. Stefanik,17,0
Herikimer,FRANKFORT2,U.S. House,21,CON,Elise M. Stefanik,18,1
Herikimer,FRANKFORT 3,U.S. House,21,CON,Elise M. Stefanik,54,0
Herikimer,FRANKFORT 4,U.S. House,21,CON,Elise M. Stefanik,89,3
Herikimer,GERMAN FLATTS 1,U.S. House,21,CON,Elise M. Stefanik,10,1
Herikimer,GERMAN FLATTS 2,U.S. House,21,CON,Elise M. Stefanik,9,0
Herikimer,GERMAN FLATTS 3,U.S. House,21,CON,Elise M. Stefanik,36,0
Herikimer,GERMAN FLATTS 4,U.S. House,21,CON,Elise M. Stefanik,17,1
Herikimer,GERMAN FLATTS 5,U.S. House,21,CON,Elise M. Stefanik,32,0
Herikimer,GERMAN FLATTS 6,U.S. House,21,CON,Elise M. Stefanik,31,0
Herikimer,GERMAN FLATTS 7,U.S. House,21,CON,Elise M. Stefanik,12,0
Herikimer,GERMAN FLATTS 8,U.S. House,21,CON,Elise M. Stefanik,61,5
Herikimer,HERKIMER 1,U.S. House,21,CON,Elise M. Stefanik,39,0
Herikimer,HERKIMER 2,U.S. House,21,CON,Elise M. Stefanik,20,0
Herikimer,HERKIMER 3,U.S. House,21,CON,Elise M. Stefanik,22,0
Herikimer,HERKIMER 5,U.S. House,21,CON,Elise M. Stefanik,41,1
Herikimer,HERKIMER 4,U.S. House,21,CON,Elise M. Stefanik,28,1
Herikimer,LITCHFIELD 1,U.S. House,21,CON,Elise M. Stefanik,55,0
Herikimer,MANHEIM 1,U.S. House,21,CON,Elise M. Stefanik,68,0
Herikimer,MANHEIM 2,U.S. House,21,CON,Elise M. Stefanik,21,0
Herikimer,NEWPORT 1,U.S. House,21,CON,Elise M. Stefanik,41,1
Herikimer,NEWPORT 2,U.S. House,21,CON,Elise M. Stefanik,4,0
Herikimer,NORWAY 1,U.S. House,21,CON,Elise M. Stefanik,14,0
Herikimer,OHIO 1,U.S. House,21,CON,Elise M. Stefanik,16,1
Herikimer,RUSSIA 1,U.S. House,21,CON,Elise M. Stefanik,62,1
Herikimer,RUSSIA 2,U.S. House,21,CON,Elise M. Stefanik,23,2
Herikimer,SALISBURY 1,U.S. House,21,CON,Elise M. Stefanik,31,1
Herikimer,SALISBURY 2,U.S. House,21,CON,Elise M. Stefanik,11,0
