county,precinct,office,district,party,candidate,election_day,early_voting
Wyoming,Gainesville 3 1,Attorney General,,CON,Michael Henry,7,4
Wyoming,Gainesville 4 1,Attorney General,,CON,Michael Henry,10,3
Wyoming,Genesee Falls 1 1,Attorney General,,CON,Michael Henry,12,2
Wyoming,Java 1 1,Attorney General,,CON,Michael Henry,71,1
Wyoming,Java 2 1,Attorney General,,CON,Michael Henry,53,6
Wyoming,Middlebury 1 1,Attorney General,,CON,Michael Henry,49,4
Wyoming,Middlebury 2 1,Attorney General,,CON,Michael Henry,17,1
Wyoming,Orangeville 1 1,Attorney General,,CON,Michael Henry,83,2
Wyoming,Perry 1 1,Attorney General,,CON,Michael Henry,57,13
Wyoming,Perry 2 1,Attorney General,,CON,Michael Henry,11,1
Wyoming,Perry 3 1,Attorney General,,CON,Michael Henry,33,1
Wyoming,Perry 4 1,Attorney General,,CON,Michael Henry,27,1
Wyoming,Pike 1 1,Attorney General,,CON,Michael Henry,37,5
Wyoming,Sheldon 1 1,Attorney General,,CON,Michael Henry,37,3
Wyoming,Sheldon 2 1,Attorney General,,CON,Michael Henry,84,0
Wyoming,Sheldon 3 1,Attorney General,,CON,Michael Henry,50,2
Wyoming,Warsaw 1 1,Attorney General,,CON,Michael Henry,31,6
Wyoming,Warsaw 2 1,Attorney General,,CON,Michael Henry,23,4
Wyoming,Warsaw 3 1,Attorney General,,CON,Michael Henry,36,7
Wyoming,Warsaw 4 1,Attorney General,,CON,Michael Henry,31,3
Wyoming,Warsaw 5 1,Attorney General,,CON,Michael Henry,30,8
Wyoming,Wethersfield 1 1,Attorney General,,CON,Michael Henry,21,5
Wyoming,Cumulative,Attorney General,,CON,Michael Henry,0,0
Wyoming,Arcade 1 1,Attorney General,,WOR,Letitia A. James,12,1
Wyoming,Arcade 2 1,Attorney General,,WOR,Letitia A. James,7,2
Wyoming,Arcade 3 1,Attorney General,,WOR,Letitia A. James,8,0
Wyoming,Arcade 4 1,Attorney General,,WOR,Letitia A. James,10,1
Wyoming,Attica 1 1,Attorney General,,WOR,Letitia A. James,10,0
Wyoming,Attica 2 1,Attorney General,,WOR,Letitia A. James,6,2
Wyoming,Attica 3 1,Attorney General,,WOR,Letitia A. James,12,1
Wyoming,Attica 4 1,Attorney General,,WOR,Letitia A. James,9,3
Wyoming,Bennington 1 1,Attorney General,,WOR,Letitia A. James,10,3
Wyoming,Bennington 2 1,Attorney General,,WOR,Letitia A. James,5,4
Wyoming,Bennington 3 1,Attorney General,,WOR,Letitia A. James,9,2
Wyoming,Castile 1 1,Attorney General,,WOR,Letitia A. James,5,0
Wyoming,Castile 2 1,Attorney General,,WOR,Letitia A. James,8,3
Wyoming,Castile 3 1,Attorney General,,WOR,Letitia A. James,5,4
Wyoming,Covington 1 1,Attorney General,,WOR,Letitia A. James,7,2
Wyoming,Eagle 1 1,Attorney General,,WOR,Letitia A. James,7,3
Wyoming,Gainesville 1 1,Attorney General,,WOR,Letitia A. James,3,0
Wyoming,Gainesville 2 1,Attorney General,,WOR,Letitia A. James,5,1
Wyoming,Gainesville 3 1,Attorney General,,WOR,Letitia A. James,3,1
Wyoming,Gainesville 4 1,Attorney General,,WOR,Letitia A. James,0,2
Wyoming,Genesee Falls 1 1,Attorney General,,WOR,Letitia A. James,3,0
Wyoming,Java 1 1,Attorney General,,WOR,Letitia A. James,5,2
Wyoming,Java 2 1,Attorney General,,WOR,Letitia A. James,8,0
Wyoming,Middlebury 1 1,Attorney General,,WOR,Letitia A. James,6,0
Wyoming,Middlebury 2 1,Attorney General,,WOR,Letitia A. James,1,0
Wyoming,Orangeville 1 1,Attorney General,,WOR,Letitia A. James,14,4
Wyoming,Perry 1 1,Attorney General,,WOR,Letitia A. James,10,2
Wyoming,Perry 2 1,Attorney General,,WOR,Letitia A. James,5,3
Wyoming,Perry 3 1,Attorney General,,WOR,Letitia A. James,7,2
Wyoming,Perry 4 1,Attorney General,,WOR,Letitia A. James,6,0
Wyoming,Pike 1 1,Attorney General,,WOR,Letitia A. James,6,1
Wyoming,Sheldon 1 1,Attorney General,,WOR,Letitia A. James,3,5
Wyoming,Sheldon 2 1,Attorney General,,WOR,Letitia A. James,13,3
Wyoming,Sheldon 3 1,Attorney General,,WOR,Letitia A. James,6,0
Wyoming,Warsaw 1 1,Attorney General,,WOR,Letitia A. James,6,0
Wyoming,Warsaw 2 1,Attorney General,,WOR,Letitia A. James,3,0
Wyoming,Warsaw 3 1,Attorney General,,WOR,Letitia A. James,3,3
Wyoming,Warsaw 4 1,Attorney General,,WOR,Letitia A. James,5,1
Wyoming,Warsaw 5 1,Attorney General,,WOR,Letitia A. James,8,2
Wyoming,Wethersfield 1 1,Attorney General,,WOR,Letitia A. James,3,2
Wyoming,Cumulative,Attorney General,,WOR,Letitia A. James,3,0
Wyoming,Arcade 1 1,Attorney General,,,Undervotes,9,2
Wyoming,Arcade 2 1,Attorney General,,,Undervotes,5,0
Wyoming,Arcade 3 1,Attorney General,,,Undervotes,9,1
Wyoming,Arcade 4 1,Attorney General,,,Undervotes,10,0
Wyoming,Attica 1 1,Attorney General,,,Undervotes,1,0
Wyoming,Attica 2 1,Attorney General,,,Undervotes,9,1
Wyoming,Attica 3 1,Attorney General,,,Undervotes,19,1
Wyoming,Attica 4 1,Attorney General,,,Undervotes,11,0
Wyoming,Bennington 1 1,Attorney General,,,Undervotes,11,4
Wyoming,Bennington 2 1,Attorney General,,,Undervotes,6,1
Wyoming,Bennington 3 1,Attorney General,,,Undervotes,10,4
Wyoming,Castile 1 1,Attorney General,,,Undervotes,7,1
Wyoming,Castile 2 1,Attorney General,,,Undervotes,8,3
Wyoming,Castile 3 1,Attorney General,,,Undervotes,1,2
Wyoming,Covington 1 1,Attorney General,,,Undervotes,12,1
Wyoming,Eagle 1 1,Attorney General,,,Undervotes,5,4
Wyoming,Gainesville 1 1,Attorney General,,,Undervotes,4,1
Wyoming,Gainesville 2 1,Attorney General,,,Undervotes,3,2
Wyoming,Gainesville 3 1,Attorney General,,,Undervotes,2,2
Wyoming,Gainesville 4 1,Attorney General,,,Undervotes,3,1
Wyoming,Genesee Falls 1 1,Attorney General,,,Undervotes,9,0
Wyoming,Java 1 1,Attorney General,,,Undervotes,4,0
Wyoming,Java 2 1,Attorney General,,,Undervotes,12,1
Wyoming,Middlebury 1 1,Attorney General,,,Undervotes,4,0
Wyoming,Middlebury 2 1,Attorney General,,,Undervotes,6,0
Wyoming,Orangeville 1 1,Attorney General,,,Undervotes,13,1
Wyoming,Perry 1 1,Attorney General,,,Undervotes,12,4
Wyoming,Perry 2 1,Attorney General,,,Undervotes,2,2
Wyoming,Perry 3 1,Attorney General,,,Undervotes,4,0
Wyoming,Perry 4 1,Attorney General,,,Undervotes,5,0
Wyoming,Pike 1 1,Attorney General,,,Undervotes,3,0
Wyoming,Sheldon 1 1,Attorney General,,,Undervotes,4,1
Wyoming,Sheldon 2 1,Attorney General,,,Undervotes,15,2
Wyoming,Sheldon 3 1,Attorney General,,,Undervotes,15,0
Wyoming,Warsaw 1 1,Attorney General,,,Undervotes,6,3
Wyoming,Warsaw 2 1,Attorney General,,,Undervotes,4,4
Wyoming,Warsaw 3 1,Attorney General,,,Undervotes,9,0
Wyoming,Warsaw 4 1,Attorney General,,,Undervotes,9,2
Wyoming,Warsaw 5 1,Attorney General,,,Undervotes,6,0
Wyoming,Wethersfield 1 1,Attorney General,,,Undervotes,6,1
Wyoming,Cumulative,Attorney General,,,Undervotes,0,0
Wyoming,Arcade 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Arcade 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Arcade 3 1,Attorney General,,,Overvotes,1,0
Wyoming,Arcade 4 1,Attorney General,,,Overvotes,0,0
Wyoming,Attica 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Attica 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Attica 3 1,Attorney General,,,Overvotes,0,0
Wyoming,Attica 4 1,Attorney General,,,Overvotes,0,0
Wyoming,Bennington 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Bennington 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Bennington 3 1,Attorney General,,,Overvotes,0,0
Wyoming,Castile 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Castile 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Castile 3 1,Attorney General,,,Overvotes,0,0
Wyoming,Covington 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Eagle 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Gainesville 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Gainesville 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Gainesville 3 1,Attorney General,,,Overvotes,0,0
Wyoming,Gainesville 4 1,Attorney General,,,Overvotes,0,0
Wyoming,Genesee Falls 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Java 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Java 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Middlebury 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Middlebury 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Orangeville 1 1,Attorney General,,,Overvotes,2,0
Wyoming,Perry 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Perry 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Perry 3 1,Attorney General,,,Overvotes,1,0
Wyoming,Perry 4 1,Attorney General,,,Overvotes,0,0
Wyoming,Pike 1 1,Attorney General,,,Overvotes,1,0
Wyoming,Sheldon 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Sheldon 2 1,Attorney General,,,Overvotes,1,0
Wyoming,Sheldon 3 1,Attorney General,,,Overvotes,0,0
Wyoming,Warsaw 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Warsaw 2 1,Attorney General,,,Overvotes,0,0
Wyoming,Warsaw 3 1,Attorney General,,,Overvotes,0,0
Wyoming,Warsaw 4 1,Attorney General,,,Overvotes,0,0
Wyoming,Warsaw 5 1,Attorney General,,,Overvotes,0,0
Wyoming,Wethersfield 1 1,Attorney General,,,Overvotes,0,0
Wyoming,Cumulative,Attorney General,,,Overvotes,0,0
Wyoming,Arcade 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Arcade 2 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Arcade 3 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Arcade 4 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Attica 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Attica 2 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Attica 3 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Attica 4 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Bennington 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Bennington 2 1,Attorney General,,,Unqualified Write-Ins,1,0
Wyoming,Bennington 3 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Castile 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Castile 2 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Castile 3 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Covington 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Eagle 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Gainesville 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Gainesville 2 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Gainesville 3 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Gainesville 4 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Genesee Falls 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Java 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Java 2 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Middlebury 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Middlebury 2 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Orangeville 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Perry 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Perry 2 1,Attorney General,,,Unqualified Write-Ins,2,0
Wyoming,Perry 3 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Perry 4 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Pike 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Sheldon 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Sheldon 2 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Sheldon 3 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Warsaw 1 1,Attorney General,,,Unqualified Write-Ins,2,0
Wyoming,Warsaw 2 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Warsaw 3 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Warsaw 4 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Warsaw 5 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Wethersfield 1 1,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Cumulative,Attorney General,,,Unqualified Write-Ins,0,0
Wyoming,Arcade 1 1,Attorney General,,,Special Votes,9,2
Wyoming,Arcade 2 1,Attorney General,,,Special Votes,5,0
Wyoming,Arcade 3 1,Attorney General,,,Special Votes,10,1
Wyoming,Arcade 4 1,Attorney General,,,Special Votes,10,0
Wyoming,Attica 1 1,Attorney General,,,Special Votes,1,0
Wyoming,Attica 2 1,Attorney General,,,Special Votes,9,1
Wyoming,Attica 3 1,Attorney General,,,Special Votes,19,1
Wyoming,Attica 4 1,Attorney General,,,Special Votes,11,0
Wyoming,Bennington 1 1,Attorney General,,,Special Votes,11,4
Wyoming,Bennington 2 1,Attorney General,,,Special Votes,7,1
Wyoming,Bennington 3 1,Attorney General,,,Special Votes,10,4
Wyoming,Castile 1 1,Attorney General,,,Special Votes,7,1
Wyoming,Castile 2 1,Attorney General,,,Special Votes,8,3
Wyoming,Castile 3 1,Attorney General,,,Special Votes,1,2
Wyoming,Covington 1 1,Attorney General,,,Special Votes,12,1
Wyoming,Eagle 1 1,Attorney General,,,Special Votes,5,4
Wyoming,Gainesville 1 1,Attorney General,,,Special Votes,4,1
Wyoming,Gainesville 2 1,Attorney General,,,Special Votes,3,2
Wyoming,Gainesville 3 1,Attorney General,,,Special Votes,2,2
Wyoming,Gainesville 4 1,Attorney General,,,Special Votes,3,1
Wyoming,Genesee Falls 1 1,Attorney General,,,Special Votes,9,0
Wyoming,Java 1 1,Attorney General,,,Special Votes,4,0
Wyoming,Java 2 1,Attorney General,,,Special Votes,12,1
Wyoming,Middlebury 1 1,Attorney General,,,Special Votes,4,0
Wyoming,Middlebury 2 1,Attorney General,,,Special Votes,6,0
Wyoming,Orangeville 1 1,Attorney General,,,Special Votes,15,1
Wyoming,Perry 1 1,Attorney General,,,Special Votes,12,4
Wyoming,Perry 2 1,Attorney General,,,Special Votes,4,2
Wyoming,Perry 3 1,Attorney General,,,Special Votes,5,0
Wyoming,Perry 4 1,Attorney General,,,Special Votes,5,0
Wyoming,Pike 1 1,Attorney General,,,Special Votes,4,0
Wyoming,Sheldon 1 1,Attorney General,,,Special Votes,4,1
Wyoming,Sheldon 2 1,Attorney General,,,Special Votes,16,2
Wyoming,Sheldon 3 1,Attorney General,,,Special Votes,15,0
Wyoming,Warsaw 1 1,Attorney General,,,Special Votes,8,3
Wyoming,Warsaw 2 1,Attorney General,,,Special Votes,4,4
Wyoming,Warsaw 3 1,Attorney General,,,Special Votes,9,0
Wyoming,Warsaw 4 1,Attorney General,,,Special Votes,9,2
Wyoming,Warsaw 5 1,Attorney General,,,Special Votes,6,0
Wyoming,Wethersfield 1 1,Attorney General,,,Special Votes,6,1
Wyoming,Cumulative,Attorney General,,,Special Votes,0,0
Wyoming,Arcade 1 1,U.S. Senate,,DEM,Charles E. Schumer,113,29
Wyoming,Arcade 2 1,U.S. Senate,,DEM,Charles E. Schumer,49,11
Wyoming,Arcade 3 1,U.S. Senate,,DEM,Charles E. Schumer,79,6
Wyoming,Arcade 4 1,U.S. Senate,,DEM,Charles E. Schumer,110,4
Wyoming,Attica 1 1,U.S. Senate,,DEM,Charles E. Schumer,66,16
Wyoming,Attica 2 1,U.S. Senate,,DEM,Charles E. Schumer,48,6
Wyoming,Attica 3 1,U.S. Senate,,DEM,Charles E. Schumer,74,16
Wyoming,Attica 4 1,U.S. Senate,,DEM,Charles E. Schumer,67,21
Wyoming,Bennington 1 1,U.S. Senate,,DEM,Charles E. Schumer,86,27
Wyoming,Bennington 2 1,U.S. Senate,,DEM,Charles E. Schumer,68,30
Wyoming,Bennington 3 1,U.S. Senate,,DEM,Charles E. Schumer,65,28
Wyoming,Castile 1 1,U.S. Senate,,DEM,Charles E. Schumer,50,27
Wyoming,Castile 2 1,U.S. Senate,,DEM,Charles E. Schumer,82,42
Wyoming,Castile 3 1,U.S. Senate,,DEM,Charles E. Schumer,41,41
Wyoming,Covington 1 1,U.S. Senate,,DEM,Charles E. Schumer,62,15
Wyoming,Eagle 1 1,U.S. Senate,,DEM,Charles E. Schumer,65,39
Wyoming,Gainesville 1 1,U.S. Senate,,DEM,Charles E. Schumer,34,6
Wyoming,Gainesville 2 1,U.S. Senate,,DEM,Charles E. Schumer,43,14
Wyoming,Gainesville 3 1,U.S. Senate,,DEM,Charles E. Schumer,13,32
Wyoming,Gainesville 4 1,U.S. Senate,,DEM,Charles E. Schumer,14,23
Wyoming,Genesee Falls 1 1,U.S. Senate,,DEM,Charles E. Schumer,43,2
Wyoming,Java 1 1,U.S. Senate,,DEM,Charles E. Schumer,90,12
Wyoming,Java 2 1,U.S. Senate,,DEM,Charles E. Schumer,68,7
Wyoming,Middlebury 1 1,U.S. Senate,,DEM,Charles E. Schumer,55,16
Wyoming,Middlebury 2 1,U.S. Senate,,DEM,Charles E. Schumer,36,9
Wyoming,Orangeville 1 1,U.S. Senate,,DEM,Charles E. Schumer,81,26
Wyoming,Perry 1 1,U.S. Senate,,DEM,Charles E. Schumer,92,18
Wyoming,Perry 2 1,U.S. Senate,,DEM,Charles E. Schumer,56,13
Wyoming,Perry 3 1,U.S. Senate,,DEM,Charles E. Schumer,88,28
Wyoming,Perry 4 1,U.S. Senate,,DEM,Charles E. Schumer,107,27
Wyoming,Pike 1 1,U.S. Senate,,DEM,Charles E. Schumer,52,4
Wyoming,Sheldon 1 1,U.S. Senate,,DEM,Charles E. Schumer,28,19
Wyoming,Sheldon 2 1,U.S. Senate,,DEM,Charles E. Schumer,78,13
Wyoming,Sheldon 3 1,U.S. Senate,,DEM,Charles E. Schumer,53,12
Wyoming,Warsaw 1 1,U.S. Senate,,DEM,Charles E. Schumer,51,61
Wyoming,Warsaw 2 1,U.S. Senate,,DEM,Charles E. Schumer,51,28
Wyoming,Warsaw 3 1,U.S. Senate,,DEM,Charles E. Schumer,62,31
Wyoming,Warsaw 4 1,U.S. Senate,,DEM,Charles E. Schumer,68,36
Wyoming,Warsaw 5 1,U.S. Senate,,DEM,Charles E. Schumer,67,70
Wyoming,Wethersfield 1 1,U.S. Senate,,DEM,Charles E. Schumer,59,20
Wyoming,Cumulative,U.S. Senate,,DEM,Charles E. Schumer,24,0
Wyoming,Arcade 1 1,U.S. Senate,,REP,Joe Pinion,294,15
Wyoming,Arcade 2 1,U.S. Senate,,REP,Joe Pinion,214,3
Wyoming,Arcade 3 1,U.S. Senate,,REP,Joe Pinion,196,8
Wyoming,Arcade 4 1,U.S. Senate,,REP,Joe Pinion,288,21
Wyoming,Attica 1 1,U.S. Senate,,REP,Joe Pinion,198,16
Wyoming,Attica 2 1,U.S. Senate,,REP,Joe Pinion,185,14
Wyoming,Attica 3 1,U.S. Senate,,REP,Joe Pinion,257,20
Wyoming,Attica 4 1,U.S. Senate,,REP,Joe Pinion,308,35
Wyoming,Bennington 1 1,U.S. Senate,,REP,Joe Pinion,310,68
Wyoming,Bennington 2 1,U.S. Senate,,REP,Joe Pinion,243,46
Wyoming,Bennington 3 1,U.S. Senate,,REP,Joe Pinion,235,86
Wyoming,Castile 1 1,U.S. Senate,,REP,Joe Pinion,148,66
Wyoming,Castile 2 1,U.S. Senate,,REP,Joe Pinion,218,41
Wyoming,Castile 3 1,U.S. Senate,,REP,Joe Pinion,110,72
Wyoming,Covington 1 1,U.S. Senate,,REP,Joe Pinion,335,10
Wyoming,Eagle 1 1,U.S. Senate,,REP,Joe Pinion,221,96
Wyoming,Gainesville 1 1,U.S. Senate,,REP,Joe Pinion,130,18
Wyoming,Gainesville 2 1,U.S. Senate,,REP,Joe Pinion,128,15
Wyoming,Gainesville 3 1,U.S. Senate,,REP,Joe Pinion,68,31
Wyoming,Gainesville 4 1,U.S. Senate,,REP,Joe Pinion,69,37
Wyoming,Genesee Falls 1 1,U.S. Senate,,REP,Joe Pinion,110,6
Wyoming,Java 1 1,U.S. Senate,,REP,Joe Pinion,322,13
Wyoming,Java 2 1,U.S. Senate,,REP,Joe Pinion,307,20
Wyoming,Middlebury 1 1,U.S. Senate,,REP,Joe Pinion,270,22
Wyoming,Middlebury 2 1,U.S. Senate,,REP,Joe Pinion,128,12
Wyoming,Orangeville 1 1,U.S. Senate,,REP,Joe Pinion,334,49
Wyoming,Perry 1 1,U.S. Senate,,REP,Joe Pinion,298,33
Wyoming,Perry 2 1,U.S. Senate,,REP,Joe Pinion,110,7
Wyoming,Perry 3 1,U.S. Senate,,REP,Joe Pinion,176,14
Wyoming,Perry 4 1,U.S. Senate,,REP,Joe Pinion,186,12
Wyoming,Pike 1 1,U.S. Senate,,REP,Joe Pinion,265,20
Wyoming,Sheldon 1 1,U.S. Senate,,REP,Joe Pinion,122,27
Wyoming,Sheldon 2 1,U.S. Senate,,REP,Joe Pinion,272,23
Wyoming,Sheldon 3 1,U.S. Senate,,REP,Joe Pinion,218,21
Wyoming,Warsaw 1 1,U.S. Senate,,REP,Joe Pinion,188,63
Wyoming,Warsaw 2 1,U.S. Senate,,REP,Joe Pinion,174,30
Wyoming,Warsaw 3 1,U.S. Senate,,REP,Joe Pinion,169,53
Wyoming,Warsaw 4 1,U.S. Senate,,REP,Joe Pinion,144,36
Wyoming,Warsaw 5 1,U.S. Senate,,REP,Joe Pinion,154,65
Wyoming,Wethersfield 1 1,U.S. Senate,,REP,Joe Pinion,208,19
Wyoming,Cumulative,U.S. Senate,,REP,Joe Pinion,34,0
Wyoming,Arcade 1 1,U.S. Senate,,CON,Joe Pinion,12,4
Wyoming,Arcade 2 1,U.S. Senate,,CON,Joe Pinion,34,1
Wyoming,Arcade 3 1,U.S. Senate,,CON,Joe Pinion,28,0
Wyoming,Arcade 4 1,U.S. Senate,,CON,Joe Pinion,37,1
Wyoming,Attica 1 1,U.S. Senate,,CON,Joe Pinion,36,1
Wyoming,Attica 2 1,U.S. Senate,,CON,Joe Pinion,18,1
Wyoming,Attica 3 1,U.S. Senate,,CON,Joe Pinion,44,5
Wyoming,Attica 4 1,U.S. Senate,,CON,Joe Pinion,46,6
Wyoming,Bennington 1 1,U.S. Senate,,CON,Joe Pinion,63,17
Wyoming,Bennington 2 1,U.S. Senate,,CON,Joe Pinion,62,9
Wyoming,Bennington 3 1,U.S. Senate,,CON,Joe Pinion,58,29
Wyoming,Castile 1 1,U.S. Senate,,CON,Joe Pinion,21,11
Wyoming,Castile 2 1,U.S. Senate,,CON,Joe Pinion,35,5
Wyoming,Castile 3 1,U.S. Senate,,CON,Joe Pinion,11,14
Wyoming,Covington 1 1,U.S. Senate,,CON,Joe Pinion,45,5
Wyoming,Eagle 1 1,U.S. Senate,,CON,Joe Pinion,21,8
Wyoming,Gainesville 1 1,U.S. Senate,,CON,Joe Pinion,21,5
Wyoming,Gainesville 2 1,U.S. Senate,,CON,Joe Pinion,24,2
Wyoming,Gainesville 3 1,U.S. Senate,,CON,Joe Pinion,7,5
Wyoming,Gainesville 4 1,U.S. Senate,,CON,Joe Pinion,8,2
Wyoming,Genesee Falls 1 1,U.S. Senate,,CON,Joe Pinion,11,2
Wyoming,Java 1 1,U.S. Senate,,CON,Joe Pinion,65,1
Wyoming,Java 2 1,U.S. Senate,,CON,Joe Pinion,49,4
Wyoming,Middlebury 1 1,U.S. Senate,,CON,Joe Pinion,47,5
Wyoming,Middlebury 2 1,U.S. Senate,,CON,Joe Pinion,15,1
Wyoming,Orangeville 1 1,U.S. Senate,,CON,Joe Pinion,78,2
Wyoming,Perry 1 1,U.S. Senate,,CON,Joe Pinion,52,13
Wyoming,Perry 2 1,U.S. Senate,,CON,Joe Pinion,11,1
Wyoming,Perry 3 1,U.S. Senate,,CON,Joe Pinion,32,1
Wyoming,Perry 4 1,U.S. Senate,,CON,Joe Pinion,23,1
Wyoming,Pike 1 1,U.S. Senate,,CON,Joe Pinion,36,5
Wyoming,Sheldon 1 1,U.S. Senate,,CON,Joe Pinion,34,4
Wyoming,Sheldon 2 1,U.S. Senate,,CON,Joe Pinion,74,2
Wyoming,Sheldon 3 1,U.S. Senate,,CON,Joe Pinion,52,2
Wyoming,Warsaw 1 1,U.S. Senate,,CON,Joe Pinion,32,6
Wyoming,Warsaw 2 1,U.S. Senate,,CON,Joe Pinion,24,5
Wyoming,Warsaw 3 1,U.S. Senate,,CON,Joe Pinion,36,5
Wyoming,Warsaw 4 1,U.S. Senate,,CON,Joe Pinion,29,3
Wyoming,Warsaw 5 1,U.S. Senate,,CON,Joe Pinion,30,6
Wyoming,Wethersfield 1 1,U.S. Senate,,CON,Joe Pinion,18,5
Wyoming,Cumulative,U.S. Senate,,CON,Joe Pinion,0,0
Wyoming,Arcade 1 1,U.S. Senate,,WOR,Charles E. Schumer,10,1
Wyoming,Arcade 2 1,U.S. Senate,,WOR,Charles E. Schumer,14,1
Wyoming,Arcade 3 1,U.S. Senate,,WOR,Charles E. Schumer,13,0
Wyoming,Arcade 4 1,U.S. Senate,,WOR,Charles E. Schumer,10,1
Wyoming,Attica 1 1,U.S. Senate,,WOR,Charles E. Schumer,12,0
Wyoming,Attica 2 1,U.S. Senate,,WOR,Charles E. Schumer,5,3
Wyoming,Attica 3 1,U.S. Senate,,WOR,Charles E. Schumer,11,3
Wyoming,Attica 4 1,U.S. Senate,,WOR,Charles E. Schumer,9,3
Wyoming,Bennington 1 1,U.S. Senate,,WOR,Charles E. Schumer,12,6
Wyoming,Bennington 2 1,U.S. Senate,,WOR,Charles E. Schumer,7,3
Wyoming,Bennington 3 1,U.S. Senate,,WOR,Charles E. Schumer,11,5
Wyoming,Castile 1 1,U.S. Senate,,WOR,Charles E. Schumer,7,1
Wyoming,Castile 2 1,U.S. Senate,,WOR,Charles E. Schumer,12,4
Wyoming,Castile 3 1,U.S. Senate,,WOR,Charles E. Schumer,5,5
Wyoming,Covington 1 1,U.S. Senate,,WOR,Charles E. Schumer,8,1
Wyoming,Eagle 1 1,U.S. Senate,,WOR,Charles E. Schumer,9,2
Wyoming,Gainesville 1 1,U.S. Senate,,WOR,Charles E. Schumer,3,0
Wyoming,Gainesville 2 1,U.S. Senate,,WOR,Charles E. Schumer,7,0
Wyoming,Gainesville 3 1,U.S. Senate,,WOR,Charles E. Schumer,2,1
Wyoming,Gainesville 4 1,U.S. Senate,,WOR,Charles E. Schumer,2,3
Wyoming,Genesee Falls 1 1,U.S. Senate,,WOR,Charles E. Schumer,3,0
Wyoming,Java 1 1,U.S. Senate,,WOR,Charles E. Schumer,7,1
Wyoming,Java 2 1,U.S. Senate,,WOR,Charles E. Schumer,12,0
Wyoming,Middlebury 1 1,U.S. Senate,,WOR,Charles E. Schumer,7,1
