party,office,county,assembly_district,election_district,district,candidate,votes
Democratic,Lieutenant Governor,New York,74,15,,KATHY C. HOCHUL,51
Democratic,Lieutenant Governor,New York,74,15,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,16,,JUMAANE WILLIAMS,48
Democratic,Lieutenant Governor,New York,74,16,,KATHY C. HOCHUL,43
Democratic,Lieutenant Governor,New York,74,16,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,17,,JUMAANE WILLIAMS,102
Democratic,Lieutenant Governor,New York,74,17,,KATHY C. HOCHUL,58
Democratic,Lieutenant Governor,New York,74,17,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,18,,JUMAANE WILLIAMS,37
Democratic,Lieutenant Governor,New York,74,18,,KATHY C. HOCHUL,37
Democratic,Lieutenant Governor,New York,74,18,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,19,,JUMAANE WILLIAMS,76
Democratic,Lieutenant Governor,New York,74,19,,KATHY C. HOCHUL,86
Democratic,Lieutenant Governor,New York,74,19,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,2,,JUMAANE WILLIAMS,58
Democratic,Lieutenant Governor,New York,74,2,,KATHY C. HOCHUL,69
Democratic,Lieutenant Governor,New York,74,2,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,20,,JUMAANE WILLIAMS,144
Democratic,Lieutenant Governor,New York,74,20,,KATHY C. HOCHUL,86
Democratic,Lieutenant Governor,New York,74,20,,WRITE-IN,2.0
Democratic,Lieutenant Governor,New York,74,21,,JUMAANE WILLIAMS,186
Democratic,Lieutenant Governor,New York,74,21,,KATHY C. HOCHUL,71
Democratic,Lieutenant Governor,New York,74,21,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,22,,JUMAANE WILLIAMS,126
Democratic,Lieutenant Governor,New York,74,22,,KATHY C. HOCHUL,63
Democratic,Lieutenant Governor,New York,74,22,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,23,,JUMAANE WILLIAMS,143
Democratic,Lieutenant Governor,New York,74,23,,KATHY C. HOCHUL,61
Democratic,Lieutenant Governor,New York,74,23,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,24,,JUMAANE WILLIAMS,140
Democratic,Lieutenant Governor,New York,74,24,,KATHY C. HOCHUL,61
Democratic,Lieutenant Governor,New York,74,24,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,25,,JUMAANE WILLIAMS,96
Democratic,Lieutenant Governor,New York,74,25,,KATHY C. HOCHUL,47
Democratic,Lieutenant Governor,New York,74,25,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,26,,JUMAANE WILLIAMS,48
Democratic,Lieutenant Governor,New York,74,26,,KATHY C. HOCHUL,80
Democratic,Lieutenant Governor,New York,74,26,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,27,,JUMAANE WILLIAMS,70
Democratic,Lieutenant Governor,New York,74,27,,KATHY C. HOCHUL,70
Democratic,Lieutenant Governor,New York,74,27,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,28,,JUMAANE WILLIAMS,47
Democratic,Lieutenant Governor,New York,74,28,,KATHY C. HOCHUL,40
Democratic,Lieutenant Governor,New York,74,28,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,29,,JUMAANE WILLIAMS,50
Democratic,Lieutenant Governor,New York,74,29,,KATHY C. HOCHUL,62
Democratic,Lieutenant Governor,New York,74,29,,WRITE-IN,2.0
Democratic,Lieutenant Governor,New York,74,3,,JUMAANE WILLIAMS,50
Democratic,Lieutenant Governor,New York,74,3,,KATHY C. HOCHUL,63
Democratic,Lieutenant Governor,New York,74,3,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,30,,JUMAANE WILLIAMS,46
Democratic,Lieutenant Governor,New York,74,30,,KATHY C. HOCHUL,52
Democratic,Lieutenant Governor,New York,74,30,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,31,,JUMAANE WILLIAMS,132
Democratic,Lieutenant Governor,New York,74,31,,KATHY C. HOCHUL,124
Democratic,Lieutenant Governor,New York,74,31,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,32,,JUMAANE WILLIAMS,167
Democratic,Lieutenant Governor,New York,74,32,,KATHY C. HOCHUL,88
Democratic,Lieutenant Governor,New York,74,32,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,33,,JUMAANE WILLIAMS,198
Democratic,Lieutenant Governor,New York,74,33,,KATHY C. HOCHUL,88
Democratic,Lieutenant Governor,New York,74,33,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,34,,JUMAANE WILLIAMS,190
Democratic,Lieutenant Governor,New York,74,34,,KATHY C. HOCHUL,67
Democratic,Lieutenant Governor,New York,74,34,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,35,,JUMAANE WILLIAMS,59
Democratic,Lieutenant Governor,New York,74,35,,KATHY C. HOCHUL,68
Democratic,Lieutenant Governor,New York,74,35,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,36,,JUMAANE WILLIAMS,49
Democratic,Lieutenant Governor,New York,74,36,,KATHY C. HOCHUL,36
Democratic,Lieutenant Governor,New York,74,36,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,37,,JUMAANE WILLIAMS,78
Democratic,Lieutenant Governor,New York,74,37,,KATHY C. HOCHUL,38
Democratic,Lieutenant Governor,New York,74,37,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,38,,JUMAANE WILLIAMS,98
Democratic,Lieutenant Governor,New York,74,38,,KATHY C. HOCHUL,67
Democratic,Lieutenant Governor,New York,74,38,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,39,,JUMAANE WILLIAMS,113
Democratic,Lieutenant Governor,New York,74,39,,KATHY C. HOCHUL,82
Democratic,Lieutenant Governor,New York,74,39,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,4,,JUMAANE WILLIAMS,55
Democratic,Lieutenant Governor,New York,74,4,,KATHY C. HOCHUL,82
Democratic,Lieutenant Governor,New York,74,4,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,40,,JUMAANE WILLIAMS,139
Democratic,Lieutenant Governor,New York,74,40,,KATHY C. HOCHUL,90
Democratic,Lieutenant Governor,New York,74,40,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,41,,JUMAANE WILLIAMS,152
Democratic,Lieutenant Governor,New York,74,41,,KATHY C. HOCHUL,109
Democratic,Lieutenant Governor,New York,74,41,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,42,,JUMAANE WILLIAMS,127
Democratic,Lieutenant Governor,New York,74,42,,KATHY C. HOCHUL,118
Democratic,Lieutenant Governor,New York,74,42,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,43,,JUMAANE WILLIAMS,151
Democratic,Lieutenant Governor,New York,74,43,,KATHY C. HOCHUL,161
Democratic,Lieutenant Governor,New York,74,43,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,44,,JUMAANE WILLIAMS,118
Democratic,Lieutenant Governor,New York,74,44,,KATHY C. HOCHUL,102
Democratic,Lieutenant Governor,New York,74,44,,WRITE-IN,2.0
Democratic,Lieutenant Governor,New York,74,45,,JUMAANE WILLIAMS,136
Democratic,Lieutenant Governor,New York,74,45,,KATHY C. HOCHUL,145
Democratic,Lieutenant Governor,New York,74,45,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,46,,JUMAANE WILLIAMS,122
Democratic,Lieutenant Governor,New York,74,46,,KATHY C. HOCHUL,105
Democratic,Lieutenant Governor,New York,74,46,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,47,,JUMAANE WILLIAMS,131
Democratic,Lieutenant Governor,New York,74,47,,KATHY C. HOCHUL,122
Democratic,Lieutenant Governor,New York,74,47,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,48,,JUMAANE WILLIAMS,105
Democratic,Lieutenant Governor,New York,74,48,,KATHY C. HOCHUL,108
Democratic,Lieutenant Governor,New York,74,48,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,49,,JUMAANE WILLIAMS,119
Democratic,Lieutenant Governor,New York,74,49,,KATHY C. HOCHUL,85
Democratic,Lieutenant Governor,New York,74,49,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,5,,JUMAANE WILLIAMS,45
Democratic,Lieutenant Governor,New York,74,5,,KATHY C. HOCHUL,53
Democratic,Lieutenant Governor,New York,74,5,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,50,,JUMAANE WILLIAMS,127
Democratic,Lieutenant Governor,New York,74,50,,KATHY C. HOCHUL,116
Democratic,Lieutenant Governor,New York,74,50,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,51,,JUMAANE WILLIAMS,116
Democratic,Lieutenant Governor,New York,74,51,,KATHY C. HOCHUL,107
Democratic,Lieutenant Governor,New York,74,51,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,52,,JUMAANE WILLIAMS,113
Democratic,Lieutenant Governor,New York,74,52,,KATHY C. HOCHUL,87
Democratic,Lieutenant Governor,New York,74,52,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,53,,JUMAANE WILLIAMS,114
Democratic,Lieutenant Governor,New York,74,53,,KATHY C. HOCHUL,50
Democratic,Lieutenant Governor,New York,74,53,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,54,,JUMAANE WILLIAMS,114
Democratic,Lieutenant Governor,New York,74,54,,KATHY C. HOCHUL,87
Democratic,Lieutenant Governor,New York,74,54,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,55,,JUMAANE WILLIAMS,51
Democratic,Lieutenant Governor,New York,74,55,,KATHY C. HOCHUL,31
Democratic,Lieutenant Governor,New York,74,55,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,56,,JUMAANE WILLIAMS,107
Democratic,Lieutenant Governor,New York,74,56,,KATHY C. HOCHUL,60
Democratic,Lieutenant Governor,New York,74,56,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,57,,JUMAANE WILLIAMS,75
Democratic,Lieutenant Governor,New York,74,57,,KATHY C. HOCHUL,61
Democratic,Lieutenant Governor,New York,74,57,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,58,,JUMAANE WILLIAMS,135
Democratic,Lieutenant Governor,New York,74,58,,KATHY C. HOCHUL,105
Democratic,Lieutenant Governor,New York,74,58,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,59,,JUMAANE WILLIAMS,155
Democratic,Lieutenant Governor,New York,74,59,,KATHY C. HOCHUL,106
Democratic,Lieutenant Governor,New York,74,59,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,6,,JUMAANE WILLIAMS,63
Democratic,Lieutenant Governor,New York,74,6,,KATHY C. HOCHUL,64
Democratic,Lieutenant Governor,New York,74,6,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,60,,JUMAANE WILLIAMS,90
Democratic,Lieutenant Governor,New York,74,60,,KATHY C. HOCHUL,104
Democratic,Lieutenant Governor,New York,74,60,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,61,,JUMAANE WILLIAMS,82
Democratic,Lieutenant Governor,New York,74,61,,KATHY C. HOCHUL,136
Democratic,Lieutenant Governor,New York,74,61,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,62,,JUMAANE WILLIAMS,110
Democratic,Lieutenant Governor,New York,74,62,,KATHY C. HOCHUL,108
Democratic,Lieutenant Governor,New York,74,62,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,63,,JUMAANE WILLIAMS,63
Democratic,Lieutenant Governor,New York,74,63,,KATHY C. HOCHUL,62
Democratic,Lieutenant Governor,New York,74,63,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,64,,JUMAANE WILLIAMS,95
Democratic,Lieutenant Governor,New York,74,64,,KATHY C. HOCHUL,74
Democratic,Lieutenant Governor,New York,74,64,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,65,,JUMAANE WILLIAMS,77
Democratic,Lieutenant Governor,New York,74,65,,KATHY C. HOCHUL,56
Democratic,Lieutenant Governor,New York,74,65,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,66,,JUMAANE WILLIAMS,63
Democratic,Lieutenant Governor,New York,74,66,,KATHY C. HOCHUL,70
Democratic,Lieutenant Governor,New York,74,66,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,67,,JUMAANE WILLIAMS,92
Democratic,Lieutenant Governor,New York,74,67,,KATHY C. HOCHUL,96
Democratic,Lieutenant Governor,New York,74,67,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,68,,JUMAANE WILLIAMS,83
Democratic,Lieutenant Governor,New York,74,68,,KATHY C. HOCHUL,80
Democratic,Lieutenant Governor,New York,74,68,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,69,,JUMAANE WILLIAMS,49
Democratic,Lieutenant Governor,New York,74,69,,KATHY C. HOCHUL,57
Democratic,Lieutenant Governor,New York,74,69,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,7,,JUMAANE WILLIAMS,77
Democratic,Lieutenant Governor,New York,74,7,,KATHY C. HOCHUL,54
Democratic,Lieutenant Governor,New York,74,7,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,70,,JUMAANE WILLIAMS,69
Democratic,Lieutenant Governor,New York,74,70,,KATHY C. HOCHUL,71
Democratic,Lieutenant Governor,New York,74,70,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,71,,JUMAANE WILLIAMS,81
Democratic,Lieutenant Governor,New York,74,71,,KATHY C. HOCHUL,53
Democratic,Lieutenant Governor,New York,74,71,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,72,,JUMAANE WILLIAMS,40
Democratic,Lieutenant Governor,New York,74,72,,KATHY C. HOCHUL,45
Democratic,Lieutenant Governor,New York,74,72,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,73,,JUMAANE WILLIAMS,106
Democratic,Lieutenant Governor,New York,74,73,,KATHY C. HOCHUL,94
Democratic,Lieutenant Governor,New York,74,73,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,74,,JUMAANE WILLIAMS,123
Democratic,Lieutenant Governor,New York,74,74,,KATHY C. HOCHUL,126
Democratic,Lieutenant Governor,New York,74,74,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,75,,JUMAANE WILLIAMS,129
Democratic,Lieutenant Governor,New York,74,75,,KATHY C. HOCHUL,120
Democratic,Lieutenant Governor,New York,74,75,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,76,,JUMAANE WILLIAMS,95
Democratic,Lieutenant Governor,New York,74,76,,KATHY C. HOCHUL,82
Democratic,Lieutenant Governor,New York,74,76,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,77,,JUMAANE WILLIAMS,73
Democratic,Lieutenant Governor,New York,74,77,,KATHY C. HOCHUL,72
Democratic,Lieutenant Governor,New York,74,77,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,78,,JUMAANE WILLIAMS,85
Democratic,Lieutenant Governor,New York,74,78,,KATHY C. HOCHUL,115
Democratic,Lieutenant Governor,New York,74,78,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,79,,JUMAANE WILLIAMS,65
Democratic,Lieutenant Governor,New York,74,79,,KATHY C. HOCHUL,82
Democratic,Lieutenant Governor,New York,74,79,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,8,,JUMAANE WILLIAMS,107
Democratic,Lieutenant Governor,New York,74,8,,KATHY C. HOCHUL,43
Democratic,Lieutenant Governor,New York,74,8,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,80,,JUMAANE WILLIAMS,72
Democratic,Lieutenant Governor,New York,74,80,,KATHY C. HOCHUL,66
Democratic,Lieutenant Governor,New York,74,80,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,81,,JUMAANE WILLIAMS,41
Democratic,Lieutenant Governor,New York,74,81,,KATHY C. HOCHUL,9
Democratic,Lieutenant Governor,New York,74,81,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,82,,JUMAANE WILLIAMS,69
Democratic,Lieutenant Governor,New York,74,82,,KATHY C. HOCHUL,63
Democratic,Lieutenant Governor,New York,74,82,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,83,,JUMAANE WILLIAMS,112
Democratic,Lieutenant Governor,New York,74,83,,KATHY C. HOCHUL,101
Democratic,Lieutenant Governor,New York,74,83,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,84,,JUMAANE WILLIAMS,51
Democratic,Lieutenant Governor,New York,74,84,,KATHY C. HOCHUL,59
Democratic,Lieutenant Governor,New York,74,84,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,85,,JUMAANE WILLIAMS,33
Democratic,Lieutenant Governor,New York,74,85,,KATHY C. HOCHUL,24
Democratic,Lieutenant Governor,New York,74,85,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,86,,JUMAANE WILLIAMS,46
Democratic,Lieutenant Governor,New York,74,86,,KATHY C. HOCHUL,44
Democratic,Lieutenant Governor,New York,74,86,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,87,,JUMAANE WILLIAMS,75
Democratic,Lieutenant Governor,New York,74,87,,KATHY C. HOCHUL,78
Democratic,Lieutenant Governor,New York,74,87,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,88,,JUMAANE WILLIAMS,76
Democratic,Lieutenant Governor,New York,74,88,,KATHY C. HOCHUL,122
Democratic,Lieutenant Governor,New York,74,88,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,89,,JUMAANE WILLIAMS,80
Democratic,Lieutenant Governor,New York,74,89,,KATHY C. HOCHUL,103
Democratic,Lieutenant Governor,New York,74,89,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,74,9,,JUMAANE WILLIAMS,31
Democratic,Lieutenant Governor,New York,74,9,,KATHY C. HOCHUL,29
Democratic,Lieutenant Governor,New York,74,9,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,90,,JUMAANE WILLIAMS,76
Democratic,Lieutenant Governor,New York,74,90,,KATHY C. HOCHUL,80
Democratic,Lieutenant Governor,New York,74,90,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,91,,JUMAANE WILLIAMS,81
Democratic,Lieutenant Governor,New York,74,91,,KATHY C. HOCHUL,100
Democratic,Lieutenant Governor,New York,74,91,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,92,,JUMAANE WILLIAMS,138
Democratic,Lieutenant Governor,New York,74,92,,KATHY C. HOCHUL,102
Democratic,Lieutenant Governor,New York,74,92,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,93,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,74,93,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,74,93,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,94,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,74,94,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,74,94,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,95,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,74,95,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,74,95,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,96,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,74,96,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,74,96,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,97,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,74,97,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,74,97,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,98,,JUMAANE WILLIAMS,119
Democratic,Lieutenant Governor,New York,74,98,,KATHY C. HOCHUL,76
Democratic,Lieutenant Governor,New York,74,98,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,74,99,,JUMAANE WILLIAMS,156
Democratic,Lieutenant Governor,New York,74,99,,KATHY C. HOCHUL,52
Democratic,Lieutenant Governor,New York,74,99,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,1,,JUMAANE WILLIAMS,131
Democratic,Lieutenant Governor,New York,75,1,,KATHY C. HOCHUL,90
Democratic,Lieutenant Governor,New York,75,1,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,10,,JUMAANE WILLIAMS,116
Democratic,Lieutenant Governor,New York,75,10,,KATHY C. HOCHUL,105
Democratic,Lieutenant Governor,New York,75,10,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,100,,JUMAANE WILLIAMS,92
Democratic,Lieutenant Governor,New York,75,100,,KATHY C. HOCHUL,52
Democratic,Lieutenant Governor,New York,75,100,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,101,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,75,101,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,75,101,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,102,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,75,102,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,75,102,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,103,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,75,103,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,75,103,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,104,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,75,104,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,75,104,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,105,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,75,105,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,75,105,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,106,,JUMAANE WILLIAMS,0
Democratic,Lieutenant Governor,New York,75,106,,KATHY C. HOCHUL,0
Democratic,Lieutenant Governor,New York,75,106,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,107,,JUMAANE WILLIAMS,97
Democratic,Lieutenant Governor,New York,75,107,,KATHY C. HOCHUL,53
Democratic,Lieutenant Governor,New York,75,107,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,108,,JUMAANE WILLIAMS,107
Democratic,Lieutenant Governor,New York,75,108,,KATHY C. HOCHUL,87
Democratic,Lieutenant Governor,New York,75,108,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,109,,JUMAANE WILLIAMS,56
Democratic,Lieutenant Governor,New York,75,109,,KATHY C. HOCHUL,70
Democratic,Lieutenant Governor,New York,75,109,,WRITE-IN,1.0
Democratic,Lieutenant Governor,New York,75,11,,JUMAANE WILLIAMS,101
Democratic,Lieutenant Governor,New York,75,11,,KATHY C. HOCHUL,88
Democratic,Lieutenant Governor,New York,75,11,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,110,,JUMAANE WILLIAMS,131
Democratic,Lieutenant Governor,New York,75,110,,KATHY C. HOCHUL,73
Democratic,Lieutenant Governor,New York,75,110,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,111,,JUMAANE WILLIAMS,104
Democratic,Lieutenant Governor,New York,75,111,,KATHY C. HOCHUL,67
Democratic,Lieutenant Governor,New York,75,111,,WRITE-IN,0.0
Democratic,Lieutenant Governor,New York,75,112,,JUMAANE WILLIAMS,206
