county,precinct,office,district,Candidate,party,Votes,,,,,,,,,,
westchester,Town of Greenburgh  40029,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40030,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40031,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40032,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40033,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40034,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40035,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40036,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40037,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40038,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40039,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40040,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40041,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40042,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40043,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40044,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40045,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40046,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40047,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40048,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40049,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40050,Attorney General,,CHRISTOPHER B GARVEY,REFORM,5,,,,,,,,,,
westchester,Town of Greenburgh  40051,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40052,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40053,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40054,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40055,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40056,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40057,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40058,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40059,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40060,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40061,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40062,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40063,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40064,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40065,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40066,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40067,Attorney General,,CHRISTOPHER B GARVEY,REFORM,5,,,,,,,,,,
westchester,Town of Greenburgh  40068,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40069,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40070,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40071,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40072,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40073,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40074,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40075,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40076,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40077,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40078,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40079,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40080,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40081,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Harrison  50001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Harrison  50002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Harrison  50004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Harrison  50008,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Harrison  50009,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Harrison  50010,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50011,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50012,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Harrison  50013,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50014,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50015,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50016,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Harrison  50017,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50018,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Harrison  50019,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Harrison  50020,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Lewisboro  60001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Lewisboro  60002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Lewisboro  60003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Lewisboro  60004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Lewisboro  60005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Lewisboro  60006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Lewisboro  60007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Lewisboro  60008,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Lewisboro  60009,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Lewisboro  60010,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Lewisboro  60011,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Lewisboro  60012,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Mamaroneck  70002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mamaroneck  70003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mamaroneck  70004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70008,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70009,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70010,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70011,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70012,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mamaroneck  70013,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70014,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70015,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70016,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70017,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70018,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70019,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70020,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mamaroneck  70021,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mamaroneck  70022,Attorney General,,CHRISTOPHER B GARVEY,REFORM,3,,,,,,,,,,
westchester,Town of Mamaroneck  70023,Attorney General,,CHRISTOPHER B GARVEY,REFORM,3,,,,,,,,,,
westchester,Town of Mamaroneck  70024,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mamaroneck  70025,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70026,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70027,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mamaroneck  70028,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Kisco  80001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Kisco  80002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Kisco  80003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Kisco  80004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Kisco  80005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Kisco  80006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Kisco  80007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,4,,,,,,,,,,
westchester,Town of Mount Pleasant  90002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Mount Pleasant  90003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90009,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90010,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90011,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90012,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90013,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90014,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90015,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Mount Pleasant  90016,Attorney General,,CHRISTOPHER B GARVEY,REFORM,3,,,,,,,,,,
westchester,Town of Mount Pleasant  90017,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90018,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90019,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90020,Attorney General,,CHRISTOPHER B GARVEY,REFORM,3,,,,,,,,,,
westchester,Town of Mount Pleasant  90022,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90023,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90024,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Mount Pleasant  90025,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Mount Pleasant  90026,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Mount Pleasant  90027,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Mount Pleasant  90028,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90029,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90030,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90031,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90032,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90033,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90034,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90035,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Mount Pleasant  90036,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90037,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90038,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90039,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90040,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90041,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90042,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90043,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Mount Pleasant  90044,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of New Castle  100001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of New Castle  100002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of New Castle  100003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of New Castle  100004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of New Castle  100005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of New Castle  100006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of New Castle  100007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of New Castle  100008,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of New Castle  100009,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of New Castle  100010,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of New Castle  100011,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of New Castle  100012,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of New Castle  100013,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of New Castle  100014,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of New Castle  100015,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of New Castle  100016,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Castle  110001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Castle  110002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Castle  110003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Castle  110004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Castle  110005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of North Castle  110006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Castle  110007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of North Castle  110008,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Castle  110009,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Castle  110010,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of North Castle  110011,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of North Salem  120001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Salem  120002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,3,,,,,,,,,,
westchester,Town of North Salem  120003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of North Salem  120004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Salem  120005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Salem  120006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of North Salem  120007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of North Salem  120008,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,4,,,,,,,,,,
westchester,Town of Ossining  130003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,5,,,,,,,,,,
westchester,Town of Ossining  130005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Ossining  130006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Ossining  130007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130008,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130009,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130010,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130011,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130012,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130013,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130014,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130015,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130016,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130017,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130018,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130019,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130020,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130021,Attorney General,,CHRISTOPHER B GARVEY,REFORM,4,,,,,,,,,,
westchester,Town of Ossining  130022,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130023,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130024,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130025,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130026,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Ossining  130027,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130028,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130029,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Ossining  130030,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Pelham  140001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Pelham  140002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Pelham  140003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Pelham  140004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Pelham  140005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Pelham  140006,Attorney General,,CHRISTOPHER B GARVEY,REFORM,4,,,,,,,,,,
westchester,Town of Pelham  140007,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Pelham  140008,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Pelham  140009,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Pelham  140010,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Pound Ridge  150001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Pound Ridge  150002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Pound Ridge  150003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Pound Ridge  150004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
westchester,Town of Rye  160001,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Rye  160002,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Rye  160003,Attorney General,,CHRISTOPHER B GARVEY,REFORM,0,,,,,,,,,,
westchester,Town of Rye  160004,Attorney General,,CHRISTOPHER B GARVEY,REFORM,2,,,,,,,,,,
westchester,Town of Rye  160005,Attorney General,,CHRISTOPHER B GARVEY,REFORM,1,,,,,,,,,,
