county,precinct,office,district,party,candidate,election_day,absentee,votes,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,193,13,206,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,198,21,219,,,,,,,,,,,,
Herkimer,Town of Manheim 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,44,3,47,,,,,,,,,,,,
Herkimer,Town of Manheim 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,211,14,225,,,,,,,,,,,,
Herkimer,Town of Manheim 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,97,6,103,,,,,,,,,,,,
Herkimer,Town of Newport 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,266,23,289,,,,,,,,,,,,
Herkimer,Town of Norway 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,75,5,80,,,,,,,,,,,,
Herkimer,Town of Ohio 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,84,11,95,,,,,,,,,,,,
Herkimer,Town of Russia 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,156,18,174,,,,,,,,,,,,
Herkimer,Town of Russia 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,63,4,67,,,,,,,,,,,,
Herkimer,Town of Russia 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,41,4,45,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,119,9,128,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,141,6,147,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,140,13,153,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,115,4,119,,,,,,,,,,,,
Herkimer,Town of Stark 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,97,5,102,,,,,,,,,,,,
Herkimer,Town of Warren 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,94,15,109,,,,,,,,,,,,
Herkimer,Town of Webb 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,332,40,372,,,,,,,,,,,,
Herkimer,Town of Webb 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,43,15,58,,,,,,,,,,,,
Herkimer,Town of Winfield 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,117,10,127,,,,,,,,,,,,
Herkimer,Town of Winfield 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,120,10,130,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,5,4,9,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,5,1,6,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Columbia 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,12,1,13,,,,,,,,,,,,
Herkimer,Town of Columbia 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Danube 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,11,4,15,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,7,0,7,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,U.S. Senate,,WOR,Kirsten E. Gillibrand,9,1,10,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,U.S. Senate,,WOR,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,U.S. Senate,,WOR,Kirsten E. Gillibrand,12,0,12,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,U.S. Senate,,WOR,Kirsten E. Gillibrand,10,0,10,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,18,1,19,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,U.S. Senate,,WOR,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,U.S. Senate,,WOR,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,1,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,U.S. Senate,,WOR,Kirsten E. Gillibrand,4,1,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,U.S. Senate,,WOR,Kirsten E. Gillibrand,4,1,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,U.S. Senate,,WOR,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,1,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,U.S. Senate,,WOR,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,U.S. Senate,,WOR,Kirsten E. Gillibrand,9,0,9,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,1,7,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,U.S. Senate,,WOR,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,U.S. Senate,,WOR,Kirsten E. Gillibrand,12,1,13,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,1,7,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,U.S. Senate,,WOR,Kirsten E. Gillibrand,14,2,16,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,U.S. Senate,,WOR,Kirsten E. Gillibrand,4,2,6,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,U.S. Senate,,WOR,Kirsten E. Gillibrand,2,2,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,U.S. Senate,,WOR,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,13,0,13,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,12,1,13,,,,,,,,,,,,
Herkimer,Town of Manheim 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,7,0,7,,,,,,,,,,,,
Herkimer,Town of Manheim 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,11,0,11,,,,,,,,,,,,
Herkimer,Town of Manheim 3,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,1,7,,,,,,,,,,,,
Herkimer,Town of Newport 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,16,2,18,,,,,,,,,,,,
Herkimer,Town of Norway 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,9,1,10,,,,,,,,,,,,
Herkimer,Town of Ohio 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Russia 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of Russia 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of Russia 3,U.S. Senate,,WOR,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,9,1,10,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,7,1,8,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,U.S. Senate,,WOR,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Stark 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of Warren 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,12,0,12,,,,,,,,,,,,
Herkimer,Town of Webb 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,16,1,17,,,,,,,,,,,,
Herkimer,Town of Webb 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of Winfield 1,U.S. Senate,,WOR,Kirsten E. Gillibrand,10,1,11,,,,,,,,,,,,
Herkimer,Town of Winfield 2,U.S. Senate,,WOR,Kirsten E. Gillibrand,9,0,9,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,U.S. Senate,,IND,Kirsten E. Gillibrand,4,1,5,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,U.S. Senate,,IND,Kirsten E. Gillibrand,9,0,9,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,U.S. Senate,,IND,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,U.S. Senate,,IND,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,U.S. Senate,,IND,Kirsten E. Gillibrand,5,1,6,,,,,,,,,,,,
Herkimer,Town of Columbia 1,U.S. Senate,,IND,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Columbia 2,U.S. Senate,,IND,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Danube 1,U.S. Senate,,IND,Kirsten E. Gillibrand,11,0,11,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,U.S. Senate,,IND,Kirsten E. Gillibrand,15,1,16,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,U.S. Senate,,IND,Kirsten E. Gillibrand,13,0,13,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,U.S. Senate,,IND,Kirsten E. Gillibrand,15,0,15,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,U.S. Senate,,IND,Kirsten E. Gillibrand,8,1,9,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,U.S. Senate,,IND,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,U.S. Senate,,IND,Kirsten E. Gillibrand,17,3,20,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,U.S. Senate,,IND,Kirsten E. Gillibrand,11,0,11,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,U.S. Senate,,IND,Kirsten E. Gillibrand,10,1,11,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,U.S. Senate,,IND,Kirsten E. Gillibrand,7,0,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,U.S. Senate,,IND,Kirsten E. Gillibrand,15,0,15,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,U.S. Senate,,IND,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,U.S. Senate,,IND,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,U.S. Senate,,IND,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,U.S. Senate,,IND,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,U.S. Senate,,IND,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,U.S. Senate,,IND,Kirsten E. Gillibrand,7,3,10,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,U.S. Senate,,IND,Kirsten E. Gillibrand,5,1,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,U.S. Senate,,IND,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,U.S. Senate,,IND,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,U.S. Senate,,IND,Kirsten E. Gillibrand,9,2,11,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,U.S. Senate,,IND,Kirsten E. Gillibrand,7,0,7,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,U.S. Senate,,IND,Kirsten E. Gillibrand,8,2,10,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,U.S. Senate,,IND,Kirsten E. Gillibrand,7,0,7,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,U.S. Senate,,IND,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,U.S. Senate,,IND,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,U.S. Senate,,IND,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,U.S. Senate,,IND,Kirsten E. Gillibrand,15,1,16,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,U.S. Senate,,IND,Kirsten E. Gillibrand,10,0,10,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,U.S. Senate,,IND,Kirsten E. Gillibrand,6,1,7,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,U.S. Senate,,IND,Kirsten E. Gillibrand,7,1,8,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,U.S. Senate,,IND,Kirsten E. Gillibrand,9,0,9,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,U.S. Senate,,IND,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of Manheim 1,U.S. Senate,,IND,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Manheim 2,U.S. Senate,,IND,Kirsten E. Gillibrand,11,1,12,,,,,,,,,,,,
Herkimer,Town of Manheim 3,U.S. Senate,,IND,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Newport 1,U.S. Senate,,IND,Kirsten E. Gillibrand,20,3,23,,,,,,,,,,,,
Herkimer,Town of Norway 1,U.S. Senate,,IND,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Ohio 1,U.S. Senate,,IND,Kirsten E. Gillibrand,6,2,8,,,,,,,,,,,,
Herkimer,Town of Russia 1,U.S. Senate,,IND,Kirsten E. Gillibrand,13,1,14,,,,,,,,,,,,
Herkimer,Town of Russia 2,U.S. Senate,,IND,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of Russia 3,U.S. Senate,,IND,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,U.S. Senate,,IND,Kirsten E. Gillibrand,10,1,11,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,U.S. Senate,,IND,Kirsten E. Gillibrand,4,1,5,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,U.S. Senate,,IND,Kirsten E. Gillibrand,11,0,11,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,U.S. Senate,,IND,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of Stark 1,U.S. Senate,,IND,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Warren 1,U.S. Senate,,IND,Kirsten E. Gillibrand,9,0,9,,,,,,,,,,,,
Herkimer,Town of Webb 1,U.S. Senate,,IND,Kirsten E. Gillibrand,14,3,17,,,,,,,,,,,,
Herkimer,Town of Webb 2,U.S. Senate,,IND,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Winfield 1,U.S. Senate,,IND,Kirsten E. Gillibrand,10,0,10,,,,,,,,,,,,
Herkimer,Town of Winfield 2,U.S. Senate,,IND,Kirsten E. Gillibrand,4,2,6,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,7,0,7,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Columbia 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,3,1,4,,,,,,,,,,,,
Herkimer,Town of Columbia 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of Danube 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,3,1,4,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,1,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,U.S. Senate,,WEP,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,U.S. Senate,,WEP,Kirsten E. Gillibrand,3,1,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,U.S. Senate,,WEP,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,U.S. Senate,,WEP,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,U.S. Senate,,WEP,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,1,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,U.S. Senate,,WEP,Kirsten E. Gillibrand,8,0,8,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,U.S. Senate,,WEP,Kirsten E. Gillibrand,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of Manheim 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of Manheim 3,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Newport 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,1,3,,,,,,,,,,,,
Herkimer,Town of Norway 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Ohio 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of Russia 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,6,0,6,,,,,,,,,,,,
Herkimer,Town of Russia 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of Russia 3,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,1,5,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,U.S. Senate,,WEP,Kirsten E. Gillibrand,1,0,1,,,,,,,,,,,,
Herkimer,Town of Stark 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Warren 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,Town of Webb 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,2,0,2,,,,,,,,,,,,
Herkimer,Town of Webb 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,0,0,0,,,,,,,,,,,,
Herkimer,Town of Winfield 1,U.S. Senate,,WEP,Kirsten E. Gillibrand,5,0,5,,,,,,,,,,,,
Herkimer,Town of Winfield 2,U.S. Senate,,WEP,Kirsten E. Gillibrand,4,0,4,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,U.S. Senate,,REP,Chele Chiavacci Farley,130,10,140,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,U.S. Senate,,REP,Chele Chiavacci Farley,168,12,180,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,U.S. Senate,,REP,Chele Chiavacci Farley,36,4,40,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,U.S. Senate,,REP,Chele Chiavacci Farley,78,3,81,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,U.S. Senate,,REP,Chele Chiavacci Farley,83,9,92,,,,,,,,,,,,
Herkimer,Town of Columbia 1,U.S. Senate,,REP,Chele Chiavacci Farley,282,15,297,,,,,,,,,,,,
Herkimer,Town of Columbia 2,U.S. Senate,,REP,Chele Chiavacci Farley,81,5,86,,,,,,,,,,,,
Herkimer,Town of Danube 1,U.S. Senate,,REP,Chele Chiavacci Farley,189,11,200,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,U.S. Senate,,REP,Chele Chiavacci Farley,309,27,336,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,U.S. Senate,,REP,Chele Chiavacci Farley,136,8,144,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,U.S. Senate,,REP,Chele Chiavacci Farley,148,4,152,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,U.S. Senate,,REP,Chele Chiavacci Farley,169,14,183,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,U.S. Senate,,REP,Chele Chiavacci Farley,231,19,250,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,U.S. Senate,,REP,Chele Chiavacci Farley,312,0,312,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,U.S. Senate,,REP,Chele Chiavacci Farley,250,15,265,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,U.S. Senate,,REP,Chele Chiavacci Farley,255,17,272,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,U.S. Senate,,REP,Chele Chiavacci Farley,155,6,161,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,U.S. Senate,,REP,Chele Chiavacci Farley,245,19,264,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,U.S. Senate,,REP,Chele Chiavacci Farley,60,3,63,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,U.S. Senate,,REP,Chele Chiavacci Farley,38,0,38,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,U.S. Senate,,REP,Chele Chiavacci Farley,79,7,86,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,U.S. Senate,,REP,Chele Chiavacci Farley,76,5,81,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,U.S. Senate,,REP,Chele Chiavacci Farley,124,7,131,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,U.S. Senate,,REP,Chele Chiavacci Farley,86,4,90,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,U.S. Senate,,REP,Chele Chiavacci Farley,54,1,55,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,U.S. Senate,,REP,Chele Chiavacci Farley,195,4,199,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,U.S. Senate,,REP,Chele Chiavacci Farley,147,3,150,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,U.S. Senate,,REP,Chele Chiavacci Farley,180,11,191,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,U.S. Senate,,REP,Chele Chiavacci Farley,153,10,163,,,,,,,,,,,,
